,scaled_input_date,scaled_input_period,scaled_input_nswprice,scaled_input_nswdemand,scaled_input_vicprice,scaled_input_vicdemand,scaled_input_transfer,scaled_input_target,origin_input_date,origin_input_period,origin_input_nswprice,origin_input_nswdemand,origin_input_vicprice,origin_input_vicdemand,origin_input_transfer,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_date,scaled_cf_period,scaled_cf_nswprice,scaled_cf_nswdemand,scaled_cf_vicprice,scaled_cf_vicdemand,scaled_cf_transfer,scaled_cf_target,origin_cf_date,origin_cf_period,origin_cf_nswprice,origin_cf_nswdemand,origin_cf_vicprice,origin_cf_vicdemand,origin_cf_transfer,origin_cf_target
0,0.474492,0.404255,0.04935181380057533,0.458792,0.003218,0.313309,0.48605364200368834,Y,0.474492,0.404255,0.047556,0.458792,0.003218,0.313309,0.466228,Y,13.94242787361145,N,N,Y,,,,,,,,,,,,,,,,
0,0.474492,0.404255,0.04935181380057533,0.458792,0.003218,0.313309,0.48605364200368834,Y,0.474492,0.404255,0.047556,0.458792,0.003218,0.313309,0.466228,Y,13.939007997512817,N,N,Y,,,,,,,,,,,,,,,,
0,0.474492,0.404255,0.04935181380057533,0.458792,0.003218,0.313309,0.48605364200368834,Y,0.474492,0.404255,0.047556,0.458792,0.003218,0.313309,0.466228,Y,14.06810998916626,N,N,Y,,,,,,,,,,,,,,,,
0,0.474492,0.404255,0.04935181380057533,0.458792,0.003218,0.313309,0.48605364200368834,Y,0.474492,0.404255,0.047556,0.458792,0.003218,0.313309,0.466228,Y,14.101029872894287,N,N,Y,,,,,,,,,,,,,,,,
0,0.008672,0.489362,0.09627422655591669,0.590747,0.003467,0.422915,0.43255550655695146,Y,0.008672,0.489362,0.092771,0.590747,0.003467,0.422915,0.414912,Y,13.961495161056519,N,Y,Y,,,,,,,,,,,,,,,,
0,0.008672,0.489362,0.09627422655591669,0.590747,0.003467,0.422915,0.43255550655695146,Y,0.008672,0.489362,0.092771,0.590747,0.003467,0.422915,0.414912,Y,13.95214295387268,N,Y,Y,,,,,,,,,,,,,,,,
0,0.008672,0.489362,0.09627422655591669,0.590747,0.003467,0.422915,0.43255550655695146,Y,0.008672,0.489362,0.092771,0.590747,0.003467,0.422915,0.414912,Y,14.101365089416504,N,Y,Y,,,,,,,,,,,,,,,,
0,0.008672,0.489362,0.09627422655591669,0.590747,0.003467,0.422915,0.43255550655695146,Y,0.008672,0.489362,0.092771,0.590747,0.003467,0.422915,0.414912,Y,14.029977083206177,N,Y,Y,,,,,,,,,,,,,,,,
0,0.008672,0.489362,0.09627422655591669,0.590747,0.003467,0.422915,0.43255550655695146,Y,0.008672,0.489362,0.092771,0.590747,0.003467,0.422915,0.414912,Y,14.010418176651001,N,Y,Y,,,,,,,,,,,,,,,,
0,0.429671,0.446809,0.11527876365176024,0.645641,0.003467,0.422915,0.43255550655695146,Y,0.429671,0.446809,0.111084,0.645641,0.003467,0.422915,0.414912,Y,14.029905080795288,N,Y,Y,,,,,,,,,,,,,,,,
0,0.429671,0.446809,0.11527876365176024,0.645641,0.003467,0.422915,0.43255550655695146,Y,0.429671,0.446809,0.111084,0.645641,0.003467,0.422915,0.414912,Y,13.965066909790039,N,Y,Y,,,,,,,,,,,,,,,,
0,0.429671,0.446809,0.11527876365176024,0.645641,0.003467,0.422915,0.43255550655695146,Y,0.429671,0.446809,0.111084,0.645641,0.003467,0.422915,0.414912,Y,14.043113946914673,N,Y,Y,,,,,,,,,,,,,,,,
0,0.429671,0.446809,0.11527876365176024,0.645641,0.003467,0.422915,0.43255550655695146,Y,0.429671,0.446809,0.111084,0.645641,0.003467,0.422915,0.414912,Y,14.001487970352173,N,Y,Y,,,,,,,,,,,,,,,,
0,0.429671,0.446809,0.11527876365176024,0.645641,0.003467,0.422915,0.43255550655695146,Y,0.429671,0.446809,0.111084,0.645641,0.003467,0.422915,0.414912,Y,13.997822046279907,N,Y,Y,,,,,,,,,,,,,,,,
0,0.460732,0.106383,0.0327455448873613,0.261678,0.00216,0.26696,0.3470508574234448,N,0.460732,0.106383,0.031554,0.261678,0.00216,0.26696,0.332895,N,29.866534948349,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.460732,0.106383,0.0327455448873613,0.261678,0.00216,0.26696,0.3470508574234448,N,0.460732,0.106383,0.031554,0.261678,0.00216,0.26696,0.332895,N,29.83535385131836,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.460732,0.106383,0.0327455448873613,0.261678,0.00216,0.26696,0.3470508574234448,N,0.460732,0.106383,0.031554,0.261678,0.00216,0.26696,0.332895,N,29.884428024291992,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.460732,0.106383,0.0327455448873613,0.261678,0.00216,0.26696,0.3470508574234448,N,0.460732,0.106383,0.031554,0.261678,0.00216,0.26696,0.332895,N,29.829530954360962,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.460732,0.106383,0.0327455448873613,0.261678,0.00216,0.26696,0.3470508574234448,N,0.460732,0.106383,0.031554,0.261678,0.00216,0.26696,0.332895,N,29.765594959259033,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.902836,0.638298,0.07471368144024773,0.329813,0.004632,0.308907,0.8143567994945844,N,0.902836,0.638298,0.071995,0.329813,0.004632,0.308907,0.78114,N,29.821098804473877,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.902836,0.638298,0.07471368144024773,0.329813,0.004632,0.308907,0.8143567994945844,N,0.902836,0.638298,0.071995,0.329813,0.004632,0.308907,0.78114,N,29.834609985351562,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.902836,0.638298,0.07471368144024773,0.329813,0.004632,0.308907,0.8143567994945844,N,0.902836,0.638298,0.071995,0.329813,0.004632,0.308907,0.78114,N,29.892080068588257,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.902836,0.638298,0.07471368144024773,0.329813,0.004632,0.308907,0.8143567994945844,N,0.902836,0.638298,0.071995,0.329813,0.004632,0.308907,0.78114,N,29.8723042011261,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.902836,0.638298,0.07471368144024773,0.329813,0.004632,0.308907,0.8143567994945844,N,0.902836,0.638298,0.071995,0.329813,0.004632,0.308907,0.78114,N,29.846312046051025,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.031061,0.425532,0.07736205028579968,0.501785,0.003467,0.422915,0.43255550655695146,Y,0.031061,0.425532,0.074547,0.501785,0.003467,0.422915,0.414912,Y,13.993886947631836,N,Y,Y,,,,,,,,,,,,,,,,
0,0.031061,0.425532,0.07736205028579968,0.501785,0.003467,0.422915,0.43255550655695146,Y,0.031061,0.425532,0.074547,0.501785,0.003467,0.422915,0.414912,Y,13.942259311676025,N,Y,Y,,,,,,,,,,,,,,,,
0,0.031061,0.425532,0.07736205028579968,0.501785,0.003467,0.422915,0.43255550655695146,Y,0.031061,0.425532,0.074547,0.501785,0.003467,0.422915,0.414912,Y,13.971649169921875,N,Y,Y,,,,,,,,,,,,,,,,
0,0.031061,0.425532,0.07736205028579968,0.501785,0.003467,0.422915,0.43255550655695146,Y,0.031061,0.425532,0.074547,0.501785,0.003467,0.422915,0.414912,Y,13.98345685005188,N,Y,Y,,,,,,,,,,,,,,,,
0,0.031061,0.425532,0.07736205028579968,0.501785,0.003467,0.422915,0.43255550655695146,Y,0.031061,0.425532,0.074547,0.501785,0.003467,0.422915,0.414912,Y,13.98021388053894,N,Y,Y,,,,,,,,,,,,,,,,
0,0.443387,0.553191,0.04632985060376998,0.488545,0.003037,0.530813,0.4663916489698303,N,0.443387,0.553191,0.044644,0.488545,0.003037,0.530813,0.447368,N,29.864888906478882,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.443387,0.553191,0.04632985060376998,0.488545,0.003037,0.530813,0.4663916489698303,N,0.443387,0.553191,0.044644,0.488545,0.003037,0.530813,0.447368,N,29.802016019821167,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.443387,0.553191,0.04632985060376998,0.488545,0.003037,0.530813,0.4663916489698303,N,0.443387,0.553191,0.044644,0.488545,0.003037,0.530813,0.447368,N,29.788645267486572,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.443387,0.553191,0.04632985060376998,0.488545,0.003037,0.530813,0.4663916489698303,N,0.443387,0.553191,0.044644,0.488545,0.003037,0.530813,0.447368,N,29.845379114151,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.443387,0.553191,0.04632985060376998,0.488545,0.003037,0.530813,0.4663916489698303,N,0.443387,0.553191,0.044644,0.488545,0.003037,0.530813,0.447368,N,29.81558394432068,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.912438,0.489362,0.04629871774116553,0.329069,0.002919,0.269549,0.7293087756499872,Y,0.912438,0.489362,0.044614,0.329069,0.002919,0.269549,0.699561,Y,14.01879096031189,N,Y,Y,,,,,,,,,,,,,,,,
0,0.912438,0.489362,0.04629871774116553,0.329069,0.002919,0.269549,0.7293087756499872,Y,0.912438,0.489362,0.044614,0.329069,0.002919,0.269549,0.699561,Y,14.09640908241272,N,Y,Y,,,,,,,,,,,,,,,,
0,0.912438,0.489362,0.04629871774116553,0.329069,0.002919,0.269549,0.7293087756499872,Y,0.912438,0.489362,0.044614,0.329069,0.002919,0.269549,0.699561,Y,13.982099771499634,N,Y,Y,,,,,,,,,,,,,,,,
0,0.912438,0.489362,0.04629871774116553,0.329069,0.002919,0.269549,0.7293087756499872,Y,0.912438,0.489362,0.044614,0.329069,0.002919,0.269549,0.699561,Y,13.984594821929932,N,Y,Y,,,,,,,,,,,,,,,,
0,0.912438,0.489362,0.04629871774116553,0.329069,0.002919,0.269549,0.7293087756499872,Y,0.912438,0.489362,0.044614,0.329069,0.002919,0.269549,0.699561,Y,14.003538846969604,N,Y,Y,,,,,,,,,,,,,,,,
0,0.876908,0.148936,0.029692448827951495,0.1626,0.001861,0.251165,0.6794688551319781,N,0.876908,0.148936,0.028612,0.1626,0.001861,0.251165,0.651754,N,29.812321186065674,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.876908,0.148936,0.029692448827951495,0.1626,0.001861,0.251165,0.6794688551319781,N,0.876908,0.148936,0.028612,0.1626,0.001861,0.251165,0.651754,N,29.800212144851685,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.876908,0.148936,0.029692448827951495,0.1626,0.001861,0.251165,0.6794688551319781,N,0.876908,0.148936,0.028612,0.1626,0.001861,0.251165,0.651754,N,29.788124799728394,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.876908,0.148936,0.029692448827951495,0.1626,0.001861,0.251165,0.6794688551319781,N,0.876908,0.148936,0.028612,0.1626,0.001861,0.251165,0.651754,N,29.846928119659424,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.876908,0.148936,0.029692448827951495,0.1626,0.001861,0.251165,0.6794688551319781,N,0.876908,0.148936,0.028612,0.1626,0.001861,0.251165,0.651754,N,29.779610872268677,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.894429,0.12766,0.06137843862467466,0.318209,0.003828,0.401864,0.6968445941508177,N,0.894429,0.12766,0.059145,0.318209,0.003828,0.401864,0.668421,N,29.957597970962524,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.894429,0.12766,0.06137843862467466,0.318209,0.003828,0.401864,0.6968445941508177,N,0.894429,0.12766,0.059145,0.318209,0.003828,0.401864,0.668421,N,29.796912908554077,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.894429,0.12766,0.06137843862467466,0.318209,0.003828,0.401864,0.6968445941508177,N,0.894429,0.12766,0.059145,0.318209,0.003828,0.401864,0.668421,N,29.89498209953308,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.894429,0.12766,0.06137843862467466,0.318209,0.003828,0.401864,0.6968445941508177,N,0.894429,0.12766,0.059145,0.318209,0.003828,0.401864,0.668421,N,29.931674003601074,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.894429,0.12766,0.06137843862467466,0.318209,0.003828,0.401864,0.6968445941508177,N,0.894429,0.12766,0.059145,0.318209,0.003828,0.401864,0.668421,N,30.84770393371582,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.868192,0.170213,0.026701618493750592,0.193841,0.001674,0.252978,0.8939180222078352,N,0.868192,0.170213,0.02573,0.193841,0.001674,0.252978,0.857456,N,30.30088710784912,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
0,0.868192,0.170213,0.026701618493750592,0.193841,0.001674,0.252978,0.8939180222078352,N,0.868192,0.170213,0.02573,0.193841,0.001674,0.252978,0.857456,N,30.70592188835144,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,1.0,1.0,0.963612,1.0,1.0,1.0,0.959211,Y
