,scaled_input_V1,scaled_input_V2,scaled_input_V3,scaled_input_V4,scaled_input_V5,scaled_input_V6,scaled_input_V7,scaled_input_V8,scaled_input_V9,scaled_input_V10,scaled_input_V11,scaled_input_V12,scaled_input_V13,scaled_input_V14,scaled_input_V15,scaled_input_V16,scaled_input_V17,scaled_input_V18,scaled_input_V19,scaled_input_V20,scaled_input_V21,scaled_input_V22,scaled_input_V23,scaled_input_V24,scaled_input_V25,scaled_input_V26,scaled_input_V27,scaled_input_V28,scaled_input_V29,scaled_input_V30,scaled_input_V31,scaled_input_V32,scaled_input_V33,scaled_input_V34,scaled_input_V35,scaled_input_V36,scaled_input_V37,scaled_input_V38,scaled_input_V39,scaled_input_V40,scaled_input_V41,scaled_input_V42,scaled_input_V43,scaled_input_V44,scaled_input_V45,scaled_input_V46,scaled_input_V47,scaled_input_V48,scaled_input_V49,scaled_input_V50,scaled_input_V51,scaled_input_V52,scaled_input_V53,scaled_input_V54,scaled_input_target,origin_input_V1,origin_input_V2,origin_input_V3,origin_input_V4,origin_input_V5,origin_input_V6,origin_input_V7,origin_input_V8,origin_input_V9,origin_input_V10,origin_input_V11,origin_input_V12,origin_input_V13,origin_input_V14,origin_input_V15,origin_input_V16,origin_input_V17,origin_input_V18,origin_input_V19,origin_input_V20,origin_input_V21,origin_input_V22,origin_input_V23,origin_input_V24,origin_input_V25,origin_input_V26,origin_input_V27,origin_input_V28,origin_input_V29,origin_input_V30,origin_input_V31,origin_input_V32,origin_input_V33,origin_input_V34,origin_input_V35,origin_input_V36,origin_input_V37,origin_input_V38,origin_input_V39,origin_input_V40,origin_input_V41,origin_input_V42,origin_input_V43,origin_input_V44,origin_input_V45,origin_input_V46,origin_input_V47,origin_input_V48,origin_input_V49,origin_input_V50,origin_input_V51,origin_input_V52,origin_input_V53,origin_input_V54,origin_input_target,scaled_cf_V1,scaled_cf_V2,scaled_cf_V3,scaled_cf_V4,scaled_cf_V5,scaled_cf_V6,scaled_cf_V7,scaled_cf_V8,scaled_cf_V9,scaled_cf_V10,scaled_cf_V11,scaled_cf_V12,scaled_cf_V13,scaled_cf_V14,scaled_cf_V15,scaled_cf_V16,scaled_cf_V17,scaled_cf_V18,scaled_cf_V19,scaled_cf_V20,scaled_cf_V21,scaled_cf_V22,scaled_cf_V23,scaled_cf_V24,scaled_cf_V25,scaled_cf_V26,scaled_cf_V27,scaled_cf_V28,scaled_cf_V29,scaled_cf_V30,scaled_cf_V31,scaled_cf_V32,scaled_cf_V33,scaled_cf_V34,scaled_cf_V35,scaled_cf_V36,scaled_cf_V37,scaled_cf_V38,scaled_cf_V39,scaled_cf_V40,scaled_cf_V41,scaled_cf_V42,scaled_cf_V43,scaled_cf_V44,scaled_cf_V45,scaled_cf_V46,scaled_cf_V47,scaled_cf_V48,scaled_cf_V49,scaled_cf_V50,scaled_cf_V51,scaled_cf_V52,scaled_cf_V53,scaled_cf_V54,scaled_cf_target,origin_cf_V1,origin_cf_V2,origin_cf_V3,origin_cf_V4,origin_cf_V5,origin_cf_V6,origin_cf_V7,origin_cf_V8,origin_cf_V9,origin_cf_V10,origin_cf_V11,origin_cf_V12,origin_cf_V13,origin_cf_V14,origin_cf_V15,origin_cf_V16,origin_cf_V17,origin_cf_V18,origin_cf_V19,origin_cf_V20,origin_cf_V21,origin_cf_V22,origin_cf_V23,origin_cf_V24,origin_cf_V25,origin_cf_V26,origin_cf_V27,origin_cf_V28,origin_cf_V29,origin_cf_V30,origin_cf_V31,origin_cf_V32,origin_cf_V33,origin_cf_V34,origin_cf_V35,origin_cf_V36,origin_cf_V37,origin_cf_V38,origin_cf_V39,origin_cf_V40,origin_cf_V41,origin_cf_V42,origin_cf_V43,origin_cf_V44,origin_cf_V45,origin_cf_V46,origin_cf_V47,origin_cf_V48,origin_cf_V49,origin_cf_V50,origin_cf_V51,origin_cf_V52,origin_cf_V53,origin_cf_V54,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.6552372519252728,0.9999999999999999,0.7181111300427524,0.505915753893879,0.34025813569263025,0.6022912344394913,0.4823204008830005,0.007663016911808172,0.09549315440006516,0.3832180215567847,0.4394771417202719,0.2320297911025293,0.434834396785481,0.4607070218801018,0.3359558680977811,0.680419239474432,0.7448223345289832,0.6512258585220568,0.6804482800460117,0.23769939845881488,0.5704904334318899,0.3511378109104303,0.18416331497944463,0.45424826337086643,0.9417080095739503,0.449507614439775,0.6131708738191065,0.6661873653004642,0.048728747414533806,0.2538374073222569,0.24357238175295076,0.02889162122896309,0.0764551756619277,0.34631452294516396,0.3501167733218682,0.6390914956783647,0.37495918240184484,0.23934660819666798,0.09794672872037435,0.08285928989514504,0.3754317535008805,0.4252605158555761,0.22786565664440062,0.7322640014588585,0.5872586591415958,0.5323432718487789,0.09544299275989504,0.476979058188552,0.2454009507276856,0.6903452673597722,0.09969572498185174,0.12938036794818866,0.018946920912785246,0.24592880011464616,N,0.655341,1.0,0.722222,0.50772,0.341174,0.9899179999999999,0.659508,0.0130957,0.0926042,97.9737,112.279,59.3704,48.5897,50.5133,38.1236,0.5244020000000053,0.4888509999999989,1.009409999999997,68.3067,-11.503799999999998,22.789799999999993,13.5371,6.20437,17.3551,-0.11529999999999643,0.4690520000000009,0.5499889999999983,66.63,0.0645833,-12.412799999999999,26.2848,0.0527944,2.63586,0.5082800000000001,1.79398,1.850130000000003,95.6211,0.25625,25.1858,9.1528,-1.2506099999999987,43.5437,8.06394,186.842,64.5133,0.533659,0.0903136,0.236345,62.5851,-7.102659999999993,10.9189,4.70064,0.0192535,0.40319900000000003,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6422510147094727,N,N,N
0,0.6552372519252728,0.9999999999999999,0.7181111300427524,0.505915753893879,0.34025813569263025,0.6022912344394913,0.4823204008830005,0.007663016911808172,0.09549315440006516,0.3832180215567847,0.4394771417202719,0.2320297911025293,0.434834396785481,0.4607070218801018,0.3359558680977811,0.680419239474432,0.7448223345289832,0.6512258585220568,0.6804482800460117,0.23769939845881488,0.5704904334318899,0.3511378109104303,0.18416331497944463,0.45424826337086643,0.9417080095739503,0.449507614439775,0.6131708738191065,0.6661873653004642,0.048728747414533806,0.2538374073222569,0.24357238175295076,0.02889162122896309,0.0764551756619277,0.34631452294516396,0.3501167733218682,0.6390914956783647,0.37495918240184484,0.23934660819666798,0.09794672872037435,0.08285928989514504,0.3754317535008805,0.4252605158555761,0.22786565664440062,0.7322640014588585,0.5872586591415958,0.5323432718487789,0.09544299275989504,0.476979058188552,0.2454009507276856,0.6903452673597722,0.09969572498185174,0.12938036794818866,0.018946920912785246,0.24592880011464616,N,0.655341,1.0,0.722222,0.50772,0.341174,0.9899179999999999,0.659508,0.0130957,0.0926042,97.9737,112.279,59.3704,48.5897,50.5133,38.1236,0.5244020000000053,0.4888509999999989,1.009409999999997,68.3067,-11.503799999999998,22.789799999999993,13.5371,6.20437,17.3551,-0.11529999999999643,0.4690520000000009,0.5499889999999983,66.63,0.0645833,-12.412799999999999,26.2848,0.0527944,2.63586,0.5082800000000001,1.79398,1.850130000000003,95.6211,0.25625,25.1858,9.1528,-1.2506099999999987,43.5437,8.06394,186.842,64.5133,0.533659,0.0903136,0.236345,62.5851,-7.102659999999993,10.9189,4.70064,0.0192535,0.40319900000000003,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642906904220581,N,N,N
0,0.6552372519252728,0.9999999999999999,0.7181111300427524,0.505915753893879,0.34025813569263025,0.6022912344394913,0.4823204008830005,0.007663016911808172,0.09549315440006516,0.3832180215567847,0.4394771417202719,0.2320297911025293,0.434834396785481,0.4607070218801018,0.3359558680977811,0.680419239474432,0.7448223345289832,0.6512258585220568,0.6804482800460117,0.23769939845881488,0.5704904334318899,0.3511378109104303,0.18416331497944463,0.45424826337086643,0.9417080095739503,0.449507614439775,0.6131708738191065,0.6661873653004642,0.048728747414533806,0.2538374073222569,0.24357238175295076,0.02889162122896309,0.0764551756619277,0.34631452294516396,0.3501167733218682,0.6390914956783647,0.37495918240184484,0.23934660819666798,0.09794672872037435,0.08285928989514504,0.3754317535008805,0.4252605158555761,0.22786565664440062,0.7322640014588585,0.5872586591415958,0.5323432718487789,0.09544299275989504,0.476979058188552,0.2454009507276856,0.6903452673597722,0.09969572498185174,0.12938036794818866,0.018946920912785246,0.24592880011464616,N,0.655341,1.0,0.722222,0.50772,0.341174,0.9899179999999999,0.659508,0.0130957,0.0926042,97.9737,112.279,59.3704,48.5897,50.5133,38.1236,0.5244020000000053,0.4888509999999989,1.009409999999997,68.3067,-11.503799999999998,22.789799999999993,13.5371,6.20437,17.3551,-0.11529999999999643,0.4690520000000009,0.5499889999999983,66.63,0.0645833,-12.412799999999999,26.2848,0.0527944,2.63586,0.5082800000000001,1.79398,1.850130000000003,95.6211,0.25625,25.1858,9.1528,-1.2506099999999987,43.5437,8.06394,186.842,64.5133,0.533659,0.0903136,0.236345,62.5851,-7.102659999999993,10.9189,4.70064,0.0192535,0.40319900000000003,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393442153930664,N,N,N
0,0.6552372519252728,0.9999999999999999,0.7181111300427524,0.505915753893879,0.34025813569263025,0.6022912344394913,0.4823204008830005,0.007663016911808172,0.09549315440006516,0.3832180215567847,0.4394771417202719,0.2320297911025293,0.434834396785481,0.4607070218801018,0.3359558680977811,0.680419239474432,0.7448223345289832,0.6512258585220568,0.6804482800460117,0.23769939845881488,0.5704904334318899,0.3511378109104303,0.18416331497944463,0.45424826337086643,0.9417080095739503,0.449507614439775,0.6131708738191065,0.6661873653004642,0.048728747414533806,0.2538374073222569,0.24357238175295076,0.02889162122896309,0.0764551756619277,0.34631452294516396,0.3501167733218682,0.6390914956783647,0.37495918240184484,0.23934660819666798,0.09794672872037435,0.08285928989514504,0.3754317535008805,0.4252605158555761,0.22786565664440062,0.7322640014588585,0.5872586591415958,0.5323432718487789,0.09544299275989504,0.476979058188552,0.2454009507276856,0.6903452673597722,0.09969572498185174,0.12938036794818866,0.018946920912785246,0.24592880011464616,N,0.655341,1.0,0.722222,0.50772,0.341174,0.9899179999999999,0.659508,0.0130957,0.0926042,97.9737,112.279,59.3704,48.5897,50.5133,38.1236,0.5244020000000053,0.4888509999999989,1.009409999999997,68.3067,-11.503799999999998,22.789799999999993,13.5371,6.20437,17.3551,-0.11529999999999643,0.4690520000000009,0.5499889999999983,66.63,0.0645833,-12.412799999999999,26.2848,0.0527944,2.63586,0.5082800000000001,1.79398,1.850130000000003,95.6211,0.25625,25.1858,9.1528,-1.2506099999999987,43.5437,8.06394,186.842,64.5133,0.533659,0.0903136,0.236345,62.5851,-7.102659999999993,10.9189,4.70064,0.0192535,0.40319900000000003,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6421990394592285,N,N,N
0,0.6552372519252728,0.9999999999999999,0.7181111300427524,0.505915753893879,0.34025813569263025,0.6022912344394913,0.4823204008830005,0.007663016911808172,0.09549315440006516,0.3832180215567847,0.4394771417202719,0.2320297911025293,0.434834396785481,0.4607070218801018,0.3359558680977811,0.680419239474432,0.7448223345289832,0.6512258585220568,0.6804482800460117,0.23769939845881488,0.5704904334318899,0.3511378109104303,0.18416331497944463,0.45424826337086643,0.9417080095739503,0.449507614439775,0.6131708738191065,0.6661873653004642,0.048728747414533806,0.2538374073222569,0.24357238175295076,0.02889162122896309,0.0764551756619277,0.34631452294516396,0.3501167733218682,0.6390914956783647,0.37495918240184484,0.23934660819666798,0.09794672872037435,0.08285928989514504,0.3754317535008805,0.4252605158555761,0.22786565664440062,0.7322640014588585,0.5872586591415958,0.5323432718487789,0.09544299275989504,0.476979058188552,0.2454009507276856,0.6903452673597722,0.09969572498185174,0.12938036794818866,0.018946920912785246,0.24592880011464616,N,0.655341,1.0,0.722222,0.50772,0.341174,0.9899179999999999,0.659508,0.0130957,0.0926042,97.9737,112.279,59.3704,48.5897,50.5133,38.1236,0.5244020000000053,0.4888509999999989,1.009409999999997,68.3067,-11.503799999999998,22.789799999999993,13.5371,6.20437,17.3551,-0.11529999999999643,0.4690520000000009,0.5499889999999983,66.63,0.0645833,-12.412799999999999,26.2848,0.0527944,2.63586,0.5082800000000001,1.79398,1.850130000000003,95.6211,0.25625,25.1858,9.1528,-1.2506099999999987,43.5437,8.06394,186.842,64.5133,0.533659,0.0903136,0.236345,62.5851,-7.102659999999993,10.9189,4.70064,0.0192535,0.40319900000000003,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6413159370422363,N,N,N
0,0.008550026925402552,0.12798886075949367,0.1014796075609435,0.04987769924610408,0.8692810829722218,0.0767397389430671,0.055668567804750047,0.1871136208671839,0.4578513777304802,0.3537117145109877,0.20258327277114535,0.22429079623763937,0.24562791405278184,0.13495617595286521,0.16777348913445778,0.6688779586064543,0.7357123829938705,0.6336412037950864,0.5451696745797879,0.4798871112405084,0.39647866386166386,0.2209918525839059,0.16878315202065924,0.08896592699614198,0.9300035722316821,0.4254289420399043,0.6295325822766337,0.8537113247251528,0.4978813389112318,0.3542806792327994,0.09267106134683303,0.25344735978409455,0.30893495229818907,0.16762561661396785,0.3456004849037326,0.627494779212823,0.6502249326556911,0.40056830907799296,0.3459032125741428,0.46610176663127545,0.39981701426461924,0.13274930903479729,0.4155527623596461,0.27623957244040387,0.4175176368849848,0.8918498223358423,0.8062830710895666,0.04952743147510995,0.7701082594521366,0.7356873600598356,0.0633473355522814,0.19853142282950584,0.06252603938730854,0.6154801520688151,Y,0.00884838,0.13888900000000004,0.114583,0.0601119,0.861395,0.134727,0.0877852,0.102681,0.444,90.4617,51.9608,57.399,27.4472,14.797,19.0386,-1.2424699999999993,-0.9085190000000056,-0.9950560000000024,54.8897,14.283499999999998,2.7148800000000013,8.5197,5.68622,3.39905,-1.7637100000000068,-1.3111300000000008,2.007400000000001,85.3759,0.50625,-2.7575800000000013,10.0872,0.353498,10.6275,0.252826,1.3223300000000013,-0.14122799999999228,165.811,0.413889,88.3522,51.0344,0.4305049999999987,13.592599999999997,14.6998,70.7511,45.8664,0.88652,0.762951,0.0325421,196.38,-0.482719000000007,6.95604,7.21175,0.062819,0.994269,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.3958101272583008,Y,Y,Y
0,0.008550026925402552,0.12798886075949367,0.1014796075609435,0.04987769924610408,0.8692810829722218,0.0767397389430671,0.055668567804750047,0.1871136208671839,0.4578513777304802,0.3537117145109877,0.20258327277114535,0.22429079623763937,0.24562791405278184,0.13495617595286521,0.16777348913445778,0.6688779586064543,0.7357123829938705,0.6336412037950864,0.5451696745797879,0.4798871112405084,0.39647866386166386,0.2209918525839059,0.16878315202065924,0.08896592699614198,0.9300035722316821,0.4254289420399043,0.6295325822766337,0.8537113247251528,0.4978813389112318,0.3542806792327994,0.09267106134683303,0.25344735978409455,0.30893495229818907,0.16762561661396785,0.3456004849037326,0.627494779212823,0.6502249326556911,0.40056830907799296,0.3459032125741428,0.46610176663127545,0.39981701426461924,0.13274930903479729,0.4155527623596461,0.27623957244040387,0.4175176368849848,0.8918498223358423,0.8062830710895666,0.04952743147510995,0.7701082594521366,0.7356873600598356,0.0633473355522814,0.19853142282950584,0.06252603938730854,0.6154801520688151,Y,0.00884838,0.13888900000000004,0.114583,0.0601119,0.861395,0.134727,0.0877852,0.102681,0.444,90.4617,51.9608,57.399,27.4472,14.797,19.0386,-1.2424699999999993,-0.9085190000000056,-0.9950560000000024,54.8897,14.283499999999998,2.7148800000000013,8.5197,5.68622,3.39905,-1.7637100000000068,-1.3111300000000008,2.007400000000001,85.3759,0.50625,-2.7575800000000013,10.0872,0.353498,10.6275,0.252826,1.3223300000000013,-0.14122799999999228,165.811,0.413889,88.3522,51.0344,0.4305049999999987,13.592599999999997,14.6998,70.7511,45.8664,0.88652,0.762951,0.0325421,196.38,-0.482719000000007,6.95604,7.21175,0.062819,0.994269,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.3898828029632568,Y,Y,Y
0,0.008550026925402552,0.12798886075949367,0.1014796075609435,0.04987769924610408,0.8692810829722218,0.0767397389430671,0.055668567804750047,0.1871136208671839,0.4578513777304802,0.3537117145109877,0.20258327277114535,0.22429079623763937,0.24562791405278184,0.13495617595286521,0.16777348913445778,0.6688779586064543,0.7357123829938705,0.6336412037950864,0.5451696745797879,0.4798871112405084,0.39647866386166386,0.2209918525839059,0.16878315202065924,0.08896592699614198,0.9300035722316821,0.4254289420399043,0.6295325822766337,0.8537113247251528,0.4978813389112318,0.3542806792327994,0.09267106134683303,0.25344735978409455,0.30893495229818907,0.16762561661396785,0.3456004849037326,0.627494779212823,0.6502249326556911,0.40056830907799296,0.3459032125741428,0.46610176663127545,0.39981701426461924,0.13274930903479729,0.4155527623596461,0.27623957244040387,0.4175176368849848,0.8918498223358423,0.8062830710895666,0.04952743147510995,0.7701082594521366,0.7356873600598356,0.0633473355522814,0.19853142282950584,0.06252603938730854,0.6154801520688151,Y,0.00884838,0.13888900000000004,0.114583,0.0601119,0.861395,0.134727,0.0877852,0.102681,0.444,90.4617,51.9608,57.399,27.4472,14.797,19.0386,-1.2424699999999993,-0.9085190000000056,-0.9950560000000024,54.8897,14.283499999999998,2.7148800000000013,8.5197,5.68622,3.39905,-1.7637100000000068,-1.3111300000000008,2.007400000000001,85.3759,0.50625,-2.7575800000000013,10.0872,0.353498,10.6275,0.252826,1.3223300000000013,-0.14122799999999228,165.811,0.413889,88.3522,51.0344,0.4305049999999987,13.592599999999997,14.6998,70.7511,45.8664,0.88652,0.762951,0.0325421,196.38,-0.482719000000007,6.95604,7.21175,0.062819,0.994269,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.410513162612915,Y,Y,Y
0,0.008550026925402552,0.12798886075949367,0.1014796075609435,0.04987769924610408,0.8692810829722218,0.0767397389430671,0.055668567804750047,0.1871136208671839,0.4578513777304802,0.3537117145109877,0.20258327277114535,0.22429079623763937,0.24562791405278184,0.13495617595286521,0.16777348913445778,0.6688779586064543,0.7357123829938705,0.6336412037950864,0.5451696745797879,0.4798871112405084,0.39647866386166386,0.2209918525839059,0.16878315202065924,0.08896592699614198,0.9300035722316821,0.4254289420399043,0.6295325822766337,0.8537113247251528,0.4978813389112318,0.3542806792327994,0.09267106134683303,0.25344735978409455,0.30893495229818907,0.16762561661396785,0.3456004849037326,0.627494779212823,0.6502249326556911,0.40056830907799296,0.3459032125741428,0.46610176663127545,0.39981701426461924,0.13274930903479729,0.4155527623596461,0.27623957244040387,0.4175176368849848,0.8918498223358423,0.8062830710895666,0.04952743147510995,0.7701082594521366,0.7356873600598356,0.0633473355522814,0.19853142282950584,0.06252603938730854,0.6154801520688151,Y,0.00884838,0.13888900000000004,0.114583,0.0601119,0.861395,0.134727,0.0877852,0.102681,0.444,90.4617,51.9608,57.399,27.4472,14.797,19.0386,-1.2424699999999993,-0.9085190000000056,-0.9950560000000024,54.8897,14.283499999999998,2.7148800000000013,8.5197,5.68622,3.39905,-1.7637100000000068,-1.3111300000000008,2.007400000000001,85.3759,0.50625,-2.7575800000000013,10.0872,0.353498,10.6275,0.252826,1.3223300000000013,-0.14122799999999228,165.811,0.413889,88.3522,51.0344,0.4305049999999987,13.592599999999997,14.6998,70.7511,45.8664,0.88652,0.762951,0.0325421,196.38,-0.482719000000007,6.95604,7.21175,0.062819,0.994269,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.408519983291626,Y,Y,Y
0,0.008550026925402552,0.12798886075949367,0.1014796075609435,0.04987769924610408,0.8692810829722218,0.0767397389430671,0.055668567804750047,0.1871136208671839,0.4578513777304802,0.3537117145109877,0.20258327277114535,0.22429079623763937,0.24562791405278184,0.13495617595286521,0.16777348913445778,0.6688779586064543,0.7357123829938705,0.6336412037950864,0.5451696745797879,0.4798871112405084,0.39647866386166386,0.2209918525839059,0.16878315202065924,0.08896592699614198,0.9300035722316821,0.4254289420399043,0.6295325822766337,0.8537113247251528,0.4978813389112318,0.3542806792327994,0.09267106134683303,0.25344735978409455,0.30893495229818907,0.16762561661396785,0.3456004849037326,0.627494779212823,0.6502249326556911,0.40056830907799296,0.3459032125741428,0.46610176663127545,0.39981701426461924,0.13274930903479729,0.4155527623596461,0.27623957244040387,0.4175176368849848,0.8918498223358423,0.8062830710895666,0.04952743147510995,0.7701082594521366,0.7356873600598356,0.0633473355522814,0.19853142282950584,0.06252603938730854,0.6154801520688151,Y,0.00884838,0.13888900000000004,0.114583,0.0601119,0.861395,0.134727,0.0877852,0.102681,0.444,90.4617,51.9608,57.399,27.4472,14.797,19.0386,-1.2424699999999993,-0.9085190000000056,-0.9950560000000024,54.8897,14.283499999999998,2.7148800000000013,8.5197,5.68622,3.39905,-1.7637100000000068,-1.3111300000000008,2.007400000000001,85.3759,0.50625,-2.7575800000000013,10.0872,0.353498,10.6275,0.252826,1.3223300000000013,-0.14122799999999228,165.811,0.413889,88.3522,51.0344,0.4305049999999987,13.592599999999997,14.6998,70.7511,45.8664,0.88652,0.762951,0.0325421,196.38,-0.482719000000007,6.95604,7.21175,0.062819,0.994269,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.405022144317627,Y,Y,Y
