V1,V6,V10,V12,V13,V14,V15
43,132.0,19,574.0,1,84.0,3
64,243.0,22,144.0,1,175.0,1
38,170.0,18,442.0,1,-1.0,0
59,9676.0,27,234.0,2,-1.0,0
28,313.0,9,1183.0,2,-1.0,0
26,450.0,3,542.0,1,-1.0,0
43,1707.0,6,369.0,3,504.0,5
38,100.0,7,786.0,1,-1.0,0
50,145.0,8,170.0,1,-1.0,0
52,2138.0,17,134.0,1,-1.0,0
58,0.0,2,478.0,2,-1.0,0
39,2345.0,8,491.0,2,344.0,2
44,2557.0,14,250.0,1,181.0,8
53,196.0,16,178.0,7,-1.0,0
28,882.0,8,107.0,2,-1.0,0
47,1612.0,2,1164.0,1,-1.0,0
41,427.0,14,177.0,2,-1.0,0
44,4119.0,21,1074.0,1,-1.0,0
28,328.0,26,471.0,1,-1.0,0
31,557.0,27,185.0,1,-1.0,0
32,0.0,5,550.0,4,-1.0,0
51,1164.0,12,100.0,1,369.0,2
55,29484.0,20,151.0,2,-1.0,0
60,0.0,18,91.0,10,-1.0,0
23,794.0,26,607.0,3,171.0,3
33,-452.0,29,692.0,2,-1.0,0
49,-454.0,14,558.0,1,-1.0,0
44,2692.0,12,583.0,1,-1.0,0
47,6704.0,20,37.0,2,-1.0,0
38,113.0,13,25.0,10,-1.0,0
33,37.0,8,1082.0,1,-1.0,0
19,103.0,15,96.0,2,97.0,2
33,61.0,19,836.0,3,-1.0,0
23,854.0,28,664.0,2,-1.0,0
45,891.0,7,118.0,1,-1.0,0
46,57.0,28,796.0,1,-1.0,0
49,1158.0,14,159.0,3,-1.0,0
50,-54.0,13,698.0,2,292.0,1
45,1214.0,28,118.0,2,-1.0,0
51,1052.0,25,280.0,4,-1.0,0
52,7119.0,20,871.0,3,-1.0,0
40,0.0,29,245.0,3,-1.0,0
36,4145.0,20,988.0,4,-1.0,0
47,3676.0,15,415.0,2,342.0,1
39,391.0,30,962.0,4,-1.0,0
39,2939.0,6,608.0,1,99.0,3
42,0.0,18,118.0,6,-1.0,0
48,268.0,28,458.0,7,-1.0,0
39,794.0,3,116.0,2,121.0,1
64,768.0,14,371.0,1,-1.0,0
50,4.0,11,67.0,1,-1.0,0
51,3188.0,19,339.0,3,-1.0,0
51,7180.0,14,927.0,1,-1.0,0
37,1207.0,6,1353.0,2,138.0,2
32,1547.0,26,289.0,1,805.0,4
36,6641.0,30,105.0,4,-1.0,0
29,2326.0,6,195.0,1,-1.0,0
58,494.0,14,171.0,10,-1.0,0
33,87.0,12,978.0,1,-1.0,0
27,3415.0,9,266.0,3,184.0,1
33,146.0,22,380.0,1,91.0,3
55,1662.0,4,94.0,2,-1.0,0
36,532.0,14,603.0,1,-1.0,0
50,-454.0,25,241.0,1,-1.0,0
42,527.0,20,112.0,1,-1.0,0
24,409.0,16,912.0,1,-1.0,0
26,1842.0,22,611.0,1,-1.0,0
35,975.0,16,102.0,1,-1.0,0
44,279.0,17,85.0,1,339.0,6
50,7098.0,29,92.0,1,-1.0,0
27,0.0,5,82.0,3,-1.0,0
49,254.0,13,179.0,1,-1.0,0
29,273.0,4,2775.0,2,-1.0,0
44,1696.0,16,139.0,3,-1.0,0
58,1013.0,30,341.0,5,-1.0,0
24,6837.0,7,345.0,1,-1.0,0
35,54.0,22,73.0,2,-1.0,0
67,5275.0,13,222.0,4,-1.0,0
48,2266.0,18,676.0,1,-1.0,0
28,22.0,15,536.0,2,-1.0,0
40,767.0,6,168.0,1,-1.0,0
72,1940.0,4,705.0,2,-1.0,0
36,1291.0,30,195.0,1,86.0,1
33,2360.0,20,268.0,1,-1.0,0
33,256.0,21,151.0,2,-1.0,0
32,200.0,3,172.0,3,-1.0,0
36,3850.0,12,239.0,2,100.0,4
52,230.0,24,422.0,2,-1.0,0
42,-247.0,18,104.0,2,28.0,2
93,775.0,4,476.0,2,13.0,9
23,4.0,13,395.0,2,-1.0,0
21,423.0,18,287.0,5,285.0,5
25,137.0,24,281.0,3,-1.0,0
31,2085.0,21,639.0,2,93.0,4
52,36.0,13,109.0,2,-1.0,0
37,2469.0,7,232.0,1,-1.0,0
61,938.0,15,392.0,2,183.0,3
33,1636.0,27,165.0,1,-1.0,0
40,311.0,6,738.0,2,-1.0,0
50,-584.0,20,75.0,2,-1.0,0
36,12264.0,11,285.0,1,182.0,2
56,3738.0,17,156.0,1,305.0,6
43,175.0,7,54.0,1,-1.0,0
46,575.0,25,129.0,3,-1.0,0
38,172.0,1,1176.0,1,-1.0,0
37,775.0,25,1000.0,1,-1.0,0
83,4761.0,8,659.0,1,-1.0,0
35,-312.0,29,38.0,3,-1.0,0
25,505.0,15,284.0,1,-1.0,0
31,171.0,27,81.0,3,-1.0,0
51,2.0,5,295.0,1,-1.0,0
36,417.0,10,304.0,1,181.0,1
39,1509.0,11,248.0,1,-1.0,0
36,1969.0,13,87.0,1,-1.0,0
57,4391.0,4,1416.0,1,-1.0,0
41,1141.0,27,228.0,1,-1.0,0
55,505.0,17,58.0,1,316.0,1
35,-400.0,3,85.0,1,-1.0,0
58,1407.0,30,58.0,1,-1.0,0
54,0.0,12,77.0,4,341.0,2
21,614.0,13,243.0,3,-1.0,0
48,1230.0,13,328.0,2,182.0,3
30,678.0,15,236.0,4,-1.0,0
24,931.0,28,200.0,4,-1.0,0
43,740.0,20,585.0,2,-1.0,0
53,1004.0,22,119.0,1,-1.0,0
33,661.0,11,108.0,1,99.0,7
58,749.0,14,151.0,2,-1.0,0
36,131.0,6,153.0,1,-1.0,0
59,2396.0,20,488.0,1,-1.0,0
36,-251.0,7,162.0,1,-1.0,0
39,11766.0,14,313.0,4,102.0,5
34,105.0,7,146.0,2,171.0,3
58,57.0,17,117.0,3,-1.0,0
31,4924.0,21,389.0,2,-1.0,0
55,517.0,6,47.0,3,263.0,4
31,334.0,2,425.0,2,-1.0,0
30,595.0,23,231.0,1,-1.0,0
30,1837.0,18,109.0,2,-1.0,0
37,178.0,9,72.0,1,-1.0,0
23,4084.0,3,118.0,7,-1.0,0
69,426.0,9,225.0,1,90.0,1
41,942.0,22,219.0,1,-1.0,0
35,270.0,6,332.0,2,335.0,1
26,5.0,11,251.0,1,304.0,2
33,923.0,30,118.0,6,-1.0,0
35,303.0,24,173.0,2,190.0,10
33,318.0,8,1190.0,1,141.0,3
48,480.0,15,830.0,1,352.0,2
30,4468.0,2,204.0,1,-1.0,0
43,1926.0,7,89.0,13,-1.0,0
37,493.0,9,328.0,7,-1.0,0
56,1938.0,26,229.0,1,192.0,4
30,1785.0,17,235.0,1,-1.0,0
44,14.0,13,167.0,1,92.0,1
33,4984.0,4,181.0,2,-1.0,0
24,167.0,25,288.0,1,96.0,2
38,0.0,22,1545.0,1,-1.0,0
31,22.0,9,483.0,3,-1.0,0
34,692.0,20,254.0,1,-1.0,0
41,1077.0,9,207.0,3,387.0,2
27,-584.0,7,411.0,2,-1.0,0
49,5058.0,12,255.0,2,357.0,4
36,342.0,7,142.0,1,-1.0,0
27,0.0,6,837.0,1,-1.0,0
48,1010.0,20,65.0,1,-1.0,0
47,0.0,18,203.0,3,-1.0,0
42,1773.0,9,311.0,1,336.0,1
36,699.0,23,125.0,1,-1.0,0
32,2551.0,21,638.0,3,-1.0,0
51,-1.0,28,110.0,8,-1.0,0
30,131.0,11,384.0,6,-1.0,0
37,0.0,11,148.0,2,-1.0,0
65,2331.0,9,290.0,1,92.0,1
29,84.0,13,1101.0,2,-1.0,0
38,21963.0,18,70.0,2,-1.0,0
42,4.0,2,229.0,8,-1.0,0
34,2495.0,23,924.0,1,-1.0,0
27,80.0,27,188.0,2,-1.0,0
29,1958.0,18,112.0,4,349.0,1
30,73.0,25,114.0,6,-1.0,0
54,0.0,27,565.0,1,-1.0,0
47,1011.0,6,808.0,1,-1.0,0
23,1809.0,8,414.0,2,-1.0,0
48,50.0,21,419.0,1,-1.0,0
28,832.0,29,433.0,3,342.0,1
63,641.0,27,417.0,2,-1.0,0
53,372.0,2,126.0,2,-1.0,0
50,8139.0,18,256.0,6,-1.0,0
35,113.0,17,923.0,2,-1.0,0
28,730.0,3,631.0,1,-1.0,0
31,438.0,12,130.0,2,-1.0,0
34,10350.0,8,187.0,3,-1.0,0
32,453.0,18,331.0,2,-1.0,0
31,354.0,21,242.0,2,-1.0,0
59,283.0,17,300.0,1,-1.0,0
31,882.0,4,293.0,1,93.0,1
35,141.0,20,728.0,1,-1.0,0
42,129.0,18,390.0,3,-1.0,0
40,0.0,8,232.0,1,-1.0,0
41,3622.0,19,1135.0,4,-1.0,0
38,25.0,1,232.0,2,-1.0,0
31,1251.0,21,282.0,1,197.0,5
59,7049.0,21,530.0,1,163.0,2
38,-345.0,28,177.0,2,-1.0,0
25,1747.0,24,903.0,1,-1.0,0
48,5320.0,20,792.0,1,-1.0,0
37,859.0,10,154.0,4,-1.0,0
27,158.0,1,650.0,2,-1.0,0
34,0.0,10,97.0,1,85.0,1
37,163.0,28,9.0,24,-1.0,0
34,661.0,5,245.0,2,183.0,10
42,576.0,3,447.0,2,96.0,1
31,86.0,3,963.0,2,-1.0,0
32,5.0,12,105.0,2,-1.0,0
30,583.0,18,453.0,2,-1.0,0
46,-563.0,15,769.0,4,-1.0,0
39,0.0,6,262.0,1,-1.0,0
33,273.0,16,803.0,1,-1.0,0
45,0.0,15,112.0,4,-1.0,0
32,721.0,15,128.0,1,-1.0,0
55,17.0,19,129.0,4,-1.0,0
33,336.0,15,179.0,3,-1.0,0
27,67.0,14,239.0,1,-1.0,0
48,1093.0,13,1226.0,2,-1.0,0
31,1454.0,17,377.0,1,-1.0,0
57,0.0,28,1037.0,3,-1.0,0
43,6424.0,20,55.0,1,-1.0,0
33,1716.0,7,396.0,2,-1.0,0
61,1058.0,27,218.0,2,91.0,3
33,158.0,6,192.0,2,-1.0,0
45,0.0,4,153.0,6,-1.0,0
57,5313.0,16,283.0,2,196.0,1
28,260.0,7,374.0,2,-1.0,0
32,708.0,9,109.0,1,-1.0,0
58,35.0,29,336.0,7,-1.0,0
29,1579.0,13,190.0,1,92.0,5
46,130.0,20,95.0,2,-1.0,0
45,-357.0,18,618.0,1,355.0,2
54,140.0,27,473.0,2,182.0,2
45,77.0,26,99.0,3,-1.0,0
51,-895.0,20,104.0,5,-1.0,0
52,1810.0,19,117.0,1,-1.0,0
32,1246.0,4,192.0,2,-1.0,0
29,1489.0,20,399.0,1,-1.0,0
40,1259.0,20,234.0,5,-1.0,0
67,2144.0,21,847.0,2,-1.0,0
63,1849.0,25,125.0,6,177.0,2
30,1028.0,4,1294.0,2,-1.0,0
37,7433.0,5,630.0,3,-1.0,0
33,329.0,7,227.0,4,-1.0,0
20,829.0,9,253.0,2,-1.0,0
68,2820.0,3,154.0,1,97.0,2
58,-147.0,28,95.0,3,-1.0,0
54,384.0,27,200.0,1,-1.0,0
50,0.0,16,264.0,4,-1.0,0
31,540.0,21,227.0,3,-1.0,0
60,182.0,9,182.0,2,95.0,11
44,538.0,31,196.0,2,-1.0,0
28,957.0,25,915.0,2,-1.0,0
76,4984.0,28,403.0,1,182.0,1
49,1071.0,17,169.0,1,-1.0,0
60,478.0,29,139.0,1,171.0,5
53,1624.0,5,158.0,3,-1.0,0
45,61.0,26,745.0,4,-1.0,0
32,46.0,14,485.0,2,-1.0,0
53,5603.0,28,2372.0,6,-1.0,0
29,2489.0,3,355.0,1,86.0,5
27,88.0,24,65.0,2,-1.0,0
54,300.0,20,562.0,2,-1.0,0
60,6557.0,7,214.0,2,-1.0,0
32,557.0,4,388.0,3,272.0,1
30,398.0,30,554.0,1,6.0,2
35,698.0,30,1343.0,3,-1.0,0
31,3511.0,6,311.0,1,96.0,1
51,201.0,17,582.0,2,-1.0,0
37,1316.0,10,350.0,2,112.0,3
42,413.0,11,456.0,2,184.0,2
33,294.0,8,763.0,1,-1.0,0
51,3764.0,9,450.0,3,181.0,6
46,-582.0,5,245.0,4,354.0,9
32,254.0,19,1720.0,3,-1.0,0
42,2613.0,30,174.0,6,-1.0,0
59,-139.0,18,33.0,1,-1.0,0
31,228.0,6,744.0,1,88.0,4
35,7218.0,14,224.0,3,-1.0,0
36,60.0,23,156.0,2,-1.0,0
37,455.0,13,904.0,6,-1.0,0
35,1265.0,15,326.0,5,179.0,4
28,0.0,3,210.0,1,-1.0,0
23,1506.0,9,131.0,4,-1.0,0
35,1364.0,20,25.0,2,-1.0,0
42,4791.0,30,88.0,2,-1.0,0
48,517.0,14,273.0,1,-1.0,0
45,183.0,29,27.0,4,-1.0,0
58,2764.0,17,235.0,1,-1.0,0
35,2340.0,31,420.0,9,-1.0,0
35,354.0,11,444.0,3,-1.0,0
36,629.0,29,109.0,1,246.0,1
33,0.0,28,233.0,2,-1.0,0
55,264.0,31,1150.0,5,-1.0,0
29,316.0,3,156.0,1,-1.0,0
31,882.0,3,411.0,1,-1.0,0
31,0.0,18,913.0,4,-1.0,0
23,107.0,13,256.0,5,181.0,2
34,-353.0,15,122.0,4,-1.0,0
39,1022.0,20,1410.0,2,-1.0,0
37,1379.0,23,319.0,3,-1.0,0
52,12.0,30,33.0,5,-1.0,0
52,1758.0,15,41.0,1,-1.0,0
31,-35.0,20,952.0,2,-1.0,0
40,3090.0,13,664.0,1,-1.0,0
43,540.0,30,74.0,1,-1.0,0
35,323.0,11,261.0,2,-1.0,0
50,65.0,12,11.0,1,-1.0,0
23,922.0,28,538.0,2,184.0,9
46,6150.0,20,157.0,2,-1.0,0
25,122.0,7,481.0,2,-1.0,0
48,44.0,6,153.0,1,-1.0,0
41,1270.0,5,1389.0,1,-1.0,0
38,630.0,2,362.0,1,388.0,3
31,330.0,13,309.0,1,181.0,3
58,794.0,28,130.0,9,-1.0,0
45,1831.0,27,275.0,2,-1.0,0
42,1116.0,19,88.0,6,-1.0,0
69,247.0,22,138.0,2,-1.0,0
43,79.0,26,640.0,1,-1.0,0
33,884.0,23,271.0,1,-1.0,0
62,997.0,22,554.0,1,304.0,2
38,70.0,27,255.0,3,148.0,1
33,404.0,7,139.0,1,-1.0,0
80,235.0,31,577.0,1,223.0,3
59,11.0,20,318.0,2,-1.0,0
36,1352.0,19,2028.0,1,-1.0,0
42,1993.0,29,41.0,1,-1.0,0
30,1165.0,25,205.0,1,35.0,2
31,34.0,22,121.0,1,-1.0,0
42,0.0,21,824.0,1,-1.0,0
39,224.0,2,194.0,2,88.0,1
29,370.0,29,119.0,2,251.0,5
47,2775.0,14,262.0,1,-1.0,0
40,0.0,21,43.0,1,185.0,2
46,1483.0,14,174.0,3,-1.0,0
45,185.0,18,34.0,14,-1.0,0
56,0.0,29,83.0,2,-1.0,0
42,2129.0,13,633.0,1,182.0,2
47,126.0,3,2456.0,2,-1.0,0
34,3043.0,20,670.0,1,-1.0,0
55,-180.0,1,307.0,2,-1.0,0
43,0.0,16,745.0,1,281.0,1
43,104.0,18,635.0,3,-1.0,0
38,2008.0,18,354.0,1,-1.0,0
36,7503.0,4,25.0,1,-1.0,0
31,14533.0,16,245.0,2,-1.0,0
64,493.0,17,108.0,1,-1.0,0
86,1255.0,14,247.0,1,180.0,3
48,0.0,3,1233.0,1,351.0,2
71,5584.0,21,534.0,3,-1.0,0
55,183.0,6,150.0,1,-1.0,0
81,519.0,9,488.0,1,-1.0,0
53,269.0,6,347.0,2,-1.0,0
36,828.0,13,1512.0,1,345.0,8
32,0.0,21,250.0,2,-1.0,0
41,3138.0,14,409.0,1,398.0,1
47,333.0,21,8.0,5,137.0,1
25,-282.0,25,198.0,1,-1.0,0
33,82.0,25,735.0,1,-1.0,0
36,2178.0,30,74.0,2,-1.0,0
60,4.0,2,415.0,1,190.0,5
43,555.0,12,175.0,2,369.0,2
39,2843.0,19,585.0,1,-1.0,0
35,1396.0,13,809.0,1,300.0,1
34,0.0,2,48.0,1,422.0,1
66,0.0,6,751.0,1,-1.0,0
33,498.0,12,338.0,2,104.0,1
28,377.0,30,571.0,1,-1.0,0
29,-287.0,18,196.0,1,-1.0,0
53,261.0,14,154.0,2,336.0,2
46,289.0,7,51.0,3,-1.0,0
31,59.0,6,1347.0,2,363.0,1
62,6.0,13,216.0,1,183.0,4
34,336.0,2,313.0,2,-1.0,0
31,202.0,18,216.0,1,-1.0,0
45,61.0,17,108.0,1,-1.0,0
40,664.0,21,1342.0,2,-1.0,0
34,1228.0,13,99.0,2,105.0,10
28,206.0,14,155.0,2,-1.0,0
31,1815.0,9,1541.0,1,-1.0,0
25,108.0,29,305.0,3,-1.0,0
31,528.0,21,5.0,7,-1.0,0
33,2364.0,17,508.0,1,-1.0,0
32,151.0,6,118.0,1,-1.0,0
25,801.0,5,255.0,2,-1.0,0
50,3176.0,7,670.0,1,-1.0,0
55,831.0,14,144.0,1,-1.0,0
30,3086.0,20,150.0,1,-1.0,0
31,50.0,21,794.0,1,-1.0,0
40,-495.0,29,303.0,2,-1.0,0
49,682.0,22,86.0,4,-1.0,0
30,-2.0,9,136.0,2,-1.0,0
37,792.0,16,1187.0,4,-1.0,0
39,-53.0,28,189.0,3,-1.0,0
60,2222.0,11,1120.0,2,-1.0,0
45,226.0,15,91.0,4,185.0,6
46,269.0,8,188.0,5,-1.0,0
36,866.0,11,629.0,1,173.0,1
35,1750.0,21,333.0,3,-1.0,0
29,0.0,7,347.0,2,337.0,6
53,122.0,27,98.0,1,-1.0,0
45,1932.0,17,146.0,1,-1.0,0
48,-471.0,19,668.0,7,-1.0,0
41,-190.0,29,808.0,3,-1.0,0
54,962.0,29,288.0,3,-1.0,0
45,660.0,14,329.0,2,-1.0,0
26,191.0,6,550.0,1,-1.0,0
27,18188.0,12,541.0,17,-1.0,0
38,2978.0,20,65.0,2,-1.0,0
25,654.0,8,216.0,1,-1.0,0
34,945.0,24,181.0,1,-1.0,0
38,884.0,17,113.0,2,149.0,3
78,1780.0,25,211.0,2,185.0,7
51,193.0,18,146.0,5,-1.0,0
41,965.0,22,336.0,10,-1.0,0
44,3433.0,2,548.0,8,-1.0,0
52,279.0,14,197.0,3,-1.0,0
42,-97.0,3,216.0,4,271.0,5
36,70.0,6,100.0,2,-1.0,0
51,15904.0,7,504.0,4,-1.0,0
39,1363.0,21,294.0,3,-1.0,0
28,227.0,30,278.0,1,-1.0,0
34,42.0,7,154.0,2,-1.0,0
36,-92.0,18,196.0,3,-1.0,0
35,944.0,8,351.0,2,-1.0,0
72,4657.0,22,305.0,3,309.0,5
43,666.0,13,160.0,3,-1.0,0
30,3473.0,12,1209.0,2,-1.0,0
46,567.0,18,142.0,10,-1.0,0
23,250.0,12,166.0,2,-1.0,0
47,74.0,8,88.0,2,-1.0,0
26,620.0,22,223.0,1,94.0,1
39,285.0,15,838.0,3,-1.0,0
23,2673.0,5,81.0,2,-1.0,0
38,0.0,28,33.0,3,-1.0,0
46,1920.0,22,604.0,6,-1.0,0
36,4708.0,3,284.0,1,171.0,1
64,846.0,11,671.0,1,181.0,3
25,1.0,12,24.0,12,-1.0,0
48,315.0,11,271.0,1,-1.0,0
44,1239.0,20,39.0,4,-1.0,0
19,103.0,10,104.0,2,-1.0,0
40,72.0,30,463.0,1,-1.0,0
52,437.0,12,137.0,3,113.0,1
42,865.0,5,81.0,1,-1.0,0
58,1425.0,30,224.0,1,-1.0,0
62,3904.0,29,403.0,2,-1.0,0
47,295.0,6,94.0,2,-1.0,0
39,202.0,12,59.0,1,301.0,1
60,979.0,15,346.0,1,181.0,4
33,75.0,21,204.0,4,-1.0,0
39,11766.0,4,15.0,4,166.0,1
40,0.0,20,88.0,2,-1.0,0
53,13901.0,21,59.0,1,-1.0,0
36,96.0,30,208.0,1,87.0,1
33,3605.0,20,308.0,1,-1.0,0
38,0.0,8,187.0,1,181.0,2
58,4198.0,11,309.0,5,-1.0,0
42,-401.0,29,145.0,2,-1.0,0
50,10052.0,13,665.0,2,-1.0,0
66,2326.0,18,232.0,1,181.0,1
35,0.0,14,370.0,4,-1.0,0
46,595.0,6,334.0,3,-1.0,0
42,108.0,13,225.0,2,365.0,7
32,102.0,18,560.0,1,-1.0,0
57,1610.0,16,147.0,1,-1.0,0
31,410.0,20,112.0,2,-1.0,0
34,1228.0,5,263.0,8,-1.0,0
31,5248.0,23,368.0,1,-1.0,0
28,340.0,24,821.0,2,-1.0,0
57,5768.0,19,512.0,1,-1.0,0
59,56.0,21,432.0,5,-1.0,0
52,4012.0,31,634.0,3,92.0,5
40,5674.0,18,84.0,1,-1.0,0
33,47.0,18,47.0,3,178.0,3
32,762.0,19,187.0,11,-1.0,0
59,41242.0,21,161.0,1,-1.0,0
42,4930.0,18,973.0,1,-1.0,0
32,943.0,14,127.0,2,-1.0,0
39,172.0,9,125.0,2,183.0,2
42,684.0,4,207.0,1,-1.0,0
36,1925.0,20,904.0,2,-1.0,0
40,3585.0,15,506.0,3,-1.0,0
36,107.0,31,134.0,2,-1.0,0
60,60.0,5,219.0,1,-1.0,0
44,2999.0,14,717.0,1,-1.0,0
66,3629.0,2,474.0,1,172.0,2
32,995.0,3,331.0,1,99.0,2
44,103.0,12,79.0,1,329.0,2
35,719.0,18,1359.0,3,368.0,3
42,613.0,11,432.0,2,-1.0,0
36,0.0,27,134.0,2,-1.0,0
60,129.0,17,490.0,7,-1.0,0
65,0.0,10,465.0,1,-1.0,0
52,992.0,27,342.0,1,92.0,2
20,2785.0,16,327.0,2,-1.0,0
37,53.0,19,467.0,4,-1.0,0
28,967.0,20,174.0,1,334.0,1
28,261.0,29,254.0,3,142.0,6
33,152.0,25,202.0,2,365.0,2
53,2430.0,19,73.0,2,145.0,3
32,8749.0,21,294.0,1,-1.0,0
45,226.0,13,177.0,6,179.0,10
39,835.0,5,135.0,1,-1.0,0
35,5724.0,30,691.0,10,-1.0,0
33,-627.0,8,740.0,1,-1.0,0
67,1341.0,13,706.0,1,-1.0,0
36,728.0,30,230.0,1,-1.0,0
47,0.0,12,138.0,2,-1.0,0
38,7752.0,15,138.0,4,-1.0,0
40,269.0,27,97.0,4,-1.0,0
35,417.0,19,92.0,4,-1.0,0
34,-701.0,11,610.0,2,-1.0,0
