lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo
3802.0,122.0,119.0,80.0,80.0,219.0,715.3143,110.8558,729.395,69.1466,53.782,80.0,80.0,219.0,0.0,0.0893,0.3958,0.0142,10,2
1094.0,33.0,219.0,159.0,159.0,258.0,131.911,216.2088,159.3142,40.7185,52.5024,159.0,159.0,0.0,477.0,-0.0086,-0.0216,0.0208,6,1
10493.0,321.0,99.0,99.0,99.0,258.0,345.7329,307.6544,280.4015,71.332,79.6994,99.0,99.0,0.0,0.0,0.1277,0.2542,0.0099,2,4
5671.0,168.0,139.0,179.0,179.0,219.0,142.1487,363.5994,88.955,54.7289,67.4036,179.0,179.0,0.0,0.0,0.106,0.102,0.0172,3,4
8563.0,271.0,159.0,179.0,179.0,139.0,175.6082,73.0616,232.3123,70.3438,51.0221,179.0,179.0,0.0,0.0,0.3122,0.3302,0.0317,6,1
9484.0,293.0,139.0,99.0,99.0,80.0,99.3202,180.7374,97.17,79.267,70.0179,99.0,99.0,9816.0,297.0,0.0481,0.1446,0.0069,7,6
7086.0,215.0,119.0,80.0,80.0,80.0,239.1511,153.4829,165.5113,75.9227,69.6419,80.0,80.0,0.0,0.0,0.1053,0.4063,0.0144,6,3
4317.0,135.0,119.0,99.0,357.0,139.0,223.7856,114.5044,329.12,107.4209,91.0055,99.0,99.0,1870.0,456.0,0.01,0.002,0.0061,6,1
8304.0,259.0,99.0,119.0,119.0,219.0,63.0714,149.5535,86.5794,29.6057,47.6681,119.0,119.0,0.0,119.0,0.1259,0.1319,0.0223,3,1
8712.0,276.0,119.0,139.0,139.0,119.0,248.0811,195.9656,194.7434,56.6414,69.916,139.0,139.0,338.0,219.0,0.1448,0.0183,0.0244,9,5
2224.0,71.0,239.0,279.0,518.0,379.0,161.0419,104.5813,100.2247,77.7126,249.8925,518.0,259.0,299.0,259.0,1.8444,2.2779,0.0767,2,4
5216.0,157.0,80.0,80.0,80.0,99.0,41.9762,184.4587,66.0303,23.7171,48.6261,80.0,80.0,0.0,0.0,0.3108,0.2313,0.0082,8,5
4110.0,132.0,199.0,199.0,199.0,139.0,161.4102,507.7046,118.3427,44.1616,30.8869,199.0,199.0,0.0,0.0,0.2395,0.263,0.0235,3,3
8211.0,256.0,238.0,119.0,119.0,99.0,85.6461,156.7713,54.1202,44.7689,48.3994,119.0,119.0,0.0,0.0,0.2254,0.2364,0.0102,3,2
961.0,30.0,139.0,497.0,497.0,298.0,257.2086,246.7919,226.1349,125.504,133.515,497.0,497.0,0.0,0.0,0.0954,0.1309,0.051,1,1
7287.0,223.0,278.0,139.0,139.0,139.0,214.8936,257.7072,197.3069,18.5,25.6223,139.0,139.0,0.0,0.0,0.4488,0.5463,0.0333,7,4
5123.0,155.0,199.0,179.0,179.0,179.0,542.6272,56.1427,571.4867,32.2684,16.8077,179.0,179.0,179.0,99.0,0.0593,0.0443,0.0161,5,2
4008.0,129.0,80.0,298.0,298.0,179.0,202.4846,244.4407,192.3798,15.0416,6.3246,298.0,298.0,0.0,0.0,0.3596,0.3876,0.0261,7,4
6181.0,182.0,199.0,238.0,238.0,179.0,126.4367,188.2691,106.1697,25.894,59.9103,238.0,238.0,0.0,0.0,0.1061,0.1626,0.0295,3,4
5177.0,157.0,179.0,159.0,159.0,179.0,288.3834,361.8304,191.387,92.4905,104.2929,159.0,159.0,0.0,0.0,0.1903,0.1878,0.0164,1,5
10610.0,325.0,199.0,179.0,179.0,139.0,148.7086,90.1998,127.0157,26.7255,27.6586,179.0,179.0,0.0,0.0,0.0712,0.4577,0.0653,3,2
5409.0,163.0,219.0,179.0,179.0,159.0,101.5111,236.5338,106.5692,6.265,8.544,179.0,179.0,0.0,0.0,0.0652,0.0592,0.0195,4,2
4176.0,133.0,119.0,99.0,99.0,99.0,104.561,115.8123,50.0,55.7315,65.0077,99.0,99.0,0.0,0.0,0.108,0.2085,0.0071,7,5
2465.0,77.0,518.0,20.0,20.0,140.0,99.7309,165.4645,75.5844,112.3054,112.4511,20.0,20.0,617.0,338.0,-1.226,0.447,0.0018,5,4
7755.0,239.0,139.0,100.0,100.0,139.0,78.2624,228.1847,125.1599,75.8024,67.2681,199.0,199.0,0.0,199.0,0.0311,0.1806,0.0284,3,1
1474.0,44.0,139.0,239.0,239.0,139.0,131.6368,363.1463,30.0666,103.5193,95.5641,239.0,239.0,0.0,956.0,0.1251,0.2366,0.016,2,3
2431.0,76.0,319.0,299.0,299.0,219.0,57.2189,68.6822,79.2591,37.8319,50.5,299.0,299.0,0.0,0.0,0.6497,1.3177,0.0334,9,1
2083.0,66.0,80.0,100.0,100.0,258.0,504.2393,586.3519,578.4203,82.1842,81.1865,218.0,109.0,4931.0,0.0,0.2954,0.1339,0.0218,9,1
3380.0,103.0,80.0,80.0,80.0,139.0,152.645,268.8215,23.7697,142.1487,125.7875,80.0,80.0,0.0,0.0,0.081,0.1335,0.0111,6,2
6502.0,192.0,139.0,179.0,179.0,139.0,406.2182,0.0,489.655,88.132,89.4343,179.0,179.0,0.0,0.0,0.0859,0.0859,0.0475,4,3
1308.0,41.0,219.0,159.0,159.0,139.0,191.2126,440.1548,108.3374,91.214,79.9156,159.0,159.0,0.0,159.0,0.1837,0.2202,0.0169,1,6
10364.0,316.0,199.0,258.0,258.0,80.0,484.3537,488.5194,567.9692,98.6978,97.5103,258.0,258.0,0.0,0.0,0.1338,0.3988,0.0479,6,1
811.0,24.0,258.0,119.0,218.0,139.0,251.8358,698.8664,240.0333,17.4642,1.5,218.0,109.0,0.0,0.0,0.1181,0.1796,0.0241,7,8
2943.0,90.0,279.0,219.0,219.0,179.0,297.1952,701.6566,230.8246,70.2353,55.599,219.0,219.0,0.0,0.0,0.0637,0.7377,0.0454,2,6
4328.0,135.0,278.0,238.0,238.0,119.0,327.112,252.6267,338.6517,7.0711,13.4629,238.0,238.0,0.0,238.0,0.0335,0.091,0.0147,4,4
4583.0,142.0,80.0,258.0,258.0,179.0,144.6695,377.3185,49.366,94.7972,76.2266,258.0,258.0,0.0,0.0,0.0592,0.2337,0.0185,7,3
4203.0,134.0,219.0,179.0,179.0,179.0,147.2659,98.9949,59.0339,82.7179,188.5027,517.0,172.3333,1353.0,517.0,0.1015,0.1755,0.0267,3,2
2780.0,85.0,0.0,100.0,100.0,359.0,70.0874,61.0512,29.5296,54.8293,51.2079,20.0,20.0,0.0,0.0,-0.2753,-0.0108,0.0018,3,2
2303.0,73.0,438.0,319.0,319.0,239.0,86.0131,292.6555,102.0196,55.1838,52.1728,319.0,319.0,0.0,0.0,1.0497,1.8132,0.0197,8,4
6410.0,189.0,219.0,139.0,139.0,100.0,155.046,225.633,125.016,34.6302,22.8035,139.0,139.0,0.0,0.0,0.0355,0.199,0.0251,10,7
571.0,18.0,139.0,119.0,119.0,119.0,161.6447,122.4847,128.1405,43.8463,28.3593,119.0,119.0,0.0,0.0,0.0983,0.1538,0.0196,8,3
2788.0,85.0,239.0,279.0,279.0,438.0,283.9036,144.105,334.0733,50.5594,100.7137,279.0,279.0,0.0,0.0,-0.0108,0.4217,0.0253,6,1
982.0,30.0,239.0,80.0,80.0,80.0,367.1597,113.3854,233.8931,151.0174,155.7321,80.0,80.0,0.0,0.0,0.0084,0.1174,0.0082,4,3
10734.0,330.0,219.0,259.0,259.0,258.0,125.5747,136.5375,62.6498,66.259,78.0256,259.0,259.0,0.0,0.0,0.399,0.308,0.0547,2,2
1329.0,42.0,99.0,139.0,139.0,159.0,163.2766,291.0348,137.7679,23.8537,50.589,219.0,219.0,458.0,219.0,0.0837,0.0767,0.0233,2,3
1731.0,54.0,239.0,99.0,198.0,80.0,170.0,202.0,195.3586,75.5414,84.2882,198.0,99.0,0.0,0.0,0.2758,0.1784,0.0327,7,1
2216.0,70.0,20.0,219.0,219.0,219.0,141.0009,154.6165,114.0702,27.3724,29.8077,219.0,219.0,0.0,219.0,1.5159,2.0074,0.0178,8,6
8335.0,261.0,199.0,80.0,80.0,179.0,267.2695,469.6408,125.1719,151.1969,160.3886,80.0,80.0,0.0,0.0,0.3704,0.2834,0.0131,1,3
2648.0,79.0,259.0,199.0,219.0,199.0,113.1868,135.5323,169.0473,21.783,112.1116,219.0,109.5,0.0,0.0,-0.4115,1.407,0.0232,5,5
1511.0,45.0,0.0,219.0,219.0,99.0,92.3147,218.3169,128.8875,38.8973,37.0203,139.0,139.0,258.0,994.0,0.0001,0.0686,0.0219,6,1
2823.0,86.0,239.0,359.0,359.0,239.0,485.4083,321.4129,553.0796,49.5707,80.4767,359.0,359.0,0.0,0.0,1.5692,0.9667,0.0408,3,1
10061.0,307.0,139.0,99.0,198.0,159.0,42.0268,128.8148,42.5793,4.0311,47.5105,198.0,99.0,0.0,0.0,0.2672,0.3547,0.0385,9,2
3109.0,94.0,139.0,20.0,219.0,219.0,83.1039,234.2845,42.9535,40.1622,36.9087,219.0,109.5,0.0,0.0,1.4076,3.2536,0.0369,7,3
9145.0,287.0,258.0,119.0,119.0,258.0,179.1291,243.0417,5.099,174.5716,185.632,119.0,119.0,954.0,139.0,0.0862,0.1542,0.0122,3,4
9444.0,293.0,80.0,139.0,139.0,119.0,70.8467,413.7904,160.6393,97.5103,82.6831,139.0,139.0,0.0,139.0,0.0751,0.1456,0.0097,1,1
3438.0,105.0,139.0,179.0,259.0,219.0,496.3839,384.5939,584.5083,86.0015,93.1719,337.0,168.5,0.0,1192.0,0.1443,0.1958,0.0767,3,1
1901.0,59.0,139.0,159.0,159.0,179.0,105.7568,133.7395,76.922,24.3977,21.0297,159.0,159.0,0.0,0.0,0.2229,0.4009,0.0488,6,1
7087.0,215.0,80.0,80.0,80.0,199.0,153.4829,354.4929,108.9082,82.0549,89.7733,80.0,80.0,0.0,0.0,0.1268,0.4063,0.0144,7,4
744.0,22.0,219.0,338.0,338.0,298.0,550.8223,176.5453,621.1538,72.0642,87.8208,199.0,199.0,0.0,597.0,0.0626,0.1421,0.0119,7,1
9532.0,294.0,199.0,99.0,99.0,119.0,258.031,295.8382,205.0098,53.528,49.1172,99.0,99.0,0.0,0.0,0.1761,0.2606,0.0166,2,3
33.0,2.0,239.0,199.0,199.0,119.0,64.0312,79.4292,61.0328,7.7782,21.8002,199.0,199.0,119.0,0.0,0.1025,0.092,0.0186,1,2
1500.0,45.0,179.0,139.0,139.0,179.0,106.0248,133.1841,91.7061,54.9477,39.4271,139.0,139.0,0.0,0.0,0.1601,0.1741,0.0219,9,1
5469.0,164.0,179.0,139.0,278.0,139.0,261.5808,238.1344,110.6526,145.3109,91.1112,278.0,139.0,0.0,0.0,0.0972,0.2187,0.0237,6,3
9490.0,293.0,139.0,139.0,139.0,179.0,173.5115,166.2415,87.367,87.0014,96.5207,139.0,139.0,776.0,2343.0,0.1446,0.1036,0.0097,6,3
3819.0,122.0,139.0,159.0,159.0,139.0,450.0156,49.5429,492.7575,57.2735,49.6412,159.0,159.0,139.0,0.0,0.0668,0.2633,0.0283,5,2
2712.0,82.0,199.0,100.0,100.0,319.0,51.9711,103.5978,49.2443,115.1564,95.4804,100.0,100.0,0.0,718.0,0.9075,1.5725,0.0326,2,2
7940.0,246.0,139.0,159.0,159.0,199.0,285.9204,83.1039,377.0676,117.7975,127.3038,159.0,159.0,0.0,298.0,0.1678,0.1988,0.0271,2,1
6119.0,180.0,139.0,99.0,298.0,80.0,214.5839,228.6941,144.8378,67.5074,73.5153,99.0,99.0,179.0,99.0,0.2576,0.3966,0.0096,8,3
5478.0,164.0,99.0,99.0,99.0,119.0,69.3001,262.0305,32.5576,54.4541,41.5482,99.0,99.0,0.0,0.0,0.2187,0.3642,0.0084,8,5
9401.0,291.0,238.0,80.0,80.0,139.0,110.151,672.1356,101.3163,55.2472,61.8567,80.0,80.0,0.0,0.0,0.2232,0.2812,0.0125,7,1
8103.0,253.0,139.0,139.0,139.0,199.0,477.7682,60.2536,485.0619,3.3541,8.0156,139.0,139.0,199.0,0.0,0.0559,0.0734,0.0255,3,2
7559.0,231.0,99.0,179.0,179.0,99.0,189.1144,239.3878,188.3215,3.6056,2.5,179.0,179.0,0.0,0.0,0.2927,0.2697,0.03,8,5
9257.0,289.0,80.0,179.0,179.0,99.0,312.6024,151.1861,213.5275,101.0606,105.0762,179.0,179.0,695.0,1474.0,0.1447,0.2227,0.0086,2,5
2369.0,75.0,179.0,219.0,478.0,199.0,155.5289,155.2329,120.6027,42.3792,184.8351,478.0,239.0,0.0,0.0,0.6112,0.9107,0.0494,1,3
10340.0,315.0,139.0,139.0,139.0,99.0,217.1848,168.7602,127.2517,82.0518,75.5414,139.0,139.0,0.0,0.0,0.2103,0.3363,0.0185,6,2
6714.0,200.0,179.0,119.0,119.0,119.0,76.2053,66.2288,113.4637,40.611,44.3001,119.0,119.0,0.0,0.0,0.0435,0.1795,0.0264,9,1
5602.0,167.0,437.0,159.0,159.0,497.0,62.5,76.5278,64.5368,1.118,9.0139,159.0,159.0,596.0,715.0,0.106,0.3155,0.0107,1,2
4388.0,136.0,139.0,418.0,418.0,99.0,158.4653,89.5237,179.1368,24.5204,33.7231,159.0,159.0,835.0,1153.0,0.4907,0.3742,0.006,7,2
2875.0,87.0,0.0,199.0,199.0,199.0,146.237,84.257,267.5407,128.7245,119.0599,319.0,319.0,618.0,319.0,1.5457,1.9487,0.0409,2,1
8715.0,276.0,219.0,99.0,99.0,139.0,309.3429,294.0718,305.6027,7.0711,10.3078,99.0,99.0,0.0,0.0,0.0183,0.3343,0.0174,10,2
192.0,5.0,0.0,139.0,139.0,199.0,161.6168,0.0,200.04,40.783,56.5442,219.0,219.0,397.0,1095.0,0.225,0.225,0.0196,1,1
10571.0,324.0,199.0,139.0,139.0,179.0,48.9541,88.0511,133.6451,80.3508,61.131,139.0,139.0,0.0,139.0,0.1797,0.0837,0.0242,1,1
9076.0,285.0,159.0,179.0,179.0,99.0,442.0775,214.6491,419.8393,35.3306,22.6108,179.0,179.0,0.0,0.0,0.2247,0.2822,0.0302,7,5
6599.0,195.0,80.0,80.0,80.0,119.0,904.0781,174.4484,928.4724,35.3058,48.7083,139.0,139.0,1389.0,0.0,0.125,0.3931,0.0315,5,1
5147.0,155.0,99.0,159.0,159.0,99.0,86.6487,209.5865,217.7016,133.0122,129.2478,80.0,80.0,0.0,80.0,0.3038,0.1148,0.0072,10,1
150.0,5.0,159.0,179.0,179.0,199.0,172.0356,144.8456,31.0,141.6272,133.015,179.0,179.0,0.0,179.0,0.032,0.0915,0.016,4,3
10908.0,336.0,99.0,139.0,258.0,159.0,320.8415,322.0314,413.5372,102.5305,69.8033,258.0,129.0,0.0,0.0,0.0005,0.1465,0.022,6,1
10621.0,326.0,99.0,80.0,80.0,179.0,129.0213,110.0,72.0347,60.7454,62.6279,80.0,80.0,0.0,0.0,0.0342,0.1167,0.0296,3,3
8077.0,251.0,99.0,139.0,139.0,100.0,272.1089,24.3311,264.3672,44.7214,48.2701,139.0,139.0,0.0,0.0,0.0058,0.2033,0.0288,9,1
1173.0,36.0,139.0,239.0,239.0,199.0,347.5245,153.2359,305.9837,44.1192,41.9672,239.0,239.0,0.0,0.0,0.0223,0.0643,0.0986,5,5
3305.0,100.0,179.0,80.0,80.0,99.0,163.8063,174.2591,98.7168,77.5016,85.6417,80.0,80.0,0.0,0.0,-0.07,0.4355,0.0108,7,5
3283.0,99.0,139.0,99.0,99.0,99.0,29.5169,5.0249,38.2884,14.2215,44.9055,99.0,99.0,0.0,0.0,0.675,0.675,0.0141,1,2
10331.0,315.0,119.0,100.0,100.0,80.0,65.9242,167.0464,74.5252,4.4721,13.6015,100.0,100.0,0.0,0.0,-0.0707,0.2028,0.0133,5,4
