x1,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
230000.0,35,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,1890.0,533.0,267.0,0.0,0.0,0.0,533.0,267.0,0.0,0.0,0.0,0.0
30000.0,29,0.0,0.0,0.0,2.0,2.0,2.0,19363.0,20723.0,22492.0,22819.0,24441.0,23910.0,2000.0,2100.0,1000.0,2000.0,0.0,1000.0
90000.0,31,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,23579.0,24613.0,25617.0,25434.0,25966.0,26486.0,1419.0,1423.0,910.0,942.0,951.0,1000.0
180000.0,29,-2.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,300.0,740.0,0.0,0.0,0.0,300.0,740.0,0.0,0.0,0.0,0.0
50000.0,24,0.0,0.0,2.0,0.0,0.0,0.0,29341.0,27139.0,13295.0,14126.0,12185.0,8419.0,1806.0,1000.0,1112.0,366.0,503.0,500.0
50000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,37891.0,8434.0,8604.0,8865.0,9058.0,1150.0,1200.0,310.0,400.0,340.0,301.0
40000.0,24,0.0,0.0,0.0,0.0,0.0,0.0,30096.0,30819.0,13816.0,10291.0,7441.0,7435.0,1300.0,2013.0,319.0,415.0,266.0,277.0
50000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,30479.0,31200.0,31817.0,29229.0,29529.0,30053.0,1528.0,1461.0,1030.0,1070.0,1320.0,1212.0
200000.0,34,3.0,2.0,-1.0,-1.0,-1.0,-2.0,1571.0,361.0,1716.0,460.0,0.0,0.0,0.0,1716.0,460.0,0.0,0.0,0.0
30000.0,45,1.0,2.0,2.0,0.0,0.0,2.0,14286.0,15304.0,14766.0,14763.0,16662.0,16247.0,1542.0,0.0,539.0,2148.0,0.0,724.0
80000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,79875.0,77201.0,78535.0,79296.0,75274.0,78051.0,4000.0,3500.0,3322.0,3000.0,5007.0,3000.0
240000.0,28,0.0,0.0,-2.0,-2.0,-1.0,-1.0,44996.0,-4.0,-4.0,-4.0,801.0,192850.0,0.0,0.0,0.0,805.0,192869.0,7012.0
150000.0,30,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,696.0,1392.0,696.0,696.0,873.0,1392.0,1392.0,0.0,696.0,873.0,1392.0,696.0
130000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,115303.0,113502.0,111651.0,102622.0,96723.0,98827.0,4157.0,4168.0,5025.0,3223.0,4105.0,4000.0
20000.0,32,2.0,0.0,0.0,0.0,0.0,2.0,12720.0,13451.0,14786.0,15532.0,16767.0,17104.0,1250.0,1554.0,1300.0,1500.0,750.0,0.0
480000.0,41,0.0,0.0,0.0,0.0,0.0,0.0,44018.0,74152.0,107675.0,110289.0,100520.0,37080.0,35176.0,45000.0,12022.0,14000.0,14000.0,10000.0
50000.0,24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,0.0,672.0,-108.0,2830.0,0.0,0.0,672.0,0.0,2938.0,0.0,0.0
200000.0,57,-2.0,-2.0,-2.0,-1.0,2.0,2.0,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0
100000.0,27,1.0,2.0,0.0,0.0,0.0,0.0,53213.0,50842.0,48205.0,47324.0,45723.0,46708.0,6.0,2031.0,1800.0,2000.0,1900.0,2000.0
190000.0,30,0.0,0.0,2.0,0.0,0.0,0.0,176699.0,188703.0,184403.0,90887.0,90097.0,90295.0,15000.0,3000.0,4100.0,3200.0,3264.0,3248.0
30000.0,35,1.0,2.0,2.0,-2.0,-1.0,3.0,10211.0,6314.0,0.0,0.0,600.0,300.0,0.0,0.0,0.0,600.0,0.0,0.0
20000.0,23,0.0,0.0,0.0,0.0,0.0,0.0,19242.0,15014.0,13484.0,7612.0,8612.0,5007.0,1500.0,1535.0,1000.0,1000.0,1000.0,0.0
120000.0,39,1.0,-1.0,2.0,2.0,-2.0,-2.0,0.0,780.0,780.0,0.0,0.0,0.0,1170.0,0.0,0.0,0.0,0.0,0.0
130000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,37112.0,34653.0,9522.0,3939.0,6939.0,950.0,2009.0,2000.0,2000.0,3000.0,900.0,0.0
20000.0,26,1.0,5.0,4.0,3.0,2.0,0.0,13242.0,12762.0,12276.0,11790.0,11460.0,14090.0,0.0,0.0,0.0,0.0,3000.0,5000.0
160000.0,44,0.0,0.0,0.0,0.0,0.0,0.0,156400.0,157923.0,158746.0,153208.0,154163.0,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0
260000.0,30,0.0,0.0,0.0,0.0,-1.0,-1.0,83138.0,93416.0,84117.0,28683.0,3154.0,13603.0,14038.0,5018.0,10000.0,3154.0,13603.0,9189.0
280000.0,33,0.0,0.0,0.0,0.0,0.0,0.0,55709.0,51834.0,41426.0,35212.0,40052.0,46510.0,9441.0,2691.0,3001.0,6010.0,10000.0,6655.0
80000.0,67,0.0,0.0,0.0,0.0,0.0,-1.0,20255.0,18885.0,21529.0,29236.0,10662.0,2408.0,6000.0,5002.0,10662.0,2.0,2408.0,11662.0
150000.0,28,0.0,0.0,0.0,0.0,-1.0,-1.0,70537.0,38474.0,9299.0,10299.0,759.0,0.0,8000.0,2000.0,1000.0,759.0,0.0,0.0
30000.0,22,2.0,2.0,0.0,0.0,0.0,2.0,31331.0,24544.0,28267.0,30470.0,29284.0,25762.0,0.0,5600.0,3005.0,1200.0,0.0,5000.0
50000.0,25,3.0,2.0,0.0,0.0,0.0,0.0,50516.0,22781.0,25064.0,12927.0,18691.0,19291.0,9.0,1210.0,1000.0,6000.0,1060.0,780.0
10000.0,42,2.0,0.0,0.0,0.0,0.0,0.0,8965.0,8640.0,9412.0,9604.0,9800.0,0.0,1228.0,1000.0,192.0,196.0,0.0,8138.0
140000.0,25,-1.0,0.0,0.0,0.0,0.0,0.0,2555.0,4502.0,6259.0,7115.0,8135.0,1459.0,2000.0,2000.0,1000.0,1020.0,100.0,2500.0
70000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,63745.0,55670.0,47413.0,44590.0,45890.0,47126.0,2294.0,2100.0,1600.0,2000.0,2000.0,1750.0
80000.0,34,2.0,2.0,2.0,0.0,0.0,0.0,76142.0,80627.0,76776.0,61884.0,55501.0,54840.0,6611.0,1.0,3000.0,2504.0,2000.0,2200.0
30000.0,23,1.0,2.0,2.0,2.0,2.0,2.0,28850.0,28102.0,30324.0,27446.0,29329.0,29720.0,0.0,2700.0,0.0,2300.0,1000.0,0.0
80000.0,29,2.0,0.0,0.0,0.0,0.0,0.0,77416.0,75500.0,69313.0,67972.0,66800.0,68693.0,2661.0,2509.0,2500.0,3000.0,3000.0,3000.0
180000.0,33,-1.0,-1.0,-1.0,0.0,0.0,0.0,506.0,0.0,174.0,1974.0,3462.0,4114.0,0.0,174.0,1800.0,2600.0,2000.0,3500.0
250000.0,43,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-6.0,1298.0,826.0,2044.0,-16.0,-16.0,1304.0,830.0,2054.0,0.0,0.0,0.0
20000.0,53,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,13561.0,13050.0,390.0,18280.0,2880.0,1600.0,1105.0,390.0,18280.0,2880.0,1600.0,0.0
50000.0,28,2.0,0.0,0.0,0.0,0.0,0.0,42435.0,44030.0,43979.0,31508.0,16519.0,19231.0,3000.0,2000.0,2000.0,2000.0,3000.0,1000.0
80000.0,36,2.0,2.0,4.0,4.0,3.0,2.0,600.0,600.0,600.0,600.0,300.0,150.0,0.0,0.0,0.0,0.0,0.0,1000.0
50000.0,24,3.0,2.0,2.0,2.0,0.0,0.0,8506.0,10194.0,10928.0,10456.0,11279.0,12095.0,2000.0,1200.0,0.0,1000.0,1000.0,1000.0
30000.0,49,2.0,2.0,2.0,2.0,2.0,2.0,17667.0,18577.0,17991.0,20182.0,19560.0,21241.0,1500.0,0.0,2500.0,0.0,2000.0,0.0
200000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,22371.0,24569.0,28630.0,29962.0,30733.0,39192.0,2569.0,4500.0,1800.0,2000.0,9000.0,5000.0
50000.0,32,1.0,3.0,2.0,2.0,2.0,2.0,14949.0,14424.0,15888.0,15335.0,16485.0,16070.0,0.0,2000.0,0.0,1400.0,0.0,1600.0
120000.0,55,1.0,-2.0,-1.0,2.0,0.0,0.0,-150.0,-150.0,7342.0,7029.0,7172.0,7338.0,0.0,7492.0,0.0,143.0,166.0,16000.0
90000.0,31,1.0,2.0,-1.0,0.0,0.0,-1.0,8318.0,6111.0,33212.0,8978.0,1782.0,23173.0,39.0,33500.0,0.0,0.0,25000.0,0.0
20000.0,46,1.0,2.0,2.0,2.0,0.0,0.0,16626.0,16071.0,19205.0,19712.0,19249.0,38900.0,0.0,3473.0,1000.0,727.0,1100.0,1100.0
80000.0,49,-1.0,2.0,-1.0,-1.0,-1.0,0.0,2222.0,390.0,390.0,390.0,721.0,331.0,0.0,390.0,390.0,721.0,0.0,461.0
350000.0,33,0.0,0.0,0.0,0.0,0.0,0.0,303949.0,298421.0,247125.0,228229.0,202220.0,181860.0,10000.0,9205.0,6810.0,5706.0,6000.0,4511.0
500000.0,53,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,17362.0,16666.0,16666.0,16666.0,33923.0,16666.0,16666.0,16666.0,16666.0,33923.0,0.0,16666.0
20000.0,24,0.0,0.0,0.0,0.0,3.0,2.0,3980.0,5075.0,5979.0,6796.0,6463.0,2255.0,1318.0,1183.0,1000.0,0.0,0.0,2440.0
30000.0,27,0.0,0.0,-1.0,0.0,0.0,-2.0,1512.0,2458.0,664.0,1814.0,0.0,0.0,1000.0,664.0,1500.0,0.0,0.0,0.0
10000.0,38,0.0,0.0,0.0,-1.0,0.0,0.0,3213.0,2797.0,0.0,1660.0,660.0,660.0,1000.0,0.0,1660.0,0.0,0.0,0.0
140000.0,56,2.0,0.0,0.0,0.0,0.0,0.0,90462.0,93167.0,94370.0,95894.0,91600.0,93347.0,4212.0,3600.0,3258.0,3313.0,3258.0,3223.0
170000.0,41,-1.0,-1.0,-1.0,0.0,0.0,-1.0,10540.0,0.0,9871.0,9739.0,66.0,230.0,0.0,9871.0,0.0,0.0,230.0,23709.0
300000.0,39,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-3928.0,-5973.0,4735.0,6186.0,116.0,14429.0,1720.0,344467.0,6822.0,49.0,15000.0,12000.0
360000.0,49,1.0,-2.0,-1.0,-1.0,-2.0,-2.0,0.0,0.0,8209.0,-41.0,-41.0,-41.0,0.0,8209.0,0.0,0.0,0.0,0.0
50000.0,48,0.0,0.0,0.0,0.0,0.0,-1.0,79681.0,79989.0,76394.0,24873.0,-2132.0,28561.0,3200.0,2581.0,1200.0,2070.0,31500.0,1200.0
190000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,14671.0,15141.0,17574.0,18943.0,20405.0,42921.0,2000.0,3000.0,2000.0,2000.0,25921.0,1400.0
330000.0,42,-1.0,-1.0,-1.0,0.0,0.0,-1.0,118601.0,4101.0,133359.0,138959.0,102279.0,106172.0,4101.0,133359.0,6000.0,2046.0,106172.0,63750.0
50000.0,36,0.0,0.0,0.0,0.0,-1.0,-1.0,47790.0,18114.0,18250.0,-14.0,72.0,658.0,2000.0,1000.0,2000.0,500.0,1000.0,20011.0
40000.0,25,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1946.0,17810.0,2872.0,396.0,2462.0,396.0,17810.0,2872.0,0.0,2462.0,0.0,17188.0
50000.0,34,1.0,2.0,2.0,2.0,2.0,2.0,16501.0,15947.0,18134.0,17622.0,19249.0,14259.0,0.0,2500.0,0.0,2000.0,0.0,1000.0
30000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,52636.0,27761.0,28791.0,29078.0,30125.0,8941.0,3164.0,1615.0,902.0,1374.0,767.0,849.0
210000.0,41,0.0,0.0,-1.0,-1.0,-2.0,-2.0,59071.0,58830.0,364.0,-649.0,-649.0,-649.0,2000.0,17864.0,569.0,0.0,0.0,1000.0
400000.0,32,2.0,2.0,0.0,0.0,-2.0,-2.0,187698.0,190103.0,195498.0,0.0,0.0,0.0,7000.0,10000.0,0.0,0.0,0.0,4290.0
350000.0,32,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,27,2.0,0.0,0.0,2.0,2.0,2.0,20581.0,21632.0,24267.0,24572.0,24872.0,25427.0,1700.0,3300.0,1000.0,1000.0,1100.0,1000.0
30000.0,44,0.0,0.0,0.0,0.0,0.0,0.0,28467.0,29792.0,29739.0,24950.0,25248.0,25109.0,1814.0,1459.0,1373.0,871.0,890.0,1375.0
50000.0,24,0.0,0.0,0.0,0.0,-1.0,-1.0,7198.0,8421.0,9202.0,9800.0,1000.0,0.0,1500.0,1000.0,598.0,1000.0,0.0,0.0
200000.0,28,1.0,2.0,2.0,2.0,2.0,2.0,171468.0,167214.0,180484.0,176111.0,184620.0,189518.0,0.0,16000.0,0.0,13000.0,8000.0,0.0
30000.0,30,1.0,2.0,2.0,2.0,0.0,0.0,21996.0,21356.0,23496.0,22820.0,23352.0,23963.0,0.0,2500.0,0.0,900.0,1000.0,1200.0
50000.0,41,0.0,0.0,0.0,0.0,0.0,0.0,48027.0,48725.0,29600.0,20150.0,19232.0,17143.0,3000.0,1600.0,2004.0,2000.0,1000.0,4000.0
270000.0,31,0.0,0.0,-2.0,-1.0,-1.0,0.0,13759.0,0.0,0.0,2786.0,4686.0,3184.0,0.0,0.0,2786.0,4686.0,0.0,0.0
50000.0,40,0.0,0.0,0.0,0.0,-1.0,0.0,26566.0,14851.0,4013.0,2027.0,15090.0,14078.0,3000.0,1000.0,41.0,30525.0,477.0,688.0
220000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,127021.0,132595.0,102667.0,108998.0,117186.0,121062.0,28500.0,5000.0,9604.0,10000.0,6000.0,14000.0
110000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,101640.0,104795.0,104855.0,74737.0,76058.0,77254.0,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0
20000.0,24,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,10700.0,510.0,900.0,704.0,540.0,150.0,510.0,390.0,1094.0,2420.0,150.0,780.0
50000.0,23,0.0,0.0,0.0,0.0,0.0,0.0,35454.0,33824.0,28528.0,28102.0,25574.0,26524.0,1901.0,1900.0,1050.0,1000.0,2000.0,2500.0
50000.0,25,0.0,0.0,0.0,0.0,2.0,2.0,46277.0,47713.0,44006.0,29737.0,30615.0,29975.0,2500.0,2300.0,2500.0,1500.0,0.0,1000.0
20000.0,24,0.0,0.0,0.0,0.0,0.0,0.0,9249.0,10439.0,11448.0,11561.0,12221.0,12865.0,1500.0,1487.0,600.0,1000.0,1000.0,1000.0
80000.0,36,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5012.0,1200.0,0.0,1159.0,0.0,0.0,1200.0,0.0,1159.0,0.0,0.0,6028.0
210000.0,37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2359.0,1519.0,1939.0,1939.0,1939.0,1520.0,1519.0,1939.0,1939.0,1939.0,1520.0,2358.0
60000.0,31,0.0,0.0,2.0,0.0,0.0,0.0,55831.0,60430.0,58906.0,59210.0,44521.0,31497.0,8660.0,0.0,2150.0,800.0,1000.0,1781.0
120000.0,51,2.0,2.0,0.0,0.0,0.0,0.0,137965.0,128953.0,126516.0,123530.0,95921.0,88090.0,0.0,4940.0,4806.0,4107.0,4026.0,85750.0
360000.0,34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5375.0,0.0,7799.0,8506.0,0.0,4186.0,0.0,7799.0,8528.0,0.0,4186.0,0.0
130000.0,29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3920.0,3848.0,942.0,942.0,768.0,-174.0,4000.0,942.0,942.0,768.0,0.0,0.0
90000.0,23,2.0,3.0,3.0,2.0,2.0,2.0,82623.0,86621.0,84369.0,82117.0,84395.0,85739.0,5900.0,0.0,0.0,3600.0,2900.0,3500.0
30000.0,30,0.0,0.0,0.0,0.0,0.0,-1.0,29202.0,30695.0,29342.0,23572.0,21381.0,28609.0,2001.0,10019.0,1219.0,1032.0,28609.0,1269.0
150000.0,29,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,5067.0,131.0,987.0,0.0,14001.0,5067.0,131.0,987.0,400.0,14001.0,0.0
240000.0,32,2.0,2.0,2.0,2.0,2.0,2.0,209368.0,204501.0,223137.0,226470.0,229706.0,234889.0,0.0,22000.0,8500.0,8500.0,9000.0,0.0
50000.0,29,2.0,3.0,2.0,0.0,0.0,0.0,50136.0,50044.0,46543.0,19359.0,17850.0,18203.0,1000.0,5.0,661.0,770.0,800.0,763.0
140000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,110384.0,106389.0,97978.0,98857.0,101264.0,103524.0,3729.0,3539.0,3538.0,4000.0,4097.0,3631.0
280000.0,37,0.0,0.0,0.0,0.0,0.0,0.0,29078.0,30144.0,32629.0,35126.0,35759.0,42317.0,1515.0,3000.0,3000.0,1292.0,7147.0,1415.0
60000.0,28,0.0,0.0,0.0,2.0,2.0,2.0,30567.0,31274.0,34455.0,35094.0,34233.0,36521.0,1519.0,3700.0,1500.0,0.0,3000.0,0.0
210000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,209807.0,123664.0,51353.0,43485.0,44784.0,45685.0,5088.0,2000.0,1600.0,2000.0,1800.0,1807.0
80000.0,55,0.0,0.0,0.0,0.0,0.0,0.0,59838.0,63860.0,59515.0,48444.0,44372.0,45412.0,10000.0,5000.0,4000.0,4851.0,3000.0,2200.0
200000.0,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15140.0,18028.0,16456.0,15370.0,14966.0,16230.0,18044.0,16474.0,15392.0,14972.0,16240.0,14960.0
30000.0,23,2.0,0.0,0.0,2.0,2.0,2.0,16089.0,17127.0,19108.0,18503.0,20100.0,19629.0,1300.0,2272.0,0.0,1900.0,0.0,1000.0
300000.0,29,-2.0,-2.0,-1.0,0.0,0.0,0.0,-1282.0,-1282.0,132218.0,133533.0,136877.0,139940.0,0.0,133500.0,5000.0,5500.0,5500.0,5500.0
180000.0,33,2.0,2.0,0.0,0.0,0.0,2.0,159999.0,156038.0,159924.0,162775.0,174719.0,178651.0,0.0,8000.0,7000.0,15000.0,7000.0,0.0
200000.0,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4520.0,10382.0,4447.0,126476.0,700.0,0.0,10382.0,4447.0,126476.0,700.0,0.0,860.0
200000.0,32,0.0,0.0,-2.0,-2.0,-2.0,-1.0,10532.0,0.0,0.0,0.0,0.0,2842.0,0.0,0.0,0.0,0.0,2842.0,204297.0
20000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,23055.0,24070.0,25183.0,25961.0,27491.0,40106.0,1400.0,1500.0,1275.0,1805.0,2000.0,2728.0
60000.0,43,1.0,2.0,0.0,0.0,3.0,2.0,44193.0,43205.0,47476.0,54735.0,53584.0,54703.0,0.0,5000.0,8100.0,0.0,2150.0,0.0
20000.0,51,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21353.0,20736.0,20000.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
250000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,176925.0,179079.0,186166.0,189786.0,195130.0,198147.0,7000.0,10000.0,10000.0,10000.0,7300.0,8000.0
290000.0,33,0.0,0.0,0.0,0.0,0.0,0.0,277227.0,279189.0,265077.0,241284.0,102450.0,104544.0,10681.0,15089.0,8801.0,7450.0,4544.0,4028.0
220000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,36106.0,33494.0,29518.0,29569.0,28587.0,21201.0,3000.0,3000.0,6000.0,5000.0,1136.0,10000.0
420000.0,46,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,19629.0,8705.0,18653.0,36076.0,27823.0,0.0,8765.0,18728.0,36430.0,27906.0,0.0,9268.0
80000.0,23,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9183.0,9606.0,3158.0,2941.0,2313.0,1367.0,9643.0,3167.0,2953.0,3753.0,4.0,7949.0
50000.0,30,1.0,2.0,2.0,0.0,0.0,0.0,17479.0,18195.0,17614.0,18630.0,19000.0,19421.0,1300.0,0.0,1310.0,680.0,727.0,6000.0
30000.0,25,0.0,0.0,2.0,2.0,2.0,2.0,23657.0,26568.0,27456.0,27915.0,27185.0,28806.0,3300.0,1600.0,1200.0,0.0,2200.0,0.0
150000.0,26,0.0,0.0,0.0,0.0,0.0,0.0,136736.0,125651.0,116684.0,101581.0,77741.0,77264.0,4486.0,4235.0,3161.0,2647.0,2669.0,2669.0
170000.0,24,-1.0,0.0,0.0,0.0,0.0,0.0,44544.0,37432.0,38658.0,35458.0,30143.0,42215.0,2000.0,2165.0,2285.0,500.0,28500.0,2000.0
20000.0,43,0.0,0.0,2.0,0.0,0.0,0.0,13817.0,15398.0,15852.0,16862.0,17197.0,17558.0,1815.0,1000.0,1279.0,614.0,637.0,2350.0
450000.0,29,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0
260000.0,39,2.0,0.0,0.0,2.0,2.0,2.0,136007.0,139215.0,146127.0,143637.0,154531.0,147016.0,5400.0,9500.0,0.0,12766.0,0.0,0.0
80000.0,24,2.0,0.0,0.0,0.0,0.0,0.0,81228.0,76590.0,73327.0,69760.0,50642.0,48690.0,3400.0,2800.0,3038.0,2000.0,2000.0,2000.0
120000.0,34,0.0,0.0,0.0,2.0,2.0,2.0,105356.0,107588.0,115372.0,112027.0,119702.0,121650.0,3931.0,9600.0,0.0,9500.0,4100.0,0.0
200000.0,49,2.0,2.0,2.0,2.0,2.0,2.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
180000.0,27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,641.0,1812.0,5307.0,28004.0,957.0,0.0,1812.0,5347.0,28004.0,957.0,0.0,455.0
260000.0,51,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,229.0,674.0,476.0,2856.0,814.0,605.0,674.0,0.0,2880.0,814.0,605.0,1776.0
90000.0,23,0.0,0.0,0.0,0.0,0.0,0.0,91653.0,88619.0,90298.0,91343.0,90887.0,90858.0,4200.0,4100.0,3307.0,3405.0,3311.0,6204.0
60000.0,31,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,7233.0,1596.0,1562.0,0.0,0.0,0.0,1596.0,1562.0,0.0,0.0,0.0,0.0
50000.0,37,2.0,2.0,2.0,2.0,2.0,2.0,47676.0,48896.0,49325.0,48033.0,27019.0,26450.0,2300.0,1500.0,0.0,3400.0,0.0,1200.0
290000.0,56,0.0,0.0,0.0,0.0,0.0,0.0,222000.0,226917.0,415700.0,232732.0,220460.0,224780.0,10013.0,8501.0,15018.0,10001.0,7997.0,7624.0
50000.0,23,0.0,0.0,0.0,0.0,0.0,0.0,37586.0,38866.0,19240.0,20256.0,20918.0,22081.0,2000.0,1322.0,1338.0,1000.0,1500.0,1000.0
50000.0,31,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40000.0,38,0.0,0.0,3.0,2.0,2.0,2.0,35183.0,39197.0,39477.0,39924.0,39004.0,41462.0,4600.0,1200.0,1400.0,0.0,3069.0,0.0
10000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,10208.0,8598.0,7100.0,9305.0,9805.0,5720.0,1500.0,1000.0,4000.0,500.0,2500.0,0.0
120000.0,35,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,974.0
80000.0,30,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,2688.0,2208.0,0.0,1000.0,0.0,0.0,2208.0,0.0,1000.0,0.0,0.0,0.0
50000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,50635.0,49488.0,48099.0,50021.0,50352.0,50740.0,1760.0,1888.0,3464.0,1717.0,1766.0,2500.0
170000.0,35,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,473.0,-103.0,-103.0,-103.0,-103.0,2297.0,0.0,0.0,0.0,0.0,2400.0,0.0
80000.0,46,0.0,0.0,0.0,0.0,0.0,0.0,81283.0,80390.0,79080.0,77850.0,80330.0,80000.0,2892.0,3000.0,5390.0,4106.0,3000.0,0.0
210000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,118408.0,120176.0,118191.0,104908.0,95946.0,118796.0,8600.0,5000.0,4000.0,3000.0,29066.0,5000.0
