V1,V6,V10,V12,V13,V14,V15
32,1088.0,6,317.0,1,363.0,2
31,4.0,17,234.0,2,-1.0,0
54,5475.0,21,1032.0,1,91.0,4
61,6610.0,24,481.0,2,-1.0,0
41,1471.0,18,233.0,2,-1.0,0
46,196.0,14,29.0,2,-1.0,0
42,323.0,8,280.0,2,-1.0,0
37,465.0,18,899.0,3,-1.0,0
31,6413.0,13,517.0,2,-1.0,0
36,22.0,6,125.0,2,-1.0,0
25,2022.0,29,276.0,8,97.0,12
38,10443.0,19,370.0,1,-1.0,0
46,2466.0,1,216.0,3,370.0,1
35,994.0,30,400.0,1,87.0,2
47,372.0,15,257.0,1,-1.0,0
69,426.0,10,211.0,2,185.0,2
37,3141.0,4,384.0,2,-1.0,0
36,2183.0,26,116.0,2,-1.0,0
55,0.0,2,116.0,1,-1.0,0
34,296.0,27,609.0,13,-1.0,0
60,1690.0,20,1467.0,4,-1.0,0
41,1646.0,5,258.0,1,90.0,7
32,86.0,26,1099.0,1,-1.0,0
31,2978.0,8,146.0,2,-1.0,0
55,0.0,12,614.0,2,-1.0,0
25,0.0,15,1424.0,4,-1.0,0
59,1265.0,7,849.0,1,-1.0,0
59,252.0,17,138.0,1,175.0,2
36,532.0,29,391.0,1,241.0,1
35,26.0,16,78.0,2,-1.0,0
28,36.0,14,158.0,3,-1.0,0
36,725.0,27,123.0,3,99.0,8
49,1697.0,19,236.0,1,-1.0,0
45,0.0,7,344.0,1,-1.0,0
41,39.0,21,299.0,4,-1.0,0
55,1097.0,7,191.0,4,-1.0,0
36,490.0,22,72.0,1,-1.0,0
52,-99.0,26,91.0,3,-1.0,0
30,178.0,17,656.0,3,-1.0,0
61,52587.0,15,394.0,3,189.0,1
30,700.0,12,73.0,2,-1.0,0
53,1868.0,8,156.0,4,-1.0,0
30,102.0,18,364.0,3,-1.0,0
32,718.0,15,95.0,1,-1.0,0
39,393.0,28,325.0,1,94.0,1
38,226.0,30,762.0,3,-1.0,0
78,158.0,18,360.0,1,-1.0,0
37,426.0,17,285.0,1,-1.0,0
33,44.0,23,529.0,1,-1.0,0
50,237.0,5,169.0,1,-1.0,0
31,10884.0,10,294.0,3,98.0,2
42,681.0,18,203.0,1,-1.0,0
31,1117.0,28,340.0,3,-1.0,0
35,154.0,29,200.0,4,181.0,2
30,2568.0,4,563.0,1,100.0,4
75,358.0,17,364.0,11,-1.0,0
18,108.0,8,169.0,1,-1.0,0
31,208.0,12,1344.0,7,-1.0,0
31,418.0,7,67.0,6,-1.0,0
34,3527.0,21,1022.0,1,-1.0,0
42,1080.0,13,951.0,3,370.0,4
37,0.0,21,169.0,1,113.0,5
55,0.0,27,262.0,6,193.0,4
29,615.0,18,373.0,1,-1.0,0
53,62.0,30,1044.0,5,-1.0,0
51,-799.0,15,1001.0,3,-1.0,0
48,-552.0,21,150.0,2,-1.0,0
34,899.0,9,627.0,2,141.0,7
58,-382.0,5,398.0,4,189.0,12
29,238.0,26,79.0,1,-1.0,0
26,-379.0,22,1237.0,7,-1.0,0
33,557.0,4,367.0,1,-1.0,0
31,2480.0,4,107.0,4,-1.0,0
35,342.0,2,427.0,4,-1.0,0
37,245.0,7,732.0,2,-1.0,0
25,1608.0,30,664.0,2,-1.0,0
32,1568.0,12,161.0,6,-1.0,0
33,278.0,1,563.0,5,-1.0,0
38,79.0,20,209.0,2,-1.0,0
42,254.0,9,241.0,1,336.0,1
30,313.0,4,1121.0,2,-1.0,0
55,645.0,10,123.0,1,-1.0,0
41,0.0,4,352.0,2,122.0,2
38,137.0,31,27.0,22,-1.0,0
36,849.0,21,958.0,2,-1.0,0
49,408.0,12,559.0,4,-1.0,0
33,149.0,19,424.0,2,182.0,1
24,110.0,23,27.0,1,-1.0,0
38,4723.0,13,187.0,2,-1.0,0
27,121.0,2,145.0,2,-1.0,0
27,1187.0,26,232.0,1,101.0,1
30,1541.0,18,471.0,8,-1.0,0
53,2693.0,5,90.0,1,104.0,1
36,-11.0,30,172.0,28,-1.0,0
33,0.0,14,535.0,3,328.0,1
30,2666.0,4,467.0,1,-1.0,0
30,697.0,29,215.0,3,80.0,5
33,7621.0,21,68.0,1,-1.0,0
67,1430.0,12,88.0,3,-1.0,0
60,0.0,18,161.0,2,-1.0,0
39,62.0,7,877.0,3,-1.0,0
63,0.0,13,263.0,1,181.0,2
48,275.0,5,34.0,1,-1.0,0
55,92.0,7,118.0,3,-1.0,0
34,69.0,4,120.0,3,1.0,6
24,3505.0,18,317.0,1,355.0,1
24,758.0,15,129.0,1,-1.0,0
59,2239.0,20,377.0,6,90.0,1
30,32.0,6,122.0,3,-1.0,0
30,5359.0,26,427.0,1,191.0,3
35,204.0,30,110.0,3,189.0,1
43,584.0,20,27.0,1,-1.0,0
34,0.0,20,150.0,1,-1.0,0
53,2679.0,20,295.0,3,-1.0,0
32,811.0,14,563.0,1,-1.0,0
49,816.0,17,76.0,1,260.0,7
34,0.0,14,78.0,4,-1.0,0
34,1965.0,4,714.0,1,-1.0,0
57,1166.0,9,106.0,1,-1.0,0
36,0.0,8,121.0,1,-1.0,0
33,2321.0,2,308.0,1,109.0,4
30,4448.0,11,112.0,8,-1.0,0
36,396.0,13,67.0,5,-1.0,0
39,0.0,28,224.0,2,-1.0,0
36,123.0,18,9.0,1,-1.0,0
53,3634.0,7,211.0,4,88.0,8
40,-164.0,7,87.0,1,-1.0,0
40,471.0,24,430.0,4,-1.0,0
27,8.0,20,777.0,3,-1.0,0
73,934.0,14,961.0,5,-1.0,0
30,486.0,29,1109.0,3,-1.0,0
34,-33.0,10,961.0,1,-1.0,0
32,46.0,21,788.0,6,-1.0,0
38,1988.0,27,164.0,2,130.0,2
55,2587.0,4,328.0,2,94.0,2
45,4022.0,29,244.0,3,-1.0,0
26,237.0,4,1091.0,3,-1.0,0
60,11262.0,26,323.0,1,-1.0,0
44,-101.0,15,679.0,1,366.0,4
52,3634.0,8,341.0,8,-1.0,0
25,319.0,20,48.0,3,-1.0,0
31,0.0,21,243.0,2,-1.0,0
45,66.0,5,808.0,2,-1.0,0
33,1211.0,7,456.0,1,-1.0,0
24,27.0,6,404.0,1,338.0,2
24,174.0,18,487.0,1,-1.0,0
36,0.0,28,81.0,4,-1.0,0
26,5795.0,14,1094.0,2,-1.0,0
59,434.0,12,63.0,3,-1.0,0
64,571.0,20,1422.0,2,-1.0,0
49,2501.0,30,50.0,2,-1.0,0
42,11115.0,10,187.0,1,102.0,1
42,479.0,9,391.0,2,-1.0,0
54,0.0,5,744.0,3,-1.0,0
34,210.0,20,199.0,1,-1.0,0
36,2971.0,12,247.0,1,97.0,8
45,1113.0,16,67.0,2,-1.0,0
31,1402.0,21,104.0,2,-1.0,0
52,-104.0,10,124.0,1,-1.0,0
39,-119.0,17,135.0,6,-1.0,0
43,1865.0,17,155.0,1,186.0,1
31,0.0,28,664.0,8,-1.0,0
30,697.0,28,545.0,2,181.0,8
35,507.0,22,560.0,2,-1.0,0
45,1.0,6,490.0,2,-1.0,0
29,1165.0,2,245.0,1,-1.0,0
36,0.0,6,149.0,1,-1.0,0
40,5060.0,10,154.0,2,93.0,1
55,1504.0,22,338.0,2,-1.0,0
29,2178.0,22,260.0,2,139.0,1
33,-848.0,9,12.0,12,256.0,2
26,294.0,4,208.0,2,-1.0,0
28,223.0,1,303.0,1,278.0,3
80,8304.0,9,712.0,1,64.0,12
28,375.0,14,43.0,1,350.0,1
57,63.0,25,1448.0,17,-1.0,0
47,1693.0,22,608.0,2,92.0,4
35,1354.0,23,736.0,2,-1.0,0
29,455.0,27,214.0,2,36.0,1
56,66.0,30,72.0,4,-1.0,0
27,4745.0,12,411.0,4,192.0,1
45,474.0,2,190.0,4,264.0,4
31,726.0,7,719.0,2,-1.0,0
36,1072.0,12,338.0,2,-1.0,0
49,1808.0,1,205.0,1,95.0,1
61,1428.0,5,82.0,2,-1.0,0
28,0.0,14,17.0,24,-1.0,0
46,1103.0,13,185.0,2,278.0,3
35,935.0,28,259.0,2,-1.0,0
28,451.0,13,302.0,1,301.0,1
33,891.0,8,398.0,2,-1.0,0
30,541.0,26,414.0,2,-1.0,0
31,761.0,18,514.0,2,-1.0,0
36,449.0,4,166.0,2,-1.0,0
43,481.0,3,187.0,1,20.0,1
43,465.0,28,78.0,12,-1.0,0
54,3343.0,16,216.0,1,-1.0,0
30,536.0,14,362.0,2,91.0,2
51,3134.0,19,92.0,3,-1.0,0
29,84.0,3,587.0,3,-1.0,0
29,1311.0,28,622.0,1,-1.0,0
30,305.0,4,227.0,2,-1.0,0
26,37.0,8,108.0,1,-1.0,0
54,1090.0,21,160.0,7,-1.0,0
48,2369.0,11,516.0,2,-1.0,0
48,362.0,13,529.0,1,-1.0,0
46,435.0,15,192.0,3,-1.0,0
52,0.0,9,467.0,3,92.0,7
52,0.0,7,211.0,1,294.0,1
33,129.0,30,482.0,1,161.0,1
40,1322.0,8,26.0,1,-1.0,0
31,527.0,15,98.0,2,359.0,1
52,363.0,21,168.0,1,462.0,1
34,2037.0,15,324.0,2,-1.0,0
32,1388.0,30,753.0,1,-1.0,0
33,1050.0,26,304.0,4,-1.0,0
38,0.0,21,126.0,3,-1.0,0
55,1937.0,21,64.0,3,-1.0,0
55,-256.0,9,136.0,2,-1.0,0
31,138.0,26,91.0,1,285.0,2
26,1099.0,15,99.0,2,225.0,13
51,726.0,27,89.0,8,-1.0,0
51,492.0,20,142.0,3,-1.0,0
32,132.0,30,565.0,2,-1.0,0
25,52.0,24,528.0,2,-1.0,0
39,902.0,10,691.0,2,180.0,5
28,1109.0,27,89.0,4,310.0,5
38,217.0,9,491.0,6,-1.0,0
53,232.0,29,32.0,1,-1.0,0
55,1320.0,28,387.0,2,-1.0,0
56,-9.0,8,728.0,1,-1.0,0
51,362.0,4,318.0,3,-1.0,0
58,169.0,13,336.0,3,87.0,5
59,2239.0,22,431.0,1,-1.0,0
26,0.0,27,107.0,2,-1.0,0
60,130.0,6,151.0,1,-1.0,0
39,2610.0,6,67.0,5,-1.0,0
43,2355.0,13,333.0,3,-1.0,0
24,448.0,14,324.0,1,-1.0,0
58,473.0,18,1109.0,1,262.0,1
36,673.0,16,689.0,1,-1.0,0
31,18.0,8,82.0,2,-1.0,0
53,1777.0,21,796.0,5,154.0,1
22,-51.0,15,859.0,1,-1.0,0
38,-212.0,27,78.0,2,-1.0,0
46,225.0,6,530.0,5,-1.0,0
83,1097.0,5,181.0,1,-1.0,0
57,395.0,11,125.0,1,-1.0,0
26,581.0,4,444.0,3,-1.0,0
49,5689.0,31,470.0,1,97.0,3
28,1562.0,15,659.0,4,-1.0,0
29,572.0,16,314.0,1,195.0,1
31,1173.0,14,444.0,3,-1.0,0
30,1165.0,4,204.0,2,183.0,3
29,59.0,14,100.0,3,356.0,2
33,1.0,21,551.0,8,-1.0,0
48,83.0,13,1101.0,1,-1.0,0
31,4718.0,21,536.0,1,-1.0,0
36,4388.0,8,52.0,3,-1.0,0
31,378.0,23,421.0,2,-1.0,0
33,0.0,20,201.0,2,204.0,2
35,1718.0,17,74.0,1,167.0,16
77,820.0,21,330.0,2,181.0,4
30,-910.0,15,124.0,2,298.0,1
51,178.0,4,184.0,2,-1.0,0
32,8866.0,18,278.0,2,-1.0,0
32,796.0,30,198.0,1,160.0,1
29,10332.0,2,46.0,3,-1.0,0
59,2768.0,8,94.0,5,-1.0,0
37,3236.0,20,291.0,2,202.0,5
58,5920.0,23,255.0,1,-1.0,0
59,493.0,30,237.0,1,-1.0,0
51,-338.0,29,97.0,2,-1.0,0
32,10281.0,22,400.0,1,-1.0,0
37,106.0,25,511.0,1,392.0,13
36,0.0,19,537.0,3,-1.0,0
28,1584.0,1,222.0,2,-1.0,0
46,475.0,23,158.0,2,-1.0,0
34,2918.0,4,246.0,1,196.0,2
56,6507.0,29,134.0,1,196.0,1
43,314.0,26,134.0,1,-1.0,0
41,402.0,17,114.0,17,-1.0,0
38,982.0,11,176.0,3,-1.0,0
40,542.0,20,1816.0,1,-1.0,0
35,2161.0,9,139.0,2,181.0,3
40,640.0,17,202.0,2,-1.0,0
43,14646.0,23,210.0,1,-1.0,0
52,148.0,13,83.0,1,-1.0,0
35,294.0,15,238.0,6,98.0,5
41,1236.0,11,911.0,3,-1.0,0
43,839.0,22,942.0,1,-1.0,0
37,300.0,12,82.0,1,-1.0,0
29,5.0,15,889.0,5,-1.0,0
26,5296.0,5,229.0,1,205.0,1
36,475.0,25,141.0,3,-1.0,0
32,12569.0,1,561.0,2,295.0,2
47,1230.0,30,412.0,1,169.0,1
58,1464.0,5,53.0,29,-1.0,0
59,559.0,13,168.0,2,-1.0,0
35,164.0,11,967.0,2,-1.0,0
29,3528.0,8,137.0,1,-1.0,0
32,4.0,8,173.0,1,-1.0,0
25,102.0,8,574.0,2,-1.0,0
34,109.0,14,685.0,2,-1.0,0
52,117.0,26,959.0,3,186.0,6
40,1646.0,4,392.0,2,91.0,3
37,1731.0,29,148.0,4,-1.0,0
44,1442.0,18,280.0,2,-1.0,0
74,1843.0,15,192.0,1,185.0,2
57,9367.0,11,981.0,1,90.0,6
33,373.0,27,267.0,1,180.0,4
41,67.0,19,814.0,1,-1.0,0
39,1238.0,16,212.0,1,-1.0,0
42,-215.0,20,1573.0,5,-1.0,0
42,9916.0,21,306.0,1,-1.0,0
42,1079.0,31,61.0,2,-1.0,0
29,2929.0,5,232.0,1,89.0,4
24,867.0,20,546.0,10,-1.0,0
32,5806.0,20,1503.0,2,-1.0,0
26,193.0,3,48.0,2,-1.0,0
44,1138.0,27,523.0,3,-1.0,0
60,4.0,5,882.0,2,-1.0,0
39,155.0,20,20.0,6,153.0,26
42,6445.0,2,20.0,8,-1.0,0
46,9083.0,8,389.0,1,-1.0,0
27,538.0,4,124.0,2,-1.0,0
28,524.0,6,554.0,2,-1.0,0
40,181.0,12,89.0,6,-1.0,0
32,131.0,3,267.0,3,-1.0,0
39,5047.0,29,218.0,4,-1.0,0
49,300.0,21,316.0,1,-1.0,0
59,10925.0,21,100.0,1,-1.0,0
53,0.0,12,80.0,2,-1.0,0
46,0.0,18,1855.0,1,-1.0,0
38,4630.0,3,133.0,3,-1.0,0
54,-58.0,12,143.0,4,-1.0,0
25,304.0,26,226.0,2,-1.0,0
44,126.0,13,92.0,1,-1.0,0
33,1699.0,6,178.0,2,94.0,1
36,11462.0,20,993.0,1,-1.0,0
71,275.0,14,293.0,1,425.0,1
39,157.0,13,290.0,1,-1.0,0
40,11766.0,13,218.0,2,242.0,9
39,942.0,14,880.0,3,267.0,1
35,160.0,16,304.0,1,-1.0,0
25,2551.0,28,400.0,3,-1.0,0
28,5916.0,22,259.0,1,63.0,5
25,-187.0,27,275.0,4,-1.0,0
56,8163.0,14,1231.0,4,-1.0,0
52,249.0,7,100.0,1,-1.0,0
47,7351.0,4,1060.0,3,-1.0,0
50,843.0,27,71.0,3,-1.0,0
39,5073.0,12,1182.0,1,286.0,4
40,819.0,30,100.0,3,-1.0,0
35,1201.0,18,537.0,1,-1.0,0
77,3417.0,12,134.0,1,-1.0,0
47,2787.0,11,479.0,1,-1.0,0
80,3669.0,30,166.0,1,-1.0,0
70,324.0,11,632.0,1,308.0,6
35,916.0,14,460.0,2,-1.0,0
35,-292.0,18,166.0,2,272.0,6
30,33.0,25,396.0,1,-1.0,0
27,948.0,12,121.0,2,207.0,1
27,2781.0,24,168.0,1,389.0,1
43,386.0,12,220.0,3,529.0,1
37,4708.0,2,238.0,1,181.0,2
41,56.0,31,63.0,21,-1.0,0
32,409.0,3,115.0,2,86.0,2
53,36.0,2,25.0,1,417.0,1
47,1981.0,21,919.0,2,-1.0,0
53,980.0,3,352.0,1,-1.0,0
25,125.0,9,215.0,1,92.0,2
51,371.0,21,287.0,1,-1.0,0
52,782.0,5,93.0,3,-1.0,0
30,3384.0,4,578.0,2,-1.0,0
41,0.0,30,509.0,2,-1.0,0
31,24.0,27,352.0,2,-1.0,0
25,3.0,26,170.0,1,-1.0,0
58,6711.0,16,95.0,3,-1.0,0
36,93.0,12,262.0,2,182.0,7
60,979.0,15,295.0,3,347.0,1
37,1026.0,13,389.0,2,-1.0,0
30,6683.0,30,180.0,1,-1.0,0
25,217.0,18,504.0,1,-1.0,0
32,2481.0,18,547.0,11,-1.0,0
31,846.0,26,405.0,3,205.0,2
52,6429.0,18,138.0,4,-1.0,0
46,548.0,12,1181.0,4,-1.0,0
34,0.0,28,1025.0,2,-1.0,0
49,1040.0,8,474.0,2,-1.0,0
27,1693.0,26,101.0,2,-1.0,0
42,201.0,11,265.0,1,103.0,3
32,-233.0,28,140.0,2,-1.0,0
45,4831.0,29,479.0,11,-1.0,0
37,744.0,21,161.0,3,-1.0,0
42,-247.0,21,519.0,1,166.0,1
30,346.0,3,135.0,1,-1.0,0
32,2684.0,18,542.0,2,-1.0,0
36,618.0,13,360.0,1,335.0,2
48,479.0,18,533.0,3,-1.0,0
40,-65.0,21,65.0,2,-1.0,0
33,114.0,3,676.0,1,-1.0,0
