V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
0.13897,0.713889,0.410417,0.31705,0.742134,0.673252,0.321134,0.0499292,0.525687,100.662,107.02,113.609,54.4903,58.8623,58.2012,-0.318614,-0.286546,-0.308602,65.7865,0.322696,-4.2882,21.5697,4.86349,7.81846,-1.14329,3.13067,0.185268,84.0276,0.552083,-1.27038,20.5872,0.0896118,4.44424,0.0946698,0.585469,-0.94046,254.692,0.479167,81.7633,49.946,0.268399,51.3638,15.9589,106.47,15.8562,0.494792,0.117086,0.0325455,63.5021,-1.10636,44.131,5.29862,0.106777,0.995213
0.166817,0.51875,0.419444,0.713172,0.810957,0.458005,0.376316,0.0251162,0.233331,133.429,157.237,97.9183,62.6324,65.5594,61.3503,-0.376154,-0.639088,0.130723,77.577,-13.1931,21.6265,18.3198,6.69647,11.1237,-1.36001,-0.185336,0.751897,51.3843,0.422222,2.60598,26.5874,0.110669,13.9334,0.452091,0.695709,-0.936962,163.192,0.245833,139.93,43.1212,-3.40182,66.1884,18.0666,106.508,0.221035,0.30965,0.283164,0.0263915,146.072,1.00708,28.6027,4.00077,0.167934,1.4076
0.0272106,0.285417,0.119444,0.749696,0.947488,0.244239,0.114452,0.064866,0.201833,151.809,139.417,88.2803,38.1208,35.3842,40.2421,-0.0548382,0.00504269,0.642806,77.835,-3.50611,20.6909,8.66872,2.8176,8.18349,-0.667396,-0.528598,0.0482131,28.8169,1.0,-1.66875,3.72245,0.20114,9.99835,0.0720705,0.620271,0.420466,103.435,0.383333,136.993,47.5323,0.35976,6.20461,11.4585,124.749,21.9946,0.718851,0.232672,0.0434171,252.88,-1.2883,37.3926,6.45926,0.130671,1.08173
0.0518056,0.11875,0.658333,0.0430972,0.657935,0.0938531,0.620852,0.0574173,0.337331,51.4744,100.479,187.359,45.2557,48.9202,25.5407,1.23316,0.912703,-1.01828,65.8116,1.06645,-35.001,13.0743,7.96645,15.6936,0.048784,1.72492,0.636858,73.4738,1.0,3.67805,33.6258,0.0733499,4.31784,0.369323,1.79014,-0.307392,111.264,0.297222,160.049,13.5587,0.391242,23.3464,6.87856,71.9235,57.4419,0.279243,0.347948,0.0353635,147.387,3.07844,15.1944,13.8917,0.355995,0.391878
0.0368171,0.197222,0.258333,0.085537,0.56871,0.186399,0.211762,0.0490412,0.277374,188.626,161.921,114.433,30.6917,27.4829,30.0247,-1.7165,-0.6812,1.78327,83.8104,0.331839,16.9738,6.04066,1.40918,7.65934,-1.44357,1.77233,-0.686612,36.5981,1.0,0.157372,81.3153,0.344595,3.05638,0.0675231,5.70566,-2.75856,123.603,0.197917,188.452,10.6374,0.392035,22.3442,7.20577,123.57,50.6186,0.953542,0.0846126,0.0642144,110.249,-0.0800494,14.3207,18.7883,0.195,0.0943037
0.0606655,0.189583,0.936111,0.916638,0.534473,0.123943,0.857418,0.0762186,0.658167,97.104,95.842,94.9731,45.8354,45.6466,46.4117,0.729028,0.73917,0.747777,65.6905,0.210171,0.646555,13.1504,1.35822,2.92235,0.174787,0.505616,-0.00258714,85.5039,0.310417,-4.41584,20.3031,0.300138,7.91134,0.688606,-3.09434,-0.667756,137.491,0.284375,148.334,56.1521,5.84354,45.4084,26.0736,150.443,26.5507,0.376695,0.423322,0.0529173,176.819,0.755582,14.8146,14.0239,0.231997,0.230027
0.325232,1.0,0.441667,0.526948,0.169868,1.03289,0.360159,0.0220996,0.263627,223.139,228.278,232.816,30.7243,24.7369,18.0665,-1.1763,-0.76613,-1.06051,95.5108,-0.429723,-1.43297,4.28009,0.631548,3.97647,-1.11015,-1.38078,-2.66554,86.7136,1.0,6.48482,69.9948,0.0723285,11.0664,0.475129,-0.00226027,0.97663,99.8266,0.308333,240.563,38.2951,0.970463,22.1788,4.27837,109.428,45.047,0.422821,0.0989656,0.137255,108.384,0.173135,18.5666,12.2953,0.0910417,0.969142
0.0500174,0.594444,0.152083,0.434095,0.943586,0.424923,0.131192,0.0592387,0.446742,111.878,120.298,55.2825,21.1151,23.0402,20.0409,-0.66518,-1.32179,1.0781,72.2037,-10.9693,27.855,6.43334,4.19485,7.24189,-1.82998,1.37986,-0.626367,86.4597,1.0,1.67266,33.2712,0.4928,0.0946333,0.191162,-0.109924,0.28121,169.599,0.408333,174.991,71.0755,5.60217,40.2011,13.9126,167.096,16.1729,0.715225,0.464096,0.0222346,90.5389,0.475494,26.4528,11.4458,0.121753,0.234786
0.230851,0.841667,0.558333,0.591171,0.643546,0.803566,0.41993,0.0416385,0.508756,87.0781,74.6166,67.9586,65.8175,57.7121,56.5987,0.724922,1.19849,1.39106,56.6775,2.55967,4.99694,19.704,4.96222,10.8885,0.194598,0.476001,0.8627,85.6121,0.2,0.0142886,2.05753,0.265019,7.17145,0.125082,8.75236,-10.1245,109.022,0.313889,127.543,49.6375,0.510024,21.3656,8.20085,202.576,9.55544,0.868412,0.533934,0.0486035,76.2976,0.959366,29.7136,10.4548,0.118776,1.24465
0.677083,0.94375,0.894444,0.561351,0.597192,0.864677,0.777417,0.0132821,0.197894,120.537,120.808,107.604,43.2443,43.1591,46.427,0.718155,0.664731,0.560627,72.8538,-1.74613,5.78513,10.9847,2.37772,10.9066,-0.274192,1.96162,2.83921,63.5821,1.0,-6.02133,60.2052,0.10435,11.1673,0.380651,0.579547,-0.365059,58.0139,0.180556,218.518,46.3029,-1.31763,42.2284,5.66367,97.8252,30.9964,0.305793,0.73851,0.0252826,154.969,0.588679,27.5146,8.94269,0.0991782,0.632265
0.00740162,0.313889,0.04375,0.407445,0.0164549,0.227422,0.0376122,0.172791,0.46102,253.088,254.252,248.596,3.51044,3.19807,3.52589,-6.20473,-7.34511,-4.31515,99.7846,-0.606223,1.13568,0.502512,0.176245,0.514281,-7.44197,0.575306,-1.00678,79.9625,0.686111,0.463297,25.3678,0.432242,8.70054,0.153036,4.77709,1.02172,115.571,0.68125,121.794,49.7859,0.603545,36.5025,12.2643,91.3706,28.6564,0.793717,0.515805,0.0567748,148.27,-0.422347,6.97697,16.6029,0.390457,0.331945
0.767697,1.0,1.0,0.517041,0.408291,1.0803,0.872719,0.0149859,0.232303,148.421,130.306,104.613,84.0373,89.5876,87.1231,0.133158,0.248501,0.368313,71.776,2.27041,14.5446,22.573,3.28158,7.86416,-0.0521786,0.318527,0.257043,82.6017,0.0854167,3.80898,45.4985,0.482054,5.18828,0.805374,1.66916,0.20884,70.5912,0.272222,48.5571,20.7736,0.184479,55.0898,18.4209,144.108,30.5239,0.501042,0.540777,0.0582202,202.187,-0.332119,23.1731,7.27914,0.089043,1.07426
0.105955,0.791667,0.269444,0.68127,0.0924339,0.820165,0.224229,0.0502485,0.503283,237.405,233.531,228.835,5.48809,7.35913,12.9798,-16.1801,-6.18484,-2.26076,96.7137,0.215216,1.30084,1.23172,0.450015,2.02202,-11.4399,1.12934,2.03161,66.223,0.23125,-0.304022,45.3239,0.0833168,7.22722,0.501368,1.51734,-0.639787,118.188,0.175,118.999,45.4599,-0.447448,48.8043,14.8373,158.875,15.7537,0.449045,0.172258,0.0620384,52.2758,0.0,17.7033,11.287,0.016169,0.429447
0.0101736,0.0666667,0.238889,0.363068,0.427007,0.0480334,0.224533,0.112628,0.361192,109.097,105.205,108.284,43.964,40.076,45.2229,1.45346,1.73031,0.616804,69.4859,1.47012,0.149373,9.86503,4.51844,11.9633,0.774027,-0.261406,1.44278,62.876,0.945833,-0.147099,61.0396,0.422163,10.2565,0.276839,-6.81816,1.05048,62.2718,0.0604167,146.85,48.8355,0.543137,63.2907,15.7957,77.2654,1.59564,0.501042,0.448536,0.0214146,105.592,2.53927,51.8488,7.54073,0.218762,0.0451281
0.0347859,0.635417,0.0944444,0.237663,0.230237,0.538244,0.0740704,0.105141,0.420347,88.2451,157.93,213.033,28.3887,24.5618,19.7785,1.60531,0.948734,0.244208,80.2831,-8.69959,-19.6982,5.14576,1.73792,4.05331,0.797464,1.47581,1.18597,91.8862,1.0,1.45186,60.5617,0.105573,13.5637,0.141226,-0.0169307,0.192885,127.865,0.380556,106.32,60.743,0.179039,31.4773,15.1429,69.7244,19.8842,0.18785,0.34988,0.0344538,205.978,0.723684,18.5021,12.6988,0.51875,0.94094
0.0390394,1.0,0.141667,0.347621,0.723306,1.28257,0.118999,0.0717462,0.724428,155.441,148.495,69.1749,10.3354,8.39911,9.96822,-0.136334,-0.292584,0.456282,79.8963,-7.62761,30.0089,1.95341,1.56812,2.69205,-0.681979,0.657483,-0.669928,62.9866,0.297917,18.4155,14.5921,0.298277,16.3796,0.206645,8.88352,-1.26156,140.242,0.391667,150.423,31.4517,-1.29141,35.9918,20.7819,109.585,9.09477,0.518868,0.0574838,0.0600791,145.37,-1.28809,41.8385,3.21705,0.141383,0.168915
0.235775,0.610417,0.588889,0.768523,0.238328,0.499932,0.529456,0.0230966,0.344098,138.315,92.8736,39.2372,39.0912,32.865,25.7965,-0.295048,0.215679,0.794984,67.3792,4.88752,34.0073,9.93688,2.72825,11.7551,-0.411547,0.498456,-0.152306,41.0865,0.905556,-2.39858,19.5086,0.278604,3.69941,0.0626686,-1.09358,-0.763752,240.631,0.469444,127.52,56.4708,5.74228,9.37497,11.4131,105.209,51.8521,0.551217,0.457359,0.0565831,65.6867,1.43592,24.8398,8.50236,0.233582,0.158404
0.203953,1.0,0.35625,0.572742,0.672738,1.08492,0.277015,0.0378515,0.427502,216.023,195.631,180.09,34.893,32.911,27.9997,-3.13632,-2.96895,-2.50005,90.2853,2.15892,5.04652,7.4895,0.903452,2.5149,-3.27597,2.95547,-2.47235,69.122,0.2125,3.45383,16.3958,0.245189,3.2176,0.0987103,0.161593,-0.283461,82.9902,0.29375,71.3358,15.4605,0.561626,34.7119,17.5954,64.2127,59.7071,0.443516,0.433693,0.0498879,141.205,0.722815,44.7731,8.97358,0.082419,0.977633
0.212321,1.0,0.272917,0.468766,0.109135,1.01633,0.224246,0.0257025,0.222031,149.228,177.302,219.398,13.1981,10.8437,6.59785,0.265683,0.141429,0.113413,86.1512,-1.06451,-12.3687,2.14409,0.349039,1.7342,0.0999453,1.18948,0.127552,70.1955,0.763889,2.92746,70.3741,0.917731,14.5083,0.230202,9.7136,-1.26975,195.631,0.0583333,137.571,9.38466,2.1778,30.8694,13.1348,125.958,57.6105,0.169802,0.436492,0.0229746,50.6644,-1.51684,36.829,5.78225,0.155828,0.361504
0.641829,1.0,1.0,0.481367,0.59309,1.15287,0.968558,0.0214739,0.358171,141.162,136.215,125.719,45.2749,40.8188,36.6413,-0.438218,0.21149,0.988917,77.0777,-0.302912,3.40939,10.4095,1.34461,4.17992,-0.916386,-1.41216,-1.4605,74.9945,0.460417,0.833488,41.4263,0.0917719,7.71913,0.518812,-2.62591,-0.593987,121.647,0.461111,157.907,5.77417,-0.154167,63.7774,6.46127,122.328,37.5894,0.303392,0.449078,0.0559389,181.063,0.235815,10.5879,10.6941,0.0765567,0.908783
0.294606,1.0,0.445833,0.481935,0.655433,1.01538,0.34427,0.0199576,0.3392,90.8714,84.7517,75.1909,26.0365,23.3373,20.3061,-0.316741,-0.0614708,0.566446,63.7482,0.29534,4.80586,8.14894,0.994358,3.2198,-1.0084,4.46007,-0.293453,74.3673,0.216667,-1.18429,62.3079,0.143931,11.7713,0.317941,3.53146,3.10958,249.332,0.702778,178.976,41.8272,1.46908,34.2662,2.2749,161.821,47.331,0.492523,0.262866,0.0573664,120.506,0.782127,21.5879,12.9009,0.144803,1.18678
0.183287,1.0,0.245833,0.575188,0.103951,0.922024,0.216224,0.0271533,0.254426,189.47,194.063,211.303,28.5279,25.116,24.0893,-0.647138,-0.629298,-0.928572,89.7331,0.749153,-4.57266,4.89659,0.777954,1.25793,-1.02454,-1.33034,0.920656,46.7225,0.0395833,5.09447,21.7255,0.860897,13.3886,0.462862,-0.123035,-0.68115,107.213,0.95,8.46577,16.3101,-0.0354941,19.075,6.55769,122.49,16.7349,0.49638,0.252881,0.0437924,123.679,0.548283,29.0071,2.94796,0.0915046,0.151907
0.0482234,0.636111,0.214583,0.741863,0.908158,0.524442,0.188156,0.0576023,0.646712,87.297,89.2222,82.1156,13.915,14.0769,13.6999,-1.09351,-1.15916,-1.10466,65.1969,-1.68667,2.90981,4.67663,1.21771,1.33432,-1.52295,-0.0571597,0.549785,99.9623,1.0,6.57943,11.5826,0.498695,4.58915,0.205928,4.61186,1.18102,48.5381,0.0944444,88.7223,24.5772,1.84661,12.7911,3.30546,81.7333,40.1854,0.505996,0.485857,0.0564463,95.757,0.612065,60.2887,11.1753,0.0831315,0.898825
0.0392303,0.813889,0.0895833,0.361081,0.120389,0.751,0.0621546,0.0904263,0.461941,174.496,175.682,176.97,8.87888,5.91623,4.49172,0.0182295,0.64525,1.10304,86.407,-0.0979815,-0.434066,1.19876,0.583894,1.33552,0.435707,-0.45845,-0.161264,63.5476,0.772222,-1.31741,12.5494,0.820949,2.57807,0.13362,3.55773,-5.62483,173.229,0.736111,140.713,42.8412,0.466866,23.8788,9.41434,229.437,39.2916,0.264036,0.361787,0.0766298,182.105,1.6916,30.0424,8.87275,0.363889,0.0770926
0.843756,1.0,1.0,0.557241,0.560861,0.952279,0.937133,0.0108504,0.156244,158.31,127.346,96.2787,44.0117,45.7532,46.972,0.108793,0.501766,0.871361,75.8358,3.54244,14.9799,10.707,3.07318,5.61396,-0.0156548,0.0163371,0.00409929,63.3992,0.10625,1.36439,51.032,0.16376,17.6116,0.169952,5.44258,0.881884,115.485,0.0555556,218.435,26.5196,0.797281,6.66369,3.95292,147.664,14.4948,0.512976,0.218237,0.0444893,90.7212,1.09859,9.84097,4.59549,0.154317,0.406827
0.128883,0.879167,0.266667,0.488622,0.122363,0.806067,0.245969,0.0420727,0.450262,188.742,194.413,204.857,23.6021,18.5104,12.8336,-0.382738,-0.0695527,-0.505651,89.7737,-0.0316097,-3.02973,3.49795,0.649039,2.92105,-0.465999,-0.728175,-1.40788,64.3062,0.235417,-3.12803,42.2164,0.806074,8.66066,0.358487,3.62014,0.581339,133.784,0.13125,81.6402,56.8372,-0.556534,50.7454,12.0394,37.7572,37.7592,0.288462,0.215248,0.063925,203.104,0.496856,51.6003,16.3023,0.43886,0.226417
0.293717,1.0,0.31875,0.503282,0.149327,1.00628,0.298757,0.0257121,0.0785335,186.404,190.181,194.684,2.95144,2.92936,3.16125,-0.469639,-0.408157,-0.178972,89.1054,-0.243612,-1.37133,0.527643,0.365503,0.421313,-0.479847,0.190958,-0.541743,95.8596,0.670833,1.80575,25.529,0.17779,3.90125,0.458855,-3.45594,1.11706,170.155,0.0694444,101.275,26.8437,-0.245569,44.5127,5.11013,115.931,19.4416,0.38687,0.371134,0.207048,167.729,0.478109,24.3543,10.4988,0.419173,0.333749
0.044184,0.175,0.419444,0.236365,0.717049,0.148203,0.385306,0.0675835,0.398061,40.6073,39.0686,33.0329,42.0164,41.3294,40.3032,0.939262,0.970923,1.10066,36.4592,-1.14624,8.80228,24.2199,5.59039,9.86879,0.152565,1.18414,0.250036,72.7262,0.160417,1.30104,48.2242,0.174017,2.19802,0.421476,-4.79084,1.76679,209.384,0.0583333,123.005,45.7059,2.33082,37.6948,20.6532,117.158,19.7486,0.855046,0.261358,0.036512,145.53,0.296374,41.3175,13.9139,0.369184,0.427561
0.185185,0.869444,0.277083,0.404644,0.18935,0.85946,0.232258,0.03,0.231305,253.263,251.287,252.173,6.09955,6.67758,6.77564,-14.9285,-13.7963,-13.0718,99.4971,0.359065,-0.0843353,1.17042,0.305551,0.288875,-15.8713,3.8952,2.16347,74.7498,0.245833,10.6499,19.3445,0.242819,8.94633,0.770146,-1.66329,-0.422195,140.975,0.39375,124.947,29.7945,-0.410264,21.1696,8.57029,91.6178,15.1138,0.420527,0.338011,0.0526115,162.904,-0.86582,7.93858,6.32379,0.32441,0.273601
0.0928357,0.4125,0.269444,0.817027,0.124985,0.384337,0.2435,0.03335,0.16474,192.944,188.108,160.007,26.6867,30.7358,38.8795,-0.164492,-0.120268,0.0468027,88.3086,-1.83397,8.38411,5.78629,0.500551,3.66469,-0.320828,-0.237873,0.0521575,94.6576,0.6625,3.53098,29.3314,0.173257,14.9909,0.325118,0.0900418,-0.594429,79.0329,0.413889,58.5594,56.1193,-0.267967,29.1579,16.4621,124.18,12.1687,0.514638,0.63973,0.129332,138.349,0.2916,29.8225,4.06009,0.218721,0.307534
0.0136863,0.0958333,0.238889,0.308109,0.908208,0.0691364,0.221917,0.0909091,0.402174,172.995,153.063,130.137,45.9326,55.2736,65.8346,0.423927,0.541428,0.737795,81.1125,1.89018,10.3184,11.2152,2.38778,7.26003,0.185485,1.02873,0.192662,90.888,0.0888889,0.278296,25.0271,0.129131,10.8714,0.515146,3.4074,0.313286,240.735,0.552778,157.701,62.1498,-0.922084,14.8245,2.44173,93.9133,57.7442,0.615872,0.142967,0.0203928,152.494,0.973898,26.5819,24.2639,0.338194,0.132553
0.0037037,0.0895833,0.075,0.815648,0.217096,0.064489,0.062421,0.15625,0.448751,214.817,222.805,215.9,52.8571,48.5316,52.2467,-1.654,-1.80637,-1.73001,93.6376,-2.22521,1.40503,10.3252,2.3279,1.68242,-2.29683,-1.40754,2.45994,50.2053,0.994444,-2.31564,48.3923,0.145861,17.4058,0.149786,3.9076,-1.42162,214.065,0.427778,62.1361,59.8567,-0.437773,58.0086,1.71041,82.6867,21.8154,0.591441,0.255215,0.0701754,99.8878,10.6073,30.1796,15.5054,0.00542824,0.631511
0.149005,0.76875,0.305556,0.579973,0.155073,0.573528,0.28825,0.0385661,0.365657,151.386,169.153,189.423,30.1441,21.5943,9.97447,-1.02766,-0.935358,-0.44753,84.4806,-1.39623,-6.88605,4.77661,0.944306,4.95432,-1.15833,-0.948803,-1.4155,67.8692,0.636111,-0.290581,38.451,0.357649,11.1292,0.712265,-3.23684,0.0059759,227.33,0.154167,203.282,33.8906,2.10107,62.982,11.0943,96.5499,13.5923,0.722896,0.241702,0.0536278,132.502,1.04186,45.4025,10.1966,0.0687109,0.541896
0.0350868,0.135417,0.322222,0.87078,0.173605,0.117115,0.3115,0.055748,0.195889,48.937,39.2784,25.5834,31.0336,29.1243,23.2593,0.461417,0.774448,0.97545,42.7695,1.931,14.7158,15.8083,4.85751,7.90026,-0.0194374,-0.205225,0.320233,99.62,1.0,6.16521,36.7245,0.0992425,14.1664,0.361637,1.52658,0.817077,151.047,0.338889,91.3726,61.5859,0.859997,55.8898,11.7184,110.425,45.5646,0.264717,0.273684,0.150613,41.2036,0.8061,42.9951,10.835,0.0827018,0.33019
0.0360417,0.247917,0.319444,0.361171,0.69527,0.252327,0.259398,0.0871869,0.544903,85.201,88.1969,68.7657,37.3199,40.1304,40.0742,1.06195,1.26238,1.62372,63.0268,-4.1716,9.64096,11.8995,2.44902,4.57562,0.164801,0.18298,1.26362,71.9503,0.075,4.28865,16.9075,0.714563,1.97958,0.14474,0.654335,-1.99564,163.653,0.308333,38.8129,10.6893,0.187805,40.5456,5.33673,82.9302,55.0183,0.461959,0.499569,0.0300182,85.0108,-1.44565,15.7819,10.9785,0.0465278,0.114511
0.0489525,0.3375,0.227778,0.608585,0.266999,0.262111,0.205429,0.0446861,0.363219,86.6412,93.9272,108.663,18.6278,18.7438,18.6932,1.88108,2.42449,3.42055,66.7033,0.189349,-6.58277,4.95284,1.04986,2.99546,1.68494,0.176417,-0.205648,67.7657,0.510417,8.65626,3.57518,0.27428,4.76093,0.0652367,-0.614848,1.13684,181.797,0.8,137.649,18.4164,1.7575,35.7774,4.60803,89.8174,31.9129,0.644005,0.391761,0.077193,131.899,-0.0146503,43.4925,6.00866,0.667425,0.460361
0.0213137,0.325,0.102778,0.128903,0.963771,0.29037,0.084891,0.0936736,0.36192,174.432,163.336,155.28,60.1856,56.4503,51.8371,-1.32671,-1.31135,-1.2891,82.3198,1.39524,2.73291,14.8533,1.1746,2.14444,-1.4657,1.27114,-1.66904,57.4023,0.96875,17.4252,31.6193,0.414555,12.002,0.137082,-0.455297,2.92514,201.563,0.402083,90.7085,32.9653,-0.510727,46.5544,10.8561,145.579,14.7133,0.971264,0.52771,0.0382638,182.775,0.666859,13.6413,3.40471,0.00601852,0.290943
0.244745,1.0,0.483333,0.395528,0.633601,0.991329,0.353555,0.0294146,0.49363,148.132,64.5289,27.2904,49.5639,27.6218,19.3387,-0.394263,0.000908816,0.477929,61.0859,19.4964,36.6348,11.4782,4.98572,11.2806,-0.76366,0.114096,0.0828005,67.7799,0.516667,-2.66832,10.3293,0.395091,14.6777,0.904791,1.56455,2.90199,36.4005,0.102778,128.801,11.6142,1.51039,45.3612,2.63367,110.707,68.35,0.872234,0.336528,0.188976,162.763,-0.212471,39.7773,23.8732,0.00241898,0.192332
0.127326,1.0,0.161111,0.52003,0.937303,1.01524,0.129985,0.0481774,0.209698,83.4416,68.2384,50.4455,18.4745,17.5014,16.1691,0.510427,0.63195,0.677076,58.9389,2.01496,11.9906,6.24619,1.0484,2.78286,0.0559119,-0.157572,1.40722,56.2539,1.0,1.38455,32.093,0.215143,13.1673,0.234941,2.22819,1.48024,230.666,0.25,94.5357,4.26591,0.703876,3.26492,18.2665,34.1591,87.2041,0.571927,0.397321,0.050413,147.112,-0.0964551,51.0926,5.78263,0.0266204,0.0999224
0.112715,1.0,0.134375,0.493089,0.944262,0.943901,0.117976,0.0583377,0.161192,209.135,188.22,191.401,15.5426,16.5253,15.742,-1.76054,-1.46294,-1.48294,89.6027,3.93675,0.476646,3.15643,0.75605,0.659773,-2.31346,0.865027,-0.431997,76.3826,0.327778,-2.36663,43.1401,0.684148,9.14875,0.579359,-6.40165,2.54703,59.7558,0.297222,98.0467,58.2126,1.8557,27.8133,11.162,126.394,21.0801,0.450005,0.609626,0.0154415,188.462,0.363707,32.8518,9.86235,0.00247685,0.139139
