RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.059382005,51,0,0.199219629,13326.0,9,0,1,0,0
0.709129087,48,0,0.06632228,6000.0,3,0,0,0,2
0.000199774,77,0,0.33921509,3286.0,10,0,1,0,0
0.9999999,58,0,0.072501633,1530.0,1,0,0,0,0
0.9999999,32,0,0.160946351,3000.0,0,0,0,0,1
0.9999999,60,0,0.231107557,2500.0,1,2,0,1,0
0.9999999,56,1,0.429568528,1575.0,1,0,1,0,0
0.295713724,32,1,2.953311618,920.0,9,0,1,0,2
0.068929982,56,0,0.132366502,11928.0,9,0,1,0,0
0.179131139,62,0,0.34656564,6070.0,6,0,2,0,0
0.019921544,29,0,0.217223358,4400.0,7,0,0,0,3
0.971748921,42,1,0.419802805,7200.0,7,0,1,0,1
0.93675288,28,0,0.037603734,3855.0,3,0,0,0,1
0.9999999,60,98,0.0,1375.0,0,98,0,98,0
0.154023085,63,0,0.417056362,8125.0,21,0,3,0,5
0.0,34,1,0.221769874,4666.0,4,0,0,0,0
1.677857714,51,0,1.058661417,2539.0,9,4,2,5,0
0.9999999,35,1,0.127567255,3456.0,1,0,0,0,5
0.938725916,49,0,1.624793388,3024.0,10,1,3,0,0
0.162505645,63,0,0.626373626,3912.0,9,0,2,0,0
0.965771864,64,0,0.401617251,2967.0,6,0,1,0,0
0.968342127,33,0,1.409415121,700.0,5,0,0,1,2
0.931777795,33,0,0.354416576,1833.0,7,0,0,0,1
0.219670359,41,1,0.164883575,3177.0,3,5,0,2,3
0.9999999,43,0,0.779792055,3750.0,8,0,1,0,0
0.222967343,38,0,0.367947436,7000.0,14,0,1,0,2
0.9999999,37,0,0.778888195,1600.0,1,0,1,1,0
0.98296837,64,3,0.976804639,5000.0,15,0,1,0,0
0.216731793,50,0,0.264824892,7166.0,9,0,3,0,3
0.687402643,33,0,0.257774223,10000.0,9,0,2,0,0
1.123505976,53,1,0.205621302,6083.0,10,0,0,0,0
0.472551643,42,0,0.344808491,10834.0,7,0,2,0,3
1.00909909,78,1,0.331839821,3570.0,6,2,0,1,0
0.105526599,82,0,0.673932788,1100.0,12,0,0,0,0
0.9999999,51,0,0.192451887,4000.0,2,2,0,0,1
0.356067184,38,1,0.406532861,2540.0,7,0,0,0,0
0.819523465,43,0,2.179937952,966.0,10,0,1,0,2
0.992006395,40,2,0.049568372,39964.0,7,0,1,0,1
0.943891214,57,3,0.837265094,2500.0,20,0,0,0,0
3.418079096,56,1,0.292426893,4000.0,6,0,0,0,2
0.095620806,65,0,0.114136287,6500.0,6,0,1,0,0
0.192498036,45,0,0.326104163,6316.0,10,0,1,0,1
0.017392351,54,0,0.274483678,1500.0,7,0,0,0,0
0.53682106,25,0,0.161810079,2916.0,4,0,0,0,0
0.433108088,39,0,0.159812933,6200.0,4,0,0,0,2
0.527959621,58,0,0.374182542,10550.0,5,0,1,0,0
0.9999999,51,0,0.255498778,4500.0,2,0,1,0,1
0.087086574,31,0,0.308717379,1800.0,4,0,0,0,0
0.521478521,24,0,0.008375209,1790.0,3,0,0,0,0
0.101034521,63,0,0.691318838,6300.0,19,0,4,0,1
0.003582339,37,1,1.444936709,3159.0,12,0,2,0,2
0.434007833,65,0,0.705486202,6087.0,20,0,3,0,0
0.508872782,55,1,0.274368644,8750.0,5,2,1,0,3
0.058463572,54,0,0.225167411,3583.0,5,0,1,0,0
0.967722962,34,0,0.236670616,3375.0,5,0,0,0,0
0.039645291,57,0,0.231856576,5800.0,15,0,1,0,0
0.9999999,48,1,0.288311216,5500.0,2,2,1,1,0
0.9999999,54,0,0.045531197,4150.0,1,1,0,0,2
0.948864448,42,0,0.966375252,4460.0,4,3,2,3,4
0.027017199,34,0,0.212578742,10000.0,5,0,1,0,0
0.092331633,37,2,3.818787475,1500.0,12,0,4,0,0
0.903810119,31,0,0.417152373,1200.0,4,0,0,0,0
0.467896629,36,1,0.894258446,6600.0,9,0,2,0,2
0.0,30,1,0.114746946,4583.0,4,0,0,0,0
0.41887969,35,2,0.37746555,3700.0,15,0,2,0,0
0.081839858,27,0,0.1976008,3000.0,7,0,0,0,0
0.852887166,32,1,0.519610231,8209.0,11,0,2,0,1
0.798359185,45,0,185.0,0.0,5,0,0,1,3
0.256663815,59,0,0.289872436,14188.0,9,0,2,0,0
0.6105599,45,1,0.289816815,12500.0,10,0,1,0,4
0.478023726,43,0,0.162941961,5995.0,3,1,1,0,2
1.26450116,64,1,14.39989192,3700.0,6,4,0,1,0
0.62661081,67,1,0.31,6099.0,9,0,1,0,2
0.227777688,59,0,0.238515901,16413.0,13,0,3,0,0
0.9999999,42,1,0.145713187,2600.0,1,2,0,0,4
0.04479888,62,0,0.630415026,3300.0,6,0,2,0,0
0.159980306,51,0,0.178535718,9000.0,8,0,0,1,0
0.247293366,54,0,0.586531008,10319.0,13,0,3,0,1
0.137490179,35,0,0.375805097,3570.0,9,0,1,0,0
0.946140515,32,0,0.355014418,3120.0,8,0,0,0,0
0.944256968,34,1,0.431991581,3800.0,4,2,0,1,1
0.389340993,44,0,0.27037919,5458.0,8,0,1,0,0
0.226952796,58,0,0.481776765,8779.0,16,0,4,0,0
0.020595571,44,0,0.036546185,9959.0,7,0,0,0,1
1.029169607,25,0,0.314345501,4300.0,18,0,1,1,0
0.425339527,31,0,0.437331371,4076.0,9,0,1,0,0
0.0,29,1,0.040060469,3968.0,1,2,0,0,1
0.002266516,48,0,0.027063058,7500.0,3,0,0,0,1
0.886277896,35,0,1.25660557,4200.0,13,0,2,0,1
0.202411846,36,1,1.169201878,5324.0,19,0,2,0,1
0.025402659,29,0,0.270162186,4500.0,4,0,1,0,2
0.099132456,69,0,163.5,1.0,8,0,0,0,0
0.505091931,42,0,0.777623487,5040.0,9,0,1,0,2
0.072186663,63,0,0.019497563,5333.0,9,0,0,0,0
0.0,78,0,0.0,8516.0,8,0,0,0,1
0.119596102,40,0,0.220059995,13000.0,15,0,1,0,2
0.956810631,29,2,0.241394431,4560.0,5,3,0,0,0
0.458616553,35,0,0.013746563,4000.0,2,1,0,0,3
0.056476054,68,0,0.352172982,4670.0,7,0,1,0,1
0.84611898,43,5,0.744844824,4800.0,10,0,2,0,0
0.643065389,29,0,0.012218828,3600.0,4,0,0,0,1
0.611637937,38,0,0.739700019,15800.0,18,0,3,0,1
0.128271762,48,0,0.189228329,14500.0,21,0,2,0,1
0.265613966,55,0,0.311296821,6700.0,6,0,2,0,0
0.807305453,41,1,0.482485001,5166.0,5,5,0,0,2
0.0,48,0,0.428240458,8200.0,9,0,1,0,2
0.137505,48,0,0.286185691,6666.0,5,0,1,0,0
0.009579342,44,1,0.38035992,4500.0,4,5,0,0,5
0.32000652,59,1,0.324150189,4500.0,10,0,1,0,1
0.230353929,47,1,0.010194903,3334.0,1,0,0,0,0
0.788525125,78,3,0.953835474,2880.0,12,3,1,1,0
0.152894904,71,0,0.534133105,3500.0,8,0,2,0,0
0.907928926,56,0,0.689637033,1900.0,7,1,0,3,1
0.01284724,80,0,0.740086001,2092.0,12,0,2,0,0
0.787511231,48,2,1.554174067,1688.0,6,1,1,1,3
0.084442854,55,0,0.315367704,14100.0,12,0,3,0,2
0.586044688,44,0,0.64929546,4470.0,7,0,2,0,0
0.015415765,60,0,0.001817851,5500.0,4,0,0,0,0
0.046134512,56,0,0.010864278,12333.0,7,0,0,0,2
0.0,26,2,0.261010538,3700.0,6,0,0,1,0
0.31412868,43,0,0.365912941,13576.0,15,0,3,0,0
0.692242295,36,0,0.417606402,5497.0,9,0,2,1,2
0.898650939,61,0,0.821193945,3500.0,14,0,2,0,0
0.898809185,56,0,0.402694453,9500.0,11,0,1,0,2
0.515572191,66,0,0.582284173,6671.0,11,0,1,0,0
0.574031553,44,1,0.222519455,4111.0,7,0,0,1,1
0.9999999,39,2,0.136668092,7016.0,5,1,1,0,0
0.737003058,48,2,0.51206553,4516.0,8,0,1,0,2
0.049016982,79,0,0.016196761,5000.0,5,0,0,0,0
0.94381364,41,1,0.239411016,5500.0,12,0,0,0,1
0.132257698,26,0,0.028309742,1200.0,3,0,0,0,0
0.0,50,0,0.449476723,5541.0,7,0,1,0,0
0.528336156,45,0,0.431625904,6500.0,12,0,2,0,3
0.663116112,33,0,0.278607587,16000.0,9,0,1,0,2
0.860953777,67,2,0.435065826,14583.0,15,0,2,0,1
1.026486581,36,3,0.548890222,5000.0,9,0,2,0,0
0.182389578,30,0,0.329882185,2800.0,4,0,0,0,0
0.770871521,31,2,0.151744057,4500.0,5,0,0,0,1
0.02211678,37,0,0.373370459,7900.0,9,0,2,0,1
0.012199756,78,0,0.011242973,1600.0,9,0,0,0,0
0.851005275,62,0,0.40008726,4583.0,7,0,1,0,0
1.064701125,37,2,0.311034218,2600.0,5,0,0,4,0
0.156050705,34,0,0.435287117,3360.0,10,0,1,0,1
0.26926244,43,0,0.245365549,4800.0,6,0,1,0,1
0.9430539,60,0,0.337521956,7400.0,9,0,1,0,2
0.9999999,34,0,0.0,3916.0,0,1,0,0,1
0.947233159,44,0,0.553398058,10402.0,14,0,3,0,2
0.0,52,0,0.822870852,2500.0,8,0,1,0,0
0.666563579,61,0,0.197509209,5700.0,14,0,0,0,1
0.613929515,58,0,0.271360638,6518.0,8,0,1,0,0
0.0,28,0,54.0,0.0,4,0,0,0,0
0.084698442,33,0,0.177482252,10000.0,16,0,1,0,0
0.9999999,53,0,0.486894713,2250.0,3,4,1,0,1
1.022996167,36,0,0.359238955,3100.0,4,0,1,2,1
0.005534999,40,0,0.816245487,2769.0,3,0,1,0,0
0.027972948,35,0,0.232953038,3768.0,4,0,0,0,0
0.220486909,46,0,0.919328041,5416.0,10,0,4,0,0
0.277151219,69,0,0.489127718,4000.0,11,0,0,0,1
0.55922321,49,0,1.075055804,3583.0,12,0,2,0,0
0.9999999,71,2,0.138215446,4000.0,4,0,0,0,0
0.741920484,27,0,0.070418512,7000.0,4,0,0,2,3
0.9999999,39,98,0.0,2200.0,0,98,0,98,1
0.083967661,62,0,0.258471017,3570.0,15,1,1,0,1
0.083338308,45,0,0.654385393,3066.0,9,0,2,0,2
0.957967745,52,2,0.379329846,14145.0,20,1,2,0,3
0.9999999,27,0,0.0,0.0,0,0,0,0,0
0.078366845,52,1,0.06885759,5750.0,18,0,0,0,0
0.9999999,66,1,0.187221397,3364.0,1,3,0,0,3
0.464163233,62,0,0.187237719,8101.0,11,0,1,0,0
0.570507801,28,0,0.098504093,3542.0,5,0,0,0,0
0.421976557,49,0,0.511848815,10000.0,11,0,1,0,2
0.053721517,54,0,0.511819994,3510.0,23,0,2,0,3
0.654756959,28,0,0.078314687,4200.0,10,0,0,0,0
0.062211556,61,1,1.649500384,1300.0,11,1,1,0,0
0.245727556,84,0,0.220926358,3000.0,8,0,0,0,1
0.053695668,60,0,0.172952114,5700.0,9,0,1,0,0
0.9999999,53,0,0.069331668,3201.0,2,0,0,0,0
0.61282342,63,0,0.073719284,2400.0,8,0,0,0,0
0.005727431,51,0,0.000491723,6100.0,5,0,0,0,0
0.453412771,80,0,0.744694534,4664.0,13,0,3,0,0
0.840902599,34,0,0.193944587,3500.0,5,0,0,0,0
0.9999999,41,3,1.116353459,2500.0,6,0,1,0,1
0.034252881,52,0,0.169510808,3515.0,5,0,0,0,1
0.038022104,74,0,0.139440065,3678.0,16,0,1,0,0
0.126561598,80,0,0.456744726,5166.0,11,0,2,0,0
1.027638894,54,4,1.055991041,6250.0,17,1,2,0,0
0.9999999,29,0,0.006870706,1600.0,2,0,0,0,0
0.741441914,41,0,0.636284132,10290.0,12,0,2,0,0
0.340448704,62,0,0.70101899,4317.0,11,0,2,0,4
0.9999999,32,2,0.193472508,3400.0,8,0,0,0,0
0.0,51,2,0.619670939,11000.0,6,0,2,0,2
0.009094805,64,0,0.041234168,10500.0,5,0,1,0,0
0.9999999,41,0,0.361925249,3718.0,4,0,1,0,1
0.16281414,70,0,0.201510775,4500.0,25,0,0,0,0
0.952435366,29,0,0.169707573,4000.0,6,0,0,0,1
0.346325388,41,0,0.674322996,11188.0,18,0,4,0,3
0.123953206,54,2,0.96992596,13100.0,24,0,6,0,4
0.010732976,50,0,0.243388834,6125.0,5,0,1,0,0
1.359550562,55,3,0.300779459,2180.0,7,0,1,0,2
0.699994239,45,0,0.557475402,8333.0,17,0,1,0,0
0.833020638,56,0,0.648425882,39672.0,18,0,8,0,0
0.805721002,31,0,0.95328,3124.0,9,0,1,0,0
0.686969601,60,1,1.221926025,3000.0,12,0,2,0,0
0.172364961,46,0,0.162713193,5100.0,11,0,1,0,2
0.053130071,78,0,0.066343042,617.0,3,0,0,0,0
0.9999999,71,1,0.313816494,2800.0,2,0,1,1,0
0.342204446,45,4,0.681688448,6656.0,9,1,2,0,3
0.043400689,33,0,0.345377693,7333.0,6,0,1,0,0
0.910236905,69,1,0.049986846,3800.0,2,0,0,0,0
0.631424218,62,0,0.377118209,9736.0,17,0,2,0,1
0.978007331,37,1,0.373320837,3200.0,8,1,0,0,0
1.025206432,31,0,0.134818623,3500.0,2,0,0,1,4
0.439728919,33,0,0.092298648,1700.0,4,0,0,0,0
0.565316203,64,2,0.953696396,3800.0,9,1,2,0,0
0.584504821,51,1,0.54902166,9556.0,12,0,2,0,1
0.194532565,47,0,0.34343755,6300.0,11,0,2,0,1
0.796464744,31,0,0.330279232,4583.0,11,0,0,0,0
0.0,54,0,0.0,5172.0,1,0,0,0,0
0.392782474,48,0,0.019542494,6600.0,5,0,0,2,0
0.008624641,44,0,0.497200448,6250.0,13,1,2,0,0
0.025837933,69,0,0.001141227,7009.0,3,0,0,0,0
0.169880861,46,0,0.189084575,5166.0,11,0,1,0,2
0.739825581,28,0,0.106998654,2971.0,4,0,0,0,2
0.151394074,50,0,0.359487119,8500.0,13,0,2,0,2
0.551206106,62,0,1.053068759,6500.0,16,0,2,0,3
0.914534439,46,2,0.608269336,14583.0,8,0,4,0,2
0.063536942,35,0,0.273398149,8536.0,12,0,2,0,3
0.9999999,29,0,0.0,2240.0,1,0,0,0,0
