RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.085639231,66,0,0.252084604,9833.0,14,0,2,0,1
0.9999999,38,0,0.250573496,5666.0,4,2,1,1,3
0.032509988,39,0,0.454898807,7460.0,24,0,2,0,1
0.9999999,46,1,0.38882717,6300.0,5,0,2,0,0
0.048922996,47,1,0.365775615,15000.0,11,0,2,0,1
0.69033917,56,0,0.831194969,3974.0,8,1,1,1,0
0.0,75,0,0.0,3900.0,6,0,0,0,0
1.447761194,51,0,0.005661713,1412.0,1,0,0,0,0
6190.0,27,0,0.478532397,1280.0,6,0,0,1,1
0.260376554,49,0,0.437941608,7500.0,9,0,2,0,1
0.0669775,76,0,0.224702991,4881.0,11,0,1,0,0
0.418213242,47,0,0.397200933,3000.0,6,0,1,1,3
0.023189372,72,0,0.278313965,5076.0,3,0,1,0,0
1.092467298,44,3,0.300569143,6500.0,40,0,0,0,1
0.013589427,72,0,0.002603319,6145.0,12,0,0,0,0
0.430794677,55,0,0.119253831,1500.0,10,2,0,0,0
0.9999999,45,1,0.102811434,8500.0,2,1,0,0,4
0.871360278,52,0,0.724127822,3410.0,5,0,1,0,1
0.982131461,37,0,0.326033137,5250.0,11,0,1,0,2
0.979336089,38,0,0.797312023,2752.0,7,0,1,1,2
0.000848433,48,0,0.332261981,14000.0,10,0,3,0,1
0.05211666,49,0,0.28238823,7000.0,12,0,2,0,2
0.9999999,32,0,0.135076775,4167.0,3,3,0,0,0
0.9999999,44,0,0.019223376,2600.0,2,0,0,0,3
0.806607449,35,1,0.273698725,2900.0,12,0,0,0,2
0.978556747,42,0,0.214506453,5500.0,7,0,0,0,3
0.236338579,41,0,0.357048748,6071.0,5,1,2,0,4
0.958627823,53,1,0.501597444,1251.0,4,0,0,0,0
0.9999999,26,98,0.0,1000.0,0,98,0,98,0
0.443188522,61,0,0.355328934,5000.0,11,0,1,0,0
0.927679585,57,0,0.443262974,6300.0,12,2,1,0,0
0.693749908,50,0,0.5647431,9166.0,16,0,2,0,1
0.055773077,44,1,0.308170612,9166.0,12,0,2,0,0
0.50424631,49,0,0.025567735,38133.0,6,0,1,0,0
0.155550617,61,2,0.156968606,5000.0,7,0,0,1,0
0.04704544,69,3,0.406498062,10833.0,17,0,2,0,0
0.9999999,44,1,1.490392006,1300.0,4,1,1,1,2
0.791760221,60,2,0.154079629,5600.0,14,0,0,0,0
0.18767654,45,0,0.263680456,17524.0,15,0,2,0,3
0.035458478,33,3,0.296351824,2000.0,10,0,0,1,0
0.32720681,59,1,4.799674267,1841.0,20,0,5,0,0
0.141917705,44,0,0.112071535,3354.0,6,0,0,0,1
0.781885397,44,1,0.608878224,5000.0,10,2,1,1,0
0.343477203,44,0,0.607541605,4746.0,11,0,1,0,0
0.06289237,31,0,0.324490068,7500.0,10,0,1,0,1
0.793346774,46,2,0.509987934,7458.0,11,2,1,0,2
0.462075021,53,1,0.382558338,5870.0,16,0,2,0,1
0.014570388,45,1,1.336655372,5016.0,11,0,4,0,2
0.244432324,33,0,0.106616585,3460.0,6,0,0,0,0
0.0,44,0,0.235373165,9673.0,6,0,2,0,0
0.0,51,0,0.26549106,4082.0,3,0,1,0,1
0.052943464,48,0,0.122149328,3200.0,6,0,0,0,1
0.151763927,45,0,0.332784378,8500.0,17,0,1,0,4
0.824971241,47,1,0.777575537,8240.0,6,1,4,0,2
0.398878958,46,0,0.241174633,3200.0,4,3,1,0,0
0.077598758,53,0,0.29458811,3750.0,16,0,1,0,1
0.269203711,48,0,0.4538854,5095.0,13,0,2,0,0
0.282404581,53,0,1.57042957,1000.0,6,0,1,0,2
0.699102084,40,0,0.459542431,13680.0,10,0,2,0,3
1.038365395,38,3,0.644142066,4335.0,8,2,1,3,3
0.0,61,3,0.191822677,18000.0,17,0,1,0,0
0.310031943,57,3,0.530503413,4687.0,17,0,1,0,0
0.011980805,59,0,0.112588652,3383.0,18,0,0,0,0
0.0,54,1,0.481802426,7500.0,5,0,1,0,0
0.007465671,74,0,0.239940755,4050.0,5,0,1,0,0
0.087792864,70,0,0.236822146,5273.0,16,0,1,0,0
0.405374354,46,0,0.331672502,7425.0,10,0,2,0,3
0.9999999,43,0,0.098250336,5200.0,2,0,0,1,1
0.96580171,46,0,0.179041048,20000.0,11,0,1,2,2
0.9999999,63,0,0.160550459,2833.0,1,1,0,0,0
0.116959836,36,0,0.291953093,4945.0,11,0,1,0,0
0.198823096,63,1,0.360319449,6385.0,25,0,1,0,0
0.019686642,63,0,0.0119985,8000.0,8,0,0,0,0
0.462307492,52,0,0.564959646,14000.0,14,0,3,0,1
0.9999999,41,1,0.389276982,5725.0,5,0,2,0,2
0.872472784,26,0,2.993757803,800.0,11,0,2,0,0
0.444546604,30,1,0.270287338,3166.0,9,2,0,0,0
0.680165702,32,2,0.457242905,5425.0,12,0,2,0,0
0.826948541,59,0,0.63621489,3666.0,19,0,1,0,0
0.264901406,54,0,0.552438834,6416.0,10,0,1,0,2
0.278449831,46,0,0.517319043,12875.0,14,0,3,0,3
0.136053997,53,0,0.048260232,7500.0,4,0,0,0,1
0.724149789,53,0,0.63403327,11000.0,17,0,2,0,2
0.21086204,49,0,0.213049609,7800.0,10,0,0,0,2
0.01179941,61,0,0.450137466,4000.0,12,0,1,0,0
0.063354932,63,1,0.21143763,8200.0,7,0,1,0,0
0.626267054,57,0,0.288285286,6000.0,9,0,2,0,1
0.128227696,58,0,0.28056872,4219.0,9,0,1,0,1
1.058588282,29,3,0.436410174,6250.0,9,0,1,0,0
0.816433967,35,2,0.781602628,7000.0,13,0,3,0,0
0.089338347,55,1,1.111452729,1300.0,18,0,1,1,0
0.615887381,44,1,0.076164128,30000.0,7,0,1,0,0
0.708335059,49,0,0.435007917,6946.0,8,0,2,0,0
0.080323777,42,0,0.327798607,5600.0,10,0,2,0,1
0.519553245,34,0,0.234455959,3859.0,10,0,0,0,1
0.027848271,59,0,0.922368163,5100.0,22,0,3,0,0
0.0,60,0,0.347295306,4750.0,2,0,1,0,2
0.998261625,32,0,0.563098709,2400.0,5,0,1,0,0
0.876650321,25,0,0.025081788,2750.0,2,0,0,1,0
0.9999999,41,1,0.129558541,3125.0,3,1,0,1,3
0.959329602,69,1,0.926152138,1800.0,10,0,0,1,0
0.0,40,0,1839.0,0.0,5,0,1,0,1
0.0,56,0,0.16347428,8300.0,7,0,1,0,0
0.0,67,0,0.863424384,1500.0,11,0,2,0,0
0.9999999,45,0,0.110588941,10000.0,4,0,1,0,3
0.402876812,48,1,0.351909523,6100.0,10,0,2,0,1
0.07805562,61,0,0.212513884,2700.0,7,0,1,0,1
0.174614635,52,0,0.471241591,19176.0,13,0,6,0,0
0.01555156,59,0,0.067327723,12000.0,10,0,1,0,0
0.033673635,49,0,0.107070334,10833.0,6,0,1,0,4
0.957569542,54,0,0.371125775,5000.0,11,2,1,1,2
0.155667824,26,1,0.148118916,3800.0,6,0,0,0,0
0.9999999,44,1,0.399580021,6666.0,7,2,1,0,1
1.250996016,33,0,0.376415723,1500.0,2,2,0,0,2
0.441842805,25,1,0.202749141,3200.0,8,0,0,0,0
0.44451931,30,0,0.74341661,1480.0,7,0,0,1,0
0.246169826,35,1,0.697417616,11500.0,10,0,4,0,0
0.418538579,47,0,1.087703912,5700.0,25,0,7,0,4
0.160126888,38,0,0.292977223,7375.0,4,0,1,0,0
0.493988561,42,2,0.698158527,1248.0,14,0,0,1,3
0.444854638,53,1,0.289871504,10583.0,6,0,2,0,1
0.420443407,49,0,1.305084746,2300.0,8,0,2,0,1
0.013390722,54,0,0.185296324,11996.0,6,0,2,0,2
0.014146198,68,1,990.0,0.0,15,0,0,0,0
0.991668123,66,7,0.6601551,10186.0,7,2,2,0,2
0.064903509,33,2,0.339605961,7917.0,11,0,2,0,1
0.071850351,45,0,1.003074558,1300.0,6,0,1,0,0
0.355553704,38,0,0.506248959,6000.0,11,0,1,0,0
0.9999999,52,1,0.37175,3999.0,3,3,1,3,0
0.825417458,37,0,0.321199813,6400.0,5,0,2,0,2
0.373717172,45,0,0.792004997,1600.0,21,0,0,0,0
0.299621909,49,3,0.777724893,2100.0,15,2,1,0,1
0.001714122,43,1,0.439272477,11600.0,7,0,3,0,2
0.209414222,45,0,1701.0,0.0,9,0,0,0,3
0.0,48,0,0.293305399,10500.0,7,0,2,0,0
0.126887311,52,0,0.686465083,8333.0,8,0,2,0,1
0.909036051,37,0,0.900774806,4000.0,12,0,0,0,2
0.003274757,77,0,0.093385214,2055.0,4,0,0,0,0
0.0,30,0,0.137106611,4098.0,4,3,0,1,1
0.0,52,0,0.142197049,6708.0,6,0,1,0,1
0.961759306,55,2,0.367873723,5384.0,7,0,1,1,2
0.9999999,27,0,0.1976008,3000.0,2,0,0,0,0
0.143642726,55,1,0.402053499,3700.0,7,0,1,0,0
0.080599104,67,0,0.280425094,5833.0,13,0,2,0,0
0.336666592,61,1,0.284350721,13514.0,20,0,2,0,0
0.0,67,0,0.0,5000.0,8,0,0,0,0
0.704091342,70,2,0.00999524,2100.0,3,0,0,2,0
0.9999999,32,0,0.038166107,4165.0,4,0,0,0,0
0.070136824,56,0,0.661785413,3550.0,11,0,1,0,1
0.022154084,79,0,0.371116986,3025.0,12,0,1,0,0
0.153475217,48,0,0.300796991,11166.0,12,0,3,0,0
0.015966414,61,0,0.007495315,1600.0,9,0,0,0,0
0.030610204,75,0,0.344286942,4655.0,16,0,1,0,0
0.737315671,50,1,0.216323398,7816.0,5,0,1,0,2
0.079384123,57,0,0.001333172,8250.0,3,0,0,0,0
0.0,49,0,0.381042167,5833.0,8,0,1,0,1
0.029639329,67,0,0.098450775,2000.0,3,0,1,0,0
0.9999999,56,0,0.058659556,8250.0,2,2,0,1,0
0.020680869,50,0,0.355013062,11100.0,11,0,2,0,0
0.0,73,0,0.386728192,4550.0,18,0,0,0,0
0.012925512,77,2,5.496834389,3000.0,13,0,3,0,0
0.917908209,58,1,0.224159147,4875.0,8,0,0,0,1
0.0,30,0,1.167455061,1056.0,4,0,0,0,1
1.192563569,39,1,0.943906318,6916.0,20,1,2,1,1
0.053610739,63,0,0.415821684,33333.0,11,0,1,0,1
0.081471296,48,0,1.14822475,2900.0,7,0,1,0,2
0.076100405,63,0,0.457631649,3740.0,9,0,1,0,1
0.433390166,51,0,0.428720809,5737.0,23,0,1,0,0
0.945091514,62,2,0.937250428,1752.0,5,0,1,0,0
0.002526183,53,0,0.516847516,1750.0,5,0,1,0,2
0.119348888,38,0,0.838397523,5166.0,10,0,1,0,1
0.074066791,72,0,0.441414572,2346.0,17,0,1,0,0
1.006644518,36,0,0.001999556,4500.0,1,0,0,0,3
0.84015984,34,0,15.46774577,4200.0,6,0,0,0,1
0.600028231,72,0,0.4150169,4141.0,7,0,2,0,0
0.184008326,53,0,0.335786212,18073.0,7,0,2,0,2
0.00329191,60,0,0.234684603,5500.0,12,0,2,0,0
0.9999999,51,4,0.513948605,10000.0,13,0,3,1,3
0.9999999,41,0,0.061292472,1500.0,1,2,0,0,2
0.723410145,49,0,1.424131627,1640.0,13,0,3,1,2
0.019391297,68,0,0.064577141,3700.0,9,0,0,0,1
0.000545435,74,0,0.221796866,8358.0,9,0,2,0,0
0.100908656,41,0,0.448555144,10000.0,10,0,3,1,0
0.9999999,44,98,0.0,6283.0,1,98,0,98,2
0.033035763,40,1,0.263298227,7500.0,6,0,1,0,0
0.612113157,35,0,5.874251497,500.0,5,0,1,0,3
1.033324077,27,2,0.195191621,4200.0,8,0,0,0,1
0.454534629,44,0,1.075231192,4000.0,8,0,1,0,4
0.597337178,54,3,0.745779266,7166.0,28,0,2,0,1
0.9999999,44,0,0.24235153,5000.0,8,7,0,0,4
0.004704492,80,0,0.004614675,6500.0,17,0,0,0,1
0.004402903,35,0,0.333644424,15000.0,6,0,1,0,1
0.9999999,43,98,0.0,1958.0,0,98,0,98,2
1.584717608,43,2,0.163472755,6000.0,5,0,0,0,1
0.0,49,0,0.185226847,5333.0,12,0,0,0,2
0.892981336,33,4,0.200578244,8300.0,7,2,0,1,0
0.9999999,27,1,0.166797797,2541.0,1,0,0,0,1
0.099224293,48,0,0.709657608,6512.0,9,0,2,0,3
0.0,29,0,0.075754663,5200.0,2,2,0,0,3
0.9999999,65,2,0.510247855,4195.0,3,0,1,0,0
0.372547534,59,0,0.118725418,15000.0,5,0,1,0,0
0.987668722,39,5,0.691279186,5010.0,14,0,2,0,2
0.157795434,54,0,0.038037018,5888.0,6,0,0,0,1
0.061288346,78,0,0.012166489,4684.0,4,0,0,0,1
0.163446698,65,0,0.753213368,3500.0,13,0,1,0,0
0.033670139,64,0,0.076796939,10976.0,6,0,0,0,0
0.9999999,40,1,1571.0,1.0,4,2,2,0,1
0.0,48,0,3552.0,0.0,4,11,1,0,0
0.215536563,52,3,1.628895184,6000.0,15,0,10,0,3
0.439446367,33,2,0.142954083,4420.0,6,6,0,3,0
0.171228244,56,1,0.403146247,7500.0,11,0,2,0,1
0.103290843,53,1,0.101199874,6333.0,10,0,1,0,0
0.243329561,56,0,0.141458794,9500.0,8,0,0,0,2
0.018026186,84,0,0.091313042,4500.0,12,0,0,0,0
0.9999999,63,2,0.614247032,4800.0,5,3,3,0,0
0.839993606,34,1,0.139459709,4330.0,6,0,0,0,0
0.970956991,52,1,0.339441536,4583.0,10,1,0,0,0
0.971236986,36,2,0.177065478,5833.0,8,0,0,0,1
0.9999999,37,1,0.36031984,2000.0,10,0,0,1,0
0.946553508,49,2,1.508692903,12653.0,16,0,4,1,1
0.007370663,81,0,0.213719596,7317.0,17,0,3,0,0
0.465104676,61,1,0.495841996,6733.0,8,0,2,0,0
0.069968939,54,0,0.174305944,10733.0,7,0,1,0,1
0.693017533,43,1,0.069959514,6174.0,3,4,0,1,0
0.570611308,58,0,1.265262597,3750.0,11,0,2,0,1
0.940211958,46,3,0.265036148,6500.0,5,4,0,4,1
0.751730621,48,5,0.308338332,1666.0,13,0,0,0,2
0.09150294,27,0,0.119875569,9000.0,9,0,0,0,0
0.621792736,46,5,0.391497131,3833.0,6,2,2,0,2
0.336212883,35,0,0.676053991,6000.0,18,0,4,0,1
0.100453283,66,0,0.33638706,6985.0,11,0,2,0,1
0.476518696,56,5,0.280228909,10833.0,15,2,2,0,0
0.003707729,83,0,0.272034302,2098.0,16,0,1,0,0
0.9999999,51,0,0.943902439,3689.0,5,5,1,1,1
0.583708146,64,1,0.113644335,2850.0,6,0,0,0,0
0.0,82,2,0.092783505,3200.0,8,0,0,0,0
0.188420877,60,0,0.434156584,10000.0,15,0,3,0,0
0.815673731,50,2,29.61288531,3600.0,16,0,0,0,0
0.017770135,42,0,0.401098901,4185.0,10,0,1,0,0
0.48757002,37,2,0.095425629,3300.0,8,1,0,0,0
0.643074456,65,0,0.84240886,4333.0,13,0,2,0,1
0.9999999,77,2,1.035065484,2366.0,3,0,2,2,0
0.33697593,27,2,0.275494335,4500.0,9,0,0,0,0
0.011784253,88,0,0.001833028,6000.0,5,0,0,0,1
0.327345309,37,0,0.156516997,5500.0,7,0,0,0,3
0.309066201,27,0,0.257673091,1400.0,11,0,0,0,0
0.0,53,0,0.269258459,4166.0,4,0,1,0,0
0.02527043,41,0,0.001032125,7750.0,5,0,0,0,2
0.673251163,27,0,0.26785353,4942.0,9,0,1,0,0
1.004385528,48,4,1.163225386,4600.0,16,1,2,2,1
0.9999999,27,0,0.098644746,4500.0,3,0,0,0,0
0.325783924,51,1,0.251033196,7500.0,13,0,0,0,1
0.9999999,35,0,0.094345517,3200.0,1,1,0,0,1
0.594546901,40,2,0.480544374,5216.0,11,0,2,0,2
0.858111283,59,0,0.344164537,8216.0,10,0,1,0,2
0.596042618,51,0,0.509932904,7600.0,8,0,2,0,2
0.290938178,31,0,0.57467635,3166.0,11,0,1,0,2
0.351543712,56,0,0.509310919,13800.0,26,0,3,0,0
0.070981512,45,0,0.759211654,3500.0,9,0,2,0,1
0.018224839,79,0,0.24243939,8001.0,5,0,1,0,0
0.041543252,55,0,0.421450988,5416.0,9,0,2,0,1
0.0,57,0,0.405964489,5800.0,5,1,1,1,0
0.854458217,28,0,0.921634796,2666.0,4,0,1,0,0
0.779026217,36,1,2.979502196,1365.0,7,1,0,2,1
0.0,89,0,0.0,3333.0,4,0,0,0,0
0.957274913,36,1,0.319615263,6341.0,8,0,1,0,1
0.011129742,34,0,0.546431312,3908.0,15,0,2,0,0
0.92704265,48,4,0.412820162,7300.0,7,0,2,2,1
0.0,45,2,1.256873091,3600.0,10,0,2,0,1
0.254401202,52,1,0.218390294,22500.0,11,0,5,0,1
0.563819824,39,3,0.181116983,7000.0,15,1,0,1,2
1.008832843,38,3,0.316694664,12500.0,5,0,1,0,3
0.542314335,41,1,2.639327634,6900.0,18,0,7,2,0
1.050585401,49,3,0.7482892,3360.0,13,0,1,0,0
0.279134882,55,0,0.02929707,10000.0,8,0,0,0,0
0.029581981,69,0,0.030646236,1500.0,6,0,0,0,0
1.134276792,55,1,0.632109431,4166.0,13,4,1,2,0
0.640529197,47,0,1.498800959,1250.0,12,0,0,0,2
0.012015038,66,0,0.309086364,8000.0,17,0,2,0,0
0.317008275,42,0,0.417993203,5590.0,11,0,1,0,4
0.04080806,36,1,0.007664112,3000.0,6,0,0,0,0
1.054472764,46,3,0.177455636,4000.0,3,2,0,2,0
0.326416514,44,0,0.358511525,3600.0,11,0,0,0,0
0.9999999,54,1,0.083666613,6250.0,2,0,0,0,4
0.485286096,43,2,0.429049377,8667.0,12,0,1,0,2
0.65813111,46,0,0.102979404,5000.0,11,0,0,0,2
0.472110247,36,0,0.180404355,4500.0,10,0,0,0,0
0.118690488,71,1,0.50950794,5100.0,18,0,3,0,0
0.689843533,38,0,0.185678601,1200.0,2,0,0,1,0
0.49228996,57,0,0.454947368,4749.0,9,0,2,0,0
0.086860876,32,0,0.185707984,6800.0,4,0,1,0,1
0.9999999,55,0,0.351973684,12159.0,3,2,1,0,0
0.220549005,43,0,0.14506227,5700.0,15,0,0,0,0
0.986295215,50,3,0.170919325,5329.0,6,0,2,1,1
3.278989029,59,0,0.347268488,12007.0,15,1,2,0,0
0.547628065,43,0,0.160867454,6178.0,6,0,0,0,3
0.0,38,0,0.172315284,7700.0,9,0,2,0,3
0.9999999,52,2,0.893759287,1345.0,2,1,1,3,1
0.0,44,0,0.225352113,2200.0,5,0,1,0,1
0.914600365,49,2,0.291295186,6168.0,11,0,1,1,1
0.751696065,66,0,0.665256681,5200.0,10,1,1,0,1
0.139011729,34,0,0.161655712,7150.0,7,0,1,2,0
0.849592915,56,1,0.298569451,6500.0,7,1,0,0,0
0.752066116,32,0,0.062734316,4000.0,3,0,0,0,1
0.0,26,0,0.122944749,6750.0,8,0,0,0,0
0.123325859,63,0,0.52131726,3400.0,8,0,1,0,0
0.140434042,41,0,0.064967796,3570.0,3,0,0,0,1
0.186851507,40,0,0.280278422,12929.0,12,0,2,0,3
0.040681935,35,0,0.157356412,5083.0,6,0,1,0,0
0.991641528,31,2,0.534246575,2700.0,10,0,0,0,1
0.782628334,49,0,0.234640249,21500.0,11,0,1,0,2
0.652902749,42,0,0.389309063,7800.0,12,0,3,0,5
0.9999999,45,2,0.324523098,4350.0,6,0,0,2,3
0.311880534,35,2,0.726420987,1600.0,11,2,0,1,2
0.955545894,52,1,0.524949909,10480.0,11,0,3,0,1
0.400676583,43,4,1.582256675,1160.0,14,0,0,1,1
0.573685263,34,0,0.360409898,4000.0,5,0,2,0,0
0.001371537,54,0,0.188108252,7500.0,7,0,2,0,2
0.9999999,33,0,0.32209868,2877.0,4,0,0,0,0
0.9999999,29,96,0.0,2800.0,0,96,0,96,2
0.808347902,45,1,0.060587882,3333.0,12,0,0,0,0
0.654636313,46,1,0.005637887,6207.0,2,1,0,0,2
0.781243751,47,0,0.362755888,4542.0,7,0,1,0,1
0.682417083,40,2,0.212115347,5166.0,2,3,0,1,1
0.9999999,32,2,0.638593381,3383.0,5,0,2,0,1
0.894240485,48,2,1.886869605,2200.0,11,1,1,0,0
0.491040783,46,1,1.431960731,3666.0,12,0,3,0,1
0.020340471,35,0,0.430172675,3300.0,13,0,2,0,0
1.425249169,56,0,0.069429596,15900.0,6,5,1,1,1
0.014031785,91,0,0.076294278,4036.0,11,0,0,0,0
0.9999999,29,0,0.259067358,5210.0,3,3,0,2,1
0.9999999,57,9,1.01270648,1573.0,7,0,0,0,1
0.462268866,33,0,0.336132773,5000.0,3,0,1,1,0
0.008553142,45,0,0.312703926,9500.0,9,0,1,0,0
0.003052551,37,0,0.001894537,3166.0,12,0,0,0,0
0.07139881,53,0,0.442005993,11345.0,20,0,1,0,0
0.9999999,52,0,0.040416933,4700.0,2,3,0,0,1
0.9999999,28,0,0.29199549,2660.0,7,4,0,1,0
0.0,63,0,0.255163287,21158.0,5,0,1,1,0
0.611453962,79,0,0.208620307,4500.0,6,0,1,0,0
0.055808877,42,0,0.014459314,6500.0,5,0,0,0,0
0.712525709,51,0,0.53820515,12000.0,15,0,2,0,2
0.596806387,50,0,0.005710207,1400.0,1,0,0,0,0
0.267159083,50,2,0.347079038,3200.0,13,0,0,0,1
0.9999999,80,0,0.178210603,9600.0,4,0,1,0,0
0.609302058,82,0,0.249166975,2700.0,11,0,0,0,0
0.996572408,38,0,0.239953632,5175.0,7,0,0,0,2
0.0,76,0,0.014112903,1983.0,3,0,0,0,0
0.028708086,37,0,1.108039132,4701.0,19,0,2,0,1
