ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
78,30,6,37,18,0,0,100,-7,7,2,3,44,-7,0,0,17,21,2,2,0,44
73,16,16,16,1,0,0,100,-7,7,1,0,100,0,2,2,-8,-8,-8,1,-8,100
74,123,6,69,27,1,1,86,39,6,29,1,38,0,3,3,18,88,6,2,1,80
76,172,2,74,18,0,0,100,-7,7,19,1,11,0,0,0,51,-8,2,2,2,50
73,18,2,10,1,0,0,100,-7,7,2,1,50,0,6,6,12,-8,1,1,0,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
77,198,6,71,47,0,0,100,-7,6,47,2,36,0,3,3,18,75,5,3,0,50
78,183,4,80,12,1,1,100,-7,6,12,2,8,4,1,1,3,28,3,1,0,57
82,566,8,85,49,0,0,100,-7,7,49,2,20,0,0,0,17,-8,3,2,0,50
80,151,8,62,15,0,0,100,-7,7,16,1,19,0,2,2,2,-8,4,1,0,50
73,126,1,39,24,0,0,96,14,6,26,6,64,3,2,1,14,97,2,4,0,67
77,133,1,64,22,0,0,91,24,6,23,1,61,1,1,1,33,79,1,4,0,71
63,57,2,30,26,0,0,100,-7,7,27,8,26,-7,1,1,67,91,8,4,4,80
80,319,9,111,18,0,0,100,-7,7,22,1,50,-8,0,0,73,-8,5,1,-8,86
63,161,5,45,37,0,0,100,-7,7,39,6,18,0,1,1,41,84,20,2,2,96
72,189,8,125,33,0,0,95,41,6,42,1,55,-7,1,0,66,20,4,5,2,67
88,145,5,86,23,0,0,100,-7,7,24,1,54,0,1,1,6,96,2,2,0,50
87,405,19,124,25,0,0,100,-7,7,25,0,20,0,0,0,9,-8,4,1,1,63
82,231,28,113,29,0,0,100,-7,7,30,0,40,0,2,2,6,-8,3,1,0,80
70,148,2,79,18,0,0,90,26,6,21,1,38,-7,3,2,38,100,2,2,2,63
71,172,1,64,17,0,0,89,22,6,18,1,33,3,1,1,46,64,7,2,2,75
70,80,3,43,27,1,1,100,-7,6,10,8,15,0,6,6,5,58,12,2,0,67
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
66,417,17,165,7,1,0,89,3,4,9,0,56,16,0,0,93,80,2,1,1,100
57,474,20,140,10,4,3,54,5,4,13,0,31,-7,0,0,15,81,5,1,2,78
80,381,3,97,35,0,0,100,-7,7,37,2,37,14,0,0,38,80,2,2,0,57
72,225,9,56,17,0,0,100,-7,7,17,5,12,0,2,2,50,-8,7,1,1,69
61,84,12,28,4,2,2,80,61,6,6,0,60,0,3,3,101,93,2,2,2,100
71,171,11,62,17,0,0,88,69,6,20,1,35,-7,0,0,41,67,3,2,1,56
81,327,2,116,40,0,0,100,-7,7,5,4,15,1,2,2,7,88,5,3,1,42
67,176,8,59,29,0,0,100,-7,7,29,1,66,0,3,3,95,76,3,6,2,82
73,213,1,149,15,0,0,89,18,6,18,2,28,-7,0,0,58,-8,5,-8,1,63
89,342,25,110,8,0,0,100,-7,7,8,0,63,-8,0,0,0,-8,0,-8,-8,0
74,265,6,79,28,0,0,100,-7,7,30,2,53,8,0,0,96,92,2,4,2,88
56,311,10,99,31,10,10,86,4,4,36,2,46,0,2,2,44,75,4,2,1,64
66,176,11,81,43,0,0,98,3,4,44,1,39,0,2,2,36,64,3,4,1,47
59,123,4,66,32,1,1,88,6,4,32,2,31,-7,0,0,36,76,5,4,2,56
62,84,8,46,23,0,0,96,17,6,24,1,29,0,0,0,54,39,5,2,3,70
58,78,4,46,18,0,0,95,23,6,19,3,16,-7,2,2,87,-8,11,1,5,80
71,190,7,85,23,0,0,96,5,4,23,3,22,0,0,0,31,-8,5,1,0,60
88,156,17,140,5,0,0,100,-7,7,5,0,20,-7,0,0,20,-8,2,1,0,75
81,261,3,94,22,0,0,100,-7,7,22,2,64,2,1,1,67,100,2,3,0,100
71,78,4,38,18,1,1,95,55,6,21,3,32,6,0,0,27,-8,6,1,1,64
76,162,7,81,15,0,0,100,-7,7,15,1,40,-8,0,0,54,-8,3,2,2,83
70,167,22,78,26,1,1,100,-7,6,28,0,38,1,5,5,53,-8,3,3,1,60
76,-8,2,89,28,0,0,100,-7,7,30,3,37,-7,3,3,17,97,6,2,2,62
63,274,2,94,49,0,0,94,21,6,52,2,10,0,1,1,43,77,19,3,5,64
80,203,6,91,15,0,0,100,-7,7,17,1,29,-7,0,0,16,93,6,2,1,69
54,117,7,63,18,2,1,77,3,4,23,1,41,0,0,0,26,93,3,2,1,50
87,260,20,69,10,0,0,100,-7,7,12,0,33,19,0,0,25,48,3,3,0,100
67,158,2,47,28,0,0,100,-7,6,29,2,45,-7,1,1,42,69,7,5,5,67
68,348,12,91,34,0,0,100,-7,7,34,0,32,0,0,0,78,68,11,4,7,76
57,162,7,56,15,0,0,87,2,4,15,1,27,0,0,0,85,-8,3,1,2,100
66,178,17,110,4,3,3,67,6,4,6,0,17,-7,0,0,41,46,1,1,1,75
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
56,-8,10,43,7,1,0,38,0,3,0,1,25,-7,0,0,26,-8,2,1,0,57
78,327,3,100,41,0,0,100,-7,7,12,2,24,20,0,0,12,70,4,3,2,30
84,219,18,61,10,0,0,100,-7,7,10,0,10,-8,0,0,13,-8,6,1,0,78
68,247,48,117,20,2,2,95,59,0,20,0,15,-7,0,0,13,-8,4,2,0,47
75,160,3,70,21,0,0,100,-7,7,21,3,33,3,5,5,0,-8,0,1,0,43
86,246,4,99,19,0,0,100,-7,7,19,1,47,1,3,3,3,65,3,4,0,78
83,150,6,87,15,0,0,100,-7,7,15,1,60,1,2,2,25,-8,2,1,0,75
66,246,5,86,26,6,4,79,59,6,28,2,61,0,0,0,28,67,3,4,1,78
84,222,7,101,25,0,0,100,-7,7,39,1,24,0,1,1,9,-8,5,1,0,46
81,397,35,108,21,0,0,100,-7,7,21,0,14,0,2,2,23,-8,13,-8,1,81
85,165,10,90,16,0,0,100,-7,7,16,1,31,0,2,2,0,-8,1,2,0,50
69,75,8,32,18,0,0,100,-7,6,18,3,44,0,0,0,50,88,6,4,2,91
85,209,5,85,21,0,0,100,-7,7,21,1,57,-8,0,0,12,45,7,2,0,90
70,84,8,40,15,1,0,88,60,6,16,1,25,-7,0,0,7,69,2,3,0,56
74,462,5,66,20,0,0,90,38,6,27,2,20,4,2,2,41,-8,4,1,2,83
72,78,10,44,12,1,1,92,55,6,13,1,15,0,0,0,58,-8,3,1,0,86
89,378,7,141,21,0,0,100,-7,7,10,1,24,15,0,0,2,6,1,2,0,23
64,242,18,124,16,2,0,47,2,4,19,0,74,0,4,4,27,-8,2,3,0,100
65,201,3,97,26,1,1,85,18,6,26,4,38,1,3,3,60,-8,3,2,2,83
80,126,6,65,12,0,0,100,-7,7,17,1,65,7,0,0,30,58,2,5,0,88
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
63,125,4,70,27,1,0,93,12,6,44,3,31,0,1,1,56,60,7,3,2,73
79,177,5,64,21,0,0,96,10,4,23,1,78,0,0,0,0,-8,0,1,-8,50
77,242,15,97,23,0,0,100,-7,7,23,0,4,0,0,0,44,-8,5,1,2,50
65,79,22,54,6,1,0,75,8,4,8,0,38,-7,1,1,77,-8,4,1,0,100
76,222,2,80,34,0,0,97,30,6,36,3,22,0,4,4,6,62,6,5,0,55
61,183,22,114,15,1,1,76,1,0,17,0,18,0,0,0,0,-8,1,-8,-8,33
70,245,9,72,16,0,0,83,38,6,18,2,39,0,3,3,32,56,3,5,0,62
58,119,1,55,29,0,0,75,7,4,32,4,34,0,2,2,99,99,3,4,1,100
69,252,3,90,44,1,0,91,7,4,46,4,20,4,1,1,23,100,11,2,1,78
70,143,3,65,19,0,0,95,40,6,20,3,50,13,0,0,75,-8,5,2,2,88
66,83,1,43,29,0,0,100,-7,7,30,6,23,0,7,7,29,61,7,5,3,50
72,131,7,57,24,0,0,100,-7,7,24,2,25,0,0,0,28,42,6,2,2,50
67,147,2,62,32,1,1,94,7,1,34,4,47,7,0,0,34,94,5,4,0,64
88,374,9,75,23,0,0,100,-7,7,23,1,17,0,3,1,1,-8,3,1,0,44
58,165,8,79,27,0,0,96,19,6,27,1,37,4,1,1,85,78,9,5,5,100
59,52,13,30,10,1,0,73,7,3,11,0,45,0,1,1,46,122,1,4,-8,56
82,163,38,92,12,0,0,100,-7,7,12,0,17,18,0,0,33,-8,4,-8,0,100
71,133,2,69,16,1,1,94,48,6,19,3,72,0,2,2,13,41,2,2,1,80
75,204,36,121,28,0,0,100,-7,7,3,0,25,0,2,1,58,-8,7,2,4,69
76,165,9,81,18,0,0,100,-7,7,23,2,61,0,1,1,52,48,2,4,0,78
70,127,25,57,23,0,0,96,-8,6,24,0,13,0,0,0,51,-8,9,-8,1,67
60,191,5,67,10,2,2,83,49,6,12,2,33,-7,1,1,86,86,3,2,2,71
69,236,2,96,37,0,0,95,1,4,41,3,20,0,1,1,15,94,5,1,2,55
77,124,1,52,19,0,0,100,-7,7,22,4,45,0,4,4,30,95,1,4,1,71
86,181,3,89,11,0,0,100,-7,7,11,1,9,1,2,2,5,-8,2,-8,0,50
78,253,0,110,37,0,0,100,-7,7,39,3,18,1,1,1,21,52,13,2,0,59
55,253,3,74,31,1,1,97,2,0,31,1,42,0,2,2,11,92,4,6,0,80
63,374,23,230,10,1,1,73,4,4,11,0,9,0,0,0,72,-8,5,-8,1,50
68,207,2,86,30,0,0,94,2,4,57,3,16,-7,2,2,19,51,3,2,0,36
68,319,2,127,26,0,0,93,20,6,28,2,29,0,0,0,29,47,9,4,2,62
67,257,17,111,16,1,0,68,5,3,19,0,37,-7,1,0,17,56,4,2,0,60
59,219,1,70,9,2,2,62,20,5,8,2,8,-7,1,1,45,-8,5,1,3,100
76,56,7,39,6,0,0,100,-7,7,6,1,17,0,0,0,21,22,3,1,1,67
79,144,13,55,22,0,0,100,-7,7,22,0,41,0,0,0,42,56,2,4,0,60
87,-8,18,102,11,0,0,100,-7,7,11,0,9,-7,0,0,47,6,1,1,0,50
81,336,19,68,6,0,0,100,-7,7,10,0,50,18,0,0,73,-8,1,1,0,100
57,158,2,121,22,0,0,91,2,4,8,1,39,0,8,8,61,53,7,3,4,86
91,232,80,141,14,0,0,100,-7,7,22,0,0,9,0,0,2,-8,2,-8,0,33
65,182,11,53,12,1,1,100,-7,6,12,1,8,2,2,2,46,-8,5,1,2,86
82,144,3,84,22,0,0,100,-7,7,31,1,28,0,3,3,37,83,2,3,0,71
57,160,1,70,6,3,2,45,13,6,11,1,73,0,2,2,64,52,1,4,1,71
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
67,258,1,101,60,0,0,95,27,6,61,4,33,0,9,8,36,62,7,3,0,59
81,61,73,176,8,0,0,88,-8,6,2,0,13,-7,2,0,0,-8,0,1,0,33
74,158,2,58,36,1,1,97,-8,6,40,5,45,0,0,0,0,92,1,3,-8,57
59,191,6,82,46,0,0,93,1,4,7,1,9,3,1,1,55,64,21,1,7,65
57,159,3,63,23,2,0,80,9,4,25,3,64,3,3,3,44,90,5,1,1,86
60,172,5,59,9,1,1,62,2,4,13,1,69,4,1,1,13,64,2,3,0,83
64,75,7,46,12,0,0,75,11,4,12,1,42,-7,1,1,45,92,4,3,1,88
68,132,9,65,34,0,0,100,-7,7,36,2,38,6,0,0,50,88,6,2,4,62
70,74,9,47,16,0,0,100,-7,7,16,1,50,1,4,4,44,73,4,2,2,67
55,278,17,97,8,1,1,73,2,4,11,0,36,0,0,0,93,-8,4,1,2,71
73,256,2,64,23,0,0,100,-7,7,25,4,46,-7,3,3,60,96,3,3,2,64
73,41,10,23,7,0,0,100,-7,7,7,3,29,0,5,5,17,-8,1,1,1,33
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
69,192,1,67,34,0,0,100,-7,7,36,5,42,0,3,3,42,76,4,5,1,79
63,162,1,49,22,0,0,92,40,6,24,6,33,0,8,6,69,97,6,2,2,89
63,59,16,29,7,0,0,71,12,6,7,0,29,0,1,1,64,41,4,1,1,83
65,249,13,134,8,10,9,57,6,4,14,0,57,-7,2,2,0,88,0,1,-8,67
79,229,8,77,14,0,0,100,-7,7,24,4,7,-7,0,0,3,-8,3,-8,1,33
84,391,18,84,27,0,0,100,-7,7,22,0,22,3,1,1,11,-8,4,-8,0,33
65,220,4,95,35,0,0,94,10,4,35,1,26,0,0,0,53,-8,7,2,1,63
63,74,4,42,13,0,0,92,2,4,13,1,23,0,0,0,71,73,4,2,2,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
71,207,6,187,22,0,0,100,-7,7,3,1,23,0,2,2,79,95,10,1,7,100
82,181,10,92,10,0,0,90,71,6,10,2,30,3,1,1,5,-8,2,1,0,60
72,61,11,36,13,0,0,100,-7,7,13,1,54,2,1,1,13,31,1,4,0,60
62,84,3,45,28,0,0,93,31,5,30,4,60,0,11,11,68,62,8,5,0,87
77,225,9,88,44,0,0,98,23,6,58,3,21,10,0,0,22,-8,10,1,0,65
63,180,14,90,3,1,1,60,21,6,5,0,40,0,0,0,-8,85,1,2,-8,100
89,222,12,136,20,0,0,100,-7,7,22,0,36,20,0,0,0,-8,0,1,0,17
90,174,31,98,13,0,0,100,-7,7,13,0,38,14,0,0,8,-8,1,1,0,40
59,84,5,73,20,3,1,73,7,3,2,2,45,3,5,5,33,8,4,1,1,75
68,225,4,94,20,1,0,86,6,6,21,1,57,0,9,9,35,65,4,4,1,73
70,78,4,50,23,0,0,96,11,4,24,1,46,3,2,2,48,76,2,5,0,78
67,222,5,71,21,1,1,82,4,4,22,1,14,0,1,1,37,-8,5,1,0,46
60,379,6,171,26,3,1,77,4,4,37,3,13,1,3,3,21,75,9,2,0,65
60,154,9,53,56,0,0,100,-7,7,58,1,41,0,1,1,67,87,5,3,4,80
65,303,13,88,39,1,0,81,2,4,47,0,45,0,3,3,23,2,4,3,1,58
81,325,9,117,20,1,0,95,35,6,21,3,52,10,0,0,3,31,2,2,0,63
74,169,5,78,26,0,0,96,76,6,27,2,37,0,1,1,37,91,5,4,0,75
89,218,16,95,25,0,0,100,-7,5,26,0,38,0,0,0,3,-8,3,1,0,57
67,87,12,44,20,0,0,90,11,4,20,0,35,0,1,1,31,73,3,3,1,60
71,243,8,84,15,0,0,94,-8,6,16,1,25,-7,1,1,56,-8,5,1,3,86
72,302,36,105,13,1,1,93,35,6,14,0,14,0,0,0,69,-8,5,-8,2,83
68,132,2,60,19,1,1,100,-7,6,20,2,35,0,2,2,43,95,6,2,0,89
83,282,17,70,19,0,0,100,-7,7,19,0,32,0,0,0,5,34,3,2,0,56
91,473,18,161,20,0,0,100,-7,7,21,0,33,0,0,0,3,-8,3,-8,0,38
74,189,1,59,42,0,0,100,-7,7,44,5,23,0,1,1,3,61,3,2,1,36
87,308,3,90,27,0,0,97,-7,6,30,1,40,-8,0,0,19,62,5,3,0,67
84,213,10,74,33,0,0,97,39,6,35,1,26,9,0,0,11,-8,4,1,0,50
62,75,4,46,19,3,2,82,29,6,23,1,59,0,1,1,47,80,2,3,1,71
79,242,3,71,19,0,0,100,-7,7,19,5,11,8,0,0,20,-8,3,1,0,50
84,165,3,72,48,0,0,100,-7,7,51,6,45,-7,1,1,9,100,4,4,0,53
70,457,3,112,10,1,1,90,73,6,10,4,40,0,3,3,83,92,1,3,1,100
70,227,16,96,14,0,0,93,-8,6,15,0,40,0,1,1,103,-8,2,1,1,100
71,208,20,83,25,0,0,85,13,6,26,0,35,0,1,1,10,65,3,2,1,45
67,117,7,48,16,1,1,90,56,6,21,2,48,0,1,1,53,78,4,4,3,89
80,456,5,115,19,0,0,100,-7,7,21,3,29,7,1,0,30,85,3,2,1,63
90,247,13,96,21,0,0,100,-7,7,21,0,33,-7,0,0,0,-8,0,1,0,25
60,62,7,35,17,0,0,88,12,6,2,2,18,0,1,1,63,46,3,2,3,45
61,425,34,103,13,4,4,79,37,0,20,0,58,0,0,0,78,66,4,1,1,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
63,285,1,65,37,10,9,85,56,5,52,3,55,0,14,13,16,80,5,9,0,74
85,199,7,82,31,0,0,100,-7,7,34,1,38,0,2,2,6,49,3,2,1,36
67,180,4,81,29,1,1,94,62,6,34,6,53,2,2,2,73,99,1,2,-8,80
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
62,46,1,24,8,0,0,100,-7,7,10,4,40,0,4,4,46,9,5,3,4,89
73,206,7,97,28,0,0,97,23,6,31,1,35,0,0,0,34,56,4,3,0,73
73,203,8,69,18,0,0,100,-7,7,19,6,32,0,0,0,64,-8,10,1,5,92
73,255,16,100,40,0,0,100,-7,7,44,0,23,0,1,1,79,-8,18,1,13,80
89,214,2,74,15,0,0,100,-7,7,18,3,17,1,4,4,0,99,1,1,0,20
61,218,2,87,60,0,0,98,14,6,18,8,38,0,7,7,74,81,11,7,6,74
72,160,20,98,4,1,0,80,25,6,15,0,0,1,1,1,74,-8,1,-8,0,100
68,123,7,56,11,1,1,83,8,4,12,1,25,3,1,1,27,58,2,3,1,60
65,130,1,59,10,2,1,69,46,6,13,3,38,0,1,1,9,94,1,1,-8,60
60,151,32,79,8,2,0,80,5,3,10,0,10,0,0,0,112,-8,3,-8,1,60
61,95,2,49,21,0,0,95,0,4,22,4,27,1,4,4,36,85,5,3,1,57
72,287,2,104,26,0,0,96,-8,6,47,4,11,5,1,1,24,119,9,1,2,55
66,339,5,135,9,2,0,53,8,4,15,3,40,0,1,1,70,-8,2,2,0,83
59,78,4,30,23,0,0,100,-7,7,25,6,25,0,3,3,44,86,8,5,5,76
61,140,2,68,49,0,0,96,-8,6,52,7,40,1,3,3,59,87,7,8,4,83
74,304,10,78,18,0,0,89,15,6,23,1,53,3,2,2,7,54,3,3,0,67
73,144,38,96,13,0,0,85,44,6,13,0,8,0,0,0,40,5,10,1,1,85
64,180,10,62,21,0,0,95,25,6,21,2,29,0,7,6,107,-8,2,1,2,75
59,200,9,79,25,1,1,92,4,2,31,1,38,-7,1,1,78,74,3,3,2,86
70,460,1,136,38,3,0,91,23,5,44,3,50,1,5,5,16,45,8,10,1,75
67,163,7,71,14,1,1,100,-7,6,14,1,36,0,1,1,67,76,2,3,1,67
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
73,277,2,81,32,0,0,92,25,6,36,4,36,2,7,6,14,-8,4,3,1,64
83,107,3,60,24,0,0,100,-7,7,24,3,42,3,1,1,28,95,1,3,0,80
73,61,1,83,33,6,6,91,36,6,25,5,51,4,1,1,8,95,5,3,0,67
66,176,7,61,24,0,0,92,0,4,24,1,33,0,0,0,18,92,4,2,1,58
76,104,8,64,11,1,1,92,79,6,12,1,42,0,0,0,12,-8,1,1,0,60
78,119,7,50,16,0,0,94,27,6,16,1,38,0,1,1,9,82,2,4,0,75
63,66,9,52,3,1,1,75,6,4,4,1,75,-7,1,1,71,132,1,1,0,100
79,137,9,60,19,0,0,100,-7,7,20,1,40,0,0,0,24,-8,3,1,0,44
74,247,8,94,13,5,2,72,53,6,18,2,22,-8,0,0,37,-8,6,1,0,70
77,431,1,127,21,1,1,96,23,6,58,2,39,6,0,0,10,95,1,3,0,33
85,-8,16,99,18,0,0,100,-7,7,0,0,0,1,1,1,18,-8,4,-8,0,67
88,330,9,127,22,0,0,100,-7,7,23,1,14,-8,0,0,4,-8,2,1,0,27
60,106,2,61,25,0,0,93,41,6,27,1,22,0,0,0,88,100,13,1,5,93
64,108,6,55,16,3,1,75,40,6,21,4,20,0,0,0,53,69,5,4,1,91
79,112,2,52,39,0,0,100,-7,7,77,3,12,1,2,2,22,51,4,2,1,55
66,200,4,9,2,0,0,100,-7,7,15,1,50,0,2,2,97,-8,1,1,1,100
62,153,3,68,27,1,1,86,1,2,28,3,25,0,2,2,22,30,7,3,2,50
76,148,19,46,18,0,0,100,-7,7,19,0,21,0,0,0,33,13,3,1,0,67
73,305,21,128,36,1,1,95,8,4,38,0,39,6,0,0,19,-8,7,1,2,69
73,193,14,90,11,1,1,100,-7,0,11,0,27,-7,0,0,1,-8,2,1,0,75
63,285,12,57,17,1,1,82,21,6,23,0,35,0,4,4,67,87,5,4,2,82
85,169,7,62,12,0,0,100,-7,7,12,2,33,0,0,0,8,-8,3,2,0,71
66,173,5,89,2,0,0,50,65,6,2,1,50,0,13,12,66,98,1,1,-8,100
70,480,18,108,19,1,1,89,72,6,19,0,26,17,0,0,43,75,5,1,1,75
83,187,5,73,33,0,0,97,-8,6,34,4,79,2,1,1,8,86,4,4,0,89
87,167,3,134,25,0,0,100,-7,7,14,1,20,-8,0,0,5,-8,4,1,0,36
75,231,7,83,28,2,2,97,78,6,30,2,77,1,1,1,10,73,2,3,0,63
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
59,307,86,223,6,2,2,63,16,6,8,0,25,-8,0,0,52,-8,3,1,1,80
57,75,8,33,17,0,0,88,2,4,17,1,18,0,0,0,32,-8,3,1,2,44
69,176,13,84,34,0,0,97,14,6,34,0,56,0,1,1,52,73,7,6,2,81
71,166,7,55,17,0,0,89,50,6,38,4,68,7,0,0,23,85,3,3,1,100
66,119,1,47,14,0,0,100,-7,7,16,6,38,0,3,3,74,100,5,1,2,86
61,67,25,56,10,1,0,42,0,4,12,0,17,0,0,0,67,-8,5,1,1,75
89,171,50,84,7,0,0,100,-7,7,7,0,57,1,1,1,8,-8,1,1,0,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
65,115,9,49,18,1,1,100,-7,7,21,1,30,0,1,1,56,81,7,2,3,82
64,207,25,77,11,2,2,82,13,6,11,0,36,-7,2,2,57,22,2,2,0,71
90,501,10,161,11,0,0,100,-7,7,11,1,27,-8,0,0,9,-8,1,1,0,25
80,51,30,41,9,0,0,100,-7,7,9,0,33,8,0,0,18,-8,2,1,1,60
69,375,20,107,17,2,1,79,49,6,8,0,37,16,0,0,0,-8,0,2,0,50
59,287,6,101,36,1,1,83,1,4,36,2,22,0,1,1,19,62,8,4,0,63
83,-8,6,55,6,0,0,100,-7,7,0,3,67,-7,1,1,15,101,2,2,0,100
70,145,1,11,8,0,0,100,-7,7,8,4,30,1,4,4,28,-8,2,1,0,43
69,165,9,49,24,0,0,100,-7,7,24,2,33,-7,0,0,45,63,6,2,1,80
65,309,3,123,7,1,1,100,-7,7,8,1,57,0,2,2,98,-8,2,1,-8,100
88,199,6,78,13,0,0,100,-7,7,14,1,14,-7,0,0,14,-8,2,-8,0,67
72,156,2,53,16,2,0,89,50,6,24,1,37,-7,0,0,29,50,2,2,1,44
70,133,5,63,21,2,1,91,9,4,23,3,18,-7,0,0,16,-8,2,1,0,30
58,167,3,62,24,1,1,80,1,4,25,1,24,1,1,1,0,48,0,3,0,33
86,235,7,111,20,0,0,100,-7,7,20,1,25,0,0,0,12,70,7,2,0,90
81,356,13,116,28,0,0,100,-7,7,31,0,24,-7,0,0,34,-8,4,1,1,45
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
80,153,2,57,24,0,0,100,-7,7,27,4,50,3,3,2,21,65,3,2,0,75
66,190,1,64,7,1,1,78,-7,6,9,3,22,0,7,7,34,-8,5,1,0,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
76,148,9,42,14,0,0,100,-7,7,14,2,14,0,0,0,38,95,4,2,1,67
69,190,6,66,30,1,0,91,17,6,21,2,25,-7,0,0,37,-8,6,1,1,70
67,115,15,80,6,2,2,60,25,6,7,0,50,4,1,1,23,-8,2,-8,0,100
76,52,12,31,6,0,0,100,-7,7,7,0,57,0,0,0,5,90,2,2,-8,80
86,152,4,71,33,0,0,100,-7,7,33,2,33,2,5,5,11,-8,1,3,0,50
84,49,6,28,13,0,0,100,-7,7,13,1,46,0,1,1,1,59,1,2,0,60
91,425,61,127,14,0,0,100,-7,7,15,0,14,-8,0,0,3,-8,4,1,0,71
80,150,1,65,27,0,0,100,-7,7,29,5,17,6,0,0,29,-8,3,1,1,67
80,187,4,71,39,0,0,100,-7,7,26,1,15,-7,1,1,4,77,8,2,0,48
78,144,31,74,11,0,0,100,-7,7,11,0,27,-7,0,0,30,-8,2,1,0,60
57,323,5,92,13,2,1,67,4,4,15,1,27,-7,2,2,61,61,2,3,1,63
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
62,66,5,39,6,0,0,57,3,4,7,2,43,0,0,0,0,78,0,2,-8,60
