date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer
0.433476,1,0.978723,0.051849,0.411038,0.003467,0.422915,0.414912
0.911641,3,0.170213,0.041041,0.186998,0.00264,0.263853,0.748684
0.893677,0,0.744681,0.077039,0.623624,0.0051,0.513723,0.546053
0.452015,3,0.170213,0.033025,0.283398,0.002204,0.285603,0.800877
0.871731,1,0.340426,0.028822,0.570961,0.001816,0.526411,0.752632
0.009601,2,1.0,0.046385,0.543588,0.003467,0.422915,0.414912
0.871422,1,0.829787,0.027771,0.589705,0.001653,0.466339,0.85
0.005442,6,0.787234,0.074817,0.602499,0.003467,0.422915,0.414912
0.469271,4,0.680851,0.056683,0.570217,0.003716,0.50233,0.397368
0.889961,0,0.531915,0.043743,0.469057,0.002275,0.352149,0.692544
0.451396,3,0.659574,0.03933,0.558762,0.002592,0.702227,0.457456
0.880581,5,0.638298,0.087456,0.470693,0.005854,0.503625,0.453509
0.009115,5,0.765957,0.149664,0.766736,0.003467,0.422915,0.414912
0.876289,4,0.468085,0.038549,0.61083,0.002605,0.850854,0.242105
0.451661,2,0.468085,0.037859,0.652038,0.002532,0.710772,0.360965
0.464581,2,0.553191,0.111685,0.574234,0.007545,0.487053,0.523246
0.429229,5,1.0,0.056593,0.263761,0.003467,0.422915,0.414912
0.894208,5,0.340426,0.079621,0.748289,0.005384,0.772398,0.418421
0.447591,1,0.021277,0.037619,0.357929,0.002457,0.344381,0.587719
0.903588,2,0.234043,0.038009,0.223594,0.002468,0.162092,0.759211
0.008938,1,0.255319,0.090369,0.407617,0.003467,0.422915,0.414912
0.425424,2,0.957447,0.103729,0.444213,0.003467,0.422915,0.414912
0.451352,2,0.425532,0.040891,0.686403,0.00269,0.625583,0.599123
0.881377,1,0.085106,0.029242,0.182237,0.001863,0.300104,0.67807
0.867351,6,0.808511,0.028131,0.299018,0.001838,0.325738,0.832018
0.894297,0,0.617021,0.048457,0.373698,0.001951,0.288193,0.684649
0.009911,2,0.808511,0.041582,0.679857,0.003467,0.422915,0.414912
0.438211,4,0.893617,0.05278,0.358078,0.003467,0.422915,0.414912
0.907526,0,0.085106,0.040471,0.160964,0.002717,0.283532,0.507456
0.013937,3,0.446809,0.11859,0.696221,0.003467,0.422915,0.414912
0.907393,4,0.276596,0.087156,0.420113,0.005906,0.428793,0.403947
0.898854,6,0.12766,0.034406,0.207528,0.002281,0.281201,0.521053
0.867395,0,0.744681,0.036628,0.354359,0.002391,0.421025,0.70614
0.87651,2,1.0,0.028582,0.405534,0.000868,0.365096,0.708772
0.898677,2,0.191489,0.027831,0.22895,0.001813,0.290782,0.700877
0.898013,1,0.893617,0.072775,0.664386,0.004817,0.534956,0.562719
0.907393,4,0.255319,0.074367,0.334127,0.005052,0.345676,0.438158
0.013805,0,0.702128,0.149664,0.789497,0.003467,0.422915,0.414912
0.894252,6,0.212766,0.022847,0.206635,0.001483,0.311497,0.680702
0.009292,2,0.510638,0.110124,0.659179,0.003467,0.422915,0.414912
0.898677,2,0.148936,0.02693,0.246206,0.001764,0.317193,0.605263
0.442635,0,1.0,0.049418,0.350045,0.003353,0.350337,0.534649
0.455865,0,0.829787,0.038549,0.655013,0.002565,0.427758,0.754386
0.026857,3,0.446809,0.127207,0.617525,0.003467,0.422915,0.414912
0.907659,3,0.93617,0.060526,0.430973,0.00409,0.43682,0.482895
0.008584,0,0.170213,0.042272,0.162303,0.003467,0.422915,0.414912
0.434583,5,0.531915,0.045785,0.303035,0.003467,0.422915,0.414912
0.907924,2,0.276596,0.147742,0.464296,0.010133,0.717245,0.238596
0.009292,2,0.595745,0.106611,0.604284,0.003467,0.422915,0.414912
0.018185,2,0.93617,0.054912,0.376971,0.003467,0.422915,0.414912
0.465201,2,0.851064,0.058725,0.487057,0.004086,0.475919,0.201754
0.014291,4,0.680851,0.13201,0.654418,0.003467,0.422915,0.414912
0.460599,3,0.680851,0.030623,0.499702,0.002065,0.45391,0.577632
0.867086,0,0.404255,0.029212,0.315531,0.001975,0.138529,0.679825
0.867616,5,0.085106,0.01279,0.175543,0.000841,0.262558,0.829825
0.911862,1,0.404255,0.047736,0.538976,0.003184,0.560331,0.435965
0.473961,5,0.638298,0.028522,0.598631,0.00188,0.434749,0.639912
0.894031,1,0.361702,0.110034,0.745314,0.007364,0.737701,0.467544
0.434317,6,0.829787,0.045334,0.358673,0.003467,0.422915,0.414912
0.438122,2,0.531915,0.067942,0.454032,0.003467,0.422915,0.414912
0.43852,4,0.276596,0.05305,0.393187,0.003467,0.422915,0.414912
0.004513,6,0.106383,0.058514,0.17837,0.003467,0.422915,0.414912
0.000531,6,0.829787,0.045214,0.431419,0.003467,0.422915,0.414912
0.443078,3,0.212766,0.037228,0.126599,0.002397,0.216209,0.702632
0.000664,2,0.851064,0.155878,0.588515,0.003467,0.422915,0.414912
0.447901,1,0.680851,0.042152,0.632699,0.00284,0.542465,0.517544
0.425601,6,0.489362,0.076258,0.329069,0.003467,0.422915,0.414912
0.889872,5,0.0,0.094031,0.60845,0.006138,0.51217,0.688158
0.868059,1,0.468085,0.028792,0.322077,0.00128,0.248058,0.902193
0.018583,4,0.553191,0.053981,0.460726,0.003467,0.422915,0.414912
0.447901,1,0.893617,0.042332,0.635823,0.002827,0.466339,0.64386
0.903367,4,0.361702,0.087426,0.508777,0.005843,0.576644,0.414912
0.469448,1,0.893617,0.028552,0.37712,0.001907,0.306836,0.632018
0.443033,2,0.0,0.061787,0.48557,0.004167,0.396427,0.546053
0.44268,1,0.957447,0.075928,0.51562,0.005106,0.358105,0.524123
0.90288,0,0.234043,0.02669,0.102648,0.00173,0.143708,0.768421
0.009159,6,0.404255,0.090008,0.571407,0.003467,0.422915,0.414912
0.018495,2,0.489362,0.049267,0.488099,0.003467,0.422915,0.414912
0.907084,4,0.531915,0.087547,0.48319,0.005966,0.679441,0.301316
0.871731,1,0.744681,0.02606,0.446891,0.001668,0.432936,0.689035
0.425601,6,0.829787,0.058394,0.300208,0.003467,0.422915,0.414912
0.451573,0,0.319149,0.034046,0.321035,0.000931,0.166235,0.923684
0.005309,3,0.680851,0.054612,0.533621,0.003467,0.422915,0.414912
0.013716,5,0.425532,0.045755,0.517852,0.003467,0.422915,0.414912
0.026769,1,0.93617,0.06551,0.41684,0.003467,0.422915,0.414912
0.912039,5,0.744681,0.042933,0.416543,0.002887,0.447178,0.364035
0.881421,2,0.978723,0.029152,0.450312,0.001903,0.449249,0.394298
0.912128,0,0.0,0.042873,0.249479,0.002883,0.34231,0.532456
0.86828,6,0.06383,0.027021,0.205147,0.001614,0.322113,0.726316
0.903279,2,0.638298,0.087426,0.491669,0.005837,0.524081,0.486842
0.473829,2,0.595745,0.029572,0.623326,0.001946,0.554894,0.577632
0.447812,6,0.829787,0.043983,0.626748,0.003022,0.412481,0.521491
0.890182,5,0.595745,0.028642,0.591342,0.002029,0.615225,0.417105
0.009513,0,0.106383,0.041492,0.250372,0.003467,0.422915,0.414912
0.452148,6,0.297872,0.033205,0.325498,0.002285,0.220352,0.539474
0.452148,6,0.148936,0.033025,0.21809,0.002216,0.211289,0.593421
0.871687,0,0.106383,0.021646,0.135525,0.000831,0.189798,0.879825
0.442281,5,0.851064,0.05317,0.360607,0.003467,0.422915,0.414912
0.008849,6,0.702128,0.041882,0.4036,0.003467,0.422915,0.414912
0.881377,1,0.787234,0.035127,0.578399,0.002464,0.622734,0.312281
0.45206,4,0.723404,0.034586,0.637459,0.002324,0.614966,0.295175
0.022211,2,0.255319,0.074427,0.2831,0.003467,0.422915,0.414912
0.867616,5,0.06383,0.036177,0.207676,0.000837,0.307613,0.639474
0.46905,6,0.319149,0.043383,0.377864,0.002871,0.285344,0.579386
0.473961,5,0.787234,0.024739,0.405237,0.001608,0.30088,0.815351
0.884695,6,0.617021,0.030323,0.405237,0.001369,0.286121,0.687719
0.438565,5,0.255319,0.055632,0.178072,0.003467,0.422915,0.414912
0.473209,2,0.234043,0.041041,0.383071,0.002711,0.344381,0.493421
0.442326,0,0.382979,0.05257,0.344987,0.002152,0.146038,0.500526
0.02699,6,0.744681,0.093671,0.339482,0.003467,0.422915,0.414912
0.469714,0,0.574468,0.045455,0.379946,0.003027,0.2768,0.671053
0.907128,5,0.319149,0.090459,0.448676,0.006132,0.646556,0.352632
0.867307,2,0.340426,0.071664,0.550878,0.004813,0.604868,0.432456
0.455467,5,0.787234,0.043593,0.772389,0.002904,0.62377,0.513596
0.473563,0,0.638298,0.027291,0.273133,0.00183,0.167012,0.62807
0.009734,5,0.553191,0.078029,0.524249,0.003467,0.422915,0.414912
0.02261,4,0.382979,0.10496,0.530646,0.003467,0.422915,0.414912
0.911862,1,0.978723,0.095382,0.450015,0.00634,0.416882,0.574123
0.026813,2,0.042553,0.049478,0.260637,0.003467,0.422915,0.414912
0.876156,4,0.553191,0.116068,0.469503,0.007894,0.594511,0.412719
0.45644,6,0.744681,0.034016,0.483487,0.002327,0.511911,0.325439
0.902615,1,0.489362,0.089978,0.507141,0.006095,0.579234,0.278947
0.03199,0,0.085106,0.018344,0.050729,0.003467,0.422915,0.414912
0.473873,3,0.574468,0.058124,0.681345,0.003706,0.570171,0.576754
0.429715,2,0.87234,0.054912,0.419964,0.003467,0.422915,0.414912
0.461086,0,0.468085,0.030023,0.336507,0.002046,0.190834,0.515789
0.000973,2,0.595745,0.043833,0.451354,0.003467,0.422915,0.414912
0.906951,1,0.425532,0.042963,0.355103,0.003012,0.494303,0.25307
0.469581,4,0.085106,0.0266,0.175543,0.001776,0.26696,0.530702
0.867395,0,0.212766,0.020716,0.093127,0.000841,0.120663,0.902632
0.469935,5,0.191489,0.049838,0.273579,0.003346,0.239513,0.729386
0.452148,6,0.212766,0.033025,0.17956,0.001978,0.180735,0.637281
0.000531,6,0.765957,0.080731,0.505951,0.003467,0.422915,0.414912
0.018185,2,0.12766,0.045425,0.189229,0.003467,0.422915,0.414912
0.425645,0,0.340426,0.078119,0.314341,0.003467,0.422915,0.414912
0.911951,3,0.702128,0.05281,0.514579,0.003602,0.548162,0.317982
0.876731,0,0.12766,0.022697,0.102946,0.000814,0.179182,0.745614
0.438034,0,0.297872,0.049898,0.364029,0.003467,0.422915,0.414912
0.022565,3,0.553191,0.082112,0.473966,0.003467,0.422915,0.414912
0.000619,1,0.276596,0.13105,0.448676,0.003467,0.422915,0.414912
0.438299,6,0.191489,0.056803,0.078697,0.003467,0.422915,0.414912
0.428919,5,0.680851,0.087486,0.411187,0.003467,0.422915,0.414912
0.004956,2,0.106383,0.075207,0.300655,0.003467,0.422915,0.414912
0.022344,5,0.595745,0.069143,0.301845,0.003467,0.422915,0.414912
0.90704,3,0.808511,0.102408,0.575424,0.007094,0.906266,0.126316
0.867749,1,0.191489,0.029152,0.20961,0.000841,0.226049,0.832456
0.438565,5,0.425532,0.05305,0.439899,0.003467,0.422915,0.414912
0.000133,4,0.340426,0.089798,0.496727,0.003467,0.422915,0.414912
0.43883,4,0.787234,0.051759,0.416543,0.003467,0.422915,0.414912
0.004823,6,0.808511,0.076828,0.649509,0.003467,0.422915,0.414912
0.001018,3,0.87234,0.043983,0.564267,0.003467,0.422915,0.414912
0.898279,0,0.382979,0.089528,0.518596,0.003176,0.328068,0.816228
0.912438,0,0.0,0.043533,0.248884,0.002902,0.347229,0.522807
0.44706,3,0.638298,0.043653,0.540315,0.003031,0.573537,0.401754
0.443343,2,0.425532,0.053891,0.545968,0.003664,0.571724,0.423246
0.438078,1,0.340426,0.086105,0.481256,0.003467,0.422915,0.414912
0.451617,1,0.170213,0.030113,0.218982,0.001982,0.287416,0.860088
0.867838,3,0.085106,0.02663,0.170931,0.000839,0.292595,0.749123
0.008982,2,0.87234,0.125796,0.69161,0.003467,0.422915,0.414912
0.013008,3,0.361702,0.041732,0.629575,0.003467,0.422915,0.414912
0.881244,5,0.978723,0.032845,0.445254,0.002135,0.419731,0.617982
0.881023,0,0.744681,0.030503,0.392591,0.001909,0.394096,0.763158
0.90288,0,0.06383,0.049388,0.214519,0.00328,0.372864,0.556579
0.911464,6,0.042553,0.046445,0.26748,0.003049,0.407302,0.603947
0.429185,4,0.234043,0.080101,0.387236,0.003467,0.422915,0.414912
0.87151,3,0.553191,0.365948,0.755132,0.023433,0.653547,0.630263
0.009469,6,0.659574,0.041732,0.364921,0.003467,0.422915,0.414912
0.45998,3,0.191489,0.029873,0.185808,0.002029,0.209995,0.550877
0.026592,4,0.617021,0.074517,0.440196,0.003467,0.422915,0.414912
0.027344,0,0.489362,0.062447,0.492264,0.003467,0.422915,0.414912
0.434052,0,0.617021,0.057043,0.528414,0.003467,0.422915,0.414912
0.014026,5,0.914894,0.055512,0.433353,0.003467,0.422915,0.414912
0.902526,6,0.808511,0.070133,0.571556,0.004678,0.463749,0.468421
0.890226,6,0.957447,0.273118,0.552514,0.002009,0.420249,0.671053
0.009203,0,0.212766,0.074457,0.241148,0.003467,0.422915,0.414912
0.898854,6,0.851064,0.087727,0.46385,0.005619,0.446401,0.662719
0.898544,6,0.042553,0.089918,0.448974,0.005904,0.517349,0.480702
0.880404,1,0.765957,0.029302,0.678965,0.002,0.666494,0.289035
0.022698,6,0.382979,0.086736,0.317763,0.003467,0.422915,0.414912
0.447237,0,0.553191,0.046896,0.529456,0.003168,0.340497,0.721491
0.867882,4,0.042553,0.027291,0.238471,0.001604,0.36639,0.677632
0.00438,3,0.93617,0.07893,0.513835,0.003467,0.422915,0.414912
0.867882,4,0.06383,0.027051,0.204106,0.001417,0.333506,0.639474
0.898987,2,0.255319,0.113366,0.448825,0.007318,0.45391,0.673684
0.023096,1,0.723404,0.100997,0.443023,0.003467,0.422915,0.414912
0.424804,2,0.659574,0.058394,0.381434,0.003467,0.422915,0.414912
0.885226,4,0.680851,0.029182,0.520827,0.002009,0.513723,0.290789
0.911774,6,0.531915,0.044494,0.364624,0.002902,0.336095,0.714035
0.424583,4,0.12766,0.055242,0.072002,0.003467,0.422915,0.414912
0.880581,5,0.744681,0.088747,0.555043,0.005955,0.519938,0.277193
0.026769,1,0.638298,0.059865,0.462809,0.003467,0.422915,0.414912
0.424937,5,0.808511,0.080611,0.268224,0.003467,0.422915,0.414912
0.469271,4,0.617021,0.057073,0.584499,0.003747,0.503884,0.438596
0.880536,3,0.617021,0.03912,0.624517,0.00268,0.535733,0.435965
0.000708,3,0.659574,0.044104,0.451949,0.003467,0.422915,0.414912
0.442281,5,0.723404,0.055933,0.40717,0.003467,0.422915,0.414912
0.013628,3,0.148936,0.041131,0.207528,0.003467,0.422915,0.414912
0.42976,3,0.382979,0.081272,0.592532,0.003467,0.422915,0.414912
0.880625,5,0.978723,0.072895,0.329515,0.004591,0.295184,0.777193
0.446662,1,0.702128,0.075537,0.620202,0.005231,0.614966,0.379386
0.03137,0,0.93617,0.119971,0.444362,0.003467,0.422915,0.414912
0.898633,1,0.787234,0.119161,0.781166,0.00801,0.687209,0.208333
0.461042,6,0.787234,0.033295,0.45061,0.002314,0.353444,0.314035
0.018052,6,0.06383,0.056263,0.225826,0.003467,0.422915,0.414912
0.451175,5,0.957447,0.041672,0.645046,0.002738,0.42465,0.602632
0.42914,3,0.489362,0.077849,0.584499,0.003467,0.422915,0.414912
0.8985,5,0.446809,0.088507,0.575573,0.00587,0.610564,0.345175
0.465112,0,0.914894,0.031584,0.304671,0.002142,0.290005,0.494298
0.477988,1,0.93617,0.029392,0.406427,0.002034,0.311756,0.360526
0.018274,4,0.978723,0.047076,0.472776,0.003467,0.422915,0.414912
0.460599,3,0.808511,0.03984,0.603243,0.002688,0.564474,0.488596
0.434406,1,0.191489,0.048247,0.212586,0.003467,0.422915,0.414912
0.885492,3,0.978723,0.108262,0.516215,0.007243,0.474883,0.616667
0.455776,5,0.617021,0.040921,0.513091,0.002835,0.591921,0.028509
0.460511,1,0.06383,0.023688,0.215115,0.001581,0.362506,0.62807
0.447502,6,0.085106,0.034917,0.39155,0.002291,0.41274,0.634649
0.013362,4,0.042553,0.088567,0.542696,0.003467,0.422915,0.414912
0.474183,3,0.851064,0.026,0.298274,0.001732,0.179182,0.774561
0.911464,6,0.12766,0.030533,0.131211,0.001971,0.232004,0.732456
0.911995,4,0.234043,0.098925,0.423386,0.006626,0.443811,0.523246
0.903013,3,0.425532,0.09154,0.575722,0.006147,0.640342,0.300877
0.026724,0,0.787234,0.051459,0.428444,0.003467,0.422915,0.414912
0.031193,3,0.340426,0.125465,0.519191,0.003467,0.422915,0.414912
0.00469,3,0.893617,0.152756,0.609194,0.003467,0.422915,0.414912
0.88912,2,0.276596,0.029152,0.448378,0.001971,0.467374,0.390789
0.460599,3,0.468085,0.030623,0.522612,0.002081,0.525634,0.456579
0.031901,5,0.0,0.064729,0.270455,0.003467,0.422915,0.414912
0.026415,0,0.276596,0.10478,0.413419,0.003467,0.422915,0.414912
0.026547,3,0.957447,0.106221,0.435138,0.003467,0.422915,0.414912
0.014114,0,1.0,0.061217,0.519191,0.003467,0.422915,0.414912
0.425601,6,0.425532,0.076258,0.34454,0.003467,0.422915,0.414912
0.912393,6,1.0,0.043983,0.282803,0.002939,0.376748,0.521053
0.880846,3,0.787234,0.032935,0.535109,0.002152,0.561885,0.610088
0.429804,4,0.510638,0.081782,0.638054,0.003467,0.422915,0.414912
0.469714,0,0.659574,0.041672,0.388426,0.002437,0.278094,0.738158
0.898279,0,0.829787,0.078119,0.651294,0.004128,0.497152,0.712719
0.876775,1,0.191489,0.027831,0.246653,0.001778,0.271103,0.80614
0.87682,2,0.787234,0.028612,0.492115,0.00188,0.439151,0.560965
0.880846,3,0.93617,0.033956,0.405088,0.001926,0.371828,0.731579
0.872085,2,0.234043,0.025519,0.368343,0.001643,0.408597,0.764474
0.911243,1,0.148936,0.034586,0.146683,0.002223,0.231227,0.739035
0.881156,3,0.553191,0.029482,0.523505,0.002,0.544537,0.48114
0.437812,2,0.808511,0.054912,0.462957,0.003467,0.422915,0.414912
0.872528,5,0.191489,0.032455,0.277596,0.00119,0.322631,0.900877
0.027388,1,0.446809,0.106521,0.583309,0.003467,0.422915,0.414912
0.87682,2,0.297872,0.029903,0.55058,0.001963,0.549974,0.447368
0.447812,6,0.148936,0.008947,0.235049,0.000569,0.234852,0.529386
0.915623,2,0.893617,0.062898,0.408658,0.00425,0.379078,0.501754
