V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75
0.0,91.0,1.0,2,1383.0,79.0,24.0,38,410.0,0.0,5,2.0,3,2,4,3,9,1,4.0,0,3.0,23.0,5,8,11.0,1,1,4.0,6,3,1
0.0,0.0,19.0,1,4811.0,271.0,16.0,6,810.0,0.0,8,1.0,7,2,3,1,8,8,9.0,2,22.0,35.0,1,8,8.0,1,2,143.0,8,2,5
0.0,375.0,9.0,34,1926.0,198.0,12.0,42,275.0,0.0,2,57.0,9,2,1,3,9,1,21.0,3,13.0,3.0,0,5,2.0,0,2,0.0,8,0,1
0.0,13.0,134.0,18,2676.0,345.0,47.0,19,334.0,0.0,3,67.0,3,2,3,2,1,6,2.0,2,24.0,49.0,1,8,47.0,0,0,5.0,7,2,1
1.0,0.0,9.0,1,74.0,28.0,1.0,1,1.0,1.0,1,1.0,3,2,7,0,9,6,0.0,0,9.0,19.0,8,5,0.0,1,1,1.0,6,7,1
2.0,0.0,0.0,6,1195.0,218.0,6.0,49,171.0,1.0,3,6.0,3,2,1,3,8,4,29.0,3,23.0,349.0,6,8,7.0,1,1,7.0,7,1,4
0.0,0.0,1.0,3,1640.0,9.0,6.0,9,110.0,0.0,3,3.0,7,2,3,3,9,8,5.0,2,10.0,32.0,6,10,3.0,2,0,3.0,6,3,0
12.0,1.0,9.0,11,4.0,11.0,104.0,12,24.0,1.0,4,11.0,3,2,1,1,9,6,5.0,3,0.0,29.0,1,8,3.0,23,1,74.0,6,1,0
3.0,0.0,10.0,9,1252.0,24.0,10.0,11,79.0,0.0,3,9.0,7,2,1,0,8,8,0.0,1,8.0,71.0,1,3,37.0,3,0,14.0,8,1,1
0.0,1.0,1.0,1,23320.0,494.0,32.0,1,6.0,0.0,1,1.0,4,2,1,3,9,6,2.0,3,4.0,44.0,1,5,2.0,0,1,2.0,6,2,0
0.0,1225.0,1.0,1,2534.0,25.0,5.0,18,22.0,0.0,1,1.0,3,2,1,0,9,6,5.0,3,1.0,18.0,1,3,34.0,2,1,3.0,6,6,0
0.0,106.0,11.0,5,2845.0,60.0,2.0,8,55.0,0.0,1,5.0,7,2,0,2,9,6,3.0,3,4.0,200.0,1,3,8.0,2,0,6.0,1,0,0
1.0,1.0,21.0,2,64.0,4.0,1.0,4,4.0,1.0,1,4.0,7,2,7,1,8,7,29.0,1,10.0,3.0,0,10,1.0,1,1,177.0,6,12,1
0.0,-1.0,22.0,4,4518.0,53.0,5.0,9,47.0,0.0,1,4.0,4,2,1,2,8,7,23.0,3,9.0,1.0,5,5,27.0,2,3,4.0,6,0,1
6.0,-1.0,8.0,5,936.0,6.0,6.0,5,5.0,1.0,1,5.0,4,2,1,1,9,8,60.0,0,26.0,6.0,0,5,29.0,4,0,1.0,1,0,0
0.0,3.0,4.0,5,7444.0,341.0,3.0,49,217.0,0.0,1,39.0,3,2,1,3,9,6,0.0,3,7.0,6.0,8,8,4.0,2,0,2.0,6,1,2
7.0,445.0,4.0,2,18.0,19.0,13.0,19,35.0,1.0,5,2.0,4,2,1,3,9,6,0.0,3,0.0,96.0,5,10,25.0,2,1,34.0,6,12,17
21.0,104.0,25383.0,38,1.0,0.0,21.0,39,38.0,0.0,1,0.0,9,2,1,0,9,6,2.0,0,8.0,461.0,1,8,7.0,8,2,16.0,6,0,5
1.0,6.0,2.0,1,967.0,19.0,2.0,10,9.0,1.0,2,1.0,3,2,0,3,8,2,3.0,2,13.0,54.0,2,3,1.0,7,2,50.0,2,0,2
2.0,18.0,5.0,3,27.0,3.0,2.0,3,3.0,1.0,1,3.0,7,2,0,1,1,7,1.0,3,6.0,7.0,1,3,33.0,0,0,171.0,8,13,3
6.0,1.0,3.0,2,1192.0,82.0,39.0,32,631.0,0.0,5,2.0,7,2,6,3,9,9,37.0,2,1.0,126.0,0,8,5.0,1,1,66.0,6,4,5
0.0,1.0,3.0,3,6370.0,228.0,6.0,14,115.0,0.0,1,3.0,4,2,0,3,9,9,68.0,0,43.0,5.0,0,5,20.0,5,1,2.0,6,1,1
2.0,0.0,20.0,15,7.0,15.0,2.0,23,15.0,1.0,1,15.0,7,2,0,3,9,6,5.0,3,24.0,1.0,1,8,2.0,3,2,38.0,8,15,4
4.0,2.0,5.0,33,2.0,11.0,4.0,33,33.0,1.0,1,11.0,7,2,1,0,9,6,2.0,0,1.0,1.0,1,8,2.0,0,0,1.0,6,1,4
4.0,39.0,5.0,4,4.0,3.0,4.0,7,5.0,1.0,1,3.0,9,2,1,3,9,6,8.0,3,29.0,75.0,0,8,0.0,0,1,0.0,1,0,1
2.0,15.0,21.0,20,11.0,9.0,3.0,10,120.0,2.0,3,9.0,7,2,0,2,9,6,103.0,3,9.0,49.0,6,8,9.0,1,2,2.0,4,2,3
1.0,7.0,2.0,3,1.0,1.0,15.0,3,26.0,1.0,7,1.0,9,2,1,0,9,6,8.0,0,17.0,29.0,5,5,0.0,2,0,4.0,6,2,3
4.0,14.0,1.0,17,0.0,0.0,15.0,34,411.0,1.0,7,0.0,4,2,1,3,1,9,0.0,2,35.0,7.0,0,0,19.0,0,1,452.0,7,1,0
3.0,2392.0,2.0,3,40.0,2.0,3.0,3,3.0,2.0,2,2.0,9,2,0,0,9,6,28.0,3,35.0,332.0,1,8,4.0,1,0,28.0,7,1,2
0.0,2.0,19.0,2,2733.0,29.0,2.0,19,22.0,0.0,1,2.0,7,2,0,1,9,8,0.0,3,0.0,13.0,0,3,1.0,2,0,1.0,7,1,3
60.0,0.0,3.0,2,10.0,2.0,150.0,11,146.0,3.0,9,2.0,9,2,1,1,9,8,1.0,1,32.0,14.0,1,8,24.0,1,1,100.0,6,2,0
0.0,13.0,6.0,13,1680.0,16.0,6.0,16,41.0,0.0,3,16.0,5,2,1,0,9,6,1.0,3,38.0,16.0,1,3,22.0,9,1,15.0,6,8,1
3.0,-1.0,8.0,4,79.0,8.0,3.0,4,5.0,1.0,1,5.0,9,2,0,1,9,8,1.0,1,8.0,0.0,8,10,9.0,6,0,13.0,7,2,2
0.0,2.0,6.0,17,1411.0,3258.0,0.0,42,1045.0,0.0,0,17.0,7,2,1,3,9,7,4.0,0,43.0,17.0,7,3,0.0,0,0,0.0,6,4,1
3.0,16.0,27.0,10,8.0,9.0,3.0,10,10.0,1.0,1,9.0,7,2,1,0,8,7,0.0,1,7.0,53.0,1,8,1.0,2,0,333.0,7,1,8
0.0,496.0,1.0,1,4226.0,11.0,7.0,8,552.0,0.0,2,1.0,7,2,1,3,9,7,12.0,3,4.0,4.0,6,8,0.0,5,0,0.0,6,1,3
5.0,2.0,1.0,4,30.0,2.0,61.0,11,209.0,2.0,10,2.0,9,2,1,3,8,5,3.0,0,0.0,76.0,1,3,19.0,10,2,12.0,6,9,3
5.0,23.0,41.0,38,5.0,38.0,5.0,30,38.0,1.0,1,38.0,9,2,1,2,9,6,8.0,2,1.0,108.0,4,8,6.0,12,1,17.0,6,1,13
8.0,0.0,123.0,14,923.0,189.0,8.0,47,30.0,1.0,1,14.0,7,2,1,0,9,1,37.0,3,5.0,107.0,5,8,0.0,0,1,3.0,2,1,1
0.0,18.0,2.0,4,1343.0,8.0,6.0,5,24.0,0.0,2,4.0,4,2,6,0,8,7,0.0,2,49.0,50.0,1,3,2.0,1,0,9.0,7,1,1
0.0,146.0,1.0,1,18532.0,617.0,8.0,3,132.0,0.0,1,1.0,3,2,1,3,9,6,0.0,1,44.0,78.0,1,3,3.0,6,1,1.0,8,1,1
0.0,4.0,15.0,9,2607.0,166.0,3.0,34,37.0,0.0,1,10.0,7,2,0,3,9,6,13.0,0,5.0,29.0,1,8,8.0,2,0,15.0,7,2,3
2.0,1.0,12.0,20,17.0,19.0,10.0,18,158.0,1.0,4,18.0,7,2,1,2,9,6,5.0,2,7.0,26.0,1,5,15.0,2,0,18.0,8,0,27
4.0,0.0,63.0,10,241.0,38.0,9.0,35,142.0,1.0,3,11.0,4,2,4,1,9,6,11.0,3,3.0,4.0,7,5,0.0,3,0,1.0,4,1,2
0.0,1.0,1.0,1,11450.0,305.0,1.0,4,7.0,0.0,1,2.0,3,2,4,3,1,9,24.0,3,0.0,177.0,8,10,16.0,1,1,1.0,8,1,1
32.0,4.0,47.0,15,156.0,47.0,132.0,44,254.0,1.0,6,47.0,5,2,4,2,9,1,9.0,1,27.0,57.0,1,5,3.0,1,0,0.0,8,5,1
15.0,12.0,51.0,24,0.0,0.0,15.0,25,31.0,2.0,2,0.0,7,2,1,0,9,5,0.0,2,7.0,9.0,1,3,15.0,0,1,52.0,6,2,1
0.0,0.0,3.0,2,2.0,111.0,26.0,14,188.0,0.0,5,2.0,7,2,1,0,9,6,2.0,3,17.0,135.0,5,10,0.0,0,1,1.0,6,1,2
8.0,1.0,3.0,3,214.0,5.0,13.0,7,74.0,2.0,5,3.0,3,2,1,3,8,6,4.0,1,16.0,60.0,0,3,0.0,10,1,3.0,8,12,2
1.0,1.0,5.0,0,37.0,4.0,1.0,0,73.0,1.0,1,0.0,3,2,1,3,9,6,1.0,0,5.0,3.0,8,5,1.0,4,2,0.0,6,0,2
2.0,8.0,2.0,7,14.0,2.0,15.0,6,23.0,1.0,10,0.0,5,2,1,0,9,8,1.0,3,6.0,413.0,7,8,1.0,2,0,28.0,7,2,3
2.0,0.0,1.0,7,1.0,3.0,2.0,7,7.0,1.0,1,3.0,4,2,0,3,9,6,5.0,2,1.0,7.0,2,7,8.0,0,0,0.0,6,5,1
1.0,1152.0,2.0,0,5.0,0.0,1.0,0,0.0,1.0,1,0.0,7,2,7,2,9,6,13.0,1,8.0,15.0,0,10,28.0,0,0,44.0,7,7,2
0.0,2.0,72.0,5,2028.0,144.0,15.0,5,25.0,0.0,1,5.0,7,2,1,0,9,6,3.0,3,1.0,243.0,1,3,6.0,0,1,0.0,7,0,3
1.0,0.0,19.0,32,5.0,32.0,1.0,29,32.0,1.0,1,32.0,4,2,7,0,9,6,34.0,3,9.0,11.0,0,6,0.0,1,1,6.0,12,0,5
0.0,3.0,21.0,18,2841.0,105.0,5.0,28,65.0,0.0,2,19.0,6,2,4,0,9,6,0.0,1,1.0,0.0,2,7,1.0,1,0,0.0,6,0,49
1.0,137.0,15.0,6,115.0,63.0,1.0,7,7.0,1.0,1,7.0,4,2,7,3,9,7,0.0,0,1.0,1.0,3,3,22.0,1,2,1.0,8,2,1
0.0,69.0,1.0,1,2260.0,8.0,1.0,2,7.0,0.0,1,1.0,4,2,7,3,1,7,0.0,2,0.0,0.0,2,8,42.0,1,2,11.0,6,1,0
1.0,67.0,6.0,20,63.0,20.0,10.0,39,92.0,1.0,2,20.0,7,2,1,3,9,8,4.0,3,0.0,39.0,1,8,12.0,1,1,26.0,7,3,0
10.0,1.0,12.0,20,321.0,28.0,39.0,33,347.0,1.0,10,20.0,7,2,1,0,8,6,4.0,3,12.0,70.0,1,10,3.0,2,1,54.0,1,5,1
2.0,0.0,168.0,2,0.0,0.0,14.0,8,109.0,1.0,3,0.0,7,2,4,2,9,8,20.0,0,5.0,489.0,2,3,0.0,1,0,4.0,12,1,12
1.0,9.0,6.0,4,1159.0,26.0,93.0,24,100.0,1.0,3,4.0,4,2,4,2,9,8,25.0,3,21.0,0.0,1,3,1.0,1,1,9.0,6,0,6
0.0,9.0,20.0,15,2659.0,119.0,60.0,31,213.0,0.0,6,15.0,7,2,4,0,9,6,9.0,3,43.0,22.0,1,7,1.0,4,0,40.0,7,11,1
1.0,54.0,5.0,0,1.0,0.0,1.0,0,0.0,1.0,1,0.0,7,2,7,1,9,7,0.0,3,2.0,1.0,1,8,71.0,2,0,0.0,7,2,11
8.0,2.0,3.0,2,0.0,21.0,8.0,21,21.0,1.0,1,0.0,3,2,1,0,9,7,2.0,2,22.0,28.0,1,8,133.0,0,1,3.0,2,1,1
5.0,0.0,6.0,1,145.0,19.0,26.0,4,174.0,1.0,5,2.0,3,2,4,2,9,9,21.0,3,3.0,52.0,1,10,49.0,2,1,6.0,7,0,1
2.0,0.0,1.0,13,30.0,8.0,2.0,13,59.0,1.0,1,8.0,4,2,4,2,9,6,1.0,3,0.0,33.0,7,7,30.0,1,1,23.0,8,3,1
1.0,1.0,23.0,11,1185.0,69.0,29.0,19,245.0,1.0,7,11.0,3,2,1,2,1,8,8.0,2,3.0,14.0,0,5,5.0,1,0,3.0,9,4,1
2.0,0.0,5.0,3,244.0,6.0,2.0,8,28.0,1.0,1,3.0,3,2,4,0,9,6,3.0,1,33.0,90.0,1,3,0.0,0,0,1.0,6,2,4
15.0,0.0,40.0,24,38.0,24.0,15.0,21,24.0,1.0,1,24.0,7,2,1,0,9,6,21.0,3,11.0,8.0,7,5,21.0,2,0,5.0,7,1,2
1.0,4.0,5.0,5,1.0,5.0,1.0,5,5.0,1.0,1,5.0,4,2,7,3,9,6,11.0,3,2.0,1.0,1,8,4.0,5,1,3.0,6,0,1
1.0,12.0,2.0,4,36.0,20.0,1.0,4,4.0,1.0,1,4.0,3,2,0,3,9,7,2.0,3,4.0,21.0,7,8,24.0,1,0,2.0,2,1,1
18.0,181.0,18.0,18,2.0,1.0,109.0,26,87.0,1.0,6,1.0,7,2,1,3,9,6,2.0,1,19.0,30.0,0,5,1.0,2,1,36.0,8,3,0
18.0,10.0,49.0,3,59.0,11.0,159.0,45,606.0,1.0,10,3.0,7,2,1,2,9,6,15.0,3,44.0,125.0,2,8,116.0,0,1,13.0,7,2,0
1.0,16.0,24.0,26,109.0,32.0,3.0,27,27.0,1.0,2,27.0,9,2,0,2,9,7,1.0,1,0.0,0.0,4,5,9.0,1,1,9.0,7,9,3
1.0,3.0,6.0,5,174.0,5.0,1.0,5,5.0,1.0,1,5.0,4,2,7,0,9,4,0.0,0,1.0,4.0,1,5,0.0,0,1,0.0,6,11,0
0.0,1.0,4.0,27,10280.0,278.0,3.0,27,159.0,0.0,1,27.0,7,2,0,3,9,6,0.0,0,5.0,20.0,1,3,14.0,1,0,21.0,6,1,0
0.0,0.0,57.0,12,4350.0,465.0,27.0,15,728.0,0.0,4,20.0,7,2,1,2,9,8,0.0,3,2.0,66.0,1,3,4.0,1,1,3.0,7,5,1
2.0,6.0,9.0,11,74.0,20.0,5.0,34,171.0,1.0,3,11.0,7,2,1,3,9,9,33.0,1,0.0,1.0,7,10,2.0,1,2,8.0,7,2,1
1.0,5.0,8.0,7,1160.0,14.0,12.0,23,167.0,0.0,7,7.0,3,2,1,2,6,6,1.0,2,1.0,2.0,0,10,6.0,2,0,0.0,2,4,1
1.0,1.0,3.0,1,27.0,2.0,1.0,1,1.0,1.0,1,1.0,7,2,4,1,9,6,13.0,0,13.0,457.0,2,10,0.0,1,0,56.0,9,0,8
1.0,0.0,142.0,2,974.0,356.0,5.0,31,83.0,1.0,3,2.0,4,2,1,1,9,6,7.0,3,1.0,1.0,6,3,81.0,1,0,1.0,6,1,2
4.0,1.0,1.0,1,411.0,9.0,4.0,16,16.0,2.0,2,1.0,9,2,1,2,9,6,5.0,2,5.0,86.0,6,10,11.0,1,2,17.0,6,2,2
1.0,2.0,1.0,2,1306.0,31.0,8.0,10,100.0,0.0,5,2.0,7,2,3,2,8,6,24.0,1,0.0,143.0,1,10,0.0,2,1,22.0,7,0,2
11.0,0.0,2.0,5,777.0,7.0,249.0,10,333.0,1.0,13,5.0,7,2,1,3,9,6,1.0,1,1.0,5.0,2,10,2.0,1,0,38.0,1,3,7
18.0,331.0,10.0,14,984.0,24.0,131.0,27,261.0,2.0,12,24.0,4,2,1,0,9,8,1.0,3,36.0,0.0,2,3,60.0,2,1,3.0,7,0,9
6.0,1.0,3.0,2,1007.0,11.0,35.0,42,144.0,1.0,5,2.0,3,2,1,0,9,8,30.0,2,31.0,82.0,1,8,2.0,0,0,2.0,5,1,31
0.0,1.0,18.0,13,1776.0,42.0,17.0,24,158.0,0.0,2,16.0,5,2,1,1,8,4,13.0,3,37.0,89.0,1,5,3.0,2,0,1.0,6,1,1
2.0,4.0,7.0,2,426.0,16.0,72.0,34,345.0,2.0,31,3.0,3,2,1,1,1,6,0.0,1,19.0,1.0,1,7,77.0,1,1,2.0,6,3,1
24.0,0.0,168.0,7,37.0,8.0,262.0,28,221.0,1.0,32,7.0,7,2,3,1,9,6,21.0,0,1.0,20.0,1,8,4.0,2,0,16.0,6,1,5
0.0,1.0,2.0,6,2352.0,679.0,3.0,47,384.0,0.0,3,6.0,6,2,1,3,9,6,45.0,3,6.0,102.0,7,8,2.0,1,1,5.0,6,1,2
5.0,2.0,11.0,13,0.0,1.0,63.0,13,287.0,1.0,9,1.0,7,2,1,1,9,8,6.0,3,2.0,40.0,5,8,0.0,2,1,34.0,8,0,1
7.0,59.0,2.0,5,1.0,1.0,7.0,7,8.0,2.0,2,1.0,3,2,1,3,1,6,6.0,3,12.0,98.0,1,5,0.0,1,0,82.0,6,1,1
11.0,2.0,2.0,6,33.0,23.0,120.0,5,133.0,1.0,20,1.0,7,2,1,0,9,6,4.0,3,7.0,1023.0,7,8,0.0,1,1,0.0,7,2,3
2.0,181.0,20.0,18,40.0,13.0,9.0,25,228.0,1.0,5,13.0,7,2,1,3,9,7,2.0,3,1.0,1.0,1,6,1.0,0,2,9.0,6,1,2
16.0,99.0,3.0,5,875.0,10.0,18.0,4,5.0,1.0,2,5.0,7,2,0,3,9,8,1.0,1,5.0,8.0,5,8,1.0,4,1,2.0,7,1,1
0.0,0.0,32.0,13,3142.0,239.0,26.0,14,39.0,0.0,3,13.0,7,2,1,1,9,6,31.0,2,26.0,6.0,1,10,0.0,3,0,0.0,8,0,1
0.0,0.0,31.0,33,1363.0,33.0,1.0,21,33.0,0.0,1,33.0,7,2,4,0,9,6,1.0,0,2.0,13.0,8,5,14.0,1,1,22.0,7,0,0
0.0,6.0,23.0,53,2966.0,445.0,7.0,22,236.0,0.0,1,59.0,7,2,1,3,9,6,5.0,1,9.0,34.0,1,6,2.0,1,2,56.0,8,1,1
1.0,1.0,33.0,12,1087.0,29.0,25.0,14,105.0,1.0,10,12.0,3,2,1,0,9,6,9.0,3,49.0,21.0,1,5,1.0,1,0,23.0,6,2,4
2.0,1.0,31.0,3,881.0,61.0,5.0,26,1280.0,1.0,3,7.0,3,2,4,2,9,8,54.0,3,49.0,29.0,1,0,4.0,0,2,5.0,7,1,1
2.0,1080.0,58.0,35,21.0,35.0,47.0,38,201.0,0.0,11,5.0,9,2,1,2,9,6,0.0,3,8.0,9.0,1,3,1.0,1,0,8.0,6,2,1
4.0,40.0,16.0,18,11.0,18.0,9.0,35,198.0,2.0,6,18.0,3,2,1,1,0,7,8.0,3,36.0,58.0,1,3,25.0,2,0,1.0,6,0,0
7.0,4.0,45.0,6,80.0,6.0,123.0,41,227.0,1.0,9,6.0,4,2,1,3,9,6,4.0,3,3.0,37.0,1,8,1.0,9,1,70.0,7,1,6
5.0,346.0,1.0,1,1244.0,1.0,9.0,1,3.0,0.0,1,1.0,7,2,1,3,9,4,32.0,3,7.0,5.0,7,8,12.0,26,1,5.0,8,1,2
0.0,0.0,2.0,2,11240.0,24.0,3.0,2,44.0,0.0,1,4.0,3,2,1,3,8,7,8.0,2,5.0,45.0,1,10,386.0,1,1,146.0,7,1,0
0.0,0.0,1.0,1,2790.0,77.0,45.0,20,350.0,0.0,11,1.0,7,2,1,2,9,8,50.0,1,3.0,0.0,0,3,6.0,1,2,0.0,6,0,22
1.0,0.0,9.0,2,192.0,6.0,45.0,3,335.0,1.0,10,2.0,3,2,4,1,9,6,1.0,0,43.0,28.0,1,8,0.0,0,1,18.0,8,1,1
1.0,-1.0,6.0,2,848.0,3.0,1.0,2,2.0,1.0,1,2.0,7,2,7,1,9,6,8.0,3,2.0,106.0,1,5,1.0,1,0,0.0,8,2,6
7.0,16.0,44.0,19,66.0,26.0,23.0,49,131.0,2.0,10,26.0,7,2,1,3,8,6,20.0,3,1.0,45.0,8,5,13.0,4,1,1.0,7,2,10
18.0,9.0,1.0,1,1.0,1.0,264.0,1,152.0,1.0,29,1.0,5,2,3,2,9,6,39.0,1,40.0,10.0,8,8,2.0,0,0,8.0,7,1,2
2.0,0.0,16.0,10,2.0,6.0,36.0,10,132.0,1.0,10,6.0,4,2,1,1,1,1,3.0,3,5.0,47.0,1,8,6.0,2,1,0.0,4,1,0
1.0,241.0,5.0,3,5.0,3.0,5.0,10,97.0,1.0,4,3.0,7,2,1,2,1,2,21.0,0,23.0,1385.0,1,5,4.0,4,0,37.0,6,2,1
12.0,5.0,14.0,13,2.0,3.0,17.0,14,13.0,1.0,2,3.0,4,2,1,3,8,5,3.0,1,45.0,66.0,1,3,37.0,2,1,1.0,7,1,1
26.0,0.0,1.0,0,1.0,0.0,35.0,44,92.0,1.0,3,0.0,7,2,1,3,8,10,0.0,1,7.0,1.0,1,10,6.0,0,1,1.0,7,0,1
6.0,60.0,7.0,13,0.0,8.0,6.0,13,13.0,1.0,1,0.0,7,2,1,0,9,8,13.0,3,5.0,35.0,2,8,71.0,0,0,9.0,8,3,0
1.0,1.0,11.0,10,715.0,48.0,9.0,33,124.0,1.0,3,10.0,7,2,1,1,9,6,74.0,2,26.0,79.0,0,5,16.0,0,1,35.0,8,1,2
1.0,0.0,131.0,43,20.0,43.0,1.0,41,43.0,1.0,1,43.0,7,2,7,1,8,7,2.0,2,4.0,22.0,1,3,0.0,2,2,17.0,6,1,3
0.0,22.0,8.0,8,5257.0,126.0,13.0,26,312.0,0.0,6,8.0,4,2,4,3,9,1,1.0,3,4.0,36.0,1,3,0.0,5,1,0.0,7,0,2
18.0,177.0,16.0,15,597.0,15.0,18.0,26,93.0,2.0,2,15.0,9,2,1,1,8,4,0.0,1,3.0,65.0,0,10,2.0,0,0,0.0,9,1,2
14.0,0.0,16.0,7,1.0,6.0,22.0,35,105.0,1.0,4,6.0,9,2,1,2,9,1,4.0,3,12.0,21.0,1,8,94.0,24,1,57.0,6,0,4
7.0,14.0,21.0,5,84.0,10.0,11.0,19,19.0,1.0,3,8.0,7,2,6,2,8,8,1.0,1,1.0,61.0,1,8,15.0,0,2,2.0,6,1,0
7.0,0.0,11.0,7,1.0,1.0,334.0,19,86.0,2.0,18,0.0,4,2,1,3,9,8,10.0,0,1.0,0.0,1,8,1.0,1,1,93.0,6,1,1
0.0,0.0,21.0,3,1320.0,16.0,2.0,16,16.0,0.0,1,3.0,9,2,6,0,9,6,57.0,2,1.0,72.0,4,5,1.0,0,1,1.0,5,3,1
1.0,902.0,22.0,3,843.0,41.0,1.0,33,33.0,1.0,1,29.0,4,2,1,0,9,6,3.0,3,32.0,3.0,1,5,3.0,1,1,32.0,6,5,5
1.0,-1.0,3.0,8,1.0,8.0,1.0,8,8.0,1.0,1,8.0,4,2,7,3,9,8,3.0,0,0.0,718.0,8,8,8.0,4,0,28.0,6,2,2
0.0,3.0,6.0,1,1411.0,11.0,1.0,3,3.0,0.0,1,1.0,9,2,2,2,9,6,126.0,2,0.0,89.0,4,3,81.0,0,1,15.0,6,0,33
0.0,69.0,15.0,16,1440.0,69.0,2.0,49,722.0,0.0,1,34.0,4,2,1,3,1,1,173.0,3,21.0,192.0,1,3,0.0,3,1,13.0,1,8,1
0.0,6.0,56.0,7,12826.0,96.0,2.0,15,46.0,0.0,1,7.0,9,2,7,1,9,8,3.0,0,1.0,564.0,1,8,6.0,0,1,10.0,8,3,0
1.0,44.0,3.0,3,7.0,3.0,1.0,4,3.0,1.0,1,3.0,7,2,7,0,9,6,10.0,3,32.0,40.0,1,5,24.0,7,2,0.0,7,18,4
5.0,3467.0,3.0,0,59.0,1.0,13.0,8,19.0,3.0,6,1.0,3,2,1,3,9,8,105.0,1,21.0,196.0,3,10,14.0,1,0,4.0,1,3,32
13.0,36.0,4.0,4,1196.0,4.0,85.0,5,62.0,1.0,19,4.0,7,2,1,3,9,8,0.0,3,0.0,6.0,0,3,0.0,0,1,116.0,6,3,2
6.0,6.0,1.0,29,1167.0,36.0,17.0,35,134.0,1.0,2,29.0,3,2,1,0,1,6,7.0,3,0.0,42.0,8,5,16.0,0,1,5.0,8,0,1
0.0,1.0,7.0,9,1404.0,53.0,2.0,43,280.0,0.0,2,9.0,3,2,1,1,9,8,8.0,2,26.0,23.0,1,10,48.0,1,0,12.0,6,2,1
3.0,659.0,2.0,2,8.0,34.0,40.0,33,283.0,1.0,8,0.0,3,2,1,0,1,6,1.0,3,6.0,117.0,1,8,1.0,1,0,12.0,7,1,0
0.0,71.0,3.0,7,1330.0,91.0,13.0,36,456.0,0.0,3,10.0,7,2,1,3,9,1,0.0,3,18.0,97.0,3,5,4.0,4,0,1.0,2,0,1
2.0,46.0,2.0,7,28.0,36.0,2.0,5,7.0,1.0,1,7.0,7,2,0,2,9,7,1.0,3,3.0,8.0,8,6,0.0,2,1,45.0,7,6,3
