P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4
16825.0,0.462823,0.00636,0.185141,0.15468,0.78948,0.014265,0.599187,0.003785,0.05089,0.066239,0.003645,0.994112,0.306716,0.070351,0.324324
866.0,0.475751,0.00231,0.176674,0.189427,0.774827,0.036952,0.597855,0.0,0.032172,0.050891,0.0,0.997319,0.384224,0.05848,1.0
7786.0,0.486514,0.069355,0.239276,0.111306,0.829309,0.016697,0.715425,0.004293,0.068077,0.211557,0.055198,0.968721,0.459623,0.074882,0.28169
1308.0,0.45107,0.132263,0.16208,0.154596,0.844801,0.003823,0.681655,0.005396,0.028777,0.070234,0.131295,0.989209,0.369565,0.073913,0.2
3328.0,0.500301,0.007212,0.10006,0.057126,0.868089,0.009615,0.77862,0.003367,0.085017,0.048077,0.007576,0.960438,0.129808,0.055046,0.37931
1018.0,0.483301,0.005894,0.238703,0.152091,0.867387,0.008841,0.719907,0.0,0.011574,0.056769,0.011574,1.0,0.290393,0.097222,0.5
2732.0,0.472182,0.093338,0.155198,0.122053,0.863104,0.004758,0.708942,0.00365,0.024635,0.05761,0.07208,0.99635,0.352537,0.052459,0.5
329.0,0.504559,0.0,0.082067,0.055215,0.893617,0.0,0.786325,0.0,0.059829,0.071429,0.0,0.247863,0.34127,0.0,0.666667
311.0,0.4791,0.202572,0.257235,0.197531,0.826367,0.0,0.62406,0.007519,0.007519,0.24,0.172932,1.0,0.354286,0.166667,0.714286
3503.0,0.445333,0.00628,0.244933,0.179619,0.776763,0.067942,0.670564,0.003439,0.034388,0.042161,0.004814,0.986933,0.18643,0.0,0.238095
4187.0,0.479819,0.00621,0.155481,0.123508,0.886076,0.0,0.742806,0.002998,0.022182,0.093971,0.003597,0.970024,0.330255,0.108247,0.566667
1512.0,0.493386,0.000661,0.195106,0.155353,0.864418,0.0,0.697452,0.003185,0.019108,0.088534,0.001592,0.985669,0.316401,0.033898,0.6875
1269.0,0.473601,0.000788,0.213554,0.172156,0.776202,0.089047,0.677632,0.002193,0.050439,0.384615,0.002193,0.997807,0.453441,0.112903,0.5
308.0,0.519481,0.032468,0.178571,0.121622,0.896104,0.0,0.754546,0.009091,0.009091,0.160305,0.045455,1.0,0.244275,0.285714,1.0
41333.0,0.501415,0.038371,0.069218,0.061093,0.850652,0.028549,0.72018,0.007588,0.073749,0.043909,0.043712,0.58857,0.5789,0.221257,0.467533
6448.0,0.495503,0.052419,0.072891,0.054104,0.920285,0.0,0.803869,0.002249,0.02879,0.058848,0.053531,0.990104,0.233277,0.17301,0.485714
717.0,0.46583,0.0,0.114365,0.101828,0.921897,0.0,0.789272,0.0,0.003831,0.1,0.0,1.0,0.3,0.134615,0.333333
446.0,0.5,0.002242,0.096413,0.040359,0.908072,0.0,0.782609,0.006211,0.031056,0.218447,0.006211,1.0,0.456311,0.03125,0.5
1558.0,0.511553,0.0,0.069962,0.053877,0.932606,0.0,0.833663,0.00396,0.031683,0.013672,0.0,0.99604,0.189453,0.091667,0.5
134.0,0.514925,0.014925,0.037313,0.076923,0.701493,0.0,0.484849,0.0,0.090909,0.492308,0.015152,1.0,0.338462,0.0,1.0
5017.0,0.472992,0.006378,0.221646,0.157716,0.812836,0.0,0.642791,0.005581,0.066047,0.701762,0.005581,0.991628,0.443057,0.066158,0.801282
9533.0,0.486521,0.021504,0.144131,0.109295,0.877583,0.013532,0.748056,0.003056,0.030556,0.040512,0.02,0.996111,0.212687,0.045191,0.62069
188.0,0.489362,0.489362,0.143617,0.104167,0.840426,0.0,0.692308,0.015385,0.092308,0.015152,0.415385,0.953846,0.166667,0.2,0.0
656.0,0.458842,0.0,0.256098,0.188732,0.789634,0.0,0.576389,0.003472,0.034722,0.135135,0.0,1.0,0.429429,0.057971,0.75
983.0,0.437436,0.0,0.289929,0.253165,0.779247,0.073245,0.646617,0.0,0.010025,0.117257,0.0,0.989975,0.338496,0.120879,1.0
13882.0,0.483144,0.002665,0.119291,0.087805,0.855785,0.027158,0.732838,0.003814,0.046969,0.024094,0.002007,0.996387,0.24094,0.044095,0.363636
2314.0,0.496975,0.01599,0.057044,0.040378,0.93172,0.0,0.836502,0.00507,0.027883,0.089965,0.013942,0.986058,0.252595,0.112069,0.8125
8014.0,0.518093,0.020464,0.161717,0.10435,0.611804,0.010232,0.439591,0.006738,0.122909,0.291756,0.016961,0.972119,0.681422,0.02558,0.405556
6874.0,0.503491,0.006983,0.088449,0.029886,0.946756,0.0,0.884424,0.005869,0.036117,0.115415,0.009029,0.948984,0.127796,0.205128,0.435897
21203.0,0.492336,0.140452,0.135877,0.112319,0.843796,0.003301,0.654147,0.005672,0.047769,0.077442,0.14419,0.844215,0.420581,0.080429,0.37037
387.0,0.49354,0.0,0.25323,0.132653,0.844961,0.0,0.650307,0.0,0.018405,0.089386,0.0,1.0,0.296089,0.114286,0.0
9324.0,0.483269,0.005255,0.094702,0.077626,0.922029,0.0,0.812603,0.003282,0.036101,0.060728,0.005579,0.978668,0.096794,0.186701,0.411765
11432.0,0.478482,0.016183,0.141795,0.111875,0.86669,0.010409,0.722,0.002444,0.028222,0.027237,0.013333,0.995111,0.210765,0.032309,0.238095
279.0,0.508961,0.003584,0.179212,0.116788,0.903226,0.0,0.76699,0.0,0.029126,0.096491,0.0,0.990291,0.175439,0.193548,0.5
7004.0,0.455311,0.003712,0.17233,0.136828,0.782267,0.029555,0.627018,0.005614,0.074035,0.031271,0.002105,0.942105,0.456152,0.053192,0.3
4983.0,0.468593,0.001204,0.19105,0.127644,0.863135,0.004616,0.719863,0.003416,0.034163,0.023356,0.000976,0.997072,0.164442,0.061024,0.5
3989.0,0.496365,0.000752,0.153673,0.111996,0.866633,0.0183,0.735978,0.004788,0.034884,0.36324,0.0,0.989056,0.283972,0.097368,0.862069
167.0,0.502994,0.0,0.143713,0.120482,0.91018,0.0,0.761905,0.0,0.0,0.086957,0.0,1.0,0.202899,0.0,0.0
655.0,0.439695,0.137405,0.242748,0.196185,0.818321,0.0,0.618056,0.003472,0.024306,0.127273,0.097222,0.996528,0.354546,0.051948,0.916667
3802.0,0.531036,0.000263,0.048659,0.028604,0.911099,0.0,0.793453,0.007794,0.043648,0.411198,0.000779,0.993765,0.534649,0.142857,0.650794
77.0,0.467533,0.623377,0.233766,0.243902,0.896104,0.0,0.68,0.0,0.0,0.137931,0.44,1.0,0.275862,0.75,0.0
936.0,0.46688,0.337607,0.150641,0.154309,0.873932,0.0,0.690544,0.0,0.022923,0.100516,0.303725,0.942693,0.42268,0.138462,0.75
17301.0,0.472863,0.009537,0.116467,0.079386,0.874516,0.018323,0.744654,0.002693,0.032314,0.052955,0.009346,0.991921,0.211371,0.033722,0.354167
7715.0,0.493584,0.057161,0.048218,0.045815,0.902268,0.0,0.772409,0.002951,0.040575,0.065172,0.053117,0.954629,0.301724,0.121429,0.638889
1202.0,0.445924,0.057404,0.234609,0.238739,0.793677,0.040765,0.636183,0.005964,0.025845,0.063315,0.053678,0.998012,0.409683,0.042654,0.333333
16325.0,0.469097,0.029342,0.167167,0.116996,0.846432,0.012374,0.697201,0.002022,0.042768,0.028554,0.02846,0.99238,0.25593,0.035581,0.25
164.0,0.512195,0.0,0.152439,0.15,0.847561,0.0,0.652778,0.0,0.0,0.076923,0.0,1.0,0.448718,0.08,0.666667
2538.0,0.479905,0.055162,0.141844,0.106818,0.902679,0.0,0.75508,0.0,0.018182,0.104406,0.048128,0.963636,0.289272,0.098901,0.588235
234.0,0.440171,0.0,0.611111,0.167939,0.867521,0.0,0.745902,0.0,0.0,0.269461,0.0,0.983607,0.071856,0.333333,0.5
468.0,0.476496,0.0,0.134615,0.057143,0.933761,0.0,0.863354,0.012422,0.031056,0.05848,0.0,0.987578,0.134503,0.190476,0.666667
747.0,0.491299,0.0,0.198126,0.144737,0.820616,0.0,0.632716,0.006173,0.030864,0.094972,0.0,1.0,0.48324,0.106796,1.0
17076.0,0.481729,0.0961,0.059382,0.05209,0.738053,0.087843,0.64931,0.005424,0.09143,0.087141,0.07144,0.979854,0.429481,0.039341,0.3
43426.0,0.470294,0.009649,0.23053,0.139591,0.813637,0.018123,0.674072,0.005994,0.062359,0.116933,0.007479,0.976464,0.394115,0.072606,0.390244
3896.0,0.468943,0.061088,0.186345,0.133881,0.87654,0.016427,0.715797,0.002116,0.008463,0.135893,0.062765,0.700282,0.3961,0.201571,0.6
1301.0,0.469639,0.0,0.082244,0.1,0.969254,0.0,0.896667,0.0,0.01,0.109792,0.0,0.993333,0.593472,0.441177,0.0
1678.0,0.497616,0.010727,0.101907,0.058126,0.901073,0.0,0.793323,0.00477,0.042925,0.032308,0.007949,0.99841,0.110769,0.0375,0.2
6934.0,0.458466,0.001586,0.315402,0.2,0.80848,0.051918,0.68367,0.002125,0.020546,0.106928,0.000354,0.911088,0.290731,0.119425,0.660377
4475.0,0.486257,0.041341,0.15933,0.124402,0.738771,0.002235,0.540567,0.002987,0.09557,0.356502,0.035839,0.940269,0.499039,0.059075,0.772358
710.0,0.490141,0.001409,0.223944,0.132597,0.870423,0.0,0.70903,0.003345,0.016722,0.088415,0.0,0.993311,0.237805,0.065574,0.714286
4047.0,0.49444,0.001977,0.07067,0.050831,0.919941,0.0,0.808405,0.00641,0.029202,0.063376,0.002137,0.984331,0.263509,0.129231,0.3
47039.0,0.480304,0.012118,0.141478,0.107461,0.872404,0.011076,0.736899,0.00188,0.038847,0.0375,0.009683,0.975165,0.28761,0.053794,0.439655
4697.0,0.488184,0.002342,0.141793,0.101914,0.903768,0.0,0.774021,0.002966,0.032622,0.046919,0.002373,0.998221,0.267948,0.046512,0.4
331.0,0.52568,0.0,0.108761,0.057325,0.78852,0.0,0.613793,0.013793,0.068966,0.545455,0.0,0.972414,0.489028,0.065574,0.857143
4441.0,0.469714,0.011484,0.120919,0.106157,0.80635,0.011709,0.63509,0.005605,0.067825,0.066946,0.01009,0.991592,0.450314,0.067847,0.75
849.0,0.487633,0.0,0.109541,0.064368,0.895171,0.0,0.763578,0.00639,0.028754,0.039877,0.0,1.0,0.199387,0.148148,1.0
10325.0,0.492688,0.008329,0.123196,0.097365,0.83816,0.001453,0.684522,0.001975,0.072575,0.037996,0.006665,0.98272,0.24531,0.065309,0.514286
1699.0,0.421424,0.001766,0.291936,0.180061,0.670394,0.057681,0.483376,0.001279,0.06266,0.33841,0.002558,0.992327,0.481388,0.013736,0.744681
1452.0,0.440771,0.387052,0.098485,0.105911,0.922865,0.010331,0.809623,0.002092,0.01046,0.075435,0.353557,0.995816,0.301741,0.125749,0.666667
279.0,0.498208,0.222222,0.082437,0.05,0.913979,0.0,0.775701,0.0,0.0,0.122951,0.233645,0.943925,0.442623,0.054546,0.0
4057.0,0.467587,0.001232,0.157999,0.128704,0.819818,0.051023,0.714382,0.005376,0.047715,0.034393,0.000672,0.993952,0.32706,0.05303,0.0
1074.0,0.476723,0.009311,0.108939,0.092527,0.895717,0.0,0.769231,0.005128,0.041026,0.025,0.005128,0.992308,0.1425,0.121622,1.0
321.0,0.464175,0.0,0.302181,0.203488,0.797508,0.0,0.587097,0.0,0.006452,0.236453,0.0,1.0,0.221675,0.04,1.0
1951.0,0.500256,0.000513,0.145566,0.072821,0.924142,0.0,0.836879,0.009929,0.02695,0.015363,0.0,0.991489,0.136872,0.06579,0.333333
6504.0,0.454797,0.022909,0.024139,0.009306,0.185732,0.772909,0.680851,0.001773,0.099291,0.073892,0.012411,0.991135,0.308703,0.053659,0.0
1938.0,0.52838,0.0129,0.125387,0.074398,0.703302,0.026316,0.551872,0.005348,0.08984,0.796695,0.006417,0.996791,0.609698,0.022161,0.770492
9289.0,0.47637,0.250834,0.128001,0.104235,0.898159,0.018409,0.793327,0.003089,0.027186,0.026466,0.216868,0.974977,0.130526,0.037975,0.592593
2626.0,0.458492,0.003427,0.263519,0.219409,0.812643,0.049124,0.662802,0.0,0.013527,0.182465,0.006763,0.804831,0.424961,0.110032,0.617021
4360.0,0.468578,0.000917,0.181422,0.13811,0.808716,0.029128,0.651202,0.006149,0.034097,0.060892,0.000559,0.988262,0.383202,0.081159,0.333333
16534.0,0.458268,0.015362,0.152776,0.116892,0.651687,0.015786,0.479995,0.003261,0.135457,0.069879,0.012919,0.991722,0.594844,0.015864,0.14
8002.0,0.49875,0.011372,0.070357,0.049364,0.944639,0.0,0.878159,0.000377,0.032818,0.042615,0.008299,0.976235,0.052727,0.195489,0.6
2659.0,0.467093,0.000376,0.314028,0.147495,0.875893,0.0,0.760067,0.000839,0.032718,0.053968,0.000839,0.989933,0.040476,0.097222,0.176471
4297.0,0.50128,0.001629,0.067024,0.062996,0.874564,0.001629,0.750475,0.008233,0.063964,0.04994,0.0019,0.989867,0.205776,0.069606,0.2
815.0,0.460123,0.01227,0.155828,0.131818,0.857669,0.0,0.695513,0.012821,0.044872,0.068657,0.00641,0.996795,0.274627,0.088235,1.0
159.0,0.45283,0.0,0.201258,0.149425,0.893082,0.0,0.741379,0.017241,0.017241,0.20548,0.0,0.948276,0.315069,0.142857,0.5
7437.0,0.476267,0.056743,0.200215,0.130167,0.925373,0.0,0.810951,0.0004,0.023981,0.012239,0.046363,0.970024,0.129096,0.075916,0.5
199.0,0.472362,0.0,0.241206,0.152381,0.859297,0.0,0.704546,0.0,0.022727,0.043478,0.0,1.0,0.206522,0.1,0.0
1399.0,0.49035,0.006433,0.133667,0.071529,0.890636,0.0,0.74269,0.001949,0.033138,0.140704,0.003899,0.688109,0.445561,0.097345,0.5
12453.0,0.500763,0.005701,0.065848,0.044716,0.900506,0.0,0.787808,0.007503,0.060727,0.033318,0.003752,0.982415,0.216455,0.151333,0.156863
7072.0,0.459417,0.179157,0.234729,0.192781,0.828903,0.033371,0.671517,0.001455,0.020371,0.144147,0.161513,0.89669,0.328456,0.146388,0.724138
3463.0,0.717008,0.159399,0.000866,0.005102,0.456541,0.541149,0.983133,0.0,0.00241,0.009547,0.20241,0.956627,0.431981,0.274272,0.0
2073.0,0.488664,0.020261,0.031356,0.021698,0.24795,0.694645,0.626812,0.003623,0.054348,0.058021,0.021739,0.992754,0.262799,0.07438,0.75
4297.0,0.472888,0.028159,0.180824,0.14702,0.881313,0.0,0.72,0.0,0.015073,0.08147,0.026667,0.993044,0.227902,0.050926,0.68
21460.0,0.494501,0.129916,0.096226,0.067662,0.906803,0.009832,0.795123,0.005204,0.038061,0.133359,0.141243,0.73595,0.403299,0.200198,0.433333
2267.0,0.470225,0.0,0.2382,0.181515,0.81738,0.04367,0.676991,0.001106,0.018805,0.136581,0.0,0.998894,0.294174,0.061818,0.941177
337.0,0.48368,0.569733,0.178042,0.16092,0.872404,0.0,0.690476,0.007937,0.031746,0.066667,0.52381,1.0,0.340741,0.088889,1.0
41882.0,0.458073,0.404326,0.127429,0.122527,0.692159,0.103911,0.577399,0.0022,0.088618,0.099802,0.337377,0.990384,0.44017,0.068853,0.581498
1754.0,0.458951,0.064424,0.221209,0.175975,0.807868,0.054732,0.68741,0.002894,0.027496,0.120865,0.062229,0.997106,0.217557,0.066667,0.692308
1725.0,0.521159,0.001739,0.121159,0.085956,0.864928,0.038841,0.777414,0.001637,0.03928,0.266507,0.0,0.98036,0.326531,0.057692,0.8
866.0,0.536952,0.001155,0.071594,0.044888,0.885681,0.0,0.748408,0.006369,0.050955,0.224691,0.0,0.993631,0.525926,0.04918,0.818182
20398.0,0.451221,0.017061,0.354054,0.205646,0.736592,0.007305,0.566929,0.004666,0.062798,0.229669,0.012832,0.986391,0.654186,0.044487,0.459538
87271.0,0.480652,0.046694,0.09435,0.075611,0.845401,0.005569,0.692105,0.002945,0.07088,0.066003,0.043864,0.730201,0.406425,0.074443,0.193396
202.0,0.450495,0.0,0.178218,0.18018,0.856436,0.0,0.695122,0.0,0.048781,0.226415,0.0,1.0,0.320755,0.0,0.75
977.0,0.486182,0.0,0.366428,0.173307,0.773797,0.0,0.642857,0.0,0.054054,0.550347,0.0,0.994209,0.769965,0.007299,0.12
1699.0,0.499706,0.002354,0.156563,0.1,0.864038,0.001766,0.724823,0.001418,0.042553,0.026243,0.0,0.994326,0.252762,0.045,0.666667
2111.0,0.482236,0.023686,0.142587,0.081427,0.822359,0.05874,0.751626,0.0013,0.06762,0.071256,0.006502,0.990897,0.165459,0.039823,0.727273
311.0,0.475884,0.762058,0.102894,0.08589,0.942122,0.0,0.822917,0.0,0.010417,0.067961,0.6875,1.0,0.252427,0.133333,1.0
973.0,0.476876,0.285714,0.004111,0.003929,0.913669,0.0,0.802508,0.003135,0.053292,0.04491,0.272727,0.996865,0.134731,0.108696,0.0
2520.0,0.507143,0.026984,0.153175,0.112721,0.782143,0.052381,0.65966,0.001001,0.072072,0.06109,0.012012,0.990991,0.328008,0.048913,0.545455
9958.0,0.479514,0.024403,0.112171,0.094154,0.851878,0.004921,0.700176,0.007055,0.045855,0.049569,0.020156,0.993449,0.293582,0.073654,0.52
704.0,0.463068,0.0,0.204546,0.156085,0.809659,0.0,0.614887,0.003236,0.038835,0.080357,0.0,1.0,0.407738,0.030075,0.333333
4837.0,0.490593,0.002274,0.184205,0.077922,0.882985,0.0,0.748797,0.003207,0.039551,0.132189,0.002672,0.968466,0.403061,0.158311,0.393443
3802.0,0.445818,0.001841,0.615729,0.210252,0.802209,0.0,0.667647,0.001471,0.033333,0.122958,0.00098,0.980882,0.242476,0.015564,0.576271
74.0,0.608108,0.0,0.22973,0.137931,0.864865,0.0,0.766667,0.033333,0.066667,0.032258,0.0,1.0,0.064516,0.0,0.0
109602.0,0.484891,0.518795,0.068375,0.063943,0.855185,0.014452,0.677968,0.004737,0.053127,0.067445,0.608747,0.75115,0.658719,0.185282,0.215
348.0,0.474138,0.0,0.097701,0.043716,0.931035,0.0,0.823009,0.00885,0.026549,0.081301,0.0,0.99115,0.203252,0.181818,0.0
404.0,0.460396,0.002475,0.269802,0.137615,0.856436,0.0,0.674419,0.0,0.011628,0.094737,0.005814,1.0,0.236842,0.131579,0.625
693.0,0.483406,0.01443,0.151515,0.072626,0.880231,0.0,0.742857,0.0,0.032143,0.047619,0.028571,0.982143,0.163265,0.03125,0.333333
52422.0,0.496929,0.011045,0.04996,0.036554,0.929476,0.001221,0.847383,0.003398,0.044593,0.032697,0.011089,0.926195,0.132115,0.126376,0.193277
11734.0,0.453469,0.025567,0.318988,0.189147,0.836629,0.016363,0.669391,0.000817,0.017573,0.085063,0.015734,0.982632,0.366798,0.093272,0.711111
246.0,0.49187,0.0,0.121951,0.168,0.886179,0.0,0.73913,0.021739,0.021739,0.206897,0.0,0.978261,0.301724,0.291667,1.0
1310.0,0.480916,0.025954,0.085496,0.057353,0.60458,0.307634,0.713864,0.00295,0.038348,0.04507,0.00295,0.99705,0.250704,0.110236,0.25
809.0,0.473424,0.002472,0.155748,0.091549,0.887516,0.0,0.74375,0.003125,0.021875,0.064327,0.003125,1.0,0.21345,0.095745,0.25
556.0,0.46223,0.0,0.154676,0.12709,0.901079,0.0,0.758294,0.0,0.014218,0.090517,0.0,1.0,0.172414,0.195122,0.333333
435.0,0.485058,0.004598,0.177012,0.116071,0.855172,0.0,0.708791,0.0,0.043956,0.01087,0.010989,1.0,0.016304,0.0,1.0
3481.0,0.471991,0.042804,0.112899,0.083787,0.887676,0.0,0.757925,0.000721,0.033141,0.011396,0.03098,0.98487,0.173077,0.055738,0.0
3398.0,0.498823,0.013537,0.063861,0.043453,0.93761,0.002943,0.855455,0.007273,0.027273,0.13928,0.008182,0.905455,0.209703,0.198312,0.682353
371.0,0.514825,0.0,0.121294,0.088889,0.90027,0.0,0.753846,0.0,0.038462,0.121622,0.0,0.992308,0.364865,0.228571,0.666667
361.0,0.462604,0.0,0.199446,0.134021,0.894737,0.0,0.741497,0.0,0.0,0.183333,0.0,0.959184,0.377778,0.083333,0.571429
40091.0,0.473623,0.034222,0.173605,0.111453,0.722082,0.101993,0.622963,0.001811,0.06533,0.066482,0.023351,0.588681,0.403418,0.035727,0.453125
6450.0,0.492248,0.007597,0.049923,0.029008,0.911163,0.0,0.813743,0.004069,0.057866,0.024261,0.007233,0.984177,0.197177,0.085069,0.0
3359.0,0.459958,0.0,0.261983,0.205623,0.782971,0.041679,0.616771,0.001386,0.023562,0.106502,0.0,0.992377,0.327554,0.042553,0.451613
7437.0,0.540137,0.000269,0.026893,0.010234,0.954283,0.038322,0.952673,0.0,0.000876,0.143393,0.0,0.978966,0.212463,0.54488,0.0
171.0,0.438597,0.157895,0.204678,0.270833,0.842105,0.0,0.648649,0.0,0.013514,0.139535,0.216216,1.0,0.151163,0.052632,0.666667
224.0,0.482143,0.0,0.316964,0.198276,0.8125,0.0,0.623762,0.0,0.039604,0.178862,0.0,1.0,0.178862,0.25,0.75
1650.0,0.489091,0.018788,0.187273,0.096085,0.898788,0.0,0.785285,0.003003,0.031531,0.191748,0.016517,0.993994,0.313107,0.096774,0.904762
620.0,0.514516,0.0,0.085484,0.079734,0.908065,0.0,0.769585,0.0,0.032258,0.052402,0.0,0.990783,0.152838,0.193548,0.75
1981.0,0.467441,0.228672,0.168602,0.148815,0.8526,0.00101,0.67875,0.00625,0.035,0.073001,0.19125,1.0,0.298957,0.083067,0.388889
8399.0,0.476128,0.008215,0.266341,0.155909,0.779498,0.037981,0.66915,0.00745,0.069261,0.107169,0.008002,0.982064,0.362651,0.04099,0.333333
1106.0,0.481013,0.0,0.189873,0.127178,0.849005,0.030741,0.708716,0.002294,0.009174,0.056277,0.0,0.997706,0.170996,0.115044,0.75
5939.0,0.487119,0.006398,0.142617,0.087328,0.924061,0.0,0.814447,0.001806,0.013996,0.01468,0.005418,0.995485,0.172153,0.062147,0.2
1934.0,0.489659,0.004654,0.1515,0.10233,0.872285,0.0,0.73245,0.003973,0.042384,0.019481,0.002649,0.997351,0.163636,0.073171,0.428571
6968.0,0.48407,0.000718,0.146814,0.100417,0.909874,0.0,0.794471,0.003606,0.035256,0.022327,0.000801,0.985577,0.132002,0.042135,0.238095
37352.0,0.482919,0.002972,0.129873,0.086259,0.867263,0.012797,0.736138,0.004911,0.044843,0.045,0.001922,0.949249,0.271634,0.09048,0.385417
170.0,0.476471,0.0,0.223529,0.078652,0.788235,0.0,0.620253,0.012658,0.050633,0.247619,0.0,0.987342,0.561905,0.130435,1.0
130.0,0.530769,0.0,0.1,0.147541,0.9,0.0,0.733333,0.0,0.022222,0.042553,0.0,1.0,0.191489,0.0,0.0
