x1,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
20000.0,23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0
100000.0,33,1.0,2.0,0.0,0.0,0.0,0.0,55066.0,53612.0,54720.0,55808.0,56976.0,58108.0,0.0,2000.0,1998.0,2068.0,2079.0,2155.0
80000.0,39,1.0,-1.0,-1.0,2.0,2.0,2.0,0.0,174.0,2071.0,2036.0,840.0,1081.0,174.0,2071.0,150.0,0.0,931.0,0.0
120000.0,27,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290000.0,47,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,822.0,836.0,12.0,-824.0,-3830.0,-4220.0,850.0,12.0,0.0,2170.0,0.0,5000.0
160000.0,39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2828.0,1473.0,8404.0,8875.0,8509.0,4630.0,1473.0,8404.0,8875.0,8509.0,4630.0,2038.0
170000.0,30,0.0,0.0,0.0,2.0,0.0,0.0,132283.0,121009.0,136552.0,132655.0,134140.0,115892.0,6000.0,19078.0,0.0,5000.0,5000.0,4500.0
400000.0,42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10132.0,16932.0,13088.0,28540.0,11860.0,3978.0,16932.0,13088.0,28540.0,11860.0,3978.0,2390.0
210000.0,34,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,2501.0,639.0,699.0,0.0,0.0,0.0,639.0,699.0,0.0,0.0,0.0,0.0
130000.0,27,0.0,-1.0,-1.0,0.0,0.0,0.0,15700.0,250.0,7671.0,12088.0,74088.0,63593.0,250.0,7671.0,5000.0,65000.0,3000.0,41803.0
20000.0,52,1.0,2.0,0.0,0.0,0.0,-2.0,20838.0,20212.0,20148.0,19845.0,0.0,0.0,0.0,1200.0,397.0,0.0,0.0,0.0
240000.0,41,0.0,0.0,0.0,0.0,0.0,0.0,238902.0,241717.0,240041.0,231036.0,194520.0,195392.0,8135.0,8685.0,10252.0,7016.0,7033.0,7019.0
250000.0,35,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,661.0,661.0,268.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0
300000.0,48,1.0,3.0,2.0,-1.0,0.0,-1.0,-2.0,779.0,390.0,769.0,772.0,1722.0,781.0,1.0,769.0,3.0,1730.0,0.0
40000.0,24,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,19133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,50,2.0,2.0,2.0,2.0,2.0,2.0,38483.0,39511.0,40582.0,41316.0,41998.0,42674.0,1960.0,2000.0,1700.0,1662.0,1493.0,0.0
320000.0,54,0.0,0.0,0.0,0.0,0.0,0.0,156238.0,156087.0,153054.0,79107.0,70043.0,71724.0,10000.0,10000.0,10000.0,2500.0,3000.0,3000.0
140000.0,40,2.0,2.0,0.0,0.0,0.0,2.0,34359.0,33521.0,34685.0,35399.0,36616.0,36893.0,0.0,2000.0,1583.0,1800.0,1000.0,3000.0
30000.0,39,2.0,0.0,0.0,2.0,2.0,0.0,11436.0,12439.0,14911.0,15819.0,15346.0,16666.0,1500.0,3000.0,1500.0,0.0,1500.0,2000.0
80000.0,43,2.0,2.0,3.0,3.0,2.0,3.0,68152.0,71459.0,73690.0,71908.0,76294.0,74788.0,5000.0,4000.0,0.0,5700.0,0.0,0.0
30000.0,26,2.0,2.0,2.0,2.0,2.0,2.0,30372.0,30954.0,30670.0,29856.0,30584.0,27883.0,1805.0,2074.0,0.0,2304.0,0.0,2400.0
340000.0,41,-1.0,2.0,-1.0,-1.0,2.0,-1.0,6814.0,6167.0,24386.0,3570.0,3094.0,14645.0,0.0,24386.0,3570.0,0.0,14645.0,4534.0
280000.0,36,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,4480.0,2120.0,1627.0,2649.0,0.0,0.0,2120.0,1627.0,2649.0,0.0,0.0,0.0
30000.0,25,2.0,0.0,0.0,0.0,0.0,0.0,24279.0,25281.0,26568.0,29872.0,23504.0,25724.0,1713.0,2000.0,4000.0,0.0,3000.0,1000.0
130000.0,35,2.0,0.0,0.0,0.0,0.0,0.0,77578.0,79724.0,81221.0,34289.0,38550.0,40600.0,4000.0,3500.0,5000.0,5000.0,3000.0,9900.0
170000.0,33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,764.0,1100.0,500.0,2499.0,1500.0,600.0,1105.0,500.0,2499.0,1500.0,600.0,2100.0
20000.0,35,0.0,0.0,0.0,3.0,7.0,6.0,6855.0,11392.0,15863.0,20581.0,20298.0,19424.0,5000.0,5000.0,5000.0,0.0,0.0,1000.0
50000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,50669.0,48942.0,27836.0,40346.0,38668.0,20016.0,1613.0,1484.0,3675.0,698.0,1000.0,706.0
100000.0,39,3.0,2.0,2.0,2.0,2.0,0.0,76620.0,74813.0,69802.0,69887.0,68023.0,68734.0,0.0,5395.0,2433.0,0.0,2471.0,5191.0
470000.0,37,2.0,0.0,0.0,0.0,0.0,0.0,499024.0,494290.0,470617.0,398523.0,389927.0,381295.0,20600.0,19000.0,14000.0,13600.0,13600.0,13500.0
120000.0,25,1.0,-2.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,12162.0,1553.0,0.0,0.0,0.0,12162.0,1553.0,0.0,0.0,0.0
130000.0,38,0.0,0.0,-2.0,-2.0,-2.0,-2.0,133400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130000.0,26,0.0,0.0,0.0,0.0,0.0,0.0,7852.0,8871.0,9883.0,10079.0,10289.0,10495.0,1152.0,1164.0,360.0,372.0,376.0,540.0
60000.0,53,1.0,2.0,0.0,0.0,0.0,2.0,8735.0,8448.0,9156.0,10226.0,12041.0,11704.0,0.0,1000.0,1226.0,2000.0,0.0,1100.0
150000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,147476.0,140352.0,110722.0,98874.0,65258.0,58027.0,6640.0,4100.0,4000.0,2675.0,2500.0,1500.0
100000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,51650.0,53294.0,53779.0,54166.0,55265.0,56425.0,2500.0,1941.0,2000.0,2000.0,2049.0,2222.0
300000.0,29,0.0,0.0,-2.0,-1.0,-1.0,-2.0,11500.0,0.0,0.0,1780.0,0.0,0.0,0.0,0.0,1780.0,0.0,0.0,0.0
300000.0,39,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,2019.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,2774.0
360000.0,34,0.0,0.0,0.0,0.0,0.0,0.0,282674.0,277569.0,246380.0,236139.0,241056.0,246297.0,12200.0,10500.0,8500.0,8750.0,9200.0,9800.0
30000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,26974.0,28144.0,28280.0,25990.0,25999.0,26425.0,2000.0,1339.0,849.0,1125.0,1043.0,0.0
260000.0,33,2.0,2.0,2.0,2.0,2.0,2.0,128352.0,131768.0,128251.0,142480.0,145630.0,150147.0,7000.0,0.0,18000.0,7000.0,7000.0,5500.0
150000.0,38,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320000.0,33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3077.0,1651.0,1060.0,4070.0,2695.0,7544.0,1661.0,1060.0,4070.0,2700.0,7544.0,3563.0
20000.0,42,2.0,2.0,2.0,-2.0,-2.0,-2.0,13053.0,4078.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
300000.0,31,0.0,0.0,0.0,-1.0,-1.0,-1.0,11158.0,1616.0,3658.0,658.0,662.0,0.0,1000.0,2700.0,658.0,662.0,0.0,0.0
130000.0,28,2.0,2.0,2.0,0.0,0.0,0.0,134505.0,135624.0,129959.0,93360.0,90040.0,89873.0,6200.0,0.0,3500.0,3238.0,3216.0,3207.0
230000.0,33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,4533.0,0.0,510.0,0.0,162.0,0.0,0.0,510.0,0.0,162.0,0.0,0.0
160000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,22506.0,24135.0,25418.0,28196.0,29961.0,49404.0,2000.0,2000.0,3000.0,2000.0,20000.0,2000.0
30000.0,35,2.0,2.0,2.0,2.0,2.0,2.0,27143.0,28211.0,28654.0,27897.0,29587.0,30152.0,1800.0,1200.0,0.0,2300.0,1200.0,0.0
100000.0,36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,905.0,3450.0,1195.0,2775.0,890.0,2117.0,3450.0,1195.0,2775.0,890.0,2117.0,1072.0
80000.0,41,0.0,0.0,0.0,0.0,0.0,-1.0,76015.0,77582.0,60311.0,62471.0,21071.0,2099.0,3008.0,3000.0,5000.0,10000.0,2099.0,0.0
150000.0,53,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,11467.0,11052.0,10252.0,20618.0,10457.0,9624.0,11053.0,10253.0,11000.0,11500.0,10000.0,24000.0
20000.0,54,1.0,2.0,2.0,2.0,0.0,0.0,7189.0,6925.0,8402.0,9111.0,9802.0,10508.0,0.0,1600.0,1000.0,1000.0,866.0,0.0
100000.0,27,0.0,0.0,2.0,0.0,0.0,0.0,21043.0,24372.0,23699.0,24794.0,26067.0,28630.0,4000.0,0.0,1794.0,2000.0,3000.0,1200.0
50000.0,48,0.0,0.0,0.0,-1.0,0.0,-1.0,48187.0,48344.0,46895.0,49161.0,6690.0,5665.0,46895.0,1775.0,51209.0,428.0,5665.0,8745.0
30000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,21020.0,21207.0,21403.0,21074.0,21289.0,21425.0,2000.0,2000.0,1500.0,2000.0,1000.0,1000.0
30000.0,43,0.0,0.0,0.0,2.0,2.0,2.0,13135.0,14150.0,17210.0,16636.0,17908.0,17482.0,1240.0,3300.0,0.0,1548.0,0.0,637.0
110000.0,23,2.0,0.0,0.0,-1.0,0.0,0.0,1587.0,2399.0,0.0,980.0,35305.0,36065.0,1000.0,0.0,980.0,35000.0,1327.0,1500.0
110000.0,31,0.0,0.0,0.0,0.0,0.0,0.0,79126.0,76304.0,77783.0,79323.0,80563.0,78669.0,2782.0,2761.0,2770.0,2900.0,3000.0,2568.0
90000.0,26,-1.0,2.0,-1.0,0.0,0.0,0.0,481.0,1149.0,39674.0,38968.0,39853.0,8064.0,1000.0,39674.0,1200.0,1217.0,1025.0,500.0
260000.0,31,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,16083.0,759.0,-484.0,-484.0,3872.0,2.0,759.0,0.0,0.0,4356.0,0.0,3200.0
10000.0,25,1.0,2.0,2.0,2.0,0.0,0.0,8599.0,9695.0,10385.0,9987.0,9987.0,0.0,1400.0,1000.0,0.0,0.0,0.0,0.0
10000.0,49,-1.0,2.0,2.0,-2.0,-2.0,-2.0,1409.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,56,3.0,2.0,2.0,2.0,2.0,2.0,17740.0,17166.0,19148.0,18542.0,20122.0,19400.0,0.0,2273.0,0.0,1882.0,0.0,0.0
30000.0,25,2.0,-1.0,2.0,-1.0,-1.0,-1.0,581.0,1312.0,731.0,7300.0,6071.0,7849.0,1312.0,0.0,7300.0,6071.0,8000.0,16000.0
220000.0,43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4009.0,1689.0,12370.0,12095.0,1832.0,4691.0,1689.0,12373.0,12099.0,1832.0,5001.0,10311.0
500000.0,61,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180000.0,31,0.0,0.0,-1.0,-1.0,-1.0,-1.0,6221.0,3571.0,4333.0,3334.0,3334.0,3334.0,1000.0,4337.0,3334.0,3334.0,3334.0,3334.0
50000.0,25,2.0,2.0,2.0,2.0,2.0,2.0,33995.0,34937.0,34394.0,36509.0,37105.0,37866.0,1800.0,300.0,3000.0,1500.0,1500.0,0.0
80000.0,30,2.0,2.0,2.0,2.0,4.0,4.0,56761.0,58920.0,60385.0,64876.0,65245.0,63647.0,3700.0,3000.0,6100.0,2000.0,0.0,2000.0
230000.0,46,1.0,2.0,2.0,2.0,2.0,2.0,189724.0,193112.0,197039.0,200300.0,203018.0,199689.0,8000.0,8500.0,8000.0,7500.0,0.0,6622.0
380000.0,42,2.0,-1.0,-1.0,-1.0,0.0,-1.0,326.0,326.0,326.0,652.0,326.0,29326.0,326.0,326.0,652.0,0.0,29326.0,326.0
10000.0,46,3.0,2.0,2.0,3.0,3.0,3.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,25,1.0,2.0,0.0,0.0,-1.0,0.0,20873.0,20240.0,20365.0,19565.0,9928.0,12758.0,4.0,1378.0,1203.0,15460.0,3000.0,2000.0
50000.0,26,0.0,0.0,-1.0,0.0,0.0,0.0,1804.0,5195.0,15371.0,14163.0,15517.0,14685.0,4000.0,15387.0,1500.0,2000.0,1000.0,2000.0
360000.0,38,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,696.0,546.0,-150.0,1692.0,846.0,846.0,546.0,0.0,2538.0,0.0,846.0,696.0
30000.0,48,2.0,2.0,0.0,0.0,0.0,0.0,26950.0,23655.0,25131.0,29148.0,12134.0,12976.0,0.0,3200.0,5000.0,1000.0,1000.0,1000.0
60000.0,24,2.0,0.0,0.0,0.0,0.0,0.0,27019.0,25100.0,21023.0,16973.0,12410.0,11944.0,1686.0,2000.0,1000.0,1000.0,6000.0,5000.0
260000.0,38,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000.0,43,0.0,0.0,0.0,0.0,0.0,0.0,66047.0,59910.0,55122.0,54006.0,50779.0,50257.0,2071.0,2063.0,1779.0,2087.0,1743.0,1800.0
120000.0,36,-1.0,2.0,2.0,-2.0,-1.0,0.0,536.0,210.0,-116.0,-442.0,732.0,406.0,0.0,0.0,0.0,1500.0,0.0,0.0
360000.0,30,0.0,0.0,0.0,-1.0,-1.0,-1.0,282222.0,154050.0,0.0,18.0,18.0,18.0,7100.0,0.0,18.0,0.0,0.0,2034.0
30000.0,45,2.0,-1.0,-1.0,2.0,0.0,0.0,15667.0,12110.0,14904.0,14340.0,15131.0,16909.0,12110.0,3000.0,0.0,1000.0,2000.0,0.0
200000.0,41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1378.0,-22.0,5440.0,-2.0,796.0,1390.0,0.0,5462.0,0.0,798.0,1394.0,3600.0
10000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,5828.0,7717.0,8830.0,9687.0,10025.0,10400.0,2000.0,1400.0,1162.0,500.0,600.0,0.0
120000.0,28,0.0,0.0,0.0,2.0,2.0,0.0,7164.0,9383.0,16571.0,16607.0,16043.0,16379.0,2515.0,7703.0,600.0,0.0,595.0,599.0
60000.0,29,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0
80000.0,32,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,4055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,780.0,0.0,780.0,390.0,0.0,390.0,0.0,780.0,390.0,0.0,390.0,390.0
50000.0,42,-1.0,-1.0,2.0,2.0,2.0,-1.0,550.0,1974.0,1250.0,1400.0,700.0,550.0,1974.0,0.0,700.0,0.0,550.0,1100.0
370000.0,48,0.0,0.0,0.0,0.0,0.0,0.0,250264.0,252955.0,254111.0,257816.0,255491.0,255320.0,10004.0,9498.0,10827.0,9002.0,9040.0,9004.0
50000.0,29,2.0,2.0,2.0,2.0,2.0,0.0,43629.0,46376.0,45354.0,49086.0,48027.0,49037.0,3790.0,0.0,4500.0,0.0,1751.0,1736.0
50000.0,35,1.0,2.0,2.0,0.0,0.0,2.0,40624.0,41381.0,40416.0,41395.0,44063.0,44587.0,1700.0,0.0,1650.0,3505.0,1400.0,1700.0
80000.0,23,1.0,2.0,2.0,2.0,2.0,2.0,21775.0,21127.0,23772.0,23092.0,24806.0,24272.0,0.0,3000.0,0.0,2100.0,0.0,1500.0
60000.0,28,0.0,0.0,2.0,2.0,0.0,0.0,59059.0,50579.0,24193.0,23511.0,24019.0,24481.0,3800.0,1900.0,0.0,1200.0,1000.0,3500.0
500000.0,32,-1.0,-1.0,0.0,0.0,0.0,-1.0,264.0,286.0,550.0,286.0,22.0,14454.0,286.0,528.0,0.0,128.0,15239.0,100000.0
180000.0,37,-1.0,-1.0,-1.0,-1.0,0.0,0.0,14480.0,33915.0,5198.0,13263.0,6817.0,4188.0,34045.0,5217.0,13263.0,6000.0,1000.0,4085.0
420000.0,33,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,25718.0,0.0,0.0,0.0,1643.0,6800.0,0.0,0.0,0.0,1643.0,3400.0,403500.0
90000.0,39,0.0,0.0,0.0,0.0,0.0,0.0,88081.0,83960.0,84963.0,56089.0,57355.0,58394.0,3244.0,2600.0,2037.0,2200.0,2110.0,7000.0
80000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,78887.0,69433.0,48198.0,49182.0,49939.0,50626.0,2569.0,2000.0,2000.0,1770.0,2002.0,2008.0
90000.0,24,0.0,0.0,2.0,2.0,2.0,2.0,26928.0,29773.0,30091.0,30922.0,34112.0,34280.0,3600.0,1100.0,1630.0,4000.0,1200.0,0.0
60000.0,29,1.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,351.0,199.0,3697.0,0.0,532.0,351.0,0.0,3697.0,0.0,532.0,0.0
280000.0,31,1.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,3495.0,2783.0,2001.0,-339.0,-1180.0,3495.0,2783.0,0.0,0.0,0.0,0.0
350000.0,37,0.0,0.0,0.0,0.0,0.0,0.0,336061.0,343205.0,351794.0,357090.0,342253.0,276516.0,12701.0,14100.0,12109.0,11482.0,11841.0,115165.0
110000.0,55,-1.0,2.0,0.0,0.0,2.0,2.0,4924.0,4305.0,4770.0,5819.0,4807.0,5579.0,0.0,1087.0,1532.0,0.0,1000.0,0.0
270000.0,37,0.0,0.0,0.0,0.0,0.0,0.0,174532.0,167536.0,171865.0,176167.0,105523.0,45258.0,6900.0,7900.0,8800.0,4700.0,2100.0,60000.0
20000.0,31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1572.0,1386.0,999.0,2640.0,1000.0,0.0,1386.0,1003.0,2640.0,1000.0,0.0,0.0
30000.0,34,2.0,2.0,2.0,2.0,2.0,0.0,21107.0,24117.0,24424.0,24627.0,24093.0,24785.0,3374.0,1000.0,900.0,0.0,1094.0,1000.0
140000.0,29,-1.0,-1.0,2.0,0.0,0.0,-1.0,1712.0,2304.0,978.0,652.0,326.0,1052.0,2314.0,0.0,0.0,0.0,1052.0,652.0
210000.0,33,0.0,0.0,0.0,0.0,0.0,0.0,7166.0,7997.0,8792.0,9189.0,4404.0,5708.0,1500.0,1500.0,1000.0,500.0,2000.0,546.0
20000.0,25,0.0,0.0,2.0,2.0,2.0,0.0,14193.0,16489.0,15936.0,18015.0,17431.0,18000.0,2850.0,0.0,2355.0,0.0,1000.0,900.0
310000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,51007.0,50644.0,50109.0,49339.0,49177.0,48754.0,2200.0,2100.0,1700.0,2000.0,1800.0,2000.0
140000.0,24,0.0,0.0,0.0,-1.0,-1.0,-1.0,4679.0,3146.0,0.0,2000.0,4716.0,7485.0,1000.0,0.0,2000.0,4716.0,7485.0,10254.0
50000.0,24,0.0,0.0,0.0,0.0,0.0,0.0,33879.0,35211.0,36263.0,37061.0,37943.0,42305.0,1900.0,1918.0,1700.0,1500.0,5000.0,0.0
360000.0,63,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-3.0,-3.0,590.0,-10.0,2162.0,3528.0,0.0,593.0,0.0,2172.0,3545.0,0.0
90000.0,40,2.0,2.0,2.0,2.0,2.0,0.0,4918.0,4694.0,6547.0,7481.0,7212.0,7595.0,0.0,2100.0,1200.0,0.0,500.0,1000.0
410000.0,34,1.0,-1.0,-1.0,-2.0,-2.0,-1.0,0.0,13621.0,0.0,0.0,0.0,666.0,13621.0,0.0,0.0,0.0,666.0,0.0
510000.0,31,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,14370.0,17023.0,9706.0,7271.0,9551.0,14370.0,3500.0,2500.0,1380.0,2380.0,3000.0
80000.0,41,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,42124.0,1833.0,2446.0,834.0,1596.0,855.0,1835.0,2458.0,834.0,1600.0,855.0,0.0
230000.0,27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,396.0,396.0,396.0,396.0,396.0,546.0,396.0,396.0,396.0,396.0,546.0,396.0
60000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,20636.0,21367.0,22334.0,22426.0,22240.0,25378.0,1369.0,1336.0,927.0,801.0,4000.0,5000.0
50000.0,27,2.0,2.0,0.0,0.0,0.0,0.0,49079.0,47992.0,48502.0,49170.0,49891.0,50570.0,0.0,1842.0,1770.0,1751.0,3894.0,0.0
130000.0,48,2.0,0.0,0.0,0.0,0.0,0.0,121409.0,123106.0,125614.0,125451.0,84103.0,84436.0,6000.0,6592.0,4000.0,3000.0,3062.0,4000.0
240000.0,36,0.0,0.0,2.0,0.0,0.0,2.0,176035.0,196664.0,192140.0,194357.0,205637.0,202417.0,25228.0,0.0,6947.0,14402.0,33.0,7167.0
100000.0,22,2.0,0.0,0.0,0.0,2.0,0.0,36891.0,38498.0,39185.0,39867.0,39696.0,7594.0,2201.0,1888.0,1500.0,96.0,300.0,432.0
10000.0,22,1.0,2.0,2.0,2.0,0.0,0.0,8925.0,8637.0,10277.0,9736.0,9704.0,9725.0,0.0,1800.0,0.0,500.0,600.0,500.0
50000.0,31,1.0,2.0,0.0,0.0,0.0,0.0,34644.0,33669.0,19124.0,18117.0,18496.0,18880.0,0.0,1597.0,649.0,671.0,691.0,700.0
10000.0,24,3.0,2.0,2.0,3.0,3.0,3.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0
220000.0,48,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,2128.0,4071.0,5640.0,7078.0,0.0,2128.0,2000.0,2000.0,2000.0,1500.0
130000.0,23,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,13429.0,2984.0,9811.0,5136.0,19040.0,2940.0,1000.0,10363.0,5177.0,19040.0,2940.0,1332.0
140000.0,32,1.0,-2.0,-1.0,0.0,0.0,0.0,-4.0,-680.0,1824.0,1508.0,300.0,-206.0,0.0,3000.0,0.0,0.0,0.0,2000.0
80000.0,24,0.0,0.0,0.0,0.0,0.0,2.0,26170.0,25215.0,26189.0,26801.0,28593.0,26020.0,1414.0,1388.0,1000.0,2180.0,0.0,929.0
10000.0,29,2.0,2.0,2.0,2.0,3.0,2.0,5833.0,8162.0,8480.0,9089.0,8658.0,8372.0,2600.0,600.0,895.0,0.0,0.0,764.0
30000.0,39,2.0,4.0,3.0,2.0,2.0,4.0,25999.0,25305.0,24624.0,23930.0,28807.0,27781.0,0.0,0.0,0.0,5288.0,0.0,0.0
100000.0,27,2.0,0.0,0.0,2.0,2.0,2.0,34694.0,36014.0,39321.0,39145.0,39494.0,39896.0,1900.0,4200.0,900.0,1400.0,900.0,6440.0
170000.0,34,0.0,0.0,0.0,0.0,0.0,0.0,35348.0,34622.0,31450.0,28229.0,26422.0,15081.0,1402.0,1789.0,652.0,798.0,1081.0,173.0
110000.0,32,2.0,2.0,2.0,2.0,2.0,2.0,95686.0,98374.0,99562.0,100532.0,102779.0,100966.0,5100.0,3700.0,3500.0,4000.0,0.0,10060.0
380000.0,27,0.0,0.0,0.0,0.0,-2.0,-2.0,118624.0,118871.0,120550.0,550.0,100.0,550.0,3700.0,3011.0,550.0,100.0,1000.0,736.0
200000.0,63,-1.0,3.0,2.0,-1.0,-1.0,-1.0,632.0,632.0,316.0,316.0,316.0,316.0,0.0,0.0,316.0,316.0,316.0,316.0
130000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,131041.0,133698.0,131990.0,127512.0,128683.0,129669.0,7000.0,5151.0,4464.0,5000.0,4702.0,8000.0
50000.0,46,0.0,0.0,0.0,0.0,0.0,0.0,50297.0,46613.0,46666.0,20162.0,19864.0,19680.0,1852.0,4050.0,676.0,730.0,866.0,3000.0
