fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:
13.3691,10.4927,2.273,0.7947,0.408,14.8075,3.0611,11.8904,78.021,128.056
202.93,37.4883,3.023,0.2096,0.1048,-211.109,85.5119,32.7192,5.3398,267.364
95.2551,29.3494,3.5036,0.1622,0.086,67.6239,84.4564,-26.3234,11.6527,134.1558
22.8998,10.4377,2.2451,0.4414,0.2133,-23.1011,3.4096,2.1152,84.7038,44.1264
24.3237,16.9759,2.6684,0.397,0.2436,3.0799,21.8963,8.8449,53.3158,120.405
57.6274,21.8351,3.1316,0.1816,0.0844,13.6572,57.9148,-10.5458,15.9668,107.342
53.7587,42.1545,3.1971,0.1575,0.0822,-48.893,-32.1195,34.4839,84.3933,123.943
14.9856,14.7028,2.3506,0.6184,0.3503,7.8388,26.324,-4.9293,77.7656,30.4286
115.093,61.4562,4.4291,0.0482,0.025,-57.7364,81.9058,25.8484,5.487,271.373
216.4995,57.9507,3.544,0.2238,0.1273,-11.7305,-287.5067,49.9055,16.6904,294.9818
193.9086,51.2335,2.9993,0.2967,0.155,-268.3637,156.536,28.4412,19.7668,269.7731
68.1948,34.0673,2.8782,0.388,0.1853,-38.5483,-63.0794,-19.1501,24.7067,318.6437
22.7551,14.6236,2.7976,0.5052,0.2622,-7.3486,-12.0504,-8.7057,68.9151,258.035
88.3094,27.4454,2.7608,0.3886,0.2038,-48.1421,-87.6045,-19.1741,1.3258,278.594
78.3373,18.1086,2.7675,0.2408,0.1204,153.662,-77.2964,-5.8706,7.9135,257.187
60.6713,25.5656,2.8254,0.3916,0.228,56.2707,33.9634,-12.2984,2.2138,82.8309
28.7451,24.636,2.6264,0.3456,0.1798,-1.1457,28.6299,-9.1353,56.3621,174.3312
19.3101,17.9565,2.4571,0.3805,0.2251,-1.4298,9.9399,-5.0171,4.3446,118.587
29.4435,12.4556,2.5028,0.5668,0.3077,-38.245,-24.0811,1.9457,71.6469,213.6739
125.3915,61.8069,3.6173,0.098,0.0577,-187.5654,85.1881,-28.3802,13.918,211.8891
26.9052,12.155,2.5259,0.4869,0.2473,-2.601,-20.1639,-7.6542,84.1917,199.24
17.0477,9.9629,2.4085,0.5473,0.2879,-3.5455,15.6929,5.4976,42.3606,72.7224
258.7196,188.8866,3.5198,0.0865,0.0535,328.7287,42.4851,122.2904,75.4253,135.2064
46.0246,15.4662,2.9368,0.3239,0.1718,37.7466,35.6382,-7.7421,3.595,196.879
24.8463,15.8127,2.5873,0.4904,0.313,-6.1687,6.6229,-12.7957,74.1206,240.7409
59.3471,26.2146,3.7012,0.1683,0.0926,32.8522,45.5091,14.8584,1.29,220.227
21.4397,10.5758,2.485,0.5696,0.3355,13.4978,-14.2692,-6.2677,84.1039,221.567
18.4261,10.3567,2.2304,0.6,0.3029,-23.5587,-9.3884,5.5536,37.882,236.636
30.5474,13.0754,2.5445,0.6895,0.4621,7.1099,0.3381,4.926,34.0047,40.304
21.5295,13.7577,2.7135,0.5841,0.3337,-25.1393,-10.9723,9.932,7.3842,214.43
37.2741,10.2834,2.636,0.3884,0.1977,20.9504,24.233,7.5941,56.033,169.491
16.0737,7.1383,2.3675,0.3923,0.2199,-2.0537,18.7109,-7.4791,22.455,138.491
31.9028,14.83,2.8052,0.3978,0.2028,16.546,19.945,14.2056,6.9052,224.639
55.6335,15.8567,2.7016,0.3042,0.166,13.7655,51.8675,-14.811,10.4907,127.726
60.7519,14.8701,3.1209,0.2127,0.1101,-44.5458,35.7539,12.0027,10.2948,196.305
18.1899,15.2937,2.3844,0.539,0.3168,0.7575,23.3691,6.2905,6.8119,55.9963
20.8258,7.0223,2.4523,0.5816,0.3295,13.9772,-5.4278,9.4527,33.6243,149.7986
149.8725,64.8825,3.467,0.2003,0.0952,319.5395,-144.6621,74.0211,88.6655,374.1284
13.0738,10.7959,2.1569,0.7666,0.4634,-13.7879,4.2008,-10.2957,23.504,47.7905
49.4001,36.207,3.0848,0.1974,0.1024,-64.5316,-34.7814,-31.949,49.2599,297.626
20.9442,6.9091,2.1123,0.749,0.4286,21.6052,13.8989,-6.0589,12.268,130.034
79.8937,26.1386,3.271,0.2282,0.1428,-62.0345,56.62,-19.249,34.986,290.431
27.0089,24.9415,2.6628,0.2717,0.1424,28.552,3.091,12.2596,55.3088,161.032
86.757,1.2098,2.3997,0.6813,0.3805,-30.153,-71.1567,0.6234,2.9754,331.477
150.7452,73.065,3.3265,0.2713,0.1551,97.9576,157.8799,49.5506,78.6364,278.0696
37.9876,9.8674,2.838,0.3148,0.1721,-25.3203,31.014,7.932,15.4444,242.4555
67.4796,23.4741,3.0993,0.2554,0.1404,-33.7264,38.8047,-5.279,2.6617,306.191
64.8397,17.9677,2.9899,0.2641,0.1448,77.091,63.8889,5.0103,3.332,256.686
25.927,12.514,2.5933,0.5867,0.4171,-8.1876,-23.296,8.8858,74.189,226.515
42.6005,22.6843,3.031,0.2253,0.1206,-4.1977,-13.1639,9.4312,14.976,220.277
36.8545,8.8556,2.4355,0.4997,0.2792,-11.9309,-15.9908,14.7398,45.3487,162.3352
45.4241,15.3792,2.9159,0.2536,0.128,-29.4628,-10.2001,11.1693,7.295,176.706
49.0345,13.0214,2.8379,0.305,0.1547,-25.2715,29.7617,-5.9572,5.173,233.504
77.3767,19.1751,2.5128,0.5528,0.3464,91.7632,-30.6467,11.3837,18.283,154.8265
27.5928,12.1125,2.4786,0.485,0.2807,-20.2481,13.3007,-8.2076,8.947,129.518
101.82,24.3416,3.3921,0.2056,0.1243,104.651,98.1002,14.55,3.648,260.535
12.8534,11.3489,2.1508,0.7138,0.4276,14.8725,-8.5355,-0.0762,22.004,240.216
72.1767,15.9009,2.971,0.3533,0.2251,11.8694,32.0153,11.0663,34.076,81.0633
26.0503,14.4701,2.5849,0.3953,0.212,28.6458,19.0003,-9.2827,16.2105,139.812
63.2539,14.85,3.0542,0.3901,0.1964,-87.4398,32.9388,-12.2044,11.2803,302.111
44.6503,14.705,2.5051,0.5344,0.3203,22.3025,53.1155,12.5878,26.3364,187.865
24.1401,15.4525,2.4393,0.4182,0.2273,-17.5407,-15.9255,-12.8517,11.711,166.719
42.5309,24.629,3.0116,0.2278,0.1222,11.5399,37.5428,15.7883,27.4131,250.684
24.1987,12.1882,2.6964,0.5332,0.3068,6.2631,17.3827,-7.2861,28.9777,159.148
173.256,78.768,4.2821,0.0739,0.0413,-82.339,-125.3489,-60.4553,79.259,374.5748
150.965,45.7136,3.6286,0.0981,0.0521,-259.083,129.254,20.2187,61.152,189.67
26.7182,16.3962,2.5226,0.4907,0.2533,47.9464,-11.3595,3.5505,20.2759,203.8754
91.3763,33.8905,3.8081,0.165,0.0877,-75.5898,68.6722,-13.9476,3.0507,345.136
57.9426,29.9764,3.0265,0.5296,0.4078,-23.4403,-55.1406,-31.1931,48.107,322.51
198.7183,99.2397,3.5728,0.1226,0.0547,-150.5884,-98.9017,-120.9131,34.4383,278.564
23.3398,6.8631,2.2401,0.7755,0.3955,15.5493,3.1633,-10.5454,23.0812,201.1968
51.5075,21.1262,2.8742,0.2781,0.1644,62.3685,-7.4534,9.7978,31.9622,37.9488
41.5697,15.2963,2.9479,0.407,0.2351,34.8428,35.7308,-6.2601,1.109,143.036
77.7029,24.7773,3.3432,0.2214,0.1323,32.0315,98.5072,-7.858,8.624,241.917
55.3259,10.7461,2.9661,0.3178,0.1681,35.4621,16.3418,10.5974,71.629,142.504
170.7778,65.1699,3.1726,0.1805,0.0973,-69.6537,-189.4876,32.6956,57.4979,142.5045
124.838,72.3293,3.3277,0.1373,0.0783,-226.867,133.497,-21.0195,12.609,236.468
121.5846,24.0051,2.9664,0.3009,0.1559,-82.1125,-117.7839,13.1076,66.1716,56.4439
52.0561,23.6061,2.8283,0.4484,0.2383,39.7881,51.4639,11.9161,29.9881,103.895
33.8329,18.7762,2.76,0.3249,0.1937,-10.3804,-15.9305,13.7306,31.828,144.261
20.2208,11.1673,2.3201,0.5885,0.2943,8.1697,-18.365,8.4123,38.769,206.788
240.754,228.0385,4.905,0.0303,0.0125,198.3768,-102.5088,-205.8947,77.6662,162.6817
32.8576,19.4994,2.8341,0.3223,0.2103,-16.6984,-25.2183,-7.2524,57.3468,19.888
106.501,32.4188,3.6269,0.1225,0.0648,52.4317,89.5803,-23.8236,4.26,291.819
35.9913,19.4494,2.7466,0.3297,0.1801,-34.0069,-25.3956,-6.3628,0.2425,175.99
116.2639,23.4636,2.6875,0.3479,0.1826,-101.4558,-98.4907,-0.8442,45.4343,107.5904
24.8322,9.1005,2.4921,0.5862,0.3494,-6.3235,-11.4506,-2.7892,4.5268,175.637
26.3449,16.1219,2.5729,0.4759,0.266,1.1404,23.5678,-15.3784,47.7234,192.141
28.733,16.4655,2.8014,0.3776,0.1935,19.9484,16.9077,-11.1605,11.8961,234.124
27.7826,11.8713,2.5623,0.411,0.2096,9.8933,21.3733,-7.1486,66.669,104.412
91.757,38.4914,3.3803,0.1916,0.1014,47.9548,126.475,-25.2647,27.0741,49.8535
44.7114,17.8932,2.7785,0.3297,0.1774,13.0163,25.7086,-10.464,2.715,179.333
118.1798,57.7751,3.1979,0.2059,0.1245,-95.4522,-146.5194,11.6968,27.9287,162.699
21.0523,14.8214,2.6279,0.6007,0.3946,18.1624,21.6201,-3.48,12.1039,155.782
70.3382,46.8813,3.1054,0.2021,0.1317,-34.509,-78.5341,-34.8005,49.9159,231.6019
26.7063,18.6618,2.8842,0.3499,0.1821,11.9666,16.8838,14.2216,17.71,89.0357
74.9136,18.5945,3.1433,0.2595,0.1319,-75.867,67.8681,-16.7463,4.002,265.755
23.498,9.161,2.3674,0.6609,0.4399,20.9879,20.8443,11.37,22.447,172.895
29.0168,17.4193,2.7001,0.3927,0.1905,32.8514,24.9982,-20.2867,79.4579,204.7022
34.9712,21.185,3.1217,0.2372,0.1281,0.0356,22.2313,13.1915,2.16,186.422
19.6449,14.8624,2.5024,0.478,0.2846,2.3679,-10.1323,5.8533,19.405,162.777
98.22,29.3594,2.9047,0.2802,0.155,-112.694,61.7125,-24.2858,8.9889,250.539
65.7802,23.6589,3.3623,0.1989,0.101,62.6751,66.4296,-6.5952,0.4845,182.558
32.6685,11.9,2.844,0.3822,0.2095,-21.707,-35.5266,-9.8157,40.8331,164.8638
26.9187,8.1612,2.2601,0.6264,0.3874,-14.2611,-20.1555,-6.4586,76.9508,186.649
44.4822,38.19,2.6882,0.331,0.1824,-7.8757,33.1754,-12.1653,22.7861,305.6269
54.4375,32.7823,3.1174,0.1557,0.0797,56.8326,12.2947,16.1308,2.6399,144.71
35.7106,21.1057,2.8267,0.2295,0.1304,51.8701,10.6385,11.9995,3.921,211.088
30.4419,20.5627,2.7892,0.7051,0.3696,25.3224,29.9827,20.1468,33.7225,352.991
109.352,78.0608,3.726,0.1118,0.0572,-131.978,69.6527,-59.6544,1.4315,300.036
62.4421,14.251,3.0676,0.2456,0.1399,25.5564,32.725,-10.0602,0.7239,208.016
103.8466,27.2251,2.9081,0.2058,0.1054,-120.1674,80.2072,15.0486,1.1645,212.2325
27.1734,11.315,2.4564,0.451,0.2535,8.108,13.5867,7.8429,15.6121,144.482
35.4413,8.6428,2.799,0.4382,0.2223,-2.5966,-8.2996,8.0967,74.2972,246.4691
25.4911,15.4594,2.7153,0.4784,0.249,14.4384,-15.4368,4.1073,75.1657,163.4802
27.8651,22.4944,2.8701,0.2927,0.1593,26.8529,-25.2281,7.6651,88.7812,201.9045
27.2713,9.999,2.6112,0.5655,0.3195,26.9184,22.1784,9.3447,3.1333,131.033
26.525,9.8492,2.4125,0.4371,0.2263,14.9537,-17.695,-6.392,56.4482,240.735
57.113,18.8026,2.7122,0.3065,0.1775,-4.182,-43.4807,-16.7384,1.299,178.273
22.7935,6.3037,2.1775,0.7708,0.402,-25.1385,-9.0045,6.856,67.106,199.65
37.1941,22.1046,2.9673,0.2598,0.1666,-12.0283,-13.7916,11.4137,4.9759,78.257
19.6403,17.0921,2.5416,0.4483,0.2859,-6.8181,-14.0385,-11.1424,4.0536,140.546
25.5536,17.4304,2.3531,0.4435,0.2417,-10.6269,-18.4292,15.2663,79.873,75.5272
12.6365,11.779,2.0394,0.7032,0.379,15.8987,-9.2812,-9.4742,39.212,223.925
145.1413,107.2101,4.1463,0.1044,0.0493,-114.2347,-137.1122,52.0009,37.0745,324.8371
55.6151,29.9928,3.093,0.2408,0.117,34.3058,29.4904,-14.2401,38.6667,196.767
25.4641,15.0072,2.4115,0.4411,0.2267,-23.3359,-3.7213,-6.1822,54.7523,209.76
34.5681,20.4939,2.854,0.3695,0.2414,-2.9089,-30.5672,-15.4752,1.3098,253.423
79.3368,17.6035,3.2275,0.1978,0.1033,85.3556,34.2215,12.6844,45.6726,180.768
31.523,21.2047,2.9039,0.2782,0.1578,21.6175,-7.0159,-12.9648,1.153,261.668
48.8841,14.1835,2.8038,0.3441,0.2176,-23.606,-35.172,-12.5396,1.783,214.303
88.3871,21.003,3.0934,0.2371,0.1407,-57.0802,73.1872,4.4624,1.8504,282.056
74.6459,16.821,3.0366,0.2776,0.1595,44.9254,58.2994,-12.5938,1.9633,232.12
125.8177,66.0868,3.7559,0.2069,0.0888,11.0748,-140.2779,57.0024,59.2365,295.3398
35.3685,25.5231,3.0959,0.2117,0.1079,2.0661,24.007,-7.1707,6.862,211.998
116.9997,88.1903,3.0449,0.1725,0.1225,-41.613,-56.329,9.2071,12.6866,279.8138
38.1929,13.3817,2.8121,0.565,0.3308,15.954,28.5946,-7.2551,15.674,173.9164
40.6834,17.0578,2.8024,0.2979,0.1805,25.5019,32.8445,-11.8089,18.706,143.89
86.9886,32.8868,3.4965,0.1326,0.0748,-17.8399,89.8199,-13.9605,10.8854,256.601
29.9259,9.5265,2.4541,0.5448,0.2865,10.4934,17.0588,-5.2099,0.255,218.329
34.611,16.6761,2.5465,0.3835,0.2372,30.0527,17.9349,12.8638,0.9038,137.219
40.3641,16.0981,2.8218,0.3361,0.1816,17.6228,38.7838,-4.1778,4.31,251.989
83.5277,21.7244,3.1987,0.2418,0.132,59.2782,79.2466,-10.8127,6.34,218.901
83.738,32.8001,3.6126,0.2172,0.1112,10.0435,43.1094,-29.1398,1.4349,371.197
23.7533,16.8303,2.8299,0.432,0.2685,6.3197,11.3306,-11.9067,14.2238,157.23
89.7222,23.8906,3.5741,0.1554,0.0806,48.2377,85.261,15.4428,2.759,235.462
111.683,19.3573,2.8299,0.5133,0.3602,-80.4632,-83.6293,19.5224,40.024,328.991
57.2369,19.5008,3.2156,0.2581,0.1482,-91.5071,21.4126,-9.0285,1.776,239.027
55.8124,23.4781,3.3273,0.1831,0.1038,-50.9728,-36.1868,-14.4238,6.397,166.396
21.4944,10.4204,2.2304,0.5588,0.3088,-4.4301,16.7152,-8.5553,14.8311,207.058
30.4163,17.4222,2.8274,0.3839,0.2195,15.7713,24.3943,-15.0565,68.21,236.15
18.7801,12.7489,2.4385,0.5683,0.3005,14.6127,13.6885,-6.362,84.5089,40.3003
80.7951,39.9652,3.4218,0.2351,0.1255,-2.9172,39.5632,-32.3136,4.874,336.315
12.9782,11.1038,2.2467,0.7479,0.4391,-14.4023,6.747,-10.0441,0.131,64.9302
24.66,10.9818,2.5792,0.5086,0.2569,-7.8453,-19.655,3.6629,6.516,209.64
45.1824,17.6643,2.9457,0.2867,0.1671,20.781,33.8088,-10.0147,5.545,257.257
60.1637,11.2194,2.5592,0.4734,0.2532,45.2744,68.1764,-6.3152,31.8311,223.4356
135.231,26.8299,3.3995,0.1837,0.1218,-109.679,58.9965,23.9855,21.9084,236.009
21.5154,6.9536,2.1717,0.6869,0.3603,25.1513,8.2443,-6.4628,39.3259,232.1
77.9731,28.946,3.8051,0.1419,0.0729,50.714,58.899,16.888,2.4615,237.506
26.4869,12.2602,2.5527,0.3922,0.2003,-24.8299,20.1534,8.9741,40.5639,163.722
62.6891,24.4737,2.6527,0.2692,0.139,-47.1464,50.0666,-14.8153,11.0895,291.289
34.2309,13.5888,2.6785,0.4088,0.2107,-20.7312,-9.3222,6.336,8.344,143.81
18.1125,16.9482,2.3314,0.4988,0.2541,-7.4528,16.5016,-12.5021,14.9007,96.8673
43.1994,17.501,2.8011,0.2735,0.1431,44.9467,40.3342,-4.6509,7.6914,154.427
85.8049,32.2278,3.7798,0.1609,0.0868,22.7669,77.3155,-11.7304,1.3536,288.764
19.0626,16.0027,2.4023,0.4911,0.2911,4.2981,-16.7702,-7.7855,85.4811,156.457
16.1728,8.3216,2.2174,0.8383,0.5297,0.187,5.7161,-14.0271,81.6645,138.802
76.7136,19.7113,2.6551,0.2876,0.1471,-6.9114,38.031,-14.2018,7.946,153.304
66.6214,15.7086,2.9717,0.3074,0.1585,-17.026,33.4005,10.3281,0.573,228.322
25.4076,10.6149,2.5045,0.5446,0.2833,6.9908,22.618,5.7368,11.3112,117.087
46.8511,20.0086,3.2301,0.2691,0.1398,15.5496,38.7909,-18.5833,6.56,182.05
16.3002,14.3664,2.6469,0.5884,0.3561,-10.7779,17.4112,-14.0349,27.5505,212.3356
24.3394,12.7452,2.5821,0.5105,0.3233,9.8966,13.646,-3.7776,51.276,232.795
50.9163,14.3502,2.8205,0.2298,0.1172,40.1935,24.662,8.1326,1.603,236.838
88.7452,29.7188,3.6021,0.185,0.1104,50.7498,83.4887,-14.3874,3.4725,288.938
18.7375,9.9878,2.2856,0.6321,0.3497,21.9776,11.5671,5.4097,17.6368,50.7272
83.6871,17.2672,2.7118,0.4175,0.2553,-98.3861,-48.3792,-17.8345,26.492,286.746
94.1338,29.9863,3.0077,0.2692,0.1351,22.629,-71.8447,3.5768,3.4297,352.786
46.5095,16.7168,2.5637,0.431,0.2112,-17.2024,-31.1099,9.5245,30.0222,109.1007
85.3384,17.7218,2.6355,0.3287,0.1725,-103.046,62.953,9.2347,4.915,235.905
33.7304,16.1715,2.7593,0.3359,0.1802,23.1036,30.4307,-13.1286,10.213,184.068
24.8952,11.4458,2.6851,0.4109,0.2456,24.0332,26.7974,-3.9032,72.4573,186.4652
21.4029,14.6598,2.4857,0.4641,0.2565,-25.7293,-11.7832,-6.5024,87.5655,239.845
23.57,14.8601,2.3971,0.509,0.2585,-11.1252,-14.8719,11.4384,21.769,166.971
13.4415,10.1082,2.224,0.8119,0.4627,13.7432,6.4155,-11.6218,76.26,215.791
38.549,24.3501,3.3116,0.2371,0.1344,-9.3125,2.3232,8.6266,24.017,102.78
17.9922,11.8316,2.4601,0.6101,0.4107,-3.128,11.1864,11.0347,59.5437,171.819
62.5927,35.2466,3.3442,0.3622,0.2057,29.3027,39.8251,21.9907,3.1921,360.081
78.4733,23.9205,2.9283,0.3295,0.1661,-62.0506,27.6479,-9.05,33.0782,297.3374
34.9887,11.4697,2.5971,0.3717,0.196,-22.7245,16.4385,-6.6438,3.1813,136.173
75.8507,19.2153,2.8689,0.3678,0.2346,-62.43,-45.4391,16.3209,15.3192,255.374
195.3829,50.245,3.1741,0.1902,0.1271,212.0317,-148.436,-43.5186,42.7007,181.2185
34.8894,25.6879,2.8889,0.3055,0.2084,9.5518,40.5478,-21.3362,17.2847,182.3265
32.7458,23.3519,2.6026,0.3196,0.1835,12.2047,-25.3849,-19.1124,27.897,98.2962
74.576,24.4957,3.2781,0.1892,0.0988,12.0565,-23.098,14.0487,1.863,257.483
21.9832,18.564,2.7474,0.4024,0.2368,27.0198,21.959,9.3895,88.5075,90.0599
155.683,86.7432,3.7086,0.1152,0.0613,97.9178,-147.471,57.2936,89.0275,331.552
61.3151,43.1685,3.3569,0.1507,0.0991,3.1627,37.0264,14.9764,9.6748,261.8352
