P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4
250.0,0.512,0.164,0.084,0.098361,0.908,0.0,0.78022,0.010989,0.010989,0.125,0.131868,1.0,0.105769,0.0,0.0
2043.0,0.461087,0.003426,0.218306,0.168029,0.830641,0.040137,0.683222,0.006711,0.022819,0.050955,0.001342,0.947651,0.24586,0.11039,0.434783
336.0,0.479167,0.0,0.166667,0.171429,0.860119,0.0,0.688889,0.007407,0.022222,0.042553,0.0,1.0,0.134752,0.1,0.0
535.0,0.504673,0.011215,0.087851,0.064151,0.953271,0.0,0.891892,0.005405,0.016216,0.026316,0.016216,0.994595,0.031579,0.0,0.5
2213.0,0.463624,0.009941,0.475373,0.162595,0.880705,0.0,0.768351,0.000953,0.016206,0.108751,0.010486,0.967588,0.191164,0.09009,0.173913
21347.0,0.455661,0.478053,0.148358,0.140878,0.854827,0.01054,0.697004,0.003715,0.042224,0.076923,0.412457,0.993933,0.422677,0.132936,0.324324
428.0,0.537383,0.0,0.142523,0.035354,0.866822,0.0,0.694118,0.0,0.029412,0.060774,0.0,0.994118,0.281768,0.068966,0.0
27608.0,0.506085,0.050022,0.024703,0.024934,0.932049,0.0,0.849666,0.004831,0.051645,0.108947,0.052335,0.860018,0.177104,0.110952,0.150685
90.0,0.5,0.0,0.288889,0.244444,0.788889,0.0,0.590909,0.0,0.022727,0.12,0.0,1.0,0.52,0.058824,0.0
6652.0,0.479254,0.011275,0.119964,0.067552,0.850271,0.0,0.713631,0.005346,0.070638,0.036069,0.008782,0.984345,0.21936,0.063241,0.3
4830.0,0.439959,0.182609,0.186128,0.159335,0.760041,0.059006,0.639302,0.009236,0.063622,0.074109,0.15136,0.99333,0.270784,0.076253,0.350877
11635.0,0.481049,0.194328,0.089128,0.09258,0.856382,0.029394,0.743393,0.005526,0.045171,0.111064,0.157136,0.987506,0.381247,0.103717,0.30303
420.0,0.461905,0.307143,0.2,0.11062,0.914286,0.0,0.779874,0.0,0.006289,0.091429,0.27044,1.0,0.274286,0.137931,0.0
54844.0,0.453596,0.067464,0.198837,0.165215,0.738878,0.054883,0.590076,0.002306,0.054144,0.122029,0.063837,0.99573,0.340819,0.05093,0.68815
7141.0,0.485366,0.004621,0.057835,0.026395,0.936984,0.0,0.854839,0.003396,0.037776,0.024027,0.004669,0.985569,0.101491,0.101177,0.157895
3656.0,0.497812,0.015591,0.103939,0.083333,0.80744,0.003282,0.649967,0.001978,0.089651,0.105543,0.013843,0.990112,0.459316,0.046512,0.611111
1246.0,0.462279,0.000803,0.242376,0.202985,0.816212,0.044141,0.675781,0.001953,0.013672,0.197492,0.0,0.994141,0.302508,0.130081,0.692308
2849.0,0.491401,0.002457,0.124254,0.109731,0.89119,0.0,0.746692,0.007561,0.030246,0.044264,0.000945,0.965974,0.228546,0.080321,0.181818
165.0,0.466667,0.0,0.224242,0.125,0.921212,0.0,0.809524,0.0,0.015873,0.16,0.0,0.952381,0.2,0.2,0.0
1929.0,0.498704,0.011405,0.092276,0.092037,0.918092,0.0,0.809006,0.003106,0.043478,0.077364,0.013975,0.964286,0.247851,0.071429,0.5
15025.0,0.467687,0.002529,0.47614,0.18167,0.817637,0.008586,0.691297,0.003219,0.035403,0.243252,0.001609,0.995709,0.399432,0.045918,0.590643
3516.0,0.511661,0.011092,0.102105,0.064648,0.723834,0.162116,0.709882,0.011786,0.058024,0.029049,0.004533,0.989121,0.298416,0.078078,0.666667
3610.0,0.457618,0.02687,0.105817,0.081716,0.608587,0.306648,0.731084,0.003068,0.038855,0.05871,0.02454,0.992843,0.251203,0.07837,0.181818
12743.0,0.502237,0.002354,0.119438,0.100268,0.891705,0.029036,0.793196,0.00509,0.027592,0.026851,0.001072,0.53228,0.429875,0.27829,0.588235
8600.0,0.469535,0.162674,0.138488,0.117492,0.568256,0.240698,0.574635,0.00204,0.100986,0.052513,0.134988,0.9932,0.400773,0.04187,0.6
5018.0,0.458151,0.000996,0.232762,0.175432,0.76943,0.018733,0.593422,0.005025,0.052992,0.044105,0.000457,0.997716,0.391703,0.044776,0.538462
10428.0,0.474108,0.033372,0.156694,0.123997,0.866801,0.011987,0.714464,0.00399,0.023192,0.180797,0.027182,0.971072,0.382431,0.109531,0.650685
220.0,0.513636,0.0,0.295455,0.196262,0.795455,0.0,0.568628,0.0,0.009804,0.113044,0.0,1.0,0.565217,0.02439,0.0
4326.0,0.44822,0.009246,0.211281,0.188521,0.822931,0.030513,0.668376,0.003419,0.025641,0.07874,0.007407,0.998291,0.254068,0.086716,0.71875
171.0,0.520468,0.0,0.157895,0.085366,0.865497,0.0,0.69697,0.0,0.045455,0.108108,0.0,0.969697,0.256757,0.181818,0.666667
111.0,0.531532,0.0,0.144144,0.096154,0.927928,0.0,0.804878,0.0,0.0,0.046512,0.0,1.0,0.139535,0.0,0.0
22203.0,0.472188,0.007161,0.163582,0.122877,0.83768,0.010224,0.675322,0.001739,0.053785,0.032305,0.006259,0.987713,0.336399,0.044233,0.295082
1343.0,0.472822,0.001489,0.253165,0.176554,0.800447,0.07446,0.698077,0.001923,0.017308,0.178515,0.0,0.982692,0.208531,0.092437,0.833333
26630.0,0.48558,0.003192,0.127525,0.096138,0.852535,0.011378,0.717347,0.006653,0.057235,0.077194,0.003229,0.994912,0.400325,0.070347,0.533019
10621.0,0.4686,0.136428,0.138123,0.122962,0.834385,0.019113,0.689256,0.002125,0.048406,0.042938,0.117828,0.991027,0.279096,0.043243,0.25
2543.0,0.467951,0.002753,0.206056,0.181079,0.869446,0.0,0.703349,0.0,0.021053,0.100689,0.003828,0.988517,0.263339,0.063197,0.756757
1116.0,0.44086,0.485663,0.15233,0.110577,0.859319,0.022401,0.724816,0.009828,0.029484,0.077098,0.412776,1.0,0.321996,0.125,1.0
2172.0,0.470534,0.039595,0.195212,0.148696,0.88674,0.019797,0.746803,0.0,0.006394,0.1243,0.047315,0.668798,0.37738,0.169312,0.692308
13915.0,0.637873,0.285735,0.000862,0.001786,0.688753,0.303054,0.959289,0.0,0.00148,0.037407,0.286455,0.850111,0.349127,0.208504,0.0
10923.0,0.486954,0.005768,0.090909,0.083869,0.915316,0.033416,0.861079,0.003224,0.01993,0.014158,0.001759,0.968933,0.112395,0.074667,0.266667
3372.0,0.467675,0.00089,0.200771,0.139276,0.832147,0.004448,0.654212,0.002038,0.025136,0.064209,0.001359,0.996603,0.298156,0.043893,0.75
5117.0,0.481728,0.054915,0.102013,0.102187,0.888802,0.00215,0.743094,0.005525,0.039227,0.029491,0.049724,0.990608,0.168365,0.093074,0.230769
1507.0,0.493033,0.001327,0.094891,0.082461,0.89582,0.0,0.749049,0.005703,0.032319,0.132013,0.001901,0.990494,0.280528,0.146199,0.666667
98.0,0.530612,0.0,0.173469,0.130435,0.867347,0.0,0.717949,0.0,0.051282,0.093023,0.0,0.897436,0.232558,0.25,1.0
2677.0,0.4322,0.000374,0.304445,0.248684,0.775495,0.019051,0.58618,0.001553,0.01087,0.118412,0.0,0.998447,0.413416,0.047146,0.821429
1203.0,0.482959,0.0,0.159601,0.114148,0.886949,0.0,0.752066,0.002066,0.028926,0.026157,0.0,0.989669,0.148893,0.067797,0.0
67561.0,0.494383,0.001303,0.061678,0.03952,0.946552,0.005861,0.865332,0.001763,0.026843,0.021208,0.000853,0.976627,0.256666,0.193982,0.336364
242.0,0.458678,0.0,0.049587,0.068702,0.946281,0.0,0.806452,0.0,0.016129,0.243902,0.0,0.983871,0.682927,0.4375,0.0
7216.0,0.468265,0.001386,0.164773,0.131613,0.841463,0.029102,0.703962,0.007337,0.033015,0.073104,0.000367,0.998166,0.259436,0.1001,0.658537
889.0,0.472441,0.0,0.098988,0.078891,0.883015,0.0,0.737143,0.002857,0.028571,0.069149,0.0,0.982857,0.297872,0.084507,0.0
541.0,0.504621,0.0,0.234751,0.175373,0.850277,0.0,0.680672,0.004202,0.016807,0.040323,0.0,0.995798,0.173387,0.092593,0.0
24569.0,0.473849,0.002239,0.140299,0.107372,0.761651,0.044283,0.601266,0.003548,0.047852,0.056546,0.001918,0.990794,0.407039,0.035329,0.536585
40552.0,0.468214,0.172199,0.173358,0.12511,0.76773,0.052722,0.624854,0.004126,0.049449,0.092844,0.144405,0.974198,0.344115,0.080941,0.626556
71872.0,0.499304,0.044538,0.121689,0.077391,0.848787,0.019813,0.728036,0.006464,0.071854,0.074659,0.045327,0.839305,0.449158,0.152453,0.16122
10322.0,0.44875,0.265259,0.192211,0.167135,0.829297,0.019667,0.669041,0.004036,0.032051,0.065454,0.229345,0.992878,0.428445,0.092633,0.322581
308.0,0.477273,0.0,0.243507,0.15528,0.892857,0.0,0.736,0.0,0.0,0.198718,0.0,0.984,0.217949,0.130435,0.333333
1027.0,0.495618,0.013632,0.064265,0.03668,0.934761,0.0,0.828986,0.0,0.023188,0.651163,0.017391,0.973913,0.128413,0.164557,0.636364
18591.0,0.49255,0.007154,0.155183,0.096884,0.867786,0.005863,0.731734,0.006066,0.040943,0.040984,0.005652,0.97367,0.312401,0.109797,0.321429
2347.0,0.475075,0.004687,0.167448,0.131494,0.879847,0.034086,0.775485,0.003641,0.015777,0.050691,0.008495,0.990291,0.271889,0.095238,0.083333
641.0,0.452418,0.563183,0.132605,0.148148,0.876755,0.0,0.693277,0.0,0.02521,0.156028,0.47479,1.0,0.248227,0.076923,0.5
10448.0,0.450804,0.151895,0.169889,0.103695,0.736505,0.011486,0.541032,0.001481,0.082699,0.052125,0.12923,0.990482,0.318164,0.02602,0.358974
12084.0,0.488414,0.005876,0.088547,0.06713,0.937107,0.013654,0.877665,0.001269,0.02132,0.058542,0.006091,0.993909,0.075986,0.148148,0.3
140.0,0.414286,0.0,0.171429,0.207317,0.828571,0.0,0.62069,0.0,0.034483,0.15942,0.0,1.0,0.144928,0.25,0.0
1010.0,0.490099,0.0,0.150495,0.118447,0.851485,0.0,0.679894,0.007937,0.047619,0.144796,0.0,0.833333,0.493213,0.195804,0.555556
255.0,0.505882,0.003922,0.086275,0.071429,0.917647,0.0,0.833333,0.011111,0.044444,0.0625,0.011111,1.0,0.15625,0.285714,0.5
26478.0,0.511255,0.022472,0.170292,0.128506,0.7155,0.108883,0.617736,0.005852,0.060835,0.069208,0.009484,0.937046,0.404639,0.08924,0.524272
1171.0,0.47737,0.0,0.134927,0.117647,0.897524,0.009394,0.770883,0.0,0.031026,0.066815,0.0,0.997613,0.229399,0.130769,0.428571
18794.0,0.47744,0.191231,0.139353,0.128093,0.854635,0.029371,0.731929,0.004411,0.032299,0.079502,0.173449,0.996158,0.325737,0.100479,0.415842
148.0,0.506757,0.0,0.094595,0.068493,0.912162,0.0,0.773585,0.0,0.018868,0.053571,0.0,1.0,0.196429,0.0,0.0
2682.0,0.454884,0.001491,0.229679,0.186047,0.794556,0.054064,0.647993,0.0,0.024276,0.096203,0.0,0.996265,0.381435,0.060748,0.454546
13987.0,0.47058,0.020948,0.171874,0.115192,0.854794,0.0,0.684238,0.001877,0.026953,0.037122,0.022518,0.971341,0.264126,0.020011,0.16
1075.0,0.477209,0.003721,0.155349,0.103203,0.912558,0.0,0.7975,0.0025,0.0275,0.103139,0.005,0.94,0.257848,0.113924,0.222222
1654.0,0.46312,0.582225,0.182588,0.170045,0.86578,0.0,0.698262,0.006319,0.036335,0.118384,0.510269,0.992101,0.314763,0.112994,0.4
5870.0,0.462521,0.07155,0.197104,0.165769,0.766951,0.060136,0.624792,0.00208,0.037022,0.084888,0.0599,0.993344,0.299962,0.0668,0.552632
291.0,0.532646,0.003436,0.054983,0.095588,0.962199,0.0,0.865672,0.0,0.029851,0.082192,0.0,1.0,0.876712,0.45,0.0
6853.0,0.498614,0.016635,0.085656,0.068394,0.882825,0.0,0.737031,0.004789,0.041899,0.028306,0.015962,0.972865,0.296239,0.090074,0.363636
1284.0,0.477414,0.005452,0.206386,0.132638,0.778037,0.052181,0.66474,0.003854,0.067437,0.436482,0.003854,0.998073,0.23127,0.031447,0.4
39408.0,0.484902,0.01317,0.126675,0.097493,0.84493,0.008602,0.693739,0.001529,0.062276,0.050606,0.014888,0.978466,0.296567,0.037722,0.125
4629.0,0.486714,0.016418,0.140851,0.108586,0.866062,0.0,0.714205,0.005073,0.05186,0.081781,0.014656,0.983653,0.274845,0.040241,0.594595
18482.0,0.485067,0.003896,0.052321,0.045287,0.84769,0.012499,0.728686,0.003108,0.080965,0.032508,0.003108,0.995116,0.351711,0.037194,0.138889
5389.0,0.494526,0.028577,0.063648,0.053231,0.946558,0.0,0.862991,0.000546,0.019651,0.048806,0.032751,0.995633,0.144341,0.135593,0.196078
4146.0,0.435842,0.003377,0.218765,0.174861,0.76604,0.017125,0.580311,0.002591,0.037824,0.059912,0.004145,0.998446,0.249391,0.024316,0.1875
2911.0,0.487461,0.010306,0.232223,0.113941,0.874957,0.0,0.743735,0.001617,0.032336,0.020586,0.008893,0.994341,0.095804,0.056604,0.2
2697.0,0.476085,0.002596,0.181683,0.166313,0.81498,0.018168,0.644424,0.006399,0.045704,0.056083,0.001828,0.990859,0.256255,0.075,0.384615
1197.0,0.470343,0.000835,0.193818,0.171924,0.887218,0.0,0.720174,0.0,0.013015,0.078,0.0,1.0,0.226,0.101695,0.666667
9578.0,0.477448,0.031113,0.15024,0.097702,0.769994,0.003654,0.592134,0.003337,0.07652,0.101328,0.02503,0.961859,0.365467,0.043982,0.5
4535.0,0.49129,0.013671,0.061522,0.052883,0.91312,0.00419,0.80405,0.003919,0.041803,0.012258,0.015023,0.988243,0.195484,0.078788,0.5
1272.0,0.496855,0.000786,0.129717,0.079688,0.859277,0.002359,0.70332,0.012448,0.047718,0.087121,0.0,0.987552,0.414773,0.12973,0.333333
549.0,0.473588,0.0,0.256831,0.124568,0.848816,0.0,0.689362,0.0,0.042553,0.032922,0.0,0.991489,0.26749,0.037736,1.0
1628.0,0.5043,0.007985,0.132064,0.07311,0.892506,0.0,0.771127,0.008803,0.058099,0.140696,0.008803,0.880282,0.295008,0.159722,0.081967
775.0,0.507097,0.002581,0.135484,0.073298,0.930323,0.0,0.831035,0.003448,0.010345,0.287469,0.0,0.996552,0.083538,0.241379,0.857143
2001.0,0.476762,0.129435,0.187906,0.179561,0.824588,0.044478,0.68948,0.003802,0.013942,0.069576,0.101394,0.998733,0.387972,0.089888,0.5
13242.0,0.484368,0.022655,0.132835,0.087141,0.899033,0.000755,0.777215,0.001947,0.027848,0.021532,0.021616,0.994547,0.238948,0.08317,0.304348
173.0,0.520231,0.0,0.323699,0.108434,0.82659,0.0,0.632911,0.0,0.012658,0.122222,0.0,1.0,0.188889,0.0,1.0
471.0,0.473461,0.0,0.244161,0.149194,0.825902,0.0,0.625616,0.004926,0.019704,0.077273,0.0,0.990148,0.145455,0.142857,0.333333
87.0,0.471264,0.0,0.126437,0.086957,0.839081,0.0,0.647059,0.029412,0.029412,0.276596,0.0,0.970588,0.510638,0.181818,0.0
2354.0,0.484282,0.000425,0.097706,0.09061,0.905268,0.0,0.775362,0.003623,0.036232,0.044983,0.0,0.979469,0.222607,0.121951,0.727273
818.0,0.452323,0.206602,0.147922,0.127232,0.806846,0.074572,0.69103,0.0,0.009967,0.130058,0.126246,1.0,0.33815,0.09,0.666667
1453.0,0.471438,0.000688,0.196834,0.188802,0.845836,0.0,0.670365,0.001585,0.020602,0.122392,0.0,1.0,0.201669,0.04375,0.894737
56632.0,0.474025,0.018329,0.172429,0.124417,0.826882,0.023856,0.676376,0.002696,0.040619,0.044956,0.012111,0.973967,0.381427,0.064097,0.650273
1906.0,0.465373,0.000525,0.3468,0.200196,0.783841,0.061385,0.645363,0.001253,0.010025,0.096263,0.0,0.996241,0.253681,0.069182,0.822222
182.0,0.412088,0.0,0.21978,0.168224,0.862637,0.0,0.679487,0.0,0.0,0.170213,0.0,1.0,0.223404,0.0,1.0
94.0,0.382979,0.0,0.191489,0.206897,0.797872,0.0,0.575,0.0,0.05,0.148936,0.0,1.0,0.191489,0.333333,0.0
4704.0,0.449405,0.007866,0.17517,0.134749,0.532526,0.027424,0.490878,0.003991,0.236032,0.028255,0.006271,0.994869,0.324654,0.169767,0.352941
261.0,0.521073,0.0,0.153257,0.152,0.869732,0.0,0.728155,0.009709,0.048544,0.063636,0.0,1.0,0.163636,0.111111,1.0
13712.0,0.489644,0.015169,0.08168,0.05916,0.878938,0.00248,0.733877,0.003782,0.04578,0.047041,0.014928,0.990048,0.285091,0.054671,0.173913
178.0,0.466292,0.0,0.196629,0.168421,0.848315,0.0,0.648649,0.0,0.013514,0.075,0.0,1.0,0.2125,0.0625,0.0
22113.0,0.501967,0.04771,0.018089,0.017071,0.944422,0.0,0.869296,0.006941,0.034412,0.053139,0.045045,0.932211,0.13998,0.194948,0.314815
111.0,0.522523,0.117117,0.189189,0.132076,0.90991,0.0,0.756098,0.0,0.0,0.18,0.073171,1.0,0.28,0.142857,1.0
1728.0,0.496528,0.04456,0.08044,0.057471,0.903935,0.0,0.78392,0.005025,0.051926,0.17313,0.041876,0.98995,0.1759,0.108434,0.545455
805.0,0.445963,0.0,0.286957,0.17713,0.816149,0.018634,0.643258,0.002809,0.014045,0.050667,0.0,1.0,0.224,0.024096,1.0
91.0,0.461539,0.021978,0.197802,0.204082,0.824176,0.0,0.625,0.0,0.025,0.090909,0.025,1.0,0.409091,0.272727,0.0
76.0,0.486842,0.0,0.342105,0.205128,0.81579,0.0,0.6,0.0,0.0,0.270833,0.0,1.0,0.208333,0.181818,0.0
19750.0,0.483798,0.047241,0.160304,0.108583,0.834279,0.011949,0.699334,0.004704,0.071475,0.039292,0.037632,0.989416,0.208386,0.0795,0.294118
709.0,0.465444,0.0,0.215797,0.200528,0.832158,0.0,0.639731,0.003367,0.030303,0.172702,0.0,0.909091,0.376045,0.116883,0.923077
2218.0,0.528404,0.096033,0.001803,0.002868,0.891794,0.029757,0.799766,0.0,0.003513,0.013857,0.096019,0.934426,0.418014,0.037603,0.0
102.0,0.54902,0.0,0.186275,0.086957,0.892157,0.0,0.775,0.0,0.05,0.090909,0.0,1.0,0.159091,0.125,0.0
2663.0,0.506196,0.007135,0.059332,0.037262,0.960195,0.0,0.899527,0.002364,0.020095,0.012836,0.007092,0.98818,0.011669,0.245283,0.5
2734.0,0.488661,0.000732,0.129481,0.104435,0.890636,0.0,0.739726,0.005871,0.022505,0.050186,0.000979,0.999022,0.217472,0.117188,0.6
2027.0,0.48298,0.015787,0.070548,0.050573,0.966946,0.0,0.913374,0.00304,0.012158,0.033774,0.015198,0.992401,0.052863,0.133333,0.5
6549.0,0.461139,0.001222,0.167812,0.118164,0.839212,0.026569,0.694235,0.005169,0.035388,0.039343,0.000398,0.994831,0.251719,0.073643,0.333333
519.0,0.458574,0.050096,0.283237,0.209964,0.768786,0.090559,0.656863,0.0,0.014706,0.218391,0.044118,0.995098,0.360153,0.134328,0.625
226.0,0.464602,0.0,0.256637,0.157025,0.853982,0.0,0.677419,0.0,0.032258,0.205128,0.0,1.0,0.470086,0.142857,0.5
7146.0,0.518472,0.004058,0.057375,0.05202,0.974391,0.0,0.919467,0.001902,0.017755,0.044242,0.005707,0.179455,0.569697,0.500701,0.789474
655.0,0.477863,0.080916,0.212214,0.169591,0.851908,0.0,0.674074,0.003704,0.018519,0.10299,0.066667,0.951852,0.355482,0.1125,1.0
790.0,0.459494,0.001266,0.158228,0.093677,0.948101,0.0,0.859316,0.0,0.015209,0.043636,0.0,0.992395,0.010909,0.285714,0.5
8924.0,0.511878,0.001233,0.032048,0.027319,0.936576,0.0,0.861029,0.007353,0.049632,0.032717,0.001471,0.995588,0.119488,0.109489,0.708333
2006.0,0.523928,0.01994,0.159521,0.06911,0.819043,0.064806,0.766214,0.010558,0.06184,0.088033,0.0,0.88537,0.37414,0.283951,0.375
1411.0,0.548547,0.002835,0.032601,0.053375,0.919915,0.022679,0.863158,0.007018,0.045614,0.013841,0.003509,0.087719,0.716263,0.557823,0.666667
283.0,0.466431,0.0,0.067138,0.066225,0.978799,0.0,0.907692,0.0,0.0,0.166667,0.0,0.969231,0.423077,0.3,0.0
35.0,0.514286,0.0,0.028571,0.0,0.885714,0.0,0.666667,0.0,0.0,0.25,0.0,1.0,0.1875,0.333333,0.0
84.0,0.476191,0.0,0.095238,0.136364,0.880952,0.0,0.741936,0.0,0.064516,0.162162,0.0,1.0,0.216216,0.0,1.0
2045.0,0.480685,0.008802,0.128117,0.088512,0.904157,0.0,0.772099,0.004144,0.029006,0.111656,0.006906,0.993094,0.21227,0.096154,0.785714
