f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
87,133,79,71,94,0,0,32,47,0,0,0,0,51,8,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,3,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,38,26,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,118,96,71,94,0,15,59,0,0,0,0,0,0,53,5,0,0,0,0,0,0,0,0,0,0
56,85,76,71,94,0,0,0,8,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,77,76,71,94,25,46,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,1,1,0,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,90,80,78,94,0,0,0,0,3,42,7,0,0,0,0,0,0,0,5,3,0,0,0,0,0
74,77,76,71,94,0,37,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,77,76,109,117,0,0,8,64,12,0,0,0,0,0,0,0,0,0,0,0,0,27,11,0,0
70,90,76,71,94,0,0,5,6,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,77,76,71,94,0,32,14,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,104,76,71,94,59,7,0,0,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0
70,86,140,74,94,0,2,1,0,47,15,0,0,0,0,0,23,33,0,0,0,1,1,0,0,0
117,77,76,71,94,0,50,14,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,83,76,71,94,0,1,2,2,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,77,80,73,94,0,3,23,44,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
57,84,79,72,94,0,0,0,5,20,31,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
87,108,78,72,94,44,19,0,0,0,1,18,27,2,0,0,0,0,2,0,0,0,0,0,0,0
71,77,76,71,94,4,10,41,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,78,76,71,94,52,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,116,85,97,0,1,2,1,1,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,2
106,77,76,71,94,0,0,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,79,76,71,94,0,3,3,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,119,76,71,94,0,0,0,50,12,0,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0
27,116,100,71,94,0,8,6,0,0,0,0,0,0,43,16,0,0,0,0,0,0,0,0,0,0
16,77,104,100,94,0,3,0,0,0,0,0,0,0,0,0,0,0,6,34,0,1,0,0,0,0
67,77,76,71,94,9,37,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,110,76,71,94,14,32,2,1,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0
94,98,78,71,94,0,0,0,0,53,27,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0
96,82,76,71,94,0,37,9,1,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,79,72,94,63,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16,81,97,71,94,1,0,0,0,0,1,1,0,0,0,1,14,5,0,0,0,0,0,0,0,0
107,84,76,71,94,0,0,12,50,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,77,76,71,94,0,0,31,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,77,76,71,94,0,32,14,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,76,121,106,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0
77,77,78,72,94,0,17,36,14,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
72,81,76,71,94,0,0,0,2,49,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,96,123,71,94,0,0,28,18,0,0,0,0,0,0,23,34,0,0,0,0,0,0,0,0,0
89,102,76,71,94,0,0,37,9,0,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,79,76,75,97,0,0,3,0,79,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0
59,77,77,72,95,0,12,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64,77,76,72,95,0,0,3,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,77,76,73,94,13,30,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,79,76,71,94,0,32,28,32,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,77,76,71,94,3,3,4,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,77,78,73,94,0,0,0,26,116,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
56,77,76,72,99,0,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
165,77,77,71,94,71,14,14,56,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,86,76,71,94,10,10,0,50,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,94,76,71,94,0,2,1,1,2,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,92,76,71,94,0,28,18,1,20,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
71,81,77,71,95,0,0,19,44,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
35,146,91,71,94,0,1,1,0,0,0,40,5,13,46,0,0,0,0,0,0,0,0,0,0,0
82,97,76,71,94,0,1,25,23,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,78,76,71,94,0,0,0,2,102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,93,76,71,94,0,0,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,87,76,107,120,0,0,0,0,5,42,1,0,0,0,0,0,0,0,0,0,0,22,16,0,0
56,81,76,71,94,0,0,2,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,77,76,71,94,15,50,63,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,107,76,75,102,0,28,18,0,0,0,9,36,0,0,0,0,0,0,0,0,0,1,3,4,0
59,77,79,71,94,0,0,3,37,9,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
114,93,76,71,94,0,0,12,50,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,88,98,125,98,0,1,2,0,5,41,0,0,0,0,0,7,12,0,0,0,30,9,0,0,0
43,108,83,71,94,0,0,0,0,2,1,58,3,0,0,0,4,2,0,0,0,0,0,0,0,0
64,77,76,71,94,0,0,45,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,78,77,71,94,0,0,44,22,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
144,91,77,71,94,0,79,30,0,0,34,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,77,76,71,94,41,26,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,92,76,71,94,0,0,0,18,28,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,79,99,71,94,37,9,0,0,0,0,3,0,0,0,0,4,15,0,0,0,0,0,0,0,0
64,92,76,71,94,0,0,2,3,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,87,76,71,97,0,0,0,37,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
74,77,76,72,96,25,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
87,110,107,71,94,0,0,39,39,0,0,0,0,0,19,39,0,0,0,0,0,0,0,0,0,0
100,96,76,71,94,0,1,15,50,2,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,77,76,71,94,23,23,0,5,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,6,58,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,0,0,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,82,77,71,94,0,12,50,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
90,107,92,71,94,0,57,25,0,0,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,0
60,98,120,72,94,0,0,1,0,12,49,0,0,0,0,0,38,4,2,0,0,0,0,0,0,0
54,97,76,71,95,3,0,0,0,0,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,77,76,71,94,2,58,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,99,76,71,94,0,6,14,2,17,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,134,76,71,94,0,39,39,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0
45,142,76,71,94,5,6,1,0,0,0,19,49,20,0,0,0,0,0,0,0,0,0,0,0,0
69,79,76,71,94,0,0,0,1,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,78,77,72,94,0,0,0,25,37,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,77,76,71,94,0,0,57,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,77,76,71,94,1,1,0,44,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,101,76,71,94,0,1,10,1,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,115,102,71,101,0,0,0,0,0,0,1,0,0,36,23,0,0,0,0,0,0,0,0,0,4
45,127,102,71,94,0,0,0,1,1,6,55,0,0,5,38,0,0,0,0,0,0,0,0,0,0
124,87,76,71,94,2,1,20,45,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,78,76,71,94,0,0,26,30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,96,76,71,94,0,0,37,9,0,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,2,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,77,76,71,94,0,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,77,76,71,94,19,44,37,9,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,148,83,71,94,0,0,0,3,1,0,6,0,53,22,0,0,0,0,0,0,0,0,0,0,0
89,77,76,82,94,0,0,49,32,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
80,77,76,71,94,0,5,42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,79,77,75,103,0,0,0,62,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,2,3
74,111,88,72,94,0,2,26,37,0,0,0,0,9,35,0,0,0,1,0,0,0,0,0,0,0
91,104,76,71,94,9,39,2,0,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,77,76,71,94,0,0,55,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,77,76,71,94,0,1,2,3,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,130,82,71,94,0,9,23,23,0,0,0,0,41,18,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,0,0,5,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,78,77,71,94,0,0,59,43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
79,77,76,71,94,0,6,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,19,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,94,76,71,94,0,0,0,0,0,32,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,77,79,126,94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,0,0,0
99,97,76,71,94,0,0,9,38,1,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,165,89,71,94,2,1,0,0,0,0,15,45,18,41,0,0,0,0,0,0,0,0,0,0,0
69,77,76,71,94,40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,113,76,71,95,0,0,0,32,16,1,0,28,16,0,0,0,0,0,0,0,0,0,0,1,0
78,77,76,71,94,10,39,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,77,76,74,103,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4
168,97,76,76,97,9,37,0,0,57,83,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
56,79,76,75,99,0,0,18,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0
56,110,88,71,94,0,0,41,5,0,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0
87,110,81,71,94,0,0,0,0,8,82,19,0,0,1,7,0,0,0,0,0,0,0,0,0,0
61,79,77,71,94,29,20,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
128,98,76,71,94,0,16,63,0,0,46,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
80,78,76,71,94,6,16,6,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,144,96,71,94,0,14,8,1,11,35,0,0,16,58,0,0,1,1,0,0,0,0,0,0,0
86,82,76,71,94,2,0,3,0,57,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,97,77,71,94,5,45,6,0,0,5,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,77,76,71,94,0,46,2,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,125,75,94,2,1,5,41,0,0,0,0,0,0,0,0,30,11,0,0,0,0,0,0,0
69,81,86,72,94,0,0,0,0,53,9,0,0,0,0,2,6,1,2,0,0,0,0,0,0,0
74,77,76,71,94,19,44,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,78,76,71,94,8,1,0,0,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,77,76,71,94,0,0,50,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,93,76,71,94,0,2,0,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,77,83,75,94,0,37,15,16,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0
61,77,76,71,94,0,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,95,113,130,94,0,0,31,31,0,17,28,0,0,0,0,0,0,0,47,21,0,0,0,0,0
25,87,84,74,94,3,0,0,0,0,0,19,1,0,0,0,0,0,7,1,0,0,0,0,0,0
78,78,76,71,94,37,25,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,93,83,76,94,2,2,2,1,0,54,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0
87,77,78,76,94,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
74,77,76,74,95,0,0,37,26,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
59,128,85,71,94,2,14,32,0,0,0,0,0,31,28,0,0,0,0,0,0,0,0,0,0,0
71,110,107,71,94,0,0,0,0,62,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,0
