V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
0.271105,0.380556,0.88125,0.522001,0.54306,0.322283,0.82785,0.0208551,0.19161,155.032,112.427,73.9525,42.0234,39.4258,36.2102,-0.581089,0.141882,1.62726,72.6579,5.69973,20.215,10.7243,2.61532,7.0963,-0.657212,-0.450648,0.912441,56.6521,0.370833,1.8505,42.6742,0.213688,12.6515,0.0895686,3.71249,-1.55702,51.8865,0.519444,116.935,63.1379,1.35981,41.3668,2.76224,122.345,9.02097,0.704473,0.635785,0.120191,65.9159,1.1633,53.9119,6.59648,0.152841,0.112158
0.0861458,0.772917,0.336111,0.59281,0.0875052,0.648676,0.265365,0.0628779,0.668397,41.7629,60.4324,116.209,9.82131,8.08599,6.16667,0.774498,1.24101,1.11002,55.6667,4.10858,-26.9378,3.15648,1.1736,2.75623,0.71518,0.18849,0.538297,68.6045,0.991667,-5.23998,87.8021,0.494715,24.2347,0.156503,-4.20804,0.453724,72.2948,0.322917,95.8723,29.9942,-0.631896,59.0996,3.38582,65.5265,12.5823,0.491097,0.233282,0.0396121,138.331,-0.0396662,45.1851,14.1048,0.197564,0.50933
0.0951389,0.652083,0.269444,0.311975,0.325091,0.520766,0.216009,0.0400243,0.458516,122.294,109.614,113.323,14.6476,11.9656,13.8346,-0.758942,-0.563601,0.724624,72.2037,3.61588,-0.196443,3.33235,1.17765,3.23545,-1.20399,-0.689117,-0.827654,88.0267,1.0,1.18348,54.409,0.116973,3.53682,0.39331,-2.19265,1.19463,253.059,0.497222,79.8315,81.5842,0.926836,12.5777,13.5352,92.3173,17.6813,0.381878,0.245085,0.0257422,69.947,0.131547,49.4466,11.4216,0.00508102,0.115125
0.063478,0.247917,0.325,0.895684,0.733978,0.220881,0.288796,0.0356459,0.212167,44.8827,76.0112,116.4,13.8867,19.8167,27.5464,0.736313,0.194543,-0.00218484,59.5852,-3.24367,-20.0988,6.94645,1.11369,2.47755,-0.51215,0.132274,0.536523,72.2647,0.6,2.00324,16.5825,0.102915,5.68969,0.0724521,-4.94745,-1.21601,99.9788,0.158333,58.0444,49.6431,-0.16609,25.3656,19.0541,22.0265,49.2788,0.74063,0.450355,0.0932945,130.564,0.906991,15.3747,13.4702,0.26408,0.100653
0.08489,0.330556,0.679167,0.748821,0.366244,0.250764,0.498749,0.0595814,0.621875,84.4811,90.7761,90.7786,58.8089,60.5291,63.6582,0.763549,0.760715,0.766803,61.6067,-2.41878,-0.0524039,18.3828,2.43522,3.09165,0.222431,-1.18624,1.96704,61.7404,0.183333,-2.83349,49.8641,0.796633,6.78504,0.659649,0.438236,0.838796,56.1067,0.225,117.07,4.55134,0.290641,56.9392,20.3001,110.055,34.3252,0.547017,0.452064,0.0228353,50.8976,0.761014,74.6695,15.9665,0.00754051,0.0760129
0.0247222,0.297917,0.180556,0.502665,0.642427,0.257775,0.164121,0.0875468,0.540398,188.461,155.451,119.087,34.9454,35.1756,32.6209,-2.59936,-2.4677,-2.11025,82.3945,3.01579,14.7044,9.87306,2.51814,5.11446,-3.04124,5.75279,3.58872,45.1642,0.33125,2.43295,47.0057,0.247966,5.20058,0.172225,7.01192,-0.989792,108.573,0.3625,149.633,48.9357,-0.890577,11.9463,5.69997,87.0488,10.5047,0.583878,0.248563,0.0319064,118.116,-0.687695,49.2835,16.0874,0.0281366,0.450206
0.161146,0.697222,0.475,0.756107,0.149389,0.630204,0.38377,0.0293758,0.51342,99.5709,132.3,176.662,12.3536,11.8531,15.1917,-1.49796,1.38382,1.32258,76.2456,-2.09745,-15.6868,2.60086,2.27075,2.10116,0.41852,-0.947027,-0.793448,55.3622,0.295833,0.902474,6.89701,0.105471,16.1726,0.274334,3.28835,1.78172,93.8472,0.272222,115.736,26.3797,0.638365,56.3421,12.9389,38.1723,45.9219,0.71381,0.47096,0.129479,153.697,1.51551,9.50408,6.67791,0.0403935,0.335409
0.0930556,1.0,0.111111,0.487975,0.954663,1.00823,0.0942811,0.0636194,0.1625,157.004,209.726,229.08,34.7047,32.8103,34.7505,-0.982856,-3.32201,-3.85741,90.4584,-7.49261,-7.65183,7.69366,2.24714,2.5604,-3.85792,0.855551,0.616308,67.489,0.716667,3.50418,17.7238,0.378923,13.8967,0.44017,1.09151,-1.55468,70.2013,0.797917,120.267,25.6458,0.323775,32.9269,23.1323,94.242,26.3394,0.652635,0.397566,0.0775444,237.753,0.415352,49.6489,16.429,0.151829,0.967983
0.158113,0.780556,0.360417,0.271115,0.131693,0.637502,0.309463,0.0267184,0.437969,243.818,245.068,246.424,9.00621,8.63666,6.9739,-2.60698,-2.46672,-2.8052,98.4313,-0.0766669,-0.365171,1.38399,0.275616,0.538634,-3.10243,-0.391038,-1.99541,79.5149,0.319444,2.52957,22.4542,0.16213,14.4024,0.550468,2.11129,0.059089,93.3468,0.65625,116.227,38.8275,0.974024,23.5512,7.70597,62.0974,32.4901,0.202081,0.328744,0.0388883,88.2462,0.287697,17.7609,19.682,0.0193171,0.185927
0.0558565,0.189583,0.519444,0.814904,0.514703,0.170353,0.420429,0.0518027,0.432802,61.6322,60.756,64.2698,46.8769,43.0516,45.6298,0.757324,0.499982,0.542953,51.4124,0.977015,-1.5653,18.4178,4.73023,7.15481,-0.0550895,2.13709,0.881511,44.9975,0.0625,0.483884,10.0019,0.114883,7.46364,0.711741,-5.22947,0.553127,165.557,0.619444,180.978,42.2523,0.510698,47.7407,4.82861,146.841,12.843,0.867865,0.195671,0.0296827,59.4142,0.559798,10.6502,16.5682,0.0921238,0.0543318
0.049566,0.360417,0.197222,0.835505,0.795369,0.330614,0.157307,0.0460012,0.302695,129.028,126.568,75.3756,102.468,99.8515,59.5552,0.159652,0.193859,0.621454,66.7807,-4.77996,16.579,27.592,3.92731,16.9109,-0.0468309,-0.0614867,0.851216,90.2117,1.0,3.07489,17.8849,0.563475,8.86961,0.360291,-3.72749,-0.873871,94.6421,1.0,106.234,20.2994,0.323984,16.7512,8.33779,160.046,33.6348,0.651897,0.317747,0.0309325,96.9614,0.214038,40.3927,13.0634,0.238831,0.53635
0.245284,1.0,0.294444,0.478666,0.125354,1.0056,0.253137,0.0269435,0.166962,240.901,254.211,254.473,7.6255,2.29292,1.94131,-0.932743,-25.4675,-27.8166,99.4496,-1.93738,-0.738974,0.460689,1.07147,0.407764,-19.0376,0.311894,-1.47948,68.4214,0.0520833,-0.982954,12.0184,0.424882,14.5995,0.340813,0.976389,1.74698,134.656,0.1375,102.592,53.501,0.101079,54.9589,4.31593,106.36,47.6932,0.382394,0.418037,0.132576,70.834,0.944049,26.7617,19.451,0.0119271,0.333333
0.046088,0.302083,0.197222,0.670973,0.320754,0.281159,0.166428,0.048217,0.226421,142.196,139.61,126.351,48.406,45.6382,43.5789,-0.133434,-0.298788,-0.232292,77.4099,-1.02771,4.67244,11.741,2.86017,2.48815,-0.975117,-0.152336,1.55848,60.03,0.154167,8.39339,52.5299,0.166918,21.4769,0.772287,1.93637,-1.43428,224.645,0.116667,227.064,55.6532,1.03942,35.1569,8.1107,101.078,48.7157,0.316771,0.478855,0.0192238,81.7503,1.21639,13.5979,14.5491,0.243866,0.44621
0.587749,0.779167,0.958333,0.386092,0.546978,0.699526,0.872629,0.0119039,0.212873,150.336,98.3356,109.585,32.4581,29.3306,39.1245,0.396424,0.0850988,-0.623502,70.9635,14.5425,1.95731,8.08555,4.58741,9.26957,-0.26417,1.19555,2.35305,60.3281,0.302083,0.0413185,9.5701,0.333259,11.4335,0.440887,0.273935,1.15119,77.4873,0.672917,82.5608,13.5471,-0.126037,12.4438,2.93763,171.498,25.7217,0.421566,0.337148,0.0373403,78.1536,-0.0555235,34.1171,14.8533,0.0443576,0.906313
0.216314,1.0,0.325,0.451186,0.116954,1.06505,0.260784,0.0309532,0.334419,210.669,249.386,252.508,6.98619,4.59748,2.70648,-0.710372,-0.847459,-1.42001,97.8914,-5.62672,-2.6933,0.76154,0.456392,0.826958,-0.841976,-0.570772,-0.959653,58.4289,0.272222,1.67659,31.1642,0.218716,16.9741,0.444707,3.96615,0.351365,148.243,0.375,154.574,13.8275,0.259619,58.5912,10.419,89.6422,15.1759,0.826655,0.402795,0.0445019,150.081,3.74946,53.4039,1.05057,0.510665,0.200762
0.111626,0.366667,0.361111,0.168792,0.215131,0.329733,0.334338,0.0266992,0.156949,169.663,146.202,133.06,41.2189,49.3481,41.8155,-1.22991,-1.28123,-1.27383,79.7378,4.56287,5.78122,12.5087,5.61154,1.6434,-1.42075,1.71946,0.0747269,76.0883,0.133333,0.0601122,25.3108,0.606202,3.4383,0.289658,6.78315,0.430159,125.226,0.410417,126.395,52.0497,1.64212,55.9687,15.2363,90.1249,42.5197,0.590267,0.334308,0.0683793,98.8039,0.212231,59.8567,7.17995,0.142749,0.48089
0.255787,0.841667,0.530556,0.29598,0.210812,0.688685,0.488176,0.0293891,0.427194,154.069,149.868,155.806,55.9766,57.8544,58.4795,0.0734115,0.272208,0.250072,79.7766,1.72409,-1.4971,12.8813,3.67135,2.87953,-0.369596,1.85625,-0.0343292,71.3588,0.275,-8.6641,20.6347,0.548719,11.6971,0.503774,-2.27179,-1.12565,145.824,0.455556,63.5906,14.8291,-0.049015,11.6778,5.9876,97.7978,53.9259,0.501352,0.561728,0.060526,49.7834,-3.41608,50.0083,14.1246,0.0134954,0.870173
0.147012,0.74375,0.328125,0.731319,0.879998,0.631393,0.284962,0.0360037,0.397599,197.282,188.659,173.227,11.323,9.52587,11.3228,-0.00270259,0.211723,-0.0452205,89.0181,0.0709819,4.61246,1.77799,0.482039,2.28488,0.139548,0.0444583,0.362583,80.1823,0.383333,-0.308723,3.80268,0.116894,15.1103,0.467517,0.461375,-0.183524,111.041,0.4125,147.657,16.232,1.15258,25.5931,1.79654,251.513,13.5343,0.394351,0.330617,0.0288103,50.722,0.312619,27.2829,3.9809,0.370804,1.00949
0.234486,0.560417,0.575,0.270539,0.224255,0.542531,0.439803,0.0225449,0.272325,99.8785,107.962,101.007,41.1373,39.7336,39.5926,1.03082,1.01839,1.52086,69.2693,-3.23722,1.86838,10.2091,1.82977,4.88096,0.576841,0.0215954,0.566987,61.9532,0.0770833,-0.716903,26.6948,0.361237,0.0947081,0.350998,-0.924683,0.809735,114.694,0.833333,173.336,13.9191,0.0835974,48.4327,17.3188,17.9731,31.4004,0.755733,0.294734,0.0900116,123.862,0.993226,61.7625,6.6563,0.00405093,0.623691
0.0724595,0.389583,0.516667,0.481298,0.13207,0.385107,0.395742,0.0637329,0.640015,158.519,130.557,115.912,47.0224,51.3544,51.109,-0.00654067,0.158569,0.350836,76.3798,5.15304,7.94391,12.2194,4.89333,4.63245,-0.360297,1.55416,1.1725,71.2987,0.827083,-1.43756,20.0274,0.107912,6.17494,0.594006,1.73729,-3.1433,72.9879,0.230556,82.9861,15.2199,-0.246704,37.213,0.567268,46.6076,52.7393,0.488051,0.25538,0.0721507,180.397,-1.26156,14.2422,3.19393,0.0182812,0.568227
0.196279,1.0,0.495833,0.613114,0.820538,1.16005,0.529097,0.0395672,0.604143,71.072,76.9553,69.0402,20.5294,23.4259,22.4103,-0.363306,-0.486057,-0.488077,60.2598,-3.22105,3.35677,8.60479,1.57377,1.78623,-0.833234,0.65951,1.11588,66.4583,0.0604167,9.64185,35.8765,0.1101,15.8063,0.463072,-4.14257,0.89566,75.9583,0.161111,143.175,4.41137,-1.2227,59.9968,3.95671,163.259,37.3269,0.659134,0.186667,0.0889894,113.087,-2.0985,21.2339,4.19003,0.111487,0.0438747
0.184282,1.0,0.308333,0.363111,0.887977,0.869975,0.2734,0.0337583,0.402327,89.2105,92.465,89.7412,21.3157,20.1458,25.418,0.824925,0.549482,-0.140093,66.0016,-1.44373,1.33851,6.11086,1.42376,6.32737,-0.150755,0.25074,1.46077,99.6008,0.6375,-0.283829,13.701,0.139606,2.68839,0.334802,1.53485,0.906078,57.7684,0.295833,33.8114,21.1338,1.22839,22.2182,10.1294,84.1813,44.1383,0.819584,0.432887,0.043452,33.7555,-0.417106,12.1645,18.2356,0.0559664,0.579269
0.193964,0.5,0.880556,0.600731,0.600498,0.398262,0.797451,0.0357431,0.559451,105.043,114.181,123.297,71.4671,70.6417,69.3136,0.771306,0.692956,0.560264,68.5191,-1.28397,-4.86362,18.416,1.74658,5.57801,0.208142,-1.1747,0.750706,62.5957,1.0,0.0541116,23.6828,0.223064,8.48814,0.144225,-6.41671,-2.43821,92.3441,0.305556,77.3685,38.4572,0.665788,31.2183,12.3048,116.9,25.1892,0.672066,0.371923,0.0165893,88.5849,-4.49169,51.4477,3.16678,0.0781655,0.242006
0.179184,1.0,0.4,0.497359,0.902397,1.10243,0.244331,0.0413074,0.55204,160.149,153.551,139.258,18.5079,17.3749,14.6111,-1.50271,-1.38283,-1.28714,81.8763,-0.19728,4.75018,3.99703,0.694848,1.24301,-2.11787,-0.200366,-1.54198,73.4713,1.0,8.16051,55.0963,0.449103,6.15269,0.332228,2.89651,0.0111169,122.049,0.138889,85.0675,42.1221,0.0974231,48.3931,6.66473,201.004,14.8263,0.508181,0.349224,0.107973,218.253,0.564042,29.3235,10.704,0.0992766,1.01141
0.347164,1.0,0.588889,0.429085,0.198307,0.965915,0.46768,0.0211702,0.410476,147.22,194.481,251.213,16.287,14.397,15.8592,0.385072,-2.31901,-8.33901,88.818,-3.02551,-16.0082,2.78898,1.18491,3.97716,-3.29741,3.07795,2.57584,49.8529,0.505556,2.79124,43.9085,0.606254,9.31005,0.966136,0.325466,0.133935,123.402,0.945833,128.194,10.8933,0.45652,30.5935,11.3248,52.6237,25.9903,0.538972,0.328727,0.0202604,83.0092,2.68881,49.1879,22.0209,0.270249,0.256547
0.462813,1.0,0.975,0.486759,0.355781,1.06343,0.724117,0.020069,0.52532,104.285,107.373,96.5343,41.804,38.4553,37.2571,0.091579,-0.152176,0.108538,69.0364,-2.32867,3.89444,11.6806,2.73593,10.4279,-0.804587,-1.00231,0.0810642,72.3687,1.0,-6.69538,44.4957,0.879616,14.3447,0.326469,3.28318,1.57254,94.8452,0.0833333,137.159,42.4856,0.128279,61.9366,1.56418,81.7999,55.1478,0.366432,0.324637,0.0438264,128.625,0.911116,56.713,19.9068,0.117904,0.219705
0.00621528,0.075,0.113889,0.0307845,0.5,0.0606399,0.111653,0.126629,0.272358,101.058,100.722,56.5307,38.9283,42.7135,35.0967,0.572377,0.679349,1.04807,66.64,-6.29678,22.0186,11.4923,5.5535,12.8565,0.237628,-1.03877,0.896319,61.3537,0.0666667,0.575477,34.1388,0.154732,1.05886,0.110759,4.09411,0.684806,145.73,0.372222,199.129,64.7264,0.116593,18.2882,10.1175,126.085,21.6655,0.892769,0.638615,0.0441376,87.1342,3.05322,9.97972,3.0843,0.0140234,1.0042
0.0748727,0.329167,0.413889,0.55868,0.809061,0.246813,0.325352,0.0357861,0.450429,75.2907,68.3879,80.8445,41.8463,25.7623,23.9165,1.32963,1.9677,2.89279,58.6204,4.25608,-5.87692,8.68043,3.9232,11.0739,1.12308,1.07928,1.07008,88.7437,0.688889,-21.2247,70.6354,0.0517677,17.7493,0.278901,18.3448,-0.223973,159.394,0.152083,115.444,18.2929,3.0325,18.9603,24.3463,86.3596,20.1158,0.13091,0.504027,0.0522004,71.4641,0.384228,33.3913,1.8698,0.0602778,0.303392
0.0350232,0.20625,0.225,0.914278,0.0971722,0.183189,0.197052,0.0528751,0.245292,49.8442,77.5349,125.795,9.36293,7.85778,7.83496,5.14427,2.71462,-1.61728,61.0998,-0.675242,-22.1924,2.58373,0.90887,2.30469,1.23082,0.00696085,6.03253,63.9451,1.0,-0.266912,12.5512,0.678702,3.16325,0.181399,1.35584,-0.486395,125.268,0.13125,116.176,35.4065,-5.71764,22.0126,5.10462,146.562,27.9081,0.679053,0.573427,0.114239,105.18,0.478016,89.6118,22.5148,0.0104572,0.920769
0.0288607,0.271875,0.172917,0.319558,0.558816,0.232147,0.136138,0.0539138,0.386096,162.763,157.269,148.649,31.658,30.5793,30.7232,-1.2954,-1.24367,-0.992321,82.3097,0.157803,3.00026,7.56102,0.657346,1.55471,-2.28403,-0.567753,0.243448,44.4008,0.1625,3.46144,61.4075,0.111351,5.04701,0.642004,2.77695,1.89763,146.404,0.311111,111.735,10.1507,-0.0375071,42.2507,3.11785,211.861,12.8133,0.502483,0.641392,0.0177991,106.151,1.35949,40.4695,10.9642,0.0518981,1.00257
0.124583,0.325,0.747917,0.134101,0.493251,0.297886,0.566737,0.0384151,0.487465,147.896,139.722,124.131,26.0123,27.2456,32.4764,0.200137,0.476715,0.75774,78.667,-0.0422659,6.06285,6.11637,1.34133,3.74612,0.0121641,0.876423,-0.0293927,83.7191,0.325,5.49386,51.1522,0.319628,16.1945,0.195023,-0.420358,1.57419,196.26,0.133333,78.9647,41.0816,-0.631451,21.282,5.49217,29.2654,12.1133,0.516902,0.356795,0.0783746,111.618,0.4748,18.5121,7.12471,0.0434028,0.305625
0.00483796,0.0479167,0.155556,0.516891,0.70932,0.037187,0.137332,0.141148,0.350932,99.4797,106.882,93.5777,61.633,63.4487,60.0128,0.278849,0.253248,0.493419,65.7605,-3.77802,5.21695,19.9485,10.8725,11.0835,-0.670244,0.411402,2.30278,63.572,0.997917,-3.64976,79.0731,0.194323,15.6561,0.132658,-4.37001,0.280728,67.4109,0.55,38.3155,29.8394,-0.205829,24.9824,19.6325,93.7944,22.1215,0.814453,0.344622,0.0365336,178.528,0.529508,49.2546,7.1117,0.0442477,0.11204
0.239925,0.835417,0.419444,0.63493,0.270964,0.821449,0.320759,0.0242649,0.315304,137.573,185.601,215.786,60.3736,45.8624,32.8687,0.135386,-0.104025,-0.602846,85.9271,-6.52349,-11.4505,9.62111,2.86656,6.32351,-0.377256,-0.0499077,0.179579,49.6444,1.0,1.96173,7.29839,0.954501,4.39305,0.152503,4.12658,-0.130508,122.596,0.35625,164.705,36.3984,1.1218,17.0542,9.89008,142.318,9.47404,0.172883,0.357937,0.0774096,130.065,0.745306,15.6443,5.02351,0.134277,0.166615
0.0340336,0.402083,0.269444,0.827235,0.581908,0.375489,0.245417,0.0923312,0.685861,27.7301,26.3163,23.7281,39.2988,35.7685,30.2841,2.41614,2.33565,2.23562,31.8124,-0.0605921,1.66822,17.5532,1.87718,4.77308,1.53606,-0.00688965,2.0499,49.1589,1.0,-5.33855,16.8771,1.00695,15.0588,0.318177,-2.01592,-12.5864,72.1572,0.208333,126.586,4.98305,0.924564,49.9021,11.3901,61.4314,56.3146,0.265727,0.216667,0.0119629,150.162,-0.47689,58.8124,2.16452,0.00297454,1.08987
0.0665856,1.0,0.236111,0.486095,0.816946,1.00468,0.179132,0.0873457,0.71799,114.231,102.54,66.406,51.0127,44.5872,37.5155,-0.248338,-0.278059,-0.267747,67.1823,-2.61383,19.2817,14.6705,3.17787,8.09189,-0.743023,-1.74043,2.1617,75.2103,1.0,2.72284,22.2867,0.205601,15.4219,0.670705,0.112423,0.159406,130.067,0.430556,162.04,18.7162,0.636114,6.72829,11.0209,124.201,24.5994,0.0771436,0.550421,0.112579,104.427,1.56458,14.0071,7.4244,0.0897982,0.418466
0.146273,1.0,0.369444,0.483905,0.841947,1.15675,0.455341,0.0676927,0.604073,135.878,133.432,110.936,23.4049,25.7015,22.4784,0.175787,0.0761627,0.194726,76.8427,-2.0535,7.91131,5.92436,1.65564,1.10919,-0.247945,-0.281557,-0.954778,85.5353,0.0979167,-0.290477,54.5438,0.363307,1.92154,0.322235,-3.53272,0.0839435,189.287,0.525,143.04,18.0254,0.435699,65.0794,11.424,138.345,58.7619,0.319053,0.219292,0.0651388,203.855,0.521345,5.7777,1.04112,0.173073,0.508146
0.128652,0.63125,0.353125,0.781546,0.871018,0.520584,0.31061,0.0361318,0.422851,187.056,121.213,83.5733,9.91151,11.3954,9.426,-0.496419,-0.150068,-0.0497629,77.1865,10.0691,19.7562,2.57309,1.34704,1.17647,-0.385894,-0.27517,0.0348029,97.4583,1.0,7.08783,47.7051,0.567515,10.0438,0.601307,-0.685417,-0.607338,111.447,0.266667,131.018,9.01135,-0.0629146,18.2036,19.418,184.941,73.2338,0.318956,0.361267,0.047594,60.5299,0.598911,45.9715,7.19023,0.175903,0.737468
0.0316609,0.383333,0.194444,0.172316,0.183594,0.306195,0.167021,0.0700055,0.575233,135.532,141.729,156.649,21.1147,22.507,31.2014,0.532842,0.0273565,-0.837983,79.0506,0.380451,-4.61096,5.08897,1.06514,5.42199,-0.433841,-1.13751,0.909971,50.1505,0.16875,-0.0336249,17.3834,0.197156,4.04568,0.931396,0.600795,1.00464,179.98,0.416667,85.431,43.0885,0.467729,47.1605,19.8351,240.535,10.8934,0.868466,0.521774,0.186207,87.3649,0.141662,44.795,10.4148,0.102841,0.333071
0.233744,0.980556,0.452083,0.590086,0.829973,0.851775,0.393181,0.0288183,0.472709,114.988,119.269,40.6268,12.2857,11.8602,10.7258,-0.254736,-0.289925,0.443885,72.2516,-11.8928,36.0759,3.03216,2.44392,5.63978,-0.664783,-0.122181,0.415634,66.3279,1.0,23.0446,15.0115,0.0521909,9.81174,0.556676,-0.862045,1.74765,167.557,0.141667,109.51,10.9191,1.28223,30.5783,3.12048,96.6385,33.1163,0.599451,0.232839,0.0321551,85.3443,0.887416,29.396,17.141,0.341894,0.453325
0.138561,0.689583,0.23125,0.347762,0.899379,0.669099,0.207305,0.0356623,0.131093,147.881,151.17,148.261,8.47696,7.77806,7.42829,-2.84325,-2.76429,-3.23962,81.2173,-1.00362,0.625898,1.83259,0.56928,0.699651,-4.79442,-0.733063,-0.251277,76.5777,1.0,-8.14456,64.9815,0.136226,4.91674,0.317774,-0.42277,-2.05151,82.2252,0.464583,63.1745,63.3966,-0.512807,10.3779,7.43735,23.7187,11.9591,0.849881,0.339272,0.0166593,177.013,-0.183524,16.3621,9.52951,0.192118,0.0844298
