date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer
0.000796,5,0.702128,0.145851,0.390509,0.003467,0.422915,0.414912
0.004734,4,0.978723,0.152756,0.563523,0.003467,0.422915,0.414912
0.434627,6,0.744681,0.044314,0.271199,0.003467,0.422915,0.414912
0.877041,0,0.446809,0.034676,0.372359,0.002287,0.203004,0.596053
0.884695,6,0.808511,0.035607,0.477388,0.002316,0.458053,0.623684
0.018406,0,0.87234,0.073226,0.433651,0.003467,0.422915,0.414912
0.438034,0,0.085106,0.046806,0.159774,0.003467,0.422915,0.414912
0.465378,6,0.744681,0.027951,0.345433,0.001878,0.31797,0.644737
0.893722,1,0.914894,0.028642,0.528563,0.001959,0.463749,0.432456
0.876554,3,0.425532,0.034796,0.572895,0.002208,0.550492,0.567105
0.898102,3,0.87234,0.055272,0.65903,0.003668,0.589332,0.538158
0.902659,2,0.12766,0.058785,0.245611,0.003862,0.351631,0.679825
0.473209,2,0.446809,0.059355,0.661113,0.004049,0.530036,0.441228
0.474138,2,0.510638,0.029362,0.519191,0.001899,0.375453,0.640351
0.451883,0,0.531915,0.033626,0.417882,0.002185,0.276282,0.74693
0.460422,6,0.638298,0.027051,0.279976,0.001845,0.207147,0.621491
0.018229,3,0.425532,0.046866,0.532431,0.003467,0.422915,0.414912
0.872572,6,0.0,0.05227,0.35183,0.000841,0.308131,0.725439
0.014114,0,0.744681,0.061217,0.61321,0.003467,0.422915,0.414912
0.433653,5,0.957447,0.041431,0.316424,0.003467,0.422915,0.414912
0.500111,6,0.489362,0.060256,0.366409,0.0041,0.295961,0.396053
0.469404,0,0.425532,0.028402,0.352276,0.001863,0.208182,0.757018
0.912393,6,0.106383,0.041341,0.152931,0.002777,0.259192,0.550439
0.425335,0,0.829787,0.099075,0.457602,0.003467,0.422915,0.414912
0.45175,4,0.382979,0.040741,0.744868,0.002682,0.709736,0.410088
0.42976,3,0.510638,0.081272,0.630021,0.003467,0.422915,0.414912
0.03168,0,0.212766,0.054131,0.177477,0.003467,0.422915,0.414912
0.875802,0,0.531915,0.029633,0.330408,0.000995,0.243397,0.857018
0.026724,0,0.638298,0.051459,0.429783,0.003467,0.422915,0.414912
0.442945,0,0.893617,0.05308,0.409402,0.003592,0.317193,0.495614
0.89027,0,0.659574,0.032064,0.379798,0.002106,0.366649,0.639912
0.438697,1,0.978723,0.050588,0.448378,0.003467,0.422915,0.414912
0.885359,0,0.446809,0.201123,0.423386,0.002009,0.245987,0.638158
0.03199,0,0.170213,0.059355,0.051026,0.003467,0.422915,0.414912
0.013893,2,0.382979,0.088177,0.714519,0.003467,0.422915,0.414912
0.026592,4,0.957447,0.086075,0.418328,0.003467,0.422915,0.414912
0.890093,3,0.382979,0.041341,0.762719,0.002896,0.754013,0.244298
0.455821,6,0.893617,0.045244,0.555043,0.003091,0.367426,0.669298
0.429096,2,0.340426,0.085655,0.49152,0.003467,0.422915,0.414912
0.004779,5,1.0,0.062598,0.436328,0.003467,0.422915,0.414912
0.452325,3,0.808511,0.042452,0.786373,0.002846,0.636976,0.56886
0.026724,0,0.425532,0.05221,0.478132,0.003467,0.422915,0.414912
0.893633,6,0.510638,0.085655,0.581077,0.005318,0.427758,0.701754
0.889518,4,0.914894,0.02675,0.50967,0.001861,0.466598,0.430702
0.022123,0,0.446809,0.073256,0.329961,0.003467,0.422915,0.414912
0.876421,0,0.191489,0.017173,0.105475,0.000821,0.157949,0.874561
0.442945,0,0.148936,0.036147,0.108599,0.002372,0.163646,0.663158
0.031016,6,0.808511,0.074817,0.290687,0.003467,0.422915,0.414912
0.455909,1,0.680851,0.071064,0.617227,0.004967,0.673226,0.204386
0.911862,1,0.021277,0.043053,0.219131,0.00284,0.295443,0.605702
0.429715,2,0.446809,0.09259,0.620202,0.003467,0.422915,0.414912
0.890005,1,0.382979,0.027381,0.647426,0.001944,0.718799,0.164912
0.434361,0,0.659574,0.049538,0.487206,0.003467,0.422915,0.414912
0.903146,6,0.297872,0.072655,0.277596,0.002179,0.227602,0.594298
0.867395,0,0.553191,0.035997,0.335019,0.002362,0.392543,0.743421
0.013185,0,0.085106,0.040801,0.233115,0.003467,0.422915,0.414912
0.022211,2,0.851064,0.048487,0.400179,0.003467,0.422915,0.414912
0.022256,3,0.425532,0.059926,0.502529,0.003467,0.422915,0.414912
0.460422,6,0.531915,0.027411,0.343201,0.001834,0.256344,0.648684
0.442547,5,0.702128,0.070884,0.552365,0.004738,0.494562,0.500526
0.030751,0,0.12766,0.050829,0.092681,0.003467,0.422915,0.414912
0.013982,4,0.893617,0.040591,0.54939,0.003467,0.422915,0.414912
0.871908,5,0.617021,0.033085,0.646534,0.002146,0.540653,0.541667
0.894606,0,0.404255,0.087066,0.590449,0.002717,0.376489,0.789474
0.898323,1,0.702128,0.053561,0.567837,0.003554,0.575608,0.468421
0.437901,4,0.659574,0.061817,0.483338,0.003467,0.422915,0.414912
0.022742,0,0.744681,0.083554,0.449122,0.003467,0.422915,0.414912
0.455644,2,0.06383,0.047766,0.47352,0.003297,0.51942,0.489912
0.424494,2,0.297872,0.056923,0.07706,0.003467,0.422915,0.414912
0.464316,3,0.893617,0.02693,0.36269,0.00183,0.363283,0.501316
0.01761,3,0.851064,0.07872,0.554597,0.003467,0.422915,0.414912
0.885049,0,0.021277,0.037799,0.342904,0.00248,0.350596,0.589474
0.87682,2,0.06383,0.028312,0.233264,0.001088,0.33014,0.701754
0.009911,2,0.574468,0.041281,0.505207,0.003467,0.422915,0.414912
0.009778,6,0.425532,0.076018,0.53258,0.003467,0.422915,0.414912
0.438211,4,0.553191,0.076468,0.493752,0.003467,0.422915,0.414912
0.897925,6,0.446809,0.087486,0.634335,0.00527,0.452874,0.835526
0.876156,4,0.510638,0.101387,0.474859,0.006923,0.56318,0.419737
0.42507,1,0.680851,0.067341,0.474264,0.003467,0.422915,0.414912
0.460953,4,0.468085,0.063288,0.558614,0.004333,0.468928,0.42807
0.013362,4,0.808511,0.11784,0.732074,0.003467,0.422915,0.414912
0.907438,5,0.829787,0.075027,0.443618,0.005123,0.493009,0.322368
0.908101,6,0.531915,0.050799,0.361351,0.003353,0.314345,0.630263
0.004336,2,0.765957,0.045244,0.659625,0.003467,0.422915,0.414912
0.868147,3,0.319149,0.028522,0.529009,0.001845,0.49508,0.60614
0.460555,2,0.553191,0.028251,0.49152,0.001888,0.541429,0.469737
0.908101,6,0.212766,0.043773,0.179857,0.002873,0.221129,0.650877
0.884695,6,0.06383,0.034856,0.324755,0.00227,0.428793,0.624561
0.446971,1,0.914894,0.042903,0.502678,0.002887,0.302693,0.692544
0.889253,3,0.276596,0.044734,0.435287,0.002933,0.44666,0.571491
0.01792,3,0.425532,0.06614,0.535852,0.003467,0.422915,0.414912
0.429892,6,0.765957,0.075087,0.420262,0.003467,0.422915,0.414912
0.008761,4,0.510638,0.125796,0.597292,0.003467,0.422915,0.414912
0.44237,1,0.319149,0.062027,0.442874,0.004333,0.448472,0.500526
0.881421,2,0.787234,0.029362,0.569473,0.001965,0.635163,0.172368
0.885359,0,0.425532,0.130179,0.429634,0.002009,0.245469,0.629386
0.42945,3,0.893617,0.067041,0.436924,0.003467,0.422915,0.414912
0.468829,1,0.404255,0.047466,0.515472,0.00317,0.331434,0.475877
0.437812,2,0.531915,0.059535,0.483338,0.003467,0.422915,0.414912
0.013495,0,0.744681,0.051759,0.647426,0.003467,0.422915,0.414912
0.474271,5,0.0,0.025459,0.165278,0.001689,0.154065,0.836404
0.87213,3,0.808511,0.028822,0.450164,0.000841,0.42957,0.749123
0.89381,3,0.021277,0.058575,0.549688,0.00387,0.440963,0.607018
0.013539,1,0.829787,0.041431,0.57349,0.003467,0.422915,0.414912
0.907482,6,0.744681,0.074847,0.347962,0.004979,0.386328,0.579386
0.005088,5,0.851064,0.075267,0.485719,0.003467,0.422915,0.414912
0.468962,4,0.531915,0.056713,0.50476,0.003866,0.590886,0.195175
0.897925,6,0.361702,0.090459,0.697411,0.005642,0.440186,0.835088
0.911243,1,0.06383,0.043833,0.192353,0.002887,0.353962,0.58114
0.903456,6,0.680851,0.040831,0.288456,0.002651,0.176334,0.73114
0.429937,0,0.340426,0.10508,0.610086,0.003467,0.422915,0.414912
0.013274,2,0.021277,0.090939,0.504017,0.003467,0.422915,0.414912
0.876952,5,0.510638,0.036808,0.543142,0.002565,0.535992,0.279386
0.000133,4,0.638298,0.089798,0.439453,0.003467,0.422915,0.414912
0.031592,5,0.468085,0.056833,0.34454,0.003467,0.422915,0.414912
0.447016,2,0.87234,0.077579,0.68075,0.005368,0.513982,0.41886
0.468873,2,0.744681,0.028011,0.439155,0.00184,0.185137,0.764035
0.465333,5,0.404255,0.068482,0.554597,0.004678,0.515536,0.358333
0.455776,5,0.93617,0.095713,0.599821,0.006724,0.416365,0.328947
0.890359,2,0.212766,0.07941,0.304374,0.002719,0.348265,0.631579
0.911331,3,0.978723,0.083433,0.453585,0.005037,0.444847,0.567982
0.429317,0,0.765957,0.070914,0.472478,0.003467,0.422915,0.414912
0.469846,3,0.340426,0.344632,0.652633,0.023691,0.734852,0.292105
0.021857,1,0.468085,0.107151,0.504314,0.003467,0.422915,0.414912
0.009115,5,0.638298,0.082263,0.465338,0.003467,0.422915,0.414912
0.469316,5,0.574468,0.057193,0.598185,0.003733,0.489384,0.437719
0.017743,6,0.468085,0.047466,0.335168,0.003467,0.422915,0.414912
0.868059,1,0.042553,0.027951,0.129723,0.000837,0.271103,0.726754
0.911376,4,0.574468,0.055152,0.531985,0.003619,0.567582,0.499123
0.903102,5,0.297872,0.054551,0.473222,0.003625,0.477991,0.538158
0.438122,2,0.893617,0.073076,0.383517,0.003467,0.422915,0.414912
0.017521,1,0.829787,0.086976,0.658733,0.003467,0.422915,0.414912
0.031459,2,0.446809,0.074997,0.503868,0.003467,0.422915,0.414912
0.90704,3,0.574468,0.070223,0.465486,0.004823,0.701191,0.243421
0.902748,4,0.361702,0.083614,0.52767,0.005525,0.645262,0.483333
0.437901,4,0.468085,0.061817,0.513835,0.003467,0.422915,0.414912
0.438919,6,0.510638,0.048187,0.296935,0.003467,0.422915,0.414912
0.885492,3,0.574468,0.031914,0.511752,0.002221,0.625583,0.346053
0.022698,6,0.829787,0.089108,0.411485,0.003467,0.422915,0.414912
0.915756,5,0.489362,0.096613,0.589705,0.00646,0.562921,0.403509
0.452369,4,0.361702,0.064429,0.716007,0.004464,0.629984,0.194737
0.460909,3,0.489362,0.196439,0.642071,0.013317,0.458571,0.482895
0.438565,5,0.319149,0.051759,0.313746,0.003467,0.422915,0.414912
0.004911,1,0.829787,0.090729,0.641922,0.003467,0.422915,0.414912
0.880227,3,0.446809,0.037589,0.546712,0.002621,0.529518,0.221053
0.871997,0,0.0,0.030743,0.278489,0.001676,0.289746,0.842105
0.428963,6,0.255319,0.068242,0.119905,0.003467,0.422915,0.414912
0.877041,0,0.404255,0.034586,0.372508,0.002281,0.196789,0.616667
0.474227,4,0.553191,0.024919,0.194139,0.001656,0.088555,0.826754
0.465378,6,0.638298,0.031104,0.346921,0.002086,0.313568,0.638596
0.009203,0,0.340426,0.043203,0.716305,0.003467,0.422915,0.414912
0.451661,2,0.361702,0.038789,0.731479,0.00252,0.68203,0.515351
0.018539,3,0.404255,0.090369,0.539125,0.003467,0.422915,0.414912
0.022787,1,0.765957,0.102498,0.492413,0.003467,0.422915,0.414912
0.018229,3,0.702128,0.046866,0.481702,0.003467,0.422915,0.414912
0.009159,6,0.574468,0.067581,0.398393,0.003467,0.422915,0.414912
0.00438,3,0.531915,0.045214,0.497471,0.003467,0.422915,0.414912
0.442768,3,0.851064,0.070494,0.5723,0.004836,0.486794,0.436842
0.474271,5,0.021277,0.024859,0.126897,0.001647,0.129467,0.844298
0.429362,1,0.617021,0.070043,0.53972,0.003467,0.422915,0.414912
0.915756,5,0.787234,0.053441,0.42413,0.003629,0.373382,0.416667
0.000487,5,0.340426,0.084364,0.394674,0.003467,0.422915,0.414912
0.030928,4,0.595745,0.113726,0.585986,0.003467,0.422915,0.414912
0.486837,3,0.808511,0.062538,0.497322,0.004317,0.509581,0.212719
0.429937,0,0.574468,0.113276,0.6626,0.003467,0.422915,0.414912
0.872085,2,0.617021,0.028522,0.50967,0.001822,0.526152,0.640789
0.477988,1,0.404255,0.075297,0.50848,0.005228,0.453651,0.314474
0.434229,4,0.702128,0.054041,0.445106,0.003467,0.422915,0.414912
0.469581,4,0.361702,0.053531,0.561589,0.003533,0.481357,0.490789
0.867749,1,0.659574,0.027771,0.574234,0.001741,0.561626,0.741228
0.009734,5,0.531915,0.081062,0.533472,0.003467,0.422915,0.414912
0.880625,5,0.659574,0.037018,0.269414,0.002243,0.144744,0.935526
0.872572,6,0.404255,0.034136,0.454329,0.002056,0.347488,0.829386
0.915756,5,0.680851,0.086556,0.532431,0.005827,0.503884,0.365351
0.031547,4,0.021277,0.074787,0.29753,0.003467,0.422915,0.414912
0.464448,6,0.446809,0.028552,0.380542,0.001907,0.312532,0.558772
0.42507,1,0.957447,0.089378,0.416989,0.003467,0.422915,0.414912
0.017743,6,0.914894,0.066591,0.326688,0.003467,0.422915,0.414912
0.469802,2,0.212766,0.037769,0.289943,0.002572,0.283532,0.525
0.890226,6,0.255319,0.028942,0.30363,0.001849,0.351113,0.772368
0.018539,3,0.531915,0.074757,0.483041,0.003467,0.422915,0.414912
0.008982,2,0.085106,0.084064,0.400327,0.003467,0.422915,0.414912
0.013097,5,0.574468,0.041401,0.343201,0.003467,0.422915,0.414912
0.907438,5,0.361702,0.086556,0.494644,0.005891,0.558001,0.361842
0.026857,3,0.93617,0.108502,0.440196,0.003467,0.422915,0.414912
0.013008,3,0.765957,0.041732,0.705147,0.003467,0.422915,0.414912
0.45644,6,0.0,0.033566,0.524398,0.002239,0.45883,0.6
0.013274,2,0.787234,0.090068,0.720173,0.003467,0.422915,0.414912
0.42507,1,0.148936,0.058394,0.125855,0.003467,0.422915,0.414912
0.911553,1,0.106383,0.02648,0.131062,0.001718,0.278353,0.677632
0.004646,2,0.617021,0.120151,0.562779,0.003467,0.422915,0.414912
0.86797,6,0.93617,0.031824,0.334127,0.000974,0.252978,0.880263
0.912438,0,0.319149,0.050829,0.302291,0.002464,0.213102,0.689474
0.456307,3,0.446809,0.037288,0.615144,0.002507,0.608234,0.503947
0.877129,2,1.0,0.038159,0.453139,0.002536,0.382185,0.502193
0.031901,5,0.361702,0.060556,0.321184,0.003467,0.422915,0.414912
0.907261,1,0.446809,0.138826,0.510414,0.009173,0.627136,0.450439
0.447237,0,0.808511,0.064069,0.750521,0.004489,0.47333,0.540351
0.460289,3,0.489362,0.041341,0.516364,0.00284,0.554635,0.237281
0.018097,0,0.468085,0.089258,0.508033,0.003467,0.422915,0.414912
0.438432,2,0.659574,0.061247,0.47828,0.003467,0.422915,0.414912
0.424937,5,0.170213,0.055242,0.078102,0.003467,0.422915,0.414912
0.456573,2,0.914894,0.037048,0.594763,0.002484,0.490161,0.658772
0.447458,5,0.531915,0.03915,0.575722,0.002738,0.568099,0.352632
0.893677,0,0.489362,0.044013,0.466825,0.00275,0.372087,0.665351
0.447502,6,0.659574,0.041822,0.413865,0.002875,0.311497,0.508333
0.429671,1,0.787234,0.077759,0.516067,0.003467,0.422915,0.414912
0.464448,6,0.510638,0.028281,0.313746,0.001882,0.268255,0.565789
0.465156,1,0.234043,0.027291,0.19042,0.001861,0.200673,0.444298
0.867395,0,0.638298,0.036328,0.330705,0.002378,0.418954,0.692544
0.90319,0,0.553191,0.061487,0.323564,0.003309,0.221906,0.801316
0.460024,4,0.680851,0.030353,0.483636,0.002044,0.503366,0.245614
0.890093,3,0.191489,0.068422,0.27105,0.002013,0.370792,0.660088
0.898721,3,0.617021,0.07854,0.538679,0.004815,0.56784,0.468421
0.876112,0,0.361702,0.029933,0.325498,0.000818,0.200673,0.856579
0.885226,4,0.425532,0.03981,0.55787,0.002769,0.541947,0.228947
0.890182,5,0.553191,0.031884,0.624517,0.002264,0.637235,0.358333
0.46436,4,0.957447,0.031224,0.42651,0.002137,0.330399,0.367105
0.867351,6,0.723404,0.032545,0.328325,0.002154,0.394355,0.725877
0.013893,2,0.234043,0.061967,0.33859,0.003467,0.422915,0.414912
0.894606,0,0.255319,0.02633,0.177031,0.001689,0.236147,0.789035
0.465156,1,1.0,0.066561,0.462362,0.004609,0.441481,0.24693
0.013274,2,0.297872,0.071304,0.509967,0.003467,0.422915,0.414912
0.456528,1,0.744681,0.054191,0.75424,0.00361,0.716727,0.475439
0.897969,0,0.765957,0.115768,0.747099,0.007624,0.577939,0.612719
0.885182,3,0.574468,0.029182,0.499554,0.002009,0.535474,0.227193
0.889253,3,0.0,0.03975,0.468759,0.002482,0.397204,0.69693
0.013628,3,0.914894,0.041431,0.430973,0.003467,0.422915,0.414912
0.027078,1,0.744681,0.051219,0.399583,0.003467,0.422915,0.414912
0.90288,0,0.808511,0.086826,0.447783,0.005663,0.441999,0.602632
0.437989,6,0.93617,0.051309,0.301398,0.003467,0.422915,0.414912
0.01792,3,0.361702,0.06614,0.5241,0.003467,0.422915,0.414912
0.021946,3,1.0,0.051219,0.437519,0.003467,0.422915,0.414912
0.005309,3,0.12766,0.076858,0.279381,0.003467,0.422915,0.414912
0.881067,1,0.106383,0.019665,0.141476,0.00096,0.267996,0.785526
0.447591,1,0.531915,0.044104,0.567242,0.003137,0.520456,0.409649
0.005442,6,0.446809,0.078209,0.444362,0.003467,0.422915,0.414912
0.437857,3,0.723404,0.045935,0.465189,0.003467,0.422915,0.414912
0.86797,6,0.148936,0.02672,0.153972,0.000962,0.193941,0.902193
0.97332,1,0.851064,0.150564,0.634186,0.010349,0.562662,0.468421
0.889651,0,0.510638,0.029753,0.385748,0.001423,0.277317,0.612281
0.425025,0,0.361702,0.083343,0.472925,0.003467,0.422915,0.414912
0.876067,6,0.87234,0.029572,0.285183,0.000837,0.264889,0.812719
0.442812,4,0.893617,0.053891,0.491669,0.003749,0.435267,0.315789
0.889961,0,0.148936,0.02597,0.163791,0.001691,0.276023,0.683333
0.898943,1,0.276596,0.116819,0.517703,0.007698,0.513465,0.52193
0.013539,1,0.574468,0.087066,0.473817,0.003467,0.422915,0.414912
0.008849,6,0.93617,0.041882,0.471437,0.003467,0.422915,0.414912
0.438919,6,0.255319,0.045605,0.081821,0.003467,0.422915,0.414912
0.013274,2,0.212766,0.051249,0.231479,0.003467,0.422915,0.414912
0.451971,2,0.12766,0.040891,0.346921,0.002426,0.344899,0.765789
0.877085,1,0.021277,0.035907,0.257364,0.00242,0.224754,0.365351
0.911685,4,0.553191,0.080731,0.519042,0.005505,0.604868,0.315789
0.907924,2,0.404255,0.072925,0.525885,0.004996,0.662351,0.278509
0.867174,2,1.0,0.035967,0.352722,0.002414,0.281978,0.537281
0.8812,4,0.12766,0.028942,0.185957,0.001762,0.312273,0.67807
0.451661,2,0.297872,0.036718,0.616186,0.002453,0.533661,0.684211
0.473563,3,0.340426,0.028612,0.517852,0.00194,0.518643,0.414912
0.022698,6,0.319149,0.069443,0.176584,0.003467,0.422915,0.414912
0.912393,6,0.638298,0.043893,0.315977,0.00291,0.304764,0.610088
0.433609,4,0.319149,0.083283,0.49643,0.003467,0.422915,0.414912
0.456219,1,0.765957,0.071064,0.710354,0.004857,0.688762,0.406579
0.89912,5,0.382979,0.091119,0.621244,0.00618,0.659503,0.385965
0.438255,5,0.531915,0.060166,0.370425,0.003467,0.422915,0.414912
0.906951,1,0.297872,0.035817,0.164237,0.002536,0.421802,0.258333
0.88912,2,0.787234,0.033175,0.680006,0.002246,0.677369,0.307456
0.023185,3,0.0,0.085385,0.370425,0.003467,0.422915,0.414912
0.018406,0,0.723404,0.063919,0.458346,0.003467,0.422915,0.414912
0.907305,2,0.595745,0.137204,0.497471,0.008928,0.679959,0.309649
0.915623,2,0.659574,0.081482,0.513686,0.005613,0.595287,0.210965
0.451396,3,0.297872,0.037739,0.47947,0.002507,0.505179,0.602193
0.000487,5,0.319149,0.084364,0.328176,0.003467,0.422915,0.414912
0.447502,6,0.93617,0.041912,0.5,0.002779,0.33247,0.564474
0.45613,6,0.297872,0.031074,0.368938,0.000767,0.236406,0.7
0.871731,1,0.87234,0.025219,0.356739,0.000978,0.364319,0.726316
0.429052,1,0.0,0.067731,0.358078,0.003467,0.422915,0.414912
0.474006,6,0.914894,0.032034,0.38188,0.002123,0.265407,0.805263
0.8935,3,0.553191,0.097664,0.680155,0.006481,0.707147,0.493421
0.898102,5,0.893617,0.028071,0.487652,0.001951,0.474107,0.410088
0.474492,3,0.255319,0.029182,0.230289,0.002005,0.198343,0.463158
0.005177,0,0.0,0.042422,0.362095,0.003467,0.422915,0.414912
0.885315,6,0.319149,0.043683,0.340821,0.00216,0.2768,0.738596
0.47374,0,0.468085,0.050588,0.411187,0.002212,0.270585,0.728947
0.018141,1,0.553191,0.088387,0.525141,0.003467,0.422915,0.414912
0.889916,6,0.191489,0.034136,0.218982,0.002221,0.311756,0.671053
0.881156,3,0.595745,0.028942,0.499256,0.001961,0.535215,0.525439
0.004557,0,0.340426,0.075417,0.372954,0.003467,0.422915,0.414912
0.434361,0,0.723404,0.051039,0.451354,0.003467,0.422915,0.414912
0.872572,6,0.87234,0.029512,0.302291,0.000995,0.286121,0.857018
0.425778,3,0.340426,0.10514,0.555936,0.003467,0.422915,0.414912
0.867307,2,1.0,0.075567,0.493901,0.004923,0.481098,0.649123
0.438963,0,0.361702,0.064309,0.447337,0.003467,0.422915,0.414912
0.447679,3,0.808511,0.073376,0.816572,0.005048,0.663905,0.378947
0.915667,3,0.680851,0.112766,0.53377,0.007696,0.709995,0.231579
