RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.398201626,60,0,0.361029997,7533.0,10,0,1,0,2
0.976892933,51,3,0.465896522,8136.0,8,0,2,0,0
0.395823807,48,0,0.15795487,3500.0,7,1,0,0,2
0.063474239,66,0,0.159293248,7300.0,9,0,2,0,1
0.110755698,70,2,0.237712022,8076.0,10,0,1,0,1
1.039992002,42,1,0.165666952,3500.0,4,0,0,0,0
0.321185725,43,1,0.670501611,2172.0,8,0,1,0,2
0.002109616,63,0,0.404159382,10866.0,14,0,2,0,0
0.192071703,53,1,0.493394643,13700.0,10,0,3,0,1
0.0,33,1,0.130345031,3390.0,2,0,0,1,0
0.017260847,65,0,0.231867928,10781.0,15,0,2,0,1
0.902548726,40,0,0.366422385,1500.0,5,0,0,1,1
0.081861849,55,0,0.238738739,2441.0,8,0,0,0,1
0.088824,67,1,0.108284535,10416.0,7,0,1,0,0
0.029727524,78,0,0.06432942,6046.0,4,0,0,0,0
0.9999999,53,0,0.04443457,4500.0,2,0,0,0,2
0.509118382,45,0,0.408892671,9400.0,15,0,2,0,1
0.171424431,40,0,0.219871205,3260.0,4,0,1,0,0
0.980815348,42,3,0.359133748,4986.0,5,1,2,0,1
0.774788624,43,0,0.18751179,5300.0,5,3,0,2,1
0.039277478,48,0,0.213271303,8167.0,7,0,2,0,2
0.931030296,37,2,0.199019207,7340.0,8,2,0,6,3
0.342119615,26,0,0.776931861,2626.0,8,0,1,0,0
0.9999999,77,0,0.006944444,2159.0,1,1,0,0,0
0.696521391,26,2,0.475873544,600.0,5,0,0,0,0
0.575842416,40,0,0.22120271,7083.0,5,0,1,0,4
0.856541755,48,2,0.377398721,4220.0,8,0,1,0,0
0.534584962,44,1,1.282264267,6500.0,15,0,7,0,0
0.064239635,38,0,0.33639399,9583.0,14,0,2,0,3
0.0,49,0,0.125350886,10330.0,8,1,1,0,2
0.9999999,38,0,0.110065535,5950.0,2,1,0,0,3
0.021237084,50,0,0.248500158,3166.0,6,0,0,0,0
0.076950765,44,0,0.205424661,16000.0,8,0,2,0,4
0.9999999,51,0,0.081507113,2600.0,4,0,0,1,2
0.518556451,36,0,0.307732092,3866.0,7,0,0,0,0
0.061197152,31,1,0.085319113,6000.0,16,2,0,0,0
0.0731158,57,0,0.254553246,14000.0,12,0,3,0,0
0.9999999,53,0,0.940029985,2000.0,2,0,1,0,0
0.9999999,43,2,0.801427934,2240.0,4,2,1,1,0
0.06311272,57,0,0.068586283,5000.0,17,0,0,0,0
0.774500907,48,0,0.39514152,8973.0,11,1,2,0,0
0.9999999,70,0,0.0,2300.0,1,0,0,0,0
0.347287516,54,1,0.260570305,3050.0,5,0,1,0,0
0.602389348,29,1,0.538120731,5416.0,12,0,2,0,2
0.432858869,49,0,0.772371271,6000.0,15,0,2,0,2
1.157412212,59,6,1.290616751,4166.0,11,0,1,1,0
0.9999999,41,0,0.516217608,5826.0,4,0,1,1,3
0.923865675,34,0,0.34721899,4296.0,13,0,1,0,4
0.887721435,60,4,1.313895216,4389.0,12,0,2,0,1
0.413586414,52,0,0.019278607,1607.0,6,0,0,0,0
0.9999999,27,1,0.108420351,4500.0,2,1,0,0,1
0.0,64,0,0.248011519,14583.0,7,0,2,0,0
1.065947147,44,1,0.749922094,6417.0,10,0,3,0,0
0.015935154,60,0,0.640898183,5833.0,9,0,2,0,2
0.417762418,50,0,0.37102345,5500.0,8,0,1,0,0
0.860645068,51,1,0.482352941,6034.0,18,0,2,0,0
1.005831713,45,1,0.070896201,5500.0,5,0,0,1,1
1.008907471,49,0,0.154613774,16233.0,7,0,1,0,3
0.455028475,37,0,0.704573857,4000.0,11,0,2,0,3
0.813108598,30,0,0.300155521,4500.0,11,0,0,0,0
0.969635253,31,0,0.676121832,4300.0,8,0,2,0,1
1.008854191,50,0,0.256567007,10468.0,10,1,1,0,2
0.016482531,71,0,0.155364697,7800.0,7,0,2,0,0
0.260482383,37,0,0.432358734,6600.0,16,0,2,0,0
0.967193469,26,0,0.253936516,4000.0,7,0,0,0,0
0.146107157,40,0,0.266479225,3200.0,6,0,0,0,1
0.024581466,61,0,0.082669323,4015.0,12,0,0,0,0
0.971751412,63,1,0.600393701,2539.0,8,0,0,0,0
1.050173519,49,2,0.484319607,11000.0,12,0,2,1,3
0.226611689,33,0,0.303486998,6767.0,7,0,1,0,2
0.9999999,35,0,0.075274961,7000.0,1,2,0,1,3
0.019983,63,0,0.003571064,9800.0,6,0,0,0,2
0.542234332,26,0,0.156705064,4600.0,3,3,0,0,2
1.263473054,37,1,0.335584977,3700.0,6,2,1,5,1
0.290059264,47,3,0.627312479,2972.0,8,3,1,1,3
0.9999999,31,0,0.375423588,18000.0,5,0,4,0,2
0.9999999,68,1,0.308165661,24700.0,5,0,2,0,0
0.176712405,58,3,0.69035533,4333.0,8,0,1,0,0
0.842696629,52,0,0.320493972,3400.0,5,0,0,0,1
0.034080493,44,0,0.12720633,11500.0,6,0,1,0,5
0.581513568,74,2,0.634363718,8863.0,17,0,4,1,1
0.9999999,33,1,0.24267101,1841.0,1,0,0,0,3
0.389840948,57,0,0.354768981,3700.0,11,0,1,0,0
0.204052056,35,0,0.352851453,11800.0,4,0,2,0,0
0.973782548,54,0,0.747276955,8170.0,17,0,2,0,0
0.120369489,37,0,0.005691432,6500.0,3,0,0,0,0
0.06912495,45,0,0.092568784,11666.0,11,0,1,0,1
1.305867665,42,3,0.226564713,3530.0,4,0,0,0,3
0.584856304,50,0,1.524119948,2300.0,13,0,1,0,1
0.50734912,59,0,0.345760981,5873.0,9,0,1,0,0
0.031819682,88,1,0.011159107,8333.0,10,0,0,0,0
0.756656885,52,2,0.574809018,5366.0,6,1,2,0,0
0.702198534,38,1,0.690315898,1930.0,10,0,1,0,2
0.948238339,54,1,0.604056563,7000.0,7,0,3,0,0
0.771740542,72,0,0.643280632,7083.0,15,0,1,0,0
0.081250767,46,0,0.197289491,4500.0,13,0,0,0,1
0.891821742,63,1,0.761144286,7200.0,31,0,2,0,0
0.715877336,48,2,0.584440488,7300.0,16,0,1,0,1
0.135572885,43,0,0.339039748,5081.0,7,0,2,1,0
0.000286337,66,1,0.209691376,10400.0,7,0,1,0,1
0.091710732,37,0,0.263347331,5000.0,8,0,1,0,0
1.010366531,78,2,0.463752334,12855.0,10,0,1,1,0
0.565297647,26,2,1.078431373,764.0,6,0,0,1,0
0.9999999,36,0,0.208044383,2162.0,2,1,0,1,3
1.01349775,30,3,0.30743013,4400.0,10,0,0,0,0
0.136308619,35,0,4.59066994,2850.0,14,0,6,0,0
0.057098097,46,0,0.181275561,9046.0,4,0,1,0,0
0.006662225,38,2,0.319971195,4165.0,12,0,1,0,1
0.167092365,49,0,0.785879928,3880.0,23,0,3,0,0
0.015947057,44,0,0.065555556,4499.0,9,0,1,0,0
0.9999999,28,0,0.255163728,3969.0,5,2,0,3,0
0.539551166,49,1,0.354434072,10283.0,8,0,1,0,0
0.380055863,40,0,0.333462771,10300.0,15,0,2,0,1
0.587281628,41,1,0.299847986,7893.0,10,0,0,0,4
0.016486355,80,0,0.201840781,23250.0,15,0,1,0,0
0.524500907,36,2,0.18957724,3760.0,5,4,0,0,0
0.9999999,24,0,0.030805687,1687.0,3,0,0,0,0
3.862275449,54,0,0.026216396,4500.0,0,2,0,2,0
0.940882353,34,0,0.398629883,5400.0,4,0,1,0,1
1.108254784,29,2,0.255561894,3505.0,5,4,0,1,2
1.030881017,29,4,0.450211457,2600.0,6,4,0,1,0
0.055606396,63,1,0.049924812,9974.0,5,0,0,0,2
0.311568843,40,3,0.740103958,2500.0,4,0,1,0,4
0.9999999,49,0,0.297996272,8583.0,4,0,3,0,0
0.452043003,49,0,0.239576042,10000.0,17,0,2,0,3
0.9999999,40,0,0.201119872,8750.0,8,0,2,0,2
0.0,35,0,0.559626437,4175.0,6,0,1,0,0
0.9999999,30,0,0.047233236,5800.0,3,6,0,0,3
0.729129805,47,4,0.572032108,7100.0,12,0,2,0,2
0.756243756,66,1,0.414383562,2627.0,7,0,1,1,2
0.042351696,71,0,0.177282272,10000.0,8,0,1,0,1
0.612506455,56,1,0.155066418,18217.0,9,0,1,0,0
0.523580115,40,0,0.681834383,8416.0,5,0,2,0,0
0.370235935,26,3,0.234678045,2577.0,3,0,0,2,0
0.081695387,60,0,0.333757499,5500.0,18,0,1,0,0
0.747662617,48,0,0.620306599,4500.0,7,0,2,0,0
0.9999999,33,0,0.651449517,3000.0,2,2,1,0,3
0.750031328,38,0,0.392925228,4720.0,6,0,1,0,2
0.018314826,39,0,0.2505434,6900.0,7,0,2,0,2
0.008633936,37,0,0.002221729,4500.0,3,0,0,0,0
1.511145273,49,1,0.024780589,3873.0,1,0,0,0,0
0.9999999,26,0,0.054141601,2160.0,2,0,0,0,0
0.528015948,55,0,0.305722211,15500.0,9,0,2,0,2
0.481959568,55,1,0.478041757,8333.0,9,0,2,0,1
0.291812018,42,0,0.425057494,10000.0,11,0,2,0,0
0.9999999,49,1,0.473606823,6800.0,4,0,2,1,2
0.970199,55,1,0.149849919,4330.0,5,2,0,0,0
0.642679365,52,1,0.45853429,8500.0,23,0,2,0,1
0.9999999,45,0,0.677562007,5200.0,6,1,1,0,5
0.9999999,48,1,0.079457961,3246.0,3,0,0,0,4
0.384274327,38,2,0.394551101,7083.0,11,0,2,0,2
1.24728379,37,2,0.730017762,4503.0,7,1,2,3,1
0.024005466,51,0,0.004051317,5923.0,5,0,0,0,0
0.128864948,67,0,0.352588276,5833.0,8,0,1,0,0
0.054187657,51,0,0.508230173,7350.0,9,0,3,0,0
0.520241831,35,0,0.433927679,6000.0,10,0,1,0,1
0.107926872,70,0,0.533379027,7294.0,7,0,2,0,0
0.9999999,43,2,0.561815336,1916.0,5,2,2,2,0
0.286414471,52,0,0.578883199,4100.0,13,0,1,0,3
0.014549131,76,0,0.011522712,10500.0,11,0,1,0,0
0.185974958,51,0,0.031610521,4333.0,5,0,0,0,2
0.265648374,58,0,0.26467187,6917.0,5,0,1,0,2
0.0,41,0,0.354929014,5000.0,8,0,1,0,0
1.036867172,42,3,0.664399926,5440.0,12,0,2,0,3
0.9999999,22,98,0.0,0.0,0,98,0,98,0
0.863462085,66,0,1.206235012,1250.0,9,0,1,0,0
0.76866601,60,2,0.459317585,8000.0,10,0,2,0,0
1.032350143,53,0,0.194497761,3125.0,12,0,0,0,2
0.021850094,32,0,0.31716656,4700.0,11,0,2,0,2
0.698786802,26,0,0.186897179,5494.0,8,1,0,0,0
0.9999999,24,98,0.035081101,2650.0,0,98,0,98,1
0.610542743,30,1,0.264924265,3366.0,9,0,0,0,0
0.326582927,30,0,0.34895638,8000.0,12,2,0,0,0
0.9999999,27,0,0.470725995,1280.0,3,2,0,1,0
0.973164634,61,1,0.78550149,6041.0,12,0,1,0,0
0.073361357,70,0,0.252289759,2401.0,22,0,1,0,0
0.233502947,44,0,0.407331976,5400.0,10,0,2,0,3
0.387700439,62,1,0.501933076,7500.0,11,2,2,0,1
0.927301041,66,2,0.326618379,4417.0,6,1,0,0,0
0.9999999,48,1,0.050987253,4000.0,2,0,0,0,0
0.085706913,67,1,0.640924956,4583.0,5,0,2,0,0
0.9999999,37,0,0.0,3900.0,0,0,0,0,2
0.9999999,62,0,0.370758123,2769.0,4,0,0,0,0
0.979783324,42,1,0.556563158,10916.0,11,0,4,1,0
0.92371926,50,5,0.168107469,16078.0,15,3,0,0,2
0.927072927,49,1,0.582183563,3333.0,3,0,1,2,0
0.0,33,1,0.096725819,4000.0,8,0,0,1,0
1.03109328,66,6,0.180750574,3916.0,15,0,0,1,0
0.104852639,65,0,0.186798721,15952.0,9,0,3,0,0
0.008047758,61,1,0.272386789,2936.0,9,0,1,0,1
0.15705446,34,0,0.14969049,3553.0,7,0,0,0,2
0.671013445,43,0,0.669481169,9000.0,20,0,3,0,2
0.544293656,64,1,0.546892039,1833.0,11,0,0,0,0
0.284389986,67,0,0.48241206,2586.0,16,0,0,0,0
0.444950645,53,0,0.020725389,3280.0,6,0,0,0,0
0.035709184,80,0,0.002766252,2168.0,4,0,0,0,0
0.746253746,23,0,0.130773845,3333.0,2,0,0,0,0
0.06120348,47,2,0.515281348,3500.0,12,0,1,1,0
0.205747184,69,0,0.687171666,5900.0,20,1,2,0,0
0.055610966,47,0,0.655334467,10000.0,20,0,2,0,0
1.248751249,33,0,0.175120326,2700.0,3,2,0,0,0
0.2213544,53,0,0.781169757,3504.0,9,0,1,0,0
0.010549824,54,0,0.002776064,6483.0,3,0,0,0,0
0.748652685,37,2,0.625495685,8573.0,12,0,2,0,0
0.9999999,43,1,0.198704104,4166.0,1,2,0,1,0
0.0,62,1,0.175516224,2033.0,7,0,0,0,0
0.982003599,74,1,1.15739731,2750.0,12,0,1,0,0
0.191400717,36,0,0.392772835,5506.0,10,0,1,0,0
0.950170819,62,3,0.54810475,14166.0,14,0,1,2,1
0.039087912,34,0,0.067460772,8730.0,19,0,0,0,2
0.998615438,60,0,0.323494173,9180.0,6,0,1,0,1
0.864330076,43,1,0.340055458,7933.0,10,1,1,0,2
0.011347607,52,0,0.39537812,13500.0,7,0,2,0,2
0.503207674,53,1,0.122604832,7201.0,10,0,0,1,0
0.036942489,66,0,0.312869822,6759.0,13,0,1,0,0
0.025690332,69,0,0.699127907,1375.0,6,0,0,0,0
0.892388101,57,0,0.497158014,7916.0,8,0,1,1,1
0.009596806,65,0,0.177879608,4800.0,14,0,1,0,0
0.853305241,23,1,0.197125898,3200.0,5,1,0,1,0
0.138716898,29,2,0.03276419,4333.0,3,0,0,0,0
0.7066082,67,0,0.480906149,9269.0,10,0,2,0,1
0.101123596,21,0,0.001458789,1370.0,2,0,0,0,0
0.885051987,70,0,0.836776258,3436.0,17,0,1,0,0
0.745738933,63,3,0.72425829,4583.0,11,0,1,0,0
0.187266409,50,0,1.485676216,1500.0,15,0,1,0,1
0.350066346,47,0,0.707858428,5000.0,9,0,2,0,2
0.9999999,63,0,0.011078087,3700.0,1,1,0,0,0
0.878881177,40,0,0.605616199,12000.0,19,2,3,11,0
0.243920727,48,0,0.280143971,5000.0,19,0,0,0,0
0.323280507,60,0,0.566333383,6700.0,9,0,2,0,1
0.9999999,51,0,0.0,4028.0,0,0,0,0,3
0.768199472,53,0,0.356263356,9826.0,13,0,2,0,2
1.006339917,42,0,0.264573991,2452.0,4,0,0,0,1
1.00532978,25,1,0.121491734,2600.0,6,0,0,0,0
0.9999999,47,0,0.362674726,2646.0,2,1,0,0,1
0.733726627,56,2,1.499583403,6000.0,11,0,4,0,3
0.9999999,27,98,0.0,2700.0,0,98,0,98,0
0.9999999,58,0,0.527492765,3800.0,4,0,2,0,3
1.00519948,62,0,0.317572476,15142.0,9,0,3,0,1
0.28079081,44,0,0.018074096,13333.0,3,0,0,0,0
2.375415282,31,1,0.70100833,2280.0,3,0,1,1,0
1.01147308,38,2,0.551918234,6750.0,6,0,1,0,0
0.016703755,76,0,0.358821863,3530.0,8,0,1,0,0
0.019473081,59,0,0.340119978,5500.0,9,0,1,0,0
0.550898204,44,0,0.075291622,6600.0,5,1,0,1,1
0.34801395,46,0,0.736352729,3333.0,9,0,0,0,2
0.011110425,31,1,0.164470625,6450.0,17,0,1,0,1
0.873510188,50,0,0.196677051,4814.0,6,0,0,0,6
0.96850178,46,3,0.04287084,7300.0,8,1,0,1,1
0.012217697,53,1,0.13499325,6666.0,6,0,0,0,1
0.520417391,81,1,1.535916824,1057.0,15,0,2,2,0
0.912345966,40,0,0.022202617,6800.0,3,0,0,0,0
0.013299778,66,0,2.34717608,601.0,9,0,1,0,0
0.85971389,55,0,0.599348239,11046.0,18,7,6,6,1
0.798571965,39,1,0.302016894,5800.0,8,1,0,1,2
0.083059904,61,0,0.314779789,3700.0,7,0,2,0,0
0.216590725,52,3,0.070653739,20833.0,7,0,1,1,0
1.142233313,42,3,0.322568243,2600.0,5,1,0,0,1
1.018687527,42,2,0.024183127,5416.0,4,0,0,0,0
0.009749756,47,0,0.008207071,3167.0,9,0,0,1,2
0.085096825,63,1,0.224155169,5000.0,18,1,0,1,1
0.145258284,63,0,0.191011236,4983.0,9,0,0,0,0
0.000364365,58,0,0.032305704,5416.0,6,0,0,0,0
0.070671977,46,1,0.278292522,6043.0,5,0,2,1,0
0.9999999,58,1,0.173798799,2663.0,2,0,0,0,1
0.216080402,48,4,0.287503331,7505.0,8,0,2,0,1
1.006605963,40,4,0.226930838,5450.0,13,0,0,1,2
0.072613379,49,0,0.167497414,10632.0,10,0,2,0,0
0.005309457,58,0,0.442843137,10199.0,12,0,1,0,0
0.030895841,56,1,1.947210558,5000.0,25,0,5,0,0
0.002301307,40,0,0.012998347,21771.0,9,0,0,0,1
0.874867561,41,0,5.121252498,1500.0,5,0,1,0,0
0.100228403,64,0,0.10479476,20000.0,9,0,2,0,0
0.164962002,57,0,0.206499294,9200.0,11,0,1,1,2
0.0,38,4,0.47289486,6400.0,12,0,2,1,0
0.9999999,40,1,0.080373269,6643.0,1,1,0,1,2
0.067499294,53,0,0.51946651,10196.0,18,0,2,0,0
0.9999999,51,1,0.708492731,3920.0,3,2,1,0,1
0.022902302,68,0,0.002428225,7000.0,3,0,0,0,0
0.986710963,60,1,0.258421188,3888.0,4,0,1,0,0
0.00579942,50,0,0.311867802,9984.0,8,0,2,0,4
0.984015984,32,0,0.104631789,3000.0,2,2,0,1,1
0.014449278,77,0,0.12417154,5129.0,6,0,1,0,0
0.026990267,72,0,0.140521551,7400.0,8,0,1,0,0
0.9999999,44,0,0.666547662,2800.0,2,0,0,0,2
0.32183908,28,0,0.317835671,2494.0,8,0,0,0,0
1.002038736,59,0,0.35920019,4200.0,4,0,1,0,0
0.25341879,63,1,0.31376673,10459.0,14,0,1,0,0
0.9999999,57,0,0.23826087,2874.0,3,0,1,0,0
0.9999999,48,0,0.261904762,2015.0,1,3,1,0,0
0.030361446,45,0,0.245930334,5712.0,8,0,1,0,0
0.72828491,41,0,0.931149361,1800.0,8,0,0,0,2
0.129398447,66,0,0.042218614,11700.0,9,0,1,2,1
0.291765134,56,3,0.392173763,5800.0,13,0,2,1,0
0.301491625,65,1,1.38243007,4575.0,20,0,2,1,0
0.201760689,62,0,0.383776414,4400.0,14,0,0,0,0
1.014969718,41,0,0.739704118,2500.0,10,0,1,0,0
0.363916053,54,0,0.645784738,3000.0,12,0,3,1,1
0.007874508,52,0,0.243407173,7583.0,9,0,1,0,3
0.064113876,30,0,0.248267898,1731.0,6,0,0,0,0
0.03088474,71,0,0.166116248,9083.0,13,0,1,0,0
0.420059541,63,0,0.452507858,7316.0,8,0,3,0,0
0.719661849,35,0,0.354300136,5150.0,12,0,0,0,0
1.09611658,30,1,0.197319719,7834.0,18,2,0,0,2
0.105051578,46,0,0.461408993,8317.0,14,0,1,0,4
0.466271907,36,1,0.117910567,12500.0,5,1,0,0,1
0.011728409,72,0,0.252266195,4522.0,11,0,2,0,0
1.124253934,86,5,0.56043956,1000.0,6,0,0,1,0
0.920265781,46,2,0.053035724,57300.0,4,2,2,1,2
0.004185276,55,0,0.00119976,3333.0,9,0,0,0,0
0.21954562,55,0,1.9093506,5250.0,18,0,6,0,0
0.01479872,59,0,0.364849188,5171.0,10,0,2,0,0
0.08084143,26,1,0.663824604,820.0,4,0,0,0,0
0.08878877,31,0,0.506311711,8000.0,15,0,2,0,1
1.867109635,85,4,0.475809676,2500.0,10,1,0,2,0
0.77594089,51,0,0.954662304,4278.0,13,0,1,0,2
0.0,33,0,0.566327442,5600.0,5,0,1,0,3
1.112273147,49,1,0.331390508,1200.0,4,0,0,0,2
0.452483866,56,0,0.390013055,18383.0,39,0,2,0,2
0.907946591,63,2,0.431092437,3569.0,9,0,0,0,0
0.094165097,41,0,0.360370023,7458.0,9,0,2,0,1
1.031076582,26,0,0.01874099,2080.0,5,0,0,0,0
0.571053138,75,0,0.354443309,1957.0,7,0,0,0,1
0.9999999,33,0,0.110857515,6133.0,6,0,0,0,0
0.803532745,51,1,1.069382559,3141.0,5,0,1,0,0
0.9999999,32,0,0.029307039,3650.0,0,1,0,0,1
0.019645876,59,1,0.354397635,8117.0,9,0,2,0,0
0.0,56,0,130.0,0.0,8,0,0,0,0
0.242488978,45,0,0.427166667,5999.0,11,0,1,0,1
0.14383509,37,0,0.303559525,7500.0,6,0,2,0,2
0.411592668,58,0,0.461515424,13355.0,28,0,3,0,2
0.9999999,55,3,0.581284496,3985.0,3,1,2,3,0
0.512498311,24,0,0.219332679,2037.0,6,0,0,0,0
0.9999999,69,0,0.003421462,3214.0,1,0,0,0,1
0.063645565,41,0,0.862779786,13000.0,14,0,2,0,2
0.278856053,42,0,0.538428547,11657.0,12,0,2,0,1
0.674757357,53,0,2.162327718,3264.0,21,0,4,0,0
0.42049669,49,2,2.052173913,2299.0,10,0,1,1,0
0.496878977,47,0,0.432925366,8333.0,11,0,3,0,0
0.983989664,38,1,0.484503099,5000.0,8,0,1,1,2
0.466289043,42,2,11887.0,0.0,9,0,2,0,1
0.080519481,57,0,0.17181972,6500.0,8,0,0,0,0
0.282645426,37,0,3.910547397,748.0,10,1,1,0,3
0.051277949,43,0,0.183549577,8400.0,5,0,1,0,0
0.0,32,0,0.739015817,1137.0,8,0,1,0,0
0.9999999,31,0,0.106723319,4000.0,5,0,0,3,0
0.442970822,41,0,0.168699792,3360.0,10,1,0,0,0
0.9999999,31,0,0.193241314,2100.0,1,1,0,0,1
0.744849184,27,0,0.324642127,5867.0,19,0,0,0,0
1.022790884,25,0,0.209399167,1680.0,6,0,0,0,0
0.044627388,62,0,0.046317388,2633.0,6,0,0,0,1
0.022443186,77,0,0.011563216,9166.0,13,0,0,0,1
0.05686137,73,1,0.68275154,2921.0,10,0,1,0,0
0.365028862,49,0,1.820354665,1296.0,4,0,2,0,0
0.046290342,66,0,0.592376588,4800.0,11,0,1,0,0
0.0,29,0,0.71732067,4000.0,7,0,1,0,2
0.0,81,0,0.0,5589.0,4,0,0,0,0
0.965034965,35,0,0.062791628,7500.0,2,0,1,1,2
0.020559036,70,3,0.23516767,4651.0,9,0,1,0,0
0.96312375,45,0,1.83277522,14333.0,9,0,3,0,0
0.95031257,60,1,1.200629426,2541.0,8,0,1,0,0
0.703859228,45,2,0.394699254,6300.0,5,3,1,3,3
0.985002586,56,4,0.428350356,3230.0,6,2,1,0,0
0.561110917,43,1,0.822672578,4736.0,20,0,2,0,1
1.016983017,46,1,0.358429037,7052.0,4,0,1,0,2
0.600249982,37,0,1.151783686,4400.0,9,0,2,3,2
0.023568966,59,0,0.041518387,10115.0,9,0,0,0,0
0.96420358,33,0,0.243972117,8750.0,12,0,0,0,5
0.617090001,33,0,0.8684786,3200.0,12,0,1,0,1
1.016983017,57,1,0.155837004,1815.0,3,0,0,0,0
0.279436028,32,0,0.697638338,5800.0,9,0,2,0,0
1.01779822,44,2,0.465957985,3950.0,4,0,1,0,0
0.408962218,51,0,0.687862428,5000.0,21,0,2,0,0
0.214410878,33,0,0.242126312,6000.0,6,0,1,0,2
0.9999999,39,0,0.288136949,12500.0,7,0,2,0,0
0.011899405,59,0,0.011899515,2268.0,6,0,0,0,0
0.525285871,63,0,0.503779566,4100.0,8,0,2,0,0
0.0,52,0,0.0,6666.0,5,0,0,0,0
0.025234659,64,0,0.497370082,4752.0,11,0,1,0,0
0.126915777,45,0,1.259435141,4000.0,6,0,2,0,3
0.9999999,23,0,0.089385475,1789.0,0,1,0,0,0
0.077830739,57,0,0.505415508,10432.0,12,0,2,0,0
0.026996625,23,0,0.007308161,820.0,4,0,0,0,0
0.142476254,31,1,1.057553957,1250.0,4,0,1,0,0
0.616374953,41,0,0.320473294,12000.0,11,0,2,0,0
0.497591042,52,0,0.386674905,9710.0,18,1,1,0,1
0.014985015,22,0,0.0,2800.0,2,0,0,0,0
0.424661113,41,0,0.508900268,4100.0,11,0,0,0,3
0.242144533,29,0,1083.0,0.0,8,0,1,0,2
0.692730039,54,0,0.616071429,4367.0,15,0,2,0,2
0.707292707,51,0,0.262245918,3000.0,3,0,0,0,0
0.08296153,48,0,0.418763539,6000.0,11,0,3,0,4
0.17362842,59,0,0.190161968,5000.0,7,0,2,0,2
0.657526045,32,3,0.19842338,5200.0,7,0,0,0,0
0.9999999,68,0,0.0,11500.0,0,2,0,1,1
0.9999999,27,2,0.002482416,2416.0,1,0,0,0,0
0.632867632,62,0,0.605239476,10000.0,9,0,2,0,0
1.623069936,52,4,0.012355979,69520.0,17,1,0,2,1
0.9999999,36,0,0.031488395,6160.0,0,1,0,0,0
0.330167555,62,0,0.593351662,4000.0,8,0,2,0,0
0.000571137,57,0,1.542582967,2500.0,19,0,2,0,0
