ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
65,241,37,95,15,0,0,76,0,4,17,0,29,-7,1,1,51,43,3,1,1,80
77,154,2,70,37,0,0,98,35,6,45,7,53,1,10,10,28,99,3,4,1,64
72,189,2,70,19,0,0,100,-7,7,22,2,41,-7,3,3,92,-8,6,1,4,78
68,377,9,96,35,0,0,97,-8,6,37,2,22,0,0,0,53,97,16,2,5,79
80,191,4,146,59,0,0,100,-7,7,64,1,27,-7,3,3,17,74,6,6,2,50
63,151,9,50,29,0,0,97,3,4,30,2,70,0,1,1,52,90,4,4,0,100
79,256,17,117,5,0,0,50,17,6,6,0,0,0,2,1,0,-8,1,-8,0,33
59,184,1,86,21,2,2,91,0,0,24,2,55,0,5,5,0,20,0,5,-8,60
74,210,4,80,10,0,0,100,-7,7,10,1,40,-7,6,4,87,72,4,3,3,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
62,165,11,80,24,1,1,92,1,4,26,1,52,0,0,0,1,-8,1,1,0,50
86,269,16,97,22,0,0,100,-7,7,22,0,32,0,4,4,0,-8,2,-8,1,33
65,128,4,50,29,1,1,93,15,5,30,2,60,2,1,1,35,93,2,6,1,57
87,387,13,168,16,0,0,100,-7,7,16,0,38,0,0,0,1,-8,2,1,0,38
69,-8,178,234,7,0,0,86,37,6,7,0,0,-7,0,0,98,-8,4,-8,3,100
82,379,1,142,37,0,0,98,31,6,41,4,37,1,3,3,0,-8,4,3,0,50
80,304,18,117,30,0,0,100,-7,6,32,0,25,0,0,0,49,55,8,2,0,67
65,249,2,70,32,1,1,94,14,6,33,2,18,-7,2,2,48,-8,8,1,1,45
69,217,14,93,18,0,0,80,10,4,20,0,45,0,5,4,20,24,4,3,1,78
72,199,0,84,15,1,1,94,35,6,19,3,47,0,3,3,10,-8,4,-8,0,56
75,31,8,15,5,0,0,100,-7,7,5,3,20,-7,1,1,12,-8,3,1,0,100
69,276,3,118,33,0,0,97,41,6,35,1,17,3,2,2,69,100,9,2,6,67
58,175,6,57,45,1,0,96,8,3,47,1,53,0,3,3,69,85,6,12,3,78
69,218,9,52,28,0,0,97,54,6,29,1,41,0,5,5,35,-8,5,2,1,70
55,108,6,42,18,1,1,83,1,4,18,1,50,0,9,9,83,62,7,2,4,90
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
67,-8,2,17,11,0,0,100,-7,7,0,6,8,-7,2,2,65,-8,6,1,1,70
81,213,8,119,30,3,3,94,35,6,34,1,41,0,1,0,4,21,2,2,0,36
71,91,5,36,12,0,0,92,66,6,12,3,67,11,0,0,18,-8,2,2,0,80
68,350,14,88,10,4,3,92,79,0,13,0,42,0,3,3,29,-8,4,1,0,83
80,214,8,74,17,0,0,100,-7,7,28,1,35,0,1,1,31,83,3,2,1,56
74,156,2,51,14,0,0,100,-7,7,15,3,47,0,4,4,31,69,3,2,0,83
55,116,14,60,15,1,0,59,6,3,3,0,24,-7,0,0,85,8,3,2,2,83
58,381,3,77,23,3,2,76,8,0,25,2,28,-7,0,0,29,82,5,4,0,69
75,108,1,60,37,0,0,97,16,6,39,2,18,0,0,0,12,-8,6,2,0,38
87,165,26,103,20,0,0,100,-7,7,17,0,60,-7,0,0,0,55,1,3,0,50
92,407,10,124,16,0,0,100,-7,7,18,1,17,9,0,0,1,-8,2,1,0,50
81,306,5,74,16,0,0,100,-7,7,18,1,11,0,0,0,25,101,7,1,1,80
80,335,29,187,9,0,0,100,-7,7,11,0,11,0,4,3,51,-8,1,-8,1,20
62,152,10,79,18,5,1,72,20,6,25,1,28,0,1,1,81,80,5,2,3,78
61,76,8,27,8,1,1,100,-7,0,9,3,25,0,2,2,74,32,2,2,1,67
84,283,24,110,13,0,0,100,-7,7,13,0,15,0,1,1,28,-8,2,1,0,80
81,330,1,102,38,0,0,95,18,6,40,3,18,1,2,2,3,76,2,2,0,20
78,131,12,74,8,0,0,100,-7,7,8,0,25,0,1,1,46,-8,2,1,1,75
58,89,3,49,15,1,1,67,24,6,16,2,20,0,1,1,68,61,9,1,1,83
69,200,7,90,23,2,2,100,-7,6,24,1,42,22,0,0,17,74,2,2,1,80
91,181,17,60,8,0,0,100,-7,7,9,0,38,0,1,1,0,-8,2,1,0,60
57,86,20,48,8,3,1,31,13,6,14,0,92,0,3,3,0,59,0,4,-8,80
56,457,4,22,11,0,0,91,8,4,17,4,55,-7,1,1,92,82,5,4,2,100
66,95,0,54,14,0,0,94,19,6,16,3,19,0,3,3,53,-8,8,1,2,69
79,244,12,74,26,1,0,93,21,6,28,0,14,0,0,0,3,50,5,2,0,39
75,342,26,170,13,2,0,69,62,6,16,0,31,-8,0,0,70,-8,4,1,-8,63
78,207,18,77,9,0,0,100,-7,7,9,0,44,6,0,0,21,-8,2,1,1,75
67,278,22,87,4,0,0,33,1,4,6,0,33,0,1,0,34,17,2,2,0,67
85,211,19,119,12,1,0,86,41,6,15,0,29,-8,0,0,5,-8,4,1,0,71
73,85,6,40,17,1,0,94,11,3,18,2,28,10,0,0,10,-8,3,2,0,36
85,195,5,87,28,0,0,100,-7,7,29,5,38,0,3,3,11,49,5,3,0,73
69,184,15,76,9,2,2,82,49,6,11,0,27,0,0,0,66,-8,4,-8,2,57
79,143,17,86,15,1,0,95,80,6,19,0,79,-8,1,0,19,80,3,4,0,88
73,122,2,53,11,0,0,100,-7,7,12,3,58,4,2,2,90,96,4,2,1,86
83,122,6,52,13,0,0,100,-7,7,13,1,38,4,1,1,18,-8,2,1,0,100
63,154,7,75,26,0,0,88,10,4,26,3,27,2,1,1,69,-8,5,1,2,75
73,320,3,82,33,0,0,100,-7,7,23,8,21,3,3,2,26,91,4,4,1,45
67,235,5,39,11,0,0,91,6,4,30,3,27,-7,1,1,47,78,3,2,0,71
82,271,2,79,25,0,0,100,-7,7,33,3,31,2,1,1,2,74,4,2,0,50
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
64,260,1,61,17,1,1,95,6,2,23,5,26,-7,0,0,68,88,3,2,1,71
67,262,26,128,6,0,0,50,1,4,6,0,33,0,0,0,47,-8,1,1,0,67
77,510,14,174,25,2,2,100,-7,6,26,0,15,14,0,0,4,64,4,1,1,46
74,165,6,67,16,1,0,82,10,4,17,3,12,0,0,0,2,50,2,2,0,67
54,324,3,79,22,6,5,70,3,0,37,2,37,-7,2,2,12,66,3,4,0,78
62,96,4,62,8,1,1,56,3,4,9,1,22,0,0,0,6,-8,1,1,0,33
79,206,9,50,21,0,0,90,14,6,21,2,29,0,1,1,13,-8,4,1,0,63
86,400,9,107,43,0,0,100,-7,7,43,1,33,13,0,0,5,84,3,2,0,38
65,338,7,55,24,0,0,83,9,4,24,2,33,0,2,2,13,78,2,2,0,31
65,125,1,62,44,0,0,100,-7,7,3,3,20,1,1,1,45,93,13,1,4,61
85,176,3,95,12,0,0,100,-7,7,14,1,21,0,0,0,26,-8,3,-8,0,100
71,387,9,133,52,1,0,93,22,6,55,1,49,0,0,0,22,51,8,6,1,67
77,196,3,75,37,0,0,95,16,6,34,2,30,-7,2,2,13,82,4,5,0,47
82,292,6,89,33,0,0,100,-7,7,37,3,32,0,0,0,10,40,1,4,0,29
79,124,11,134,21,0,0,100,-7,7,5,1,35,5,1,1,42,25,3,3,1,60
64,231,2,62,28,1,1,97,22,6,30,2,23,1,2,2,63,55,9,1,4,56
59,30,2,12,2,1,1,100,-7,7,4,2,33,0,4,4,40,-8,1,1,0,67
57,119,4,59,39,0,0,97,6,4,39,3,3,0,3,3,58,65,8,1,4,36
74,126,15,23,13,0,0,100,-7,7,16,0,0,-7,2,1,13,-8,5,-8,1,50
77,296,6,98,45,0,0,100,-7,7,45,1,16,-7,2,2,12,-8,7,1,2,36
75,176,5,81,22,0,0,100,-7,7,25,2,60,0,1,1,63,23,2,3,0,83
57,176,4,87,18,0,0,89,2,4,18,1,56,4,1,1,93,72,5,3,1,100
81,190,17,84,10,0,0,75,25,6,35,0,50,-7,1,1,4,76,2,2,0,67
61,59,4,17,9,0,0,100,-7,7,9,4,22,0,8,8,89,90,3,2,2,100
77,239,3,112,14,0,0,93,-8,6,14,1,36,0,1,1,33,98,3,2,2,63
67,57,1,41,14,0,0,94,24,6,4,2,25,-7,3,3,32,55,7,3,2,77
86,252,3,90,56,0,0,100,-7,7,29,3,11,-7,1,1,3,-8,7,1,0,32
66,175,2,39,15,0,0,84,2,4,19,5,21,0,3,3,9,45,5,3,0,57
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
68,114,3,52,20,0,0,85,32,6,22,6,5,2,2,2,22,-8,9,1,1,71
86,296,7,112,20,0,0,100,-7,7,22,1,41,0,0,0,17,96,2,1,0,33
88,206,3,81,31,0,0,100,-7,7,33,3,67,0,1,1,26,88,2,6,0,89
64,203,13,88,9,3,0,57,12,6,21,0,50,14,0,0,0,80,1,4,-8,83
71,241,3,90,55,0,0,100,-7,7,86,4,35,1,1,1,58,54,9,7,5,70
64,212,14,105,17,4,3,73,32,0,25,0,5,0,1,1,0,-8,0,1,0,33
84,264,11,102,26,0,0,96,-7,5,27,1,33,1,1,1,21,57,7,3,0,100
57,280,9,86,24,1,0,81,2,3,27,1,44,0,1,1,75,88,8,3,5,92
82,141,10,73,26,0,0,100,-7,7,9,1,50,5,0,0,28,52,2,3,1,63
60,215,12,110,15,0,0,73,13,6,15,0,7,11,0,0,75,-8,5,-8,4,64
69,112,5,53,38,0,0,100,-7,7,40,2,29,5,1,1,68,86,5,4,4,64
85,208,2,73,11,0,0,100,-7,7,13,2,38,1,2,2,19,-8,2,2,1,80
73,221,4,79,26,0,0,96,10,4,27,3,27,0,2,2,18,69,2,3,1,45
63,154,20,85,21,2,2,92,7,4,25,0,21,1,3,3,92,-8,3,1,1,100
76,257,18,100,4,0,0,100,-7,7,4,0,25,0,0,0,80,-8,3,1,1,100
65,372,4,135,32,0,0,97,48,6,28,2,0,4,2,2,57,-8,11,-8,6,62
85,207,8,102,21,0,0,100,-7,7,21,1,29,8,0,0,0,-8,2,1,0,67
84,83,4,61,22,0,0,100,-7,7,19,5,41,4,1,1,4,91,3,2,0,56
65,162,9,65,28,0,0,100,-7,7,28,1,50,1,1,1,83,82,2,3,2,86
92,406,8,149,12,0,0,100,-7,7,13,1,38,0,2,2,5,92,1,1,0,50
72,210,4,83,14,0,0,93,57,6,15,2,43,0,3,3,59,79,4,3,2,88
79,99,12,28,4,0,0,100,-7,7,16,0,50,-8,0,0,40,-8,1,-8,0,50
73,354,7,86,26,0,0,100,-7,7,26,3,38,0,1,1,49,82,4,3,2,70
69,176,8,73,31,0,0,97,-8,6,32,4,38,0,0,0,72,96,6,3,4,75
77,277,6,71,10,0,0,90,-8,6,10,2,40,0,2,2,0,78,0,2,-8,33
74,167,4,63,17,0,0,94,31,6,17,2,41,0,2,2,38,91,4,3,2,78
65,31,1,16,5,0,0,83,-8,4,6,2,33,0,6,5,0,93,1,1,0,40
81,329,12,111,19,0,0,95,1,4,20,0,55,0,0,0,1,86,2,4,0,67
90,249,20,94,38,0,0,100,-7,7,38,0,11,-7,0,0,5,-8,1,1,0,12
74,167,3,67,18,0,0,89,22,6,21,4,26,6,0,0,12,22,5,3,0,73
88,423,4,110,16,0,0,100,-7,7,17,1,35,0,1,1,6,-8,7,-8,0,100
61,112,3,32,29,0,0,100,-7,5,31,7,77,0,5,5,88,82,7,4,3,100
84,174,3,92,17,0,0,100,-7,7,18,1,53,0,11,10,6,-8,2,4,0,86
58,184,3,66,30,0,0,94,1,4,31,1,13,0,1,1,47,-8,9,1,2,80
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
58,149,13,68,31,0,0,91,1,4,32,0,34,-7,1,1,62,64,4,5,2,75
84,260,12,125,15,0,0,100,-7,7,15,0,40,5,1,1,29,-8,2,1,0,60
72,252,1,47,14,0,0,94,39,6,16,6,31,0,2,2,49,71,3,3,0,78
70,178,0,71,32,0,0,97,39,6,36,1,42,20,0,0,57,-8,5,4,2,75
66,155,15,70,46,0,0,96,-8,5,48,0,69,0,0,0,88,79,6,4,3,100
71,200,8,74,35,0,0,97,38,6,39,3,56,0,0,0,82,92,4,6,3,91
83,67,12,39,12,0,0,100,-7,7,13,0,31,0,0,0,11,73,4,3,0,78
60,168,1,54,33,2,1,81,11,4,37,3,25,1,1,1,76,84,14,3,4,71
78,173,4,90,23,0,0,100,-7,7,24,1,52,-7,0,0,43,-8,5,1,1,60
87,201,2,71,13,0,0,100,-7,7,19,1,36,1,2,2,5,-8,1,1,0,40
79,148,40,93,13,0,0,92,43,6,13,0,77,0,2,2,0,-8,0,1,0,50
72,230,21,113,17,0,0,100,-7,7,17,0,41,10,0,0,75,-8,7,1,2,89
64,175,4,63,27,0,0,100,-7,7,27,5,30,0,0,0,63,86,10,3,4,81
67,106,3,44,15,1,1,88,7,4,17,1,38,0,5,5,0,85,1,4,0,56
59,131,7,81,13,1,0,69,5,4,17,1,50,-7,2,2,75,-8,3,2,1,100
63,315,3,96,45,1,1,98,6,4,48,2,46,0,2,2,41,67,9,3,2,80
79,196,3,50,13,0,0,100,-7,7,13,3,46,0,0,0,48,-8,2,1,2,60
77,169,2,69,40,0,0,100,-7,7,42,3,12,0,3,2,14,89,9,1,0,36
70,269,2,70,10,3,3,85,70,6,13,3,15,0,1,0,24,91,7,1,0,90
33,243,12,88,13,6,1,50,1,3,20,0,55,0,2,2,51,66,2,4,-8,100
71,417,17,123,28,1,0,72,9,4,25,0,23,-8,0,0,13,-8,12,1,0,81
71,357,3,112,29,0,0,93,16,6,29,1,48,0,0,0,70,52,8,5,1,100
59,321,9,140,26,1,1,83,11,4,29,1,34,0,4,4,78,83,10,2,5,100
85,326,4,120,21,0,0,100,-7,7,44,1,26,4,3,3,5,39,2,2,0,31
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
80,96,4,49,25,0,0,100,-7,7,25,3,32,0,1,1,3,77,6,3,0,64
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
68,256,6,71,34,0,0,97,36,5,35,4,23,0,7,5,69,99,9,3,3,80
64,276,2,74,24,1,1,96,3,1,26,4,23,0,2,2,59,73,6,2,1,69
79,187,8,52,13,0,0,92,53,6,20,3,54,8,0,0,2,93,1,3,0,57
68,259,9,88,21,4,1,77,15,6,26,1,38,0,18,18,27,80,2,3,1,56
68,182,19,94,19,0,0,90,2,4,20,0,40,0,3,3,5,48,3,3,0,55
71,236,1,69,19,0,0,91,2,4,22,3,50,1,4,3,18,-8,3,2,0,56
73,200,1,58,59,0,0,97,12,6,79,8,23,2,1,1,25,53,17,5,1,66
65,79,1,50,28,0,0,100,-7,7,15,4,20,-7,1,1,87,97,9,2,7,79
67,143,2,49,11,0,0,83,7,4,12,2,25,0,5,5,53,76,2,1,1,43
68,184,10,89,25,0,0,96,62,6,27,1,27,-7,12,12,24,84,4,3,2,54
84,362,11,114,33,0,0,97,25,6,35,1,40,0,3,3,1,89,2,2,0,36
61,212,2,61,37,1,1,85,12,5,47,3,15,-7,2,2,33,-8,12,3,1,70
67,323,3,111,16,5,3,73,54,6,22,2,59,0,2,2,0,74,0,4,0,71
75,41,41,41,1,0,0,100,-7,7,1,0,100,5,1,1,-8,-8,-8,1,-8,100
65,124,5,65,12,2,2,92,44,6,20,1,23,-7,1,1,5,-8,2,1,-8,75
79,-8,10,83,19,1,1,95,64,6,0,1,48,17,0,0,4,65,2,3,0,83
83,139,22,72,18,0,0,100,-7,7,16,0,22,-8,0,0,20,82,1,2,0,43
77,51,4,29,19,0,0,100,-7,7,22,1,32,1,2,2,0,95,2,3,0,64
74,-8,2,65,35,0,0,100,-7,7,0,2,28,0,1,1,19,-8,4,3,1,70
84,199,14,114,22,0,0,100,-7,6,22,0,36,7,0,0,11,33,6,2,0,57
55,154,7,68,19,0,0,84,3,4,22,2,21,3,1,1,62,-8,4,1,3,56
77,183,13,77,16,0,0,100,-7,7,16,0,19,0,2,2,37,84,1,1,0,33
79,214,4,85,37,0,0,97,8,4,15,2,27,4,2,2,6,78,3,3,0,38
67,293,2,78,26,0,0,100,-7,7,27,4,26,-7,1,1,50,75,8,2,3,61
66,305,36,134,26,1,0,90,8,4,29,0,28,5,0,0,46,-8,6,2,3,62
89,270,3,98,12,0,0,100,-7,7,12,2,25,13,0,0,9,6,2,2,0,67
67,300,16,92,21,0,0,86,32,6,24,0,14,-7,1,1,41,69,8,2,2,56
82,80,61,73,3,0,0,100,-7,7,3,0,33,-7,0,0,50,-8,1,-8,0,100
57,321,2,75,11,0,0,75,8,4,12,1,17,1,1,1,102,-8,6,1,5,100
61,250,4,66,47,1,1,100,-7,6,49,2,39,0,2,2,73,61,14,4,5,90
78,164,10,82,15,0,0,100,-7,7,16,1,38,-8,0,0,56,69,3,2,0,83
76,279,7,119,43,0,0,100,-7,7,50,5,18,0,0,0,38,97,8,3,4,55
72,173,4,75,26,0,0,96,19,6,26,1,30,19,0,0,42,-8,3,-8,1,38
85,267,18,72,8,0,0,100,-7,7,8,0,25,17,0,0,17,62,2,1,0,75
69,144,4,75,38,1,1,100,-7,7,13,2,21,-7,2,2,11,98,6,2,0,50
60,164,10,87,27,5,3,80,38,6,32,1,40,-7,1,1,67,64,2,2,1,57
68,105,7,30,13,1,1,100,-7,6,13,3,15,0,0,0,36,-8,6,1,0,70
57,151,7,65,14,4,4,81,5,2,16,2,75,-7,1,1,36,90,1,3,0,100
62,102,2,69,6,1,1,75,44,6,8,1,50,-7,1,1,65,-8,4,-8,1,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
74,150,13,91,13,1,1,93,35,6,14,0,29,-7,0,0,36,-8,1,1,1,40
56,215,1,103,21,1,1,88,1,0,24,4,38,-7,1,1,44,-8,6,1,3,78
92,421,42,161,17,0,0,100,-7,7,19,0,42,0,0,0,0,-8,1,-8,0,50
84,-8,6,117,53,0,0,100,-7,7,58,2,53,-7,0,0,9,13,6,2,1,73
82,233,13,119,37,0,0,100,-7,7,39,0,23,12,0,0,20,88,5,3,0,47
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
88,130,6,183,15,0,0,100,-7,7,15,1,7,-8,0,0,12,-8,2,-8,0,67
61,207,3,67,27,0,0,97,3,4,30,2,40,0,3,3,24,71,5,3,0,57
55,147,1,83,12,2,2,86,32,6,15,1,29,0,2,2,66,-8,6,1,2,89
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
78,208,5,98,35,0,0,97,-8,6,38,4,34,5,3,2,16,89,11,6,0,77
81,246,12,86,21,0,0,100,-7,7,22,0,55,-8,0,0,0,89,0,6,0,43
74,138,6,45,5,0,0,100,-7,7,5,2,40,0,0,0,74,89,1,1,1,50
90,244,4,96,31,0,0,100,-7,7,31,1,42,0,3,3,2,-8,1,1,0,20
55,208,6,75,49,1,1,94,1,4,50,1,20,0,0,0,5,-8,4,3,1,41
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
87,177,1,58,10,0,0,100,-7,7,11,2,36,-7,0,0,2,100,2,2,0,67
66,322,17,102,28,0,0,100,-7,7,28,0,43,0,1,1,67,72,6,6,3,71
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
57,171,5,62,33,0,0,97,0,4,34,5,26,0,5,4,11,86,5,2,0,39
72,335,8,79,26,1,1,100,-7,0,19,1,35,-7,1,1,26,68,4,2,1,50
73,255,4,77,34,2,1,92,8,4,36,5,86,0,2,2,11,96,2,11,0,87
65,111,19,63,23,1,1,92,25,6,25,0,64,0,4,4,72,114,1,8,0,90
85,220,1,87,20,0,0,100,-7,7,18,3,19,-7,3,3,8,67,3,3,0,50
76,254,1,102,36,3,3,90,25,6,40,5,35,0,1,1,3,68,6,4,0,59
88,324,18,126,17,0,0,100,-7,7,17,0,6,-7,0,0,4,-8,5,1,1,75
91,108,58,226,4,0,0,100,-7,7,3,0,0,17,0,0,1,-8,1,-8,-8,25
74,268,22,121,17,1,0,67,26,6,21,0,38,0,1,1,27,63,5,3,1,80
71,183,15,73,11,1,0,85,50,6,13,0,46,0,1,1,49,50,2,2,0,67
71,127,4,67,18,0,0,94,28,6,18,1,33,-7,0,0,87,87,3,3,1,100
80,152,4,73,28,0,0,100,-7,7,29,2,24,0,4,4,2,-8,6,1,0,58
60,89,3,40,27,0,0,100,-7,7,27,5,37,-7,1,1,89,54,11,2,6,81
84,319,10,95,32,0,0,100,-7,7,35,2,23,0,0,0,19,89,5,1,0,50
66,-8,7,78,32,4,4,86,7,6,0,3,19,0,1,1,33,19,7,3,1,65
88,164,3,87,19,0,0,100,-7,7,19,1,21,0,0,0,3,-8,3,1,0,80
63,218,3,90,13,1,0,74,58,6,19,3,26,0,1,1,56,84,5,3,1,89
77,414,9,109,15,1,1,94,30,6,16,1,19,4,1,1,9,-8,2,-8,0,29
69,161,8,96,41,0,0,100,-7,7,46,1,18,0,2,2,26,85,8,3,3,48
48,155,26,79,32,10,10,82,1,0,40,0,29,0,2,2,88,86,7,10,3,77
85,94,4,32,6,0,0,100,-7,7,7,2,50,4,2,2,0,-8,0,-8,0,33
75,52,3,17,10,0,0,100,-7,7,10,6,60,0,4,4,4,71,1,5,0,75
62,229,10,45,22,0,0,87,6,4,43,2,35,10,0,0,43,-8,4,2,1,50
60,220,4,83,21,1,0,80,1,4,25,2,44,22,0,0,62,87,4,3,2,73
59,156,18,94,20,3,3,85,24,0,20,0,15,-7,3,3,63,-8,6,1,1,64
68,159,7,69,38,0,0,100,-7,7,40,3,30,-7,0,0,66,-8,8,1,5,91
79,190,3,53,27,0,0,100,-7,7,28,2,4,-7,0,0,55,-8,2,-8,1,50
43,144,6,76,22,1,1,75,1,4,28,3,68,1,2,2,100,54,2,4,2,89
