V1,V6,V10,V12,V13,V14,V15
66,2149.0,25,98.0,1,87.0,10
50,4108.0,7,526.0,2,-1.0,0
48,584.0,14,51.0,1,-1.0,0
40,68.0,30,170.0,19,-1.0,0
55,0.0,20,398.0,2,-1.0,0
25,2228.0,23,754.0,1,-1.0,0
42,452.0,17,359.0,2,-1.0,0
59,182.0,12,90.0,1,104.0,2
59,258.0,29,266.0,1,-1.0,0
38,0.0,2,29.0,32,-1.0,0
33,379.0,16,263.0,2,-1.0,0
43,497.0,13,66.0,1,363.0,22
31,387.0,4,149.0,1,-1.0,0
61,2917.0,6,215.0,1,-1.0,0
24,556.0,6,368.0,2,80.0,2
30,265.0,25,681.0,1,181.0,2
19,372.0,8,444.0,3,-1.0,0
48,1000.0,12,1268.0,2,-1.0,0
39,25.0,28,315.0,1,210.0,2
51,83.0,20,267.0,2,-1.0,0
34,1279.0,21,339.0,3,91.0,10
37,2132.0,5,232.0,1,-1.0,0
32,413.0,20,95.0,3,341.0,2
51,1938.0,19,61.0,1,-1.0,0
20,330.0,20,159.0,2,-1.0,0
47,405.0,8,994.0,2,-1.0,0
55,0.0,8,138.0,2,-1.0,0
47,94.0,31,9.0,19,-1.0,0
65,2352.0,8,354.0,3,188.0,13
25,657.0,28,397.0,1,-1.0,0
31,4328.0,12,203.0,4,165.0,14
50,938.0,30,780.0,1,-1.0,0
51,117.0,24,467.0,2,88.0,4
37,34.0,29,285.0,1,-1.0,0
50,2641.0,30,97.0,3,-1.0,0
61,2.0,12,131.0,1,114.0,3
35,0.0,11,229.0,2,96.0,3
38,0.0,23,532.0,2,-1.0,0
38,5115.0,27,99.0,1,102.0,6
32,483.0,18,35.0,6,-1.0,0
30,631.0,13,293.0,3,-1.0,0
31,165.0,15,218.0,4,-1.0,0
33,79.0,22,249.0,2,335.0,2
37,0.0,3,247.0,13,-1.0,0
32,38.0,15,744.0,1,-1.0,0
41,-391.0,23,137.0,1,-1.0,0
61,523.0,13,211.0,3,183.0,4
30,502.0,11,463.0,3,95.0,6
30,-271.0,7,609.0,1,337.0,1
54,184.0,5,673.0,2,-1.0,0
57,1168.0,20,74.0,5,-1.0,0
45,3944.0,18,141.0,1,-1.0,0
36,536.0,8,274.0,3,-1.0,0
33,327.0,7,109.0,1,-1.0,0
30,7773.0,20,705.0,1,-1.0,0
43,4389.0,2,632.0,2,85.0,1
73,683.0,11,181.0,1,-1.0,0
60,264.0,1,265.0,1,-1.0,0
28,2474.0,22,262.0,1,-1.0,0
45,-311.0,23,1030.0,1,-1.0,0
37,-242.0,13,1149.0,6,-1.0,0
45,-497.0,15,217.0,1,176.0,1
47,17.0,8,121.0,2,-1.0,0
32,131.0,22,522.0,1,183.0,2
24,-122.0,13,1000.0,1,-1.0,0
41,3432.0,6,140.0,3,-1.0,0
32,388.0,29,250.0,3,-1.0,0
33,70.0,21,333.0,3,-1.0,0
30,2666.0,4,781.0,3,89.0,1
35,5958.0,22,215.0,1,-1.0,0
36,9068.0,23,98.0,1,-1.0,0
43,-236.0,28,745.0,7,-1.0,0
57,96.0,21,913.0,4,-1.0,0
33,1534.0,11,1041.0,2,-1.0,0
35,146.0,6,720.0,2,-1.0,0
47,255.0,30,802.0,4,-1.0,0
32,291.0,28,223.0,6,275.0,5
39,215.0,11,1141.0,4,-1.0,0
44,786.0,20,15.0,7,-1.0,0
61,3140.0,6,975.0,4,98.0,1
53,2581.0,21,828.0,1,189.0,1
41,79.0,9,394.0,1,390.0,2
56,393.0,26,183.0,1,221.0,2
46,273.0,18,910.0,2,184.0,4
33,7608.0,30,238.0,4,-1.0,0
37,539.0,25,168.0,2,45.0,1
32,312.0,17,232.0,2,-1.0,0
29,266.0,6,540.0,1,-1.0,0
46,456.0,18,618.0,6,-1.0,0
46,792.0,5,170.0,2,-1.0,0
38,3239.0,5,817.0,2,-1.0,0
40,339.0,14,234.0,2,-1.0,0
35,1473.0,20,17.0,6,322.0,4
59,975.0,15,263.0,4,-1.0,0
46,842.0,8,833.0,1,-1.0,0
41,536.0,15,76.0,3,-1.0,0
36,52.0,5,498.0,2,179.0,7
31,8781.0,14,680.0,1,177.0,1
27,302.0,8,151.0,1,189.0,1
61,985.0,18,998.0,6,-1.0,0
47,551.0,29,124.0,1,-1.0,0
33,258.0,12,80.0,4,-1.0,0
51,2506.0,30,210.0,3,-1.0,0
21,61.0,8,141.0,1,-1.0,0
59,2429.0,18,79.0,2,182.0,7
51,113.0,15,71.0,3,-1.0,0
48,541.0,14,72.0,1,363.0,2
34,184.0,30,87.0,3,-1.0,0
54,-41.0,5,288.0,1,-1.0,0
45,608.0,7,1135.0,3,323.0,30
27,347.0,6,385.0,4,-1.0,0
34,2374.0,9,243.0,2,92.0,3
44,1058.0,11,188.0,3,-1.0,0
34,13204.0,20,197.0,2,-1.0,0
38,-14.0,8,124.0,1,-1.0,0
57,-12.0,12,80.0,8,-1.0,0
68,1146.0,13,356.0,1,71.0,5
53,-1601.0,13,82.0,2,-1.0,0
37,1949.0,12,328.0,2,-1.0,0
33,229.0,8,205.0,4,-1.0,0
38,2253.0,13,937.0,3,-1.0,0
32,415.0,2,777.0,4,-1.0,0
32,476.0,19,503.0,2,-1.0,0
43,348.0,15,88.0,3,-1.0,0
56,448.0,17,556.0,1,181.0,2
27,411.0,27,123.0,1,-1.0,0
25,380.0,12,167.0,1,-1.0,0
50,8345.0,27,194.0,1,261.0,1
26,567.0,25,421.0,1,-1.0,0
23,488.0,29,205.0,1,91.0,3
54,1872.0,13,439.0,5,-1.0,0
25,333.0,15,1056.0,2,-1.0,0
39,224.0,5,208.0,1,-1.0,0
88,433.0,15,161.0,1,274.0,1
53,0.0,22,77.0,9,-1.0,0
46,31.0,15,144.0,1,-1.0,0
54,467.0,18,674.0,3,-1.0,0
39,603.0,15,214.0,1,-1.0,0
52,-33.0,20,257.0,2,-1.0,0
32,541.0,8,202.0,2,-1.0,0
44,594.0,11,340.0,1,-1.0,0
35,26.0,2,277.0,2,-1.0,0
28,4579.0,12,409.0,2,-1.0,0
27,346.0,11,212.0,1,-1.0,0
30,3048.0,20,223.0,2,-1.0,0
46,0.0,22,686.0,2,-1.0,0
31,360.0,18,309.0,1,-1.0,0
31,457.0,29,38.0,9,-1.0,0
37,1130.0,26,152.0,1,-1.0,0
53,1138.0,6,375.0,2,-1.0,0
56,-256.0,14,92.0,1,370.0,2
26,-119.0,9,359.0,5,-1.0,0
58,169.0,16,301.0,1,94.0,3
42,3465.0,16,1039.0,2,-1.0,0
36,671.0,1,161.0,1,457.0,2
36,446.0,16,174.0,5,-1.0,0
32,1005.0,12,215.0,1,-1.0,0
43,2539.0,16,529.0,4,-1.0,0
40,400.0,9,317.0,1,-1.0,0
35,27.0,25,214.0,1,305.0,1
43,11115.0,23,291.0,1,182.0,3
32,1615.0,21,164.0,3,-1.0,0
71,3230.0,24,341.0,2,133.0,3
37,1.0,6,44.0,2,-1.0,0
33,55.0,30,526.0,2,87.0,3
48,427.0,17,62.0,1,-1.0,0
40,4381.0,29,126.0,2,-1.0,0
28,187.0,9,295.0,1,-1.0,0
39,2985.0,14,91.0,2,-1.0,0
30,315.0,14,884.0,3,346.0,4
32,60.0,19,153.0,7,-1.0,0
34,865.0,21,51.0,7,-1.0,0
48,6613.0,17,159.0,3,-1.0,0
36,272.0,11,222.0,2,-1.0,0
32,2881.0,2,356.0,1,-1.0,0
28,173.0,18,588.0,7,-1.0,0
69,4572.0,27,185.0,2,92.0,3
38,677.0,14,114.0,2,-1.0,0
30,415.0,6,984.0,1,343.0,4
36,63.0,16,322.0,2,-1.0,0
33,1636.0,4,592.0,1,66.0,1
60,12039.0,8,236.0,1,-1.0,0
45,171.0,12,539.0,1,-1.0,0
44,0.0,11,151.0,2,370.0,2
46,368.0,20,293.0,1,90.0,4
31,1812.0,30,461.0,1,-1.0,0
45,1323.0,17,550.0,1,-1.0,0
42,12584.0,19,21.0,25,-1.0,0
33,91.0,17,400.0,2,-1.0,0
50,810.0,15,91.0,1,103.0,3
34,1279.0,22,174.0,2,160.0,8
54,983.0,25,54.0,6,-1.0,0
60,5.0,4,494.0,1,95.0,2
35,1085.0,5,199.0,1,86.0,7
30,12569.0,18,87.0,1,-1.0,0
48,660.0,18,318.0,1,561.0,2
30,234.0,3,242.0,2,-1.0,0
57,0.0,30,585.0,1,-1.0,0
36,324.0,16,830.0,1,-1.0,0
53,459.0,5,558.0,1,-1.0,0
40,1361.0,29,1473.0,1,-1.0,0
71,653.0,3,471.0,1,189.0,1
32,3255.0,29,167.0,2,-1.0,0
28,7459.0,2,981.0,5,269.0,2
43,1630.0,29,153.0,3,-1.0,0
56,-663.0,27,243.0,2,-1.0,0
24,431.0,19,418.0,11,185.0,5
35,18111.0,14,172.0,4,-1.0,0
45,2724.0,28,359.0,2,182.0,1
45,4466.0,3,110.0,1,-1.0,0
23,480.0,9,742.0,2,182.0,1
57,4.0,21,84.0,1,-1.0,0
60,1853.0,11,408.0,1,-1.0,0
27,662.0,9,544.0,1,-1.0,0
46,357.0,19,221.0,2,-1.0,0
37,4.0,11,933.0,1,-1.0,0
26,0.0,2,1223.0,2,-1.0,0
57,372.0,21,553.0,3,-1.0,0
35,68.0,12,334.0,1,347.0,6
44,337.0,28,257.0,3,-1.0,0
33,233.0,29,155.0,2,-1.0,0
37,1533.0,21,555.0,4,-1.0,0
46,294.0,17,228.0,1,-1.0,0
40,406.0,12,577.0,2,-1.0,0
32,80.0,19,475.0,2,-1.0,0
46,2889.0,5,494.0,1,-1.0,0
48,335.0,17,214.0,3,-1.0,0
27,89.0,14,68.0,3,-1.0,0
31,2577.0,13,611.0,2,-1.0,0
44,1258.0,6,607.0,4,-1.0,0
37,47.0,19,374.0,3,-1.0,0
44,0.0,30,684.0,2,-1.0,0
35,204.0,25,236.0,1,-1.0,0
36,0.0,13,296.0,8,-1.0,0
33,863.0,13,622.0,3,-1.0,0
34,1408.0,23,245.0,1,-1.0,0
57,-461.0,4,145.0,8,-1.0,0
39,1293.0,3,140.0,2,-1.0,0
35,634.0,29,122.0,2,-1.0,0
23,342.0,3,152.0,6,-1.0,0
22,64.0,4,112.0,1,-1.0,0
30,697.0,10,179.0,3,102.0,2
76,2302.0,5,110.0,1,87.0,2
31,1273.0,23,442.0,1,-1.0,0
45,130.0,30,127.0,1,-1.0,0
58,7881.0,28,507.0,8,-1.0,0
61,6.0,14,133.0,2,-1.0,0
33,892.0,21,151.0,1,-1.0,0
33,152.0,13,351.0,2,-1.0,0
35,745.0,5,522.0,3,-1.0,0
27,1347.0,28,824.0,1,193.0,11
25,292.0,18,1027.0,2,-1.0,0
42,206.0,30,695.0,2,-1.0,0
34,1058.0,28,864.0,2,-1.0,0
33,1974.0,14,498.0,2,191.0,1
27,362.0,14,332.0,2,-1.0,0
43,693.0,5,124.0,3,-1.0,0
25,362.0,3,617.0,2,-1.0,0
25,1141.0,5,718.0,1,347.0,1
56,25290.0,31,81.0,12,-1.0,0
37,1314.0,12,118.0,4,210.0,3
33,2979.0,5,326.0,2,437.0,1
36,1109.0,23,122.0,5,-1.0,0
64,1644.0,5,341.0,4,179.0,4
42,454.0,4,23.0,3,-1.0,0
42,-972.0,29,146.0,1,-1.0,0
26,2063.0,10,221.0,1,-1.0,0
57,473.0,9,87.0,1,-1.0,0
45,141.0,14,21.0,10,-1.0,0
60,474.0,31,415.0,5,186.0,3
44,-395.0,5,894.0,1,-1.0,0
40,172.0,29,421.0,1,-1.0,0
35,2.0,3,88.0,1,-1.0,0
58,630.0,9,443.0,2,-1.0,0
56,68.0,8,68.0,5,-1.0,0
59,4412.0,2,162.0,2,-1.0,0
29,497.0,18,642.0,3,298.0,6
29,25.0,14,207.0,2,-1.0,0
64,5966.0,22,983.0,1,-1.0,0
38,0.0,7,196.0,2,-1.0,0
23,107.0,14,84.0,1,183.0,1
38,4174.0,23,336.0,2,184.0,5
56,1110.0,4,945.0,2,-1.0,0
46,687.0,19,125.0,13,-1.0,0
43,2557.0,15,166.0,3,183.0,5
31,0.0,29,157.0,2,-1.0,0
33,-124.0,17,150.0,2,325.0,1
54,1636.0,20,1008.0,2,-1.0,0
29,550.0,29,801.0,1,-1.0,0
48,3229.0,16,1089.0,1,-1.0,0
39,19.0,2,503.0,2,147.0,5
26,515.0,31,775.0,1,-1.0,0
51,313.0,8,378.0,1,-1.0,0
35,3544.0,8,380.0,1,-1.0,0
37,483.0,30,188.0,1,-1.0,0
33,2054.0,25,472.0,6,-1.0,0
42,156.0,15,7.0,4,371.0,5
52,-888.0,16,135.0,1,-1.0,0
40,2562.0,15,487.0,4,-1.0,0
47,289.0,5,210.0,1,-1.0,0
20,755.0,29,284.0,1,-1.0,0
28,-228.0,7,164.0,3,-1.0,0
42,105.0,11,1159.0,4,-1.0,0
53,50.0,15,669.0,1,337.0,3
35,1756.0,20,195.0,1,-1.0,0
65,2.0,14,450.0,1,-1.0,0
48,608.0,30,362.0,2,-1.0,0
53,517.0,18,188.0,2,-1.0,0
34,320.0,12,352.0,1,828.0,2
40,121.0,22,80.0,1,-1.0,0
24,2984.0,27,935.0,1,-1.0,0
45,507.0,21,304.0,2,-1.0,0
47,3715.0,12,171.0,2,182.0,4
31,64.0,2,261.0,2,-1.0,0
42,1261.0,10,272.0,1,-1.0,0
36,2473.0,28,965.0,4,-1.0,0
26,3108.0,13,481.0,3,-1.0,0
31,-218.0,2,227.0,15,-1.0,0
25,219.0,30,458.0,1,-1.0,0
55,856.0,29,101.0,4,-1.0,0
44,447.0,14,106.0,5,-1.0,0
62,1128.0,2,236.0,1,290.0,3
30,1664.0,20,2016.0,1,-1.0,0
58,0.0,11,464.0,2,-1.0,0
36,1772.0,5,208.0,1,-1.0,0
33,0.0,17,78.0,1,-1.0,0
74,9480.0,21,211.0,1,-1.0,0
59,259.0,18,224.0,1,-1.0,0
48,1180.0,27,142.0,1,238.0,3
32,168.0,27,86.0,1,-1.0,0
42,936.0,30,931.0,1,-1.0,0
49,1697.0,29,184.0,4,-1.0,0
28,707.0,25,226.0,1,-1.0,0
35,81.0,29,79.0,1,-1.0,0
46,605.0,20,780.0,2,-1.0,0
37,3943.0,6,1138.0,2,138.0,1
38,165.0,17,526.0,1,260.0,2
47,1147.0,2,654.0,1,95.0,1
52,876.0,4,601.0,3,-1.0,0
37,1733.0,12,524.0,3,326.0,1
55,12159.0,8,179.0,5,139.0,4
45,1979.0,17,76.0,3,-1.0,0
34,182.0,6,938.0,2,-1.0,0
46,9347.0,19,138.0,1,117.0,1
36,62.0,13,398.0,2,-1.0,0
27,409.0,18,525.0,1,-1.0,0
28,939.0,27,740.0,1,-1.0,0
52,385.0,26,96.0,4,-1.0,0
28,38.0,18,16.0,5,355.0,3
26,380.0,13,260.0,3,-1.0,0
38,-242.0,18,1173.0,3,278.0,6
40,205.0,25,357.0,1,-1.0,0
40,57.0,31,1007.0,9,-1.0,0
69,426.0,9,395.0,1,-1.0,0
37,217.0,23,272.0,2,-1.0,0
49,0.0,6,445.0,2,166.0,3
36,1133.0,4,293.0,1,181.0,2
30,-130.0,3,194.0,2,-1.0,0
37,1088.0,17,131.0,2,-1.0,0
41,201.0,3,157.0,1,-1.0,0
29,908.0,20,1663.0,1,-1.0,0
52,0.0,20,47.0,1,-1.0,0
39,276.0,9,334.0,2,-1.0,0
30,15.0,26,252.0,2,-1.0,0
32,3283.0,12,623.0,2,191.0,2
56,616.0,6,156.0,1,-1.0,0
39,644.0,15,110.0,1,-1.0,0
53,1797.0,2,128.0,3,94.0,5
42,151.0,5,227.0,3,-1.0,0
54,734.0,12,124.0,1,-1.0,0
28,-31.0,19,257.0,1,-1.0,0
28,593.0,19,202.0,1,-1.0,0
39,640.0,13,220.0,4,370.0,2
51,1613.0,4,870.0,1,-1.0,0
73,542.0,26,355.0,1,180.0,5
25,349.0,22,1037.0,8,-1.0,0
29,2439.0,2,263.0,2,-1.0,0
38,1401.0,13,516.0,1,-1.0,0
27,6791.0,5,179.0,2,69.0,26
36,-811.0,12,365.0,2,-1.0,0
45,726.0,31,175.0,6,-1.0,0
38,-56.0,6,247.0,2,-1.0,0
54,2656.0,15,1187.0,2,320.0,2
41,203.0,2,342.0,2,-1.0,0
29,425.0,5,562.0,15,-1.0,0
42,-465.0,23,102.0,1,-1.0,0
66,0.0,8,189.0,1,-1.0,0
28,187.0,9,206.0,1,92.0,1
37,2120.0,15,655.0,3,175.0,4
23,425.0,3,768.0,1,-1.0,0
53,597.0,22,392.0,1,-1.0,0
32,-311.0,18,218.0,2,-1.0,0
58,5920.0,21,96.0,1,121.0,1
38,265.0,17,854.0,3,-1.0,0
34,262.0,1,339.0,1,-1.0,0
33,3915.0,7,65.0,4,-1.0,0
35,4963.0,14,456.0,1,300.0,1
63,18016.0,7,371.0,1,-1.0,0
56,0.0,16,1222.0,1,-1.0,0
40,363.0,26,135.0,1,104.0,2
52,213.0,14,164.0,2,-1.0,0
72,132.0,1,260.0,2,65.0,1
48,558.0,25,433.0,6,-1.0,0
31,210.0,15,166.0,1,-1.0,0
55,1504.0,31,186.0,3,101.0,2
27,703.0,5,590.0,3,-1.0,0
49,228.0,2,407.0,1,92.0,1
32,454.0,18,978.0,1,-1.0,0
64,466.0,18,526.0,1,-1.0,0
45,925.0,6,406.0,2,-1.0,0
76,2223.0,4,429.0,1,-1.0,0
43,991.0,14,111.0,2,-1.0,0
34,510.0,27,33.0,7,-1.0,0
38,198.0,26,431.0,2,-1.0,0
52,1708.0,23,193.0,1,145.0,3
47,1730.0,30,231.0,1,-1.0,0
39,3705.0,16,77.0,1,-1.0,0
59,116.0,12,398.0,4,422.0,3
78,1204.0,17,135.0,1,-1.0,0
66,2149.0,26,135.0,2,90.0,11
39,494.0,10,106.0,2,478.0,3
49,1330.0,18,37.0,1,-1.0,0
40,3126.0,12,200.0,2,-1.0,0
50,416.0,5,494.0,5,-1.0,0
32,386.0,18,482.0,1,-1.0,0
36,926.0,14,216.0,1,-1.0,0
38,2472.0,3,176.0,2,-1.0,0
35,1693.0,10,515.0,1,-1.0,0
44,0.0,2,699.0,1,272.0,1
40,-17.0,11,474.0,1,256.0,1
42,-14.0,24,58.0,2,-1.0,0
32,2974.0,24,227.0,1,4.0,1
27,567.0,25,238.0,2,184.0,1
34,239.0,5,6.0,1,-1.0,0
29,1612.0,26,375.0,2,-1.0,0
43,5082.0,3,99.0,3,-1.0,0
28,128.0,27,460.0,1,414.0,1
36,-400.0,6,362.0,2,307.0,1
34,1.0,22,483.0,7,-1.0,0
54,258.0,25,86.0,1,88.0,1
40,1584.0,21,661.0,1,-1.0,0
30,424.0,16,298.0,4,-1.0,0
43,5564.0,20,45.0,5,154.0,2
29,-312.0,14,130.0,2,-1.0,0
71,2064.0,9,379.0,2,92.0,3
