P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4
616.0,0.457792,0.003247,0.227273,0.152695,0.86039,0.0,0.713741,0.007634,0.030534,0.050725,0.003817,1.0,0.286232,0.043478,1.0
10664.0,0.454801,0.000938,0.213616,0.170451,0.851557,0.01491,0.684477,0.002888,0.018291,0.074404,0.000722,0.995187,0.237024,0.079474,0.772727
4377.0,0.475211,0.023532,0.127028,0.076622,0.661184,0.015536,0.479833,0.006027,0.109875,0.037483,0.015763,0.963375,0.505132,0.019639,0.208333
258.0,0.492248,0.0,0.151163,0.137405,0.910853,0.0,0.782609,0.0,0.032609,0.041667,0.0,1.0,0.208333,0.222222,0.0
2676.0,0.498879,0.002616,0.103139,0.070097,0.897235,0.001495,0.770921,0.003138,0.040795,0.059055,0.002092,0.956067,0.253937,0.118557,0.166667
2072.0,0.483591,0.007239,0.082046,0.042991,0.956564,0.0,0.903615,0.003012,0.025602,0.030657,0.003012,1.0,0.014599,0.157895,0.428571
5698.0,0.445419,0.0,0.802562,0.232279,0.823798,0.0,0.706442,0.0,0.014417,0.232761,0.0,0.996626,0.677336,0.0,0.475248
40.0,0.55,0.0,0.125,0.222222,0.9,0.0,0.714286,0.0,0.0,0.333333,0.0,1.0,0.476191,0.0,1.0
5230.0,0.503251,0.061759,0.127916,0.103541,0.849331,0.0,0.691684,0.006592,0.070994,0.127434,0.039554,0.898073,0.440708,0.138085,0.431035
368.0,0.478261,0.0,0.184783,0.140625,0.826087,0.0,0.617834,0.0,0.025478,0.218906,0.0,0.980892,0.437811,0.090909,0.875
1006.0,0.493042,0.005964,0.170974,0.123529,0.799205,0.057654,0.684478,0.007634,0.043257,0.06872,0.005089,0.997456,0.239337,0.066177,1.0
231.0,0.489178,0.0,0.212121,0.127119,0.900433,0.012987,0.835165,0.0,0.043956,0.228814,0.0,0.824176,0.169492,0.083333,0.2
6859.0,0.476163,0.150459,0.16154,0.155302,0.86587,0.023764,0.730035,0.002727,0.020257,0.10682,0.143358,0.997663,0.275574,0.090113,0.685714
3561.0,0.477956,0.001685,0.120191,0.098978,0.864926,0.00337,0.705701,0.003852,0.057011,0.060101,0.003082,0.996148,0.285301,0.093117,0.555556
5968.0,0.506535,0.011227,0.048425,0.042105,0.912366,0.0,0.81448,0.007039,0.051785,0.050143,0.012066,0.986928,0.248806,0.120104,0.5
7363.0,0.487709,0.008013,0.146815,0.115589,0.828603,0.002852,0.659282,0.004364,0.060759,0.032164,0.006714,0.993958,0.315465,0.044878,0.272727
6193.0,0.491361,0.011303,0.119651,0.08254,0.925238,0.008235,0.824621,0.000489,0.020029,0.019636,0.00977,0.986321,0.118295,0.05,0.5
21507.0,0.47724,0.015297,0.168689,0.132438,0.81964,0.021853,0.664553,0.005994,0.045418,0.050356,0.010259,0.985821,0.338259,0.06877,0.545455
888.0,0.471847,0.816441,0.102478,0.081024,0.52027,0.0,0.324864,0.001815,0.090744,0.072391,0.814882,1.0,0.787879,0.008,1.0
556.0,0.503597,0.008993,0.014389,0.025362,0.773381,0.0,0.60687,0.0,0.08397,0.043796,0.007634,0.98855,0.441606,0.033613,1.0
881.0,0.506243,0.00454,0.116913,0.112644,0.855846,0.003405,0.678679,0.006006,0.039039,0.146154,0.0,0.993994,0.415385,0.141593,0.833333
2134.0,0.479381,0.001406,0.211809,0.154816,0.864105,0.00328,0.696218,0.004728,0.023641,0.063123,0.001182,0.995272,0.136213,0.080247,0.6
351.0,0.481482,0.0,0.099715,0.049451,0.903134,0.0,0.772727,0.0,0.030303,0.236994,0.0,1.0,0.16185,0.0,0.0
17834.0,0.47858,0.007962,0.127734,0.108399,0.865033,0.023326,0.74789,0.004069,0.037372,0.030392,0.006329,0.996835,0.250877,0.06162,0.32
377.0,0.496021,0.002653,0.061008,0.031579,0.992042,0.0,0.975,0.0,0.0,0.04,0.008333,0.95,0.024,0.0,1.0
196.0,0.44898,0.234694,0.183674,0.12037,0.923469,0.0,0.797297,0.0,0.0,0.186813,0.216216,1.0,0.406593,0.095238,1.0
26455.0,0.487469,0.004838,0.263693,0.145439,0.743943,0.044642,0.621134,0.004791,0.075007,0.142911,0.003746,0.945553,0.429926,0.057839,0.375587
10181.0,0.495629,0.011099,0.013948,0.010321,0.919556,0.0,0.816239,0.002279,0.04416,0.06425,0.012821,0.972365,0.103173,0.034351,0.375
2285.0,0.465208,0.495843,0.15186,0.155483,0.84639,0.049015,0.72365,0.002571,0.028278,0.111872,0.428021,0.994859,0.357306,0.132576,0.5
45061.0,0.46548,0.042986,0.180178,0.131197,0.819822,0.009498,0.642482,0.001571,0.050014,0.043435,0.037226,0.958873,0.376302,0.038259,0.411765
488.0,0.489754,0.0,0.278689,0.196787,0.819672,0.045082,0.688119,0.0,0.014852,0.178862,0.0,1.0,0.296748,0.028571,0.809524
1692.0,0.484634,0.000591,0.211584,0.125,0.812057,0.004137,0.636849,0.004005,0.045394,0.11361,0.0,0.993324,0.423669,0.05625,0.5
13229.0,0.483559,0.058357,0.161539,0.102605,0.893718,0.015723,0.788018,0.000832,0.029332,0.047175,0.053256,0.995007,0.139742,0.057971,0.676829
2051.0,0.501707,0.050707,0.104339,0.087084,0.921502,0.0,0.813922,0.005355,0.021419,0.058008,0.053548,0.997323,0.249685,0.089041,0.888889
12038.0,0.483967,0.014288,0.140057,0.09868,0.815003,0.019355,0.654579,0.004712,0.051014,0.046121,0.014751,0.996312,0.383232,0.033731,0.235294
6640.0,0.487651,0.000301,0.073946,0.058789,0.930874,0.0,0.820902,0.002602,0.014744,0.054143,0.000867,0.986123,0.274815,0.115607,0.6
1599.0,0.457786,0.018136,0.197624,0.117647,0.838024,0.0,0.669578,0.005822,0.03639,0.026912,0.014556,0.994178,0.164306,0.047059,0.0
823.0,0.46051,0.001215,0.218712,0.119369,0.878493,0.0,0.727829,0.006116,0.018349,0.054913,0.0,0.993884,0.265896,0.173913,0.666667
8462.0,0.487946,0.004845,0.268731,0.105008,0.879225,0.004254,0.763395,0.001974,0.032431,0.066105,0.005076,0.974619,0.220964,0.130879,0.510638
2141.0,0.501635,0.000934,0.13078,0.074039,0.860813,0.0,0.731762,0.004489,0.057239,0.20659,0.0,0.995511,0.251113,0.045045,0.238095
10446.0,0.466494,0.065863,0.167433,0.13691,0.83946,0.008712,0.677585,0.001956,0.049132,0.039671,0.054754,0.974578,0.325352,0.027352,0.090909
1110549.0,0.510076,0.093882,0.102197,0.07272,0.752597,0.044003,0.614628,0.004753,0.122705,0.059358,0.085204,0.856591,0.507577,0.117308,0.198506
597.0,0.509213,0.0,0.113903,0.105802,0.884422,0.0,0.715596,0.0,0.03211,0.080169,0.0,1.0,0.35443,0.046512,0.6
173.0,0.50289,0.00578,0.179191,0.081395,0.895954,0.0,0.784615,0.015385,0.030769,0.084507,0.0,1.0,0.084507,0.166667,0.0
1151.0,0.466551,0.003475,0.19722,0.156352,0.851434,0.0,0.696466,0.004158,0.047817,0.18887,0.004158,1.0,0.355818,0.031447,1.0
2128.0,0.482143,0.120301,0.117951,0.099819,0.883459,0.00141,0.748684,0.002632,0.057895,0.025641,0.098684,0.984211,0.19359,0.084211,0.444444
4271.0,0.490986,0.02716,0.13978,0.107176,0.824163,0.019668,0.669725,0.00344,0.045298,0.068376,0.02695,0.968463,0.452457,0.070404,0.421053
3607.0,0.465484,0.275575,0.167452,0.176867,0.791794,0.085944,0.695354,0.006093,0.020564,0.08374,0.219345,0.996954,0.35171,0.104575,0.653846
1453.0,0.497591,0.007571,0.16724,0.073973,0.83276,0.015141,0.689091,0.007273,0.063636,0.070946,0.005455,0.96,0.574324,0.097087,0.5
1388.0,0.454611,0.0,0.271614,0.221929,0.768012,0.036023,0.591803,0.003279,0.02459,0.168937,0.0,0.993443,0.288828,0.068323,0.833333
2888.0,0.466067,0.000346,0.197368,0.157588,0.831025,0.027008,0.681936,0.001729,0.032844,0.060877,0.0,0.998271,0.287338,0.072727,0.125
4990.0,0.465531,0.004409,0.250501,0.155606,0.792986,0.01022,0.614125,0.002339,0.057063,0.095601,0.003742,0.877923,0.369712,0.108491,0.692308
7739.0,0.483396,0.003101,0.073782,0.044772,0.902701,0.020416,0.804553,0.001962,0.032575,0.02711,0.003532,0.996468,0.146239,0.025882,0.208333
4182.0,0.447633,0.000717,0.225968,0.167533,0.814204,0.006456,0.623188,0.003757,0.018787,0.063819,0.0,0.996243,0.388945,0.085674,0.46875
15051.0,0.483357,0.027972,0.070427,0.050926,0.846057,0.000199,0.692652,0.002986,0.067341,0.096102,0.027865,0.91375,0.316342,0.031909,0.343396
523.0,0.48566,0.0,0.195029,0.130111,0.854685,0.0,0.677725,0.004739,0.023697,0.113445,0.0,0.990521,0.42437,0.214286,0.6
7003.0,0.488077,0.236185,0.081965,0.072803,0.894617,0.003427,0.758798,0.00435,0.032819,0.091268,0.200079,0.977857,0.379806,0.094258,0.6
306.0,0.464052,0.006536,0.300654,0.170732,0.813726,0.0,0.59854,0.0,0.014599,0.080537,0.014599,1.0,0.255034,0.181818,0.0
205.0,0.458537,0.0,0.268293,0.288288,0.814634,0.0,0.593407,0.0,0.010989,0.320896,0.0,1.0,0.410448,0.111111,0.0
2650.0,0.498113,0.0,0.178491,0.121805,0.861509,0.044528,0.757778,0.002222,0.025556,0.037433,0.0,0.998889,0.165775,0.047904,0.625
7096.0,0.490276,0.009442,0.066375,0.05253,0.918968,0.010288,0.830008,0.001663,0.030341,0.03218,0.005819,0.982959,0.077635,0.109489,0.340909
10636.0,0.449699,0.264103,0.225461,0.19033,0.707691,0.033941,0.517403,0.003203,0.075593,0.08392,0.199231,0.959855,0.43525,0.062627,0.516129
2419.0,0.474163,0.022323,0.359653,0.178459,0.789169,0.0,0.629915,0.005128,0.053846,0.346734,0.026496,0.97265,0.474595,0.112319,0.675
8418.0,0.47541,0.720005,0.093015,0.071105,0.884177,0.0,0.727612,0.006445,0.042402,0.061147,0.684871,0.941316,0.398408,0.07652,0.338983
10328.0,0.470566,0.003195,0.166634,0.124909,0.798315,0.016654,0.633862,0.007929,0.060868,0.060679,0.002332,0.983909,0.508434,0.060566,0.185185
29205.0,0.483171,0.020544,0.069372,0.068968,0.903373,0.005581,0.774888,0.002096,0.023531,0.078321,0.018291,0.955797,0.21951,0.072122,0.267857
6513.0,0.480884,0.022417,0.169814,0.103224,0.918624,0.0,0.788607,0.0,0.020027,0.065308,0.018247,0.970183,0.255824,0.062893,0.73913
971.0,0.46035,0.0,0.299691,0.253817,0.755922,0.063852,0.59383,0.005141,0.030848,0.046569,0.0,1.0,0.389706,0.022059,1.0
182.0,0.472528,0.0,0.230769,0.21875,0.879121,0.0,0.710526,0.0,0.0,0.2,0.0,1.0,0.263158,0.0,1.0
2462.0,0.493095,0.002031,0.140536,0.112981,0.865963,0.016247,0.726395,0.004292,0.030043,0.046059,0.002146,0.996781,0.28045,0.095041,0.375
92.0,0.445652,0.0,0.26087,0.117647,0.891304,0.0,0.780488,0.0,0.02439,0.068182,0.0,1.0,0.159091,0.0,0.0
4774.0,0.483662,0.008798,0.143486,0.10426,0.857143,0.00377,0.701648,0.003846,0.054396,0.111328,0.007692,0.992857,0.288574,0.057252,0.615385
8360.0,0.469737,0.008014,0.175837,0.099481,0.86256,0.003708,0.707858,0.003899,0.034193,0.028272,0.006899,0.993401,0.148936,0.038119,0.424242
1975.0,0.473924,0.002025,0.137215,0.068335,0.878481,0.003038,0.731774,0.0,0.041266,0.076239,0.001376,0.491059,0.311309,0.061611,0.333333
6542.0,0.500153,0.034852,0.071232,0.048624,0.925252,0.0,0.838724,0.002734,0.04328,0.057535,0.031435,0.9918,0.073422,0.088692,0.2
1472.0,0.438179,0.646739,0.191576,0.180169,0.832201,0.049592,0.694757,0.001873,0.016854,0.071304,0.580524,0.998127,0.351304,0.129187,0.25
28.0,0.428571,0.0,0.357143,0.1875,0.714286,0.0,0.5,0.0,0.0,0.157895,0.0,1.0,0.157895,0.0,0.0
4921.0,0.489331,0.025808,0.078643,0.069638,0.921357,0.0,0.809714,0.005143,0.021143,0.051491,0.022857,0.998286,0.23523,0.11465,0.777778
22757.0,0.537593,0.06297,0.036516,0.042668,0.945379,0.002285,0.845338,0.007203,0.041417,0.043994,0.096239,0.235294,0.799541,0.486976,0.227273
271.0,0.439114,0.0,0.158672,0.118421,0.940959,0.0,0.829787,0.0,0.0,0.113208,0.0,1.0,0.179245,0.266667,1.0
258.0,0.503876,0.0,0.031008,0.023438,0.837209,0.0,0.633663,0.009901,0.039604,0.536697,0.0,1.0,0.752294,0.2,1.0
771.0,0.487678,0.001297,0.168612,0.126582,0.90013,0.0,0.747405,0.0,0.013841,0.052459,0.0,1.0,0.15082,0.1,0.25
218.0,0.495413,0.0,0.09633,0.018182,0.889908,0.0,0.755556,0.0,0.022222,0.174312,0.0,1.0,0.192661,0.090909,0.333333
1594.0,0.427227,0.000627,0.629235,0.240964,0.723965,0.0,0.584728,0.0,0.043933,0.060904,0.001046,0.970711,0.300589,0.0,0.6
38719.0,0.457011,0.125339,0.086004,0.055746,0.503422,0.223792,0.491002,0.001959,0.180842,0.072054,0.112772,0.985777,0.49596,0.032931,0.385892
876.0,0.493151,0.0,0.130137,0.121622,0.891553,0.0,0.746951,0.0,0.030488,0.219048,0.0,1.0,0.445238,0.092308,0.333333
1759.0,0.488914,0.009096,0.090392,0.073415,0.938602,0.0,0.826715,0.005415,0.016246,0.130298,0.01083,0.745487,0.386185,0.215517,0.714286
2846.0,0.472593,0.0,0.22312,0.163891,0.813071,0.031272,0.641228,0.004386,0.024561,0.041211,0.0,1.0,0.287637,0.073529,0.4
149767.0,0.47648,0.292681,0.130129,0.103321,0.84536,0.010016,0.67667,0.004515,0.043223,0.113425,0.270815,0.947065,0.350358,0.108855,0.512548
9965.0,0.477471,0.006724,0.123633,0.099289,0.785148,0.09152,0.708527,0.00406,0.047274,0.043285,0.007831,0.99536,0.345172,0.052174,0.4
235.0,0.442553,0.182979,0.157447,0.137405,0.829787,0.042553,0.707865,0.011236,0.033708,0.168224,0.11236,0.988764,0.102804,0.166667,0.666667
7589.0,0.484517,0.109764,0.109105,0.083589,0.890499,0.000395,0.748705,0.002961,0.046632,0.036377,0.088083,0.890452,0.349144,0.132114,0.1
93.0,0.44086,0.0,0.010753,0.0,0.83871,0.0,0.682927,0.0,0.048781,0.933442,0.0,0.853659,0.363636,0.027778,0.0
1544.0,0.494819,0.000648,0.199482,0.112821,0.861399,0.0,0.712195,0.003252,0.052033,0.305869,0.0,0.954472,0.465011,0.136364,0.222222
312.0,0.503205,0.0,0.13141,0.096774,0.939103,0.0,0.853448,0.0,0.017241,0.056911,0.0,1.0,0.113821,0.058824,0.0
4382.0,0.489046,0.432907,0.175034,0.126842,0.516659,0.389548,0.672823,0.001759,0.027265,0.083065,0.358839,0.990325,0.291936,0.092971,0.7
1974.0,0.452888,0.011145,0.210233,0.173148,0.796859,0.059777,0.681572,0.006775,0.050136,0.088889,0.009485,0.976965,0.314815,0.043333,0.571429
549.0,0.468124,0.340619,0.153006,0.133562,0.874317,0.0,0.696262,0.0,0.014019,0.077586,0.28972,1.0,0.301724,0.123457,1.0
6910.0,0.46136,0.003473,0.171346,0.126814,0.805933,0.008683,0.630255,0.003972,0.047004,0.031731,0.002317,0.995697,0.336859,0.035467,0.5
59459.0,0.467297,0.14198,0.161271,0.124708,0.801847,0.033031,0.651228,0.005306,0.040681,0.077801,0.120892,0.995023,0.361619,0.078558,0.578313
442.0,0.49095,0.042986,0.108597,0.093333,0.936652,0.0,0.834437,0.0,0.013245,0.137143,0.02649,0.807947,0.325714,0.189189,1.0
4329.0,0.486949,0.228921,0.143913,0.078793,0.922615,0.0,0.822448,0.0,0.029803,0.025942,0.194673,0.992391,0.02903,0.1125,0.375
696.0,0.485632,0.001437,0.132184,0.086592,0.916667,0.0,0.8,0.0,0.023077,0.033457,0.003846,0.992308,0.245353,0.092593,0.666667
427.0,0.501171,0.009368,0.208431,0.079812,0.946136,0.0,0.867052,0.0,0.0,0.064865,0.00578,1.0,0.0,0.0,0.555556
3353.0,0.472115,0.000597,0.251417,0.155932,0.807337,0.024754,0.661816,0.005544,0.040887,0.477931,0.000693,0.999307,0.361795,0.094183,0.774194
211.0,0.469194,0.047393,0.109005,0.071429,0.890995,0.0,0.765432,0.0,0.037037,0.05814,0.049383,0.987654,0.267442,0.047619,0.0
554.0,0.525271,0.009025,0.077617,0.053232,0.819495,0.0,0.669643,0.0,0.102679,0.081967,0.004464,0.986607,0.307377,0.05,0.2
123.0,0.528455,0.0,0.056911,0.068966,0.97561,0.0,0.9375,0.0,0.03125,0.157895,0.0,1.0,0.552632,0.285714,1.0
1157.0,0.489196,0.0,0.211755,0.135364,0.811582,0.0,0.630219,0.011928,0.039761,0.106572,0.0,0.984095,0.465364,0.061856,0.0
20412.0,0.475015,0.011513,0.194249,0.12794,0.846316,0.016412,0.716627,0.002395,0.052943,0.02758,0.009202,0.911131,0.325693,0.073436,0.309524
40775.0,0.489614,0.285861,0.144402,0.116573,0.79409,0.051551,0.658036,0.004178,0.045768,0.133746,0.245616,0.987276,0.400307,0.086696,0.537634
54780.0,0.471449,0.114768,0.140909,0.10306,0.853943,0.039595,0.74605,0.005232,0.042868,0.041743,0.098121,0.808082,0.333078,0.125364,0.622222
4698.0,0.463176,0.121328,0.126011,0.136003,0.895913,0.0,0.758797,0.00681,0.022134,0.054721,0.11748,0.99773,0.32618,0.112263,0.181818
1543.0,0.426442,0.608555,0.168503,0.158192,0.88464,0.0,0.722127,0.003431,0.024014,0.176554,0.530017,0.991424,0.326271,0.184211,0.8
1250.0,0.5152,0.0008,0.08,0.039604,0.9312,0.0,0.831797,0.002304,0.02765,0.048246,0.0,0.983871,0.348684,0.103093,0.0
2479.0,0.518758,0.003227,0.085115,0.053646,0.853167,0.004437,0.70276,0.004246,0.061571,0.106262,0.002123,0.991507,0.491461,0.088608,0.8
3076.0,0.496424,0.002926,0.145969,0.06714,0.916125,0.0,0.833778,0.003556,0.048889,0.035163,0.000889,0.977778,0.064323,0.057143,0.409091
2598.0,0.476136,0.001925,0.270978,0.204262,0.710547,0.120477,0.602328,0.00291,0.020369,0.114261,0.0,1.0,0.356529,0.068536,0.742857
308.0,0.464286,0.136364,0.214286,0.139394,0.762987,0.0,0.582192,0.013699,0.047945,0.141177,0.123288,1.0,0.135294,0.028571,1.0
2522.0,0.498414,0.007137,0.049564,0.032411,0.958366,0.0,0.892193,0.003718,0.017348,0.070277,0.004957,0.988848,0.095622,0.171717,0.586207
23674.0,0.472079,0.010053,0.13386,0.114818,0.819971,0.007519,0.638559,0.003819,0.044793,0.055653,0.00805,0.995975,0.433138,0.062219,0.564103
5418.0,0.444998,0.081211,0.249169,0.165281,0.766519,0.071244,0.64805,0.003546,0.031915,0.104407,0.065603,0.995124,0.376737,0.039456,0.444444
2269.0,0.450419,0.626267,0.153812,0.159583,0.866902,0.01234,0.7,0.002381,0.022619,0.142857,0.565476,0.99881,0.320408,0.140684,0.8
14088.0,0.463586,0.052243,0.236939,0.161307,0.790602,0.067362,0.691457,0.001088,0.045529,0.046853,0.042989,0.992382,0.265214,0.031496,0.351351
90.0,0.555556,0.0,0.088889,0.1,0.822222,0.0,0.545455,0.0,0.030303,0.365385,0.0,1.0,0.980769,0.25,1.0
19872.0,0.466838,0.308575,0.164503,0.130345,0.829861,0.031552,0.68925,0.001807,0.035618,0.092942,0.271906,0.993031,0.253307,0.101106,0.365482
938.0,0.509595,0.0,0.067164,0.036957,0.641791,0.121535,0.572944,0.01061,0.108753,0.81699,0.0,0.981432,0.437864,0.043478,0.55
4095.0,0.472528,0.023687,0.152625,0.13287,0.835653,0.008547,0.656764,0.001896,0.046144,0.044686,0.020228,0.981669,0.269928,0.054348,0.52381
9581.0,0.48377,0.02077,0.091535,0.066518,0.894479,0.007202,0.774333,0.003158,0.035027,0.046537,0.028137,0.721505,0.267999,0.057242,0.333333
7512.0,0.445288,0.214058,0.20221,0.170626,0.839191,0.025692,0.695047,0.003237,0.018453,0.063939,0.195856,0.997086,0.323636,0.092812,0.414634
4005.0,0.446192,0.199001,0.187016,0.149684,0.582023,0.220474,0.562544,0.004892,0.077568,0.118842,0.196366,0.990217,0.316503,0.037559,0.366667
274.0,0.507299,0.00365,0.288321,0.088889,0.894161,0.0,0.74,0.0,0.02,0.019608,0.01,1.0,0.284314,0.111111,0.0
149.0,0.503356,0.0,0.275168,0.175676,0.845638,0.0,0.69697,0.015152,0.045455,0.195122,0.0,1.0,0.256098,0.111111,0.5
3925.0,0.497325,0.003057,0.153121,0.063862,0.873376,0.0,0.748408,0.001911,0.058599,0.182717,0.003822,0.985987,0.270692,0.054585,0.547945
728.0,0.508242,0.0,0.263736,0.164805,0.807692,0.06456,0.67033,0.0,0.007326,0.154799,0.0,1.0,0.309598,0.05,0.9
1204.0,0.474253,0.0,0.168605,0.165877,0.862126,0.038206,0.722222,0.0,0.0,0.162791,0.0,0.993056,0.30814,0.142857,0.789474
6604.0,0.461539,0.008631,0.189734,0.152137,0.770594,0.073289,0.639689,0.003113,0.033074,0.056881,0.000778,0.99572,0.32,0.047201,0.590909
177.0,0.553672,0.0,0.118644,0.126582,0.887006,0.0,0.734375,0.0,0.046875,0.111111,0.0,1.0,0.277778,0.25,0.666667
3834.0,0.479656,0.226656,0.109546,0.096742,0.878195,0.00313,0.726182,0.00494,0.038109,0.039322,0.199718,0.988003,0.315932,0.078431,0.35
2658.0,0.493228,0.009406,0.10158,0.07127,0.937171,0.0,0.84771,0.001065,0.025559,0.028956,0.01065,0.998935,0.11789,0.089744,0.333333
562.0,0.514235,0.0,0.183274,0.113553,0.905694,0.0,0.765258,0.0,0.014085,0.053333,0.0,0.981221,0.204444,0.088235,1.0
1175.0,0.448511,0.0,0.21617,0.16821,0.837447,0.064681,0.755869,0.004695,0.023474,0.049107,0.0,0.997653,0.227679,0.114943,0.375
686.0,0.454811,0.001458,0.279883,0.224599,0.715743,0.170554,0.689815,0.009259,0.027778,0.214546,0.0,1.0,0.436364,0.114583,1.0
3676.0,0.445865,0.299238,0.196953,0.186058,0.79951,0.060936,0.67475,0.00428,0.027817,0.116015,0.264622,0.988588,0.352459,0.113924,0.736842
398.0,0.482412,0.027638,0.178392,0.165049,0.879397,0.0,0.742331,0.0,0.030675,0.123656,0.03681,1.0,0.155914,0.0625,1.0
4156.0,0.496631,0.0,0.080847,0.058317,0.909769,0.0,0.790257,0.003383,0.035859,0.054987,0.0,0.995941,0.298593,0.070632,0.2
1542.0,0.467575,0.107004,0.252918,0.204629,0.8262,0.058366,0.711375,0.001698,0.011885,0.122206,0.083192,0.998302,0.274218,0.066265,0.318182
38736.0,0.498683,0.0087,0.024267,0.018384,0.928077,0.0,0.839837,0.003432,0.047642,0.033698,0.007661,0.994015,0.096931,0.0726,0.306977
1254.0,0.499203,0.002392,0.145136,0.101911,0.851675,0.0,0.697155,0.00813,0.054878,0.04466,0.002033,0.993902,0.335922,0.054878,0.142857
4961.0,0.467648,0.000202,0.190687,0.125331,0.844789,0.0,0.678257,0.002782,0.027816,0.051451,0.0,0.999536,0.359719,0.037897,0.454546
54875.0,0.456091,0.159727,0.221959,0.15613,0.776765,0.013868,0.587049,0.002089,0.041938,0.063643,0.164859,0.993492,0.375875,0.032374,0.5
478.0,0.525105,0.0,0.083682,0.044053,0.956067,0.0,0.874214,0.0,0.006289,0.13587,0.0,0.987421,0.25,0.083333,0.333333
9205.0,0.476154,0.002064,0.17925,0.129614,0.849864,0.0,0.671728,0.002485,0.043622,0.035676,0.002209,0.992546,0.241214,0.041922,0.291667
3413.0,0.464108,0.060065,0.235863,0.18152,0.828304,0.030472,0.666911,0.002201,0.015407,0.185296,0.046955,0.916361,0.317992,0.125,0.575758
204.0,0.465686,0.0,0.220588,0.110092,0.882353,0.0,0.710843,0.0,0.0,0.14433,0.0,1.0,0.309278,0.043478,0.0
26727.0,0.478468,0.022374,0.176039,0.136595,0.82542,3.7e-05,0.651014,0.002284,0.059657,0.044685,0.017723,0.93066,0.503316,0.066253,0.44898
