iter	Logloss
577	0.4072847367
578	0.4072241537
579	0.4071377595
580	0.4070502513
581	0.4069414925
582	0.4068650787
583	0.4068031312
584	0.4067029294
585	0.4066598426
586	0.4061665977
587	0.4061067536
588	0.4060339197
589	0.405972667
590	0.4058647368
591	0.4057726699
592	0.4056869908
593	0.4055179772
594	0.4054000144
595	0.4053376598
596	0.4052613178
597	0.4052571079
598	0.4051672512
599	0.4051604753
600	0.4050981529
601	0.4050477338
602	0.4049739743
603	0.4048934197
604	0.4048310631
605	0.4047513199
606	0.4046636658
607	0.4045674658
608	0.4044807909
609	0.4043938208
610	0.4043595189
611	0.4042963307
612	0.4042253311
613	0.4041424776
614	0.4040524217
615	0.403963244
616	0.4038946891
617	0.4037794033
618	0.403728515
619	0.4036421928
620	0.4036385416
621	0.4035672602
622	0.4034847573
623	0.4034186352
624	0.4033549758
625	0.4032618033
626	0.403200542
627	0.4031447185
628	0.4030825913
629	0.4030059462
630	0.4029300587
631	0.4028160032
632	0.4027510779
633	0.4026681415
634	0.4025869852
635	0.4025203861
636	0.4024648528
637	0.4024033207
638	0.4023615046
639	0.4023050165
640	0.4022078971
641	0.4021318267
642	0.4020625565
643	0.4019826921
644	0.4018986861
645	0.4018303199
646	0.4017695172
647	0.4017178851
648	0.4016146741
649	0.4015173593
650	0.4014544152
651	0.4013476768
652	0.4013062803
653	0.401227548
654	0.4011598893
655	0.4010637308
656	0.4009670475
657	0.4009051882
658	0.4008406934
659	0.400790917
660	0.4007463957
661	0.4006808396
662	0.4005884751
663	0.4004967606
664	0.4004331373
665	0.4004252332
666	0.4003748826
667	0.4002746846
668	0.4002102533
669	0.4001581963
670	0.4000859971
671	0.4000154012
672	0.3998598496
673	0.3998559987
674	0.3997927497
675	0.3997362925
676	0.3996568893
677	0.3995652702
678	0.3994721316
679	0.3985821528
680	0.3985220346
681	0.3983548039
682	0.3982871599
683	0.3982195754
684	0.3981242304
685	0.3980290892
686	0.3979891357
687	0.39796995
688	0.3979013683
689	0.3977642413
690	0.3976875095
691	0.3976062891
692	0.3975276771
693	0.3974597475
694	0.3973964476
695	0.3972940195
696	0.3972169542
697	0.3971245825
698	0.3970561515
699	0.3969864611
700	0.3969184427
701	0.3968481333
702	0.3967362951
703	0.3966913061
704	0.3966206181
705	0.3965485056
706	0.3964797557
707	0.3964050696
708	0.3963121198
709	0.3962660301
710	0.3961937547
711	0.3960969827
712	0.3960088554
713	0.3959443693
714	0.3953242005
715	0.3952426666
716	0.3951654606
717	0.3951000656
718	0.3950312831
719	0.3946947133
720	0.3946236265
721	0.3945408444
722	0.3935354343
723	0.3934674067
724	0.39321836
725	0.3931653584
726	0.3930877034
727	0.3929734
728	0.3929148952
729	0.3928495658
730	0.3927683187
731	0.3926412829
732	0.3925720677
733	0.3922125754
734	0.3921397407
735	0.3920812923
736	0.3920104017
737	0.3919522819
738	0.3918867111
739	0.3918134808
740	0.3917442433
741	0.3916648837
742	0.3915703181
743	0.3915339222
744	0.3914485569
745	0.3914043965
746	0.3912255038
747	0.3911870359
748	0.3911022395
749	0.3910454418
750	0.3909695184
751	0.3908782258
752	0.390778373
753	0.3907028242
754	0.390597901
755	0.3905375688
756	0.3904586469
757	0.3903875871
758	0.3903315545
759	0.3902721716
760	0.3901871356
761	0.3901257575
762	0.3900680864
763	0.3900009936
764	0.3899256178
765	0.3898657798
766	0.3897751128
767	0.389716099
768	0.3896331178
769	0.3895686676
770	0.3895164269
771	0.3894472937
772	0.3893674991
773	0.3892801903
774	0.3892198984
775	0.389149251
776	0.3890982681
777	0.3890253603
778	0.3889714306
779	0.3888902158
780	0.388821597
781	0.3887476235
782	0.3886816391
783	0.3886085262
784	0.3885290251
785	0.3884921412
786	0.3884268421
787	0.388370095
788	0.3883236072
789	0.388243642
790	0.3881612655
791	0.3881002136
792	0.3880985832
793	0.3880955476
794	0.3880451478
795	0.3879870304
796	0.3879011046
797	0.387822653
798	0.3877388596
799	0.3876646193
800	0.3875992339
801	0.3875869676
802	0.3875238663
803	0.3874608546
804	0.3873948684
805	0.3873104856
806	0.3872479604
807	0.3871546735
808	0.3870439303
809	0.3869901025
810	0.386922303
811	0.3868319195
812	0.3867472122
813	0.3867085231
814	0.3866435091
815	0.3865468733
816	0.3864973973
817	0.3864794937
818	0.3864067094
819	0.3863107897
820	0.386209867
821	0.3861660868
822	0.3860529491
823	0.3859791597
824	0.3859012902
825	0.3858393547
826	0.3855886506
827	0.3855278784
828	0.3854604972
829	0.3854171591
830	0.3853576344
831	0.3852942662
832	0.3852441214
833	0.3851113226
834	0.3850511022
835	0.3849850979
836	0.3849307987
837	0.3848624122
838	0.3847580173
839	0.3846262037
840	0.3845566892
841	0.3844846277
842	0.3844234524
843	0.3843394632
844	0.3842791321
845	0.3842148188
846	0.3841434746
847	0.3840579964
848	0.3840014377
849	0.3839449204
850	0.3838971112
851	0.3838162408
852	0.3837604246
853	0.3836901786
854	0.3835958381
855	0.3835089444
856	0.3834392084
857	0.383369434
858	0.3832984187
859	0.3832483823
860	0.3831813115
861	0.3831186995
862	0.3830557179
863	0.3829889178
864	0.382916625
865	0.3828293373
866	0.382765166
867	0.3826998851
868	0.3826370779
869	0.3825688031
870	0.3824986131
871	0.382413868
872	0.3823392914
873	0.3822648669
874	0.3822103067
875	0.3821432485
876	0.3820807127
877	0.3820261862
878	0.3819798318
879	0.3819156522
880	0.3817972644
881	0.3817473886
882	0.3816897655
883	0.381498842
884	0.3814259236
885	0.3813637455
886	0.3812947185
887	0.3812127957
888	0.3811310767
889	0.3810455057
890	0.3810202136
891	0.3809403758
892	0.3808969353
893	0.3808613217
894	0.3808128013
895	0.380739759
896	0.3806868991
897	0.3806311925
898	0.3805544119
899	0.3804530757
900	0.3804016041
901	0.3803385407
902	0.3802832084
903	0.3802535389
904	0.380211192
905	0.3801412067
906	0.3800399493
907	0.3799669096
908	0.3798777485
909	0.3796683352
910	0.3796078298
911	0.379527716
912	0.3794533866
913	0.3793748286
914	0.3793046052
915	0.3792540719
916	0.3792060006
917	0.3791268979
918	0.3790343272
919	0.3789598972
920	0.3788902224
921	0.3788153167
922	0.378747521
923	0.3786732639
924	0.3786187874
925	0.3785731019
926	0.3785149404
927	0.3784415663
928	0.3783585628
929	0.377823255
930	0.3777495327
931	0.3777162862
932	0.3776370704
933	0.3775664311
934	0.3775108926
935	0.3774496338
936	0.3773643679
937	0.3773196081
938	0.3772540362
939	0.3772130889
940	0.3771470747
941	0.3771002279
942	0.3770715225
943	0.3769941952
944	0.3769593947
945	0.3765076969
946	0.3764421905
947	0.3763995972
948	0.3763549798
949	0.3762931912
950	0.3762144639
951	0.3761485956
952	0.3760875883
953	0.3759994249
954	0.3759689495
955	0.375887018
956	0.3758050866
957	0.3757255797
958	0.3756508937
959	0.3755818924
960	0.3755006301
961	0.3754405875
962	0.3753882375
963	0.3753297723
964	0.3752608
965	0.3751994563
966	0.3751484788
967	0.375079431
968	0.375066744
969	0.3750108028
970	0.3749397471
971	0.3748462694
972	0.3748020307
973	0.3747408083
974	0.374689418
975	0.3746073516
976	0.3745544225
977	0.3744779506
978	0.3744008774
979	0.374345912
980	0.3742868404
981	0.3742193693
982	0.3741580019
983	0.3740708829
984	0.374004982
985	0.3739281789
986	0.3738607789
987	0.3737928282
988	0.3737252637
989	0.373668354
990	0.373666428
991	0.3736121869
992	0.3735406342
993	0.3734619588
994	0.3733896134
995	0.3729661167
996	0.3729104765
997	0.3728405102
998	0.3727451198
999	0.3726456223
