,scaled_input_date,scaled_input_day,scaled_input_period,scaled_input_nswprice,scaled_input_nswdemand,scaled_input_vicprice,scaled_input_vicdemand,scaled_input_transfer,scaled_input_target,origin_input_date,origin_input_day,origin_input_period,origin_input_nswprice,origin_input_nswdemand,origin_input_vicprice,origin_input_vicdemand,origin_input_transfer,origin_input_target,scaled_cf_date,scaled_cf_day,scaled_cf_period,scaled_cf_nswprice,scaled_cf_nswdemand,scaled_cf_vicprice,scaled_cf_vicdemand,scaled_cf_transfer,scaled_cf_target,origin_cf_date,origin_cf_day,origin_cf_period,origin_cf_nswprice,origin_cf_nswdemand,origin_cf_vicprice,origin_cf_vicdemand,origin_cf_transfer,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.429671,0.16666666666666666,0.446809,0.11527876365176024,0.645641,0.003467,0.422915,0.43255550655695146,1.0,0.429671,1.0,0.446809,0.111084,0.645641,0.003467,0.422915,0.414912,1.0,0.429671,0.16666666666666666,0.446809,0.07374123,0.645641,0.003467,0.422915,0.43255550655695146,N,0.429671,1.0,0.446809,0.07105793412276001,0.645641,0.003467,0.422915,0.414912,N,0.019713878631591797,Y,1.0,Y
0,0.460732,1.0,0.106383,0.0327455448873613,0.261678,0.00216,0.26696,0.3470508574234448,0.0,0.460732,6.0,0.106383,0.031554,0.261678,0.00216,0.26696,0.332895,0.0,0.460732,1.0,0.106383,0.0327455448873613,0.261678,0.00216,0.762682,0.3470508574234448,Y,0.460732,6.0,0.106383,0.031554,0.261678,0.00216,0.762682,0.332895,Y,0.02043294906616211,Y,0.0,N
0,0.902836,1.0,0.638298,0.07471368144024773,0.329813,0.004632,0.308907,0.8143567994945844,1.0,0.902836,6.0,0.638298,0.071995,0.329813,0.004632,0.308907,0.78114,1.0,0.39992,1.0,0.638298,0.07471368144024773,0.329813,0.004632,0.308907,0.5824845,Y,0.39992,6.0,0.638298,0.071995,0.329813,0.004632,0.308907,0.5587255397295,Y,0.01899886131286621,N,1.0,N
0,0.031061,0.0,0.425532,0.07736205028579968,0.501785,0.003467,0.422915,0.43255550655695146,1.0,0.031061,0.0,0.425532,0.074547,0.501785,0.003467,0.422915,0.414912,1.0,0.031061,0.0,0.425532,0.07736205028579968,0.101995,0.003467,0.422915,0.43255550655695146,N,0.031061,0.0,0.425532,0.074547,0.101995,0.003467,0.422915,0.414912,N,0.021686077117919922,Y,1.0,Y
0,0.443387,0.5,0.553191,0.04632985060376998,0.488545,0.003037,0.530813,0.4663916489698303,0.0,0.443387,3.0,0.553191,0.044644,0.488545,0.003037,0.530813,0.447368,0.0,0.443387,0.5,0.553191,0.89305309,0.488545,0.297647,0.530813,0.4663916489698303,Y,0.443387,3.0,0.553191,0.8605566741610801,0.488545,0.297647,0.530813,0.447368,Y,0.019826889038085938,Y,0.0,N
0,0.912438,0.0,0.489362,0.04629871774116553,0.329069,0.002919,0.269549,0.7293087756499872,1.0,0.912438,0.0,0.489362,0.044614,0.329069,0.002919,0.269549,0.699561,1.0,0.912438,0.72277551,0.986363,0.04629871774116553,0.329069,0.002919,0.269549,0.7293087756499872,N,0.912438,4.33665306,0.986363,0.044614,0.329069,0.002919,0.269549,0.699561,N,0.019421815872192383,Y,1.0,Y
0,0.876908,0.6666666666666666,0.148936,0.029692448827951495,0.1626,0.001861,0.251165,0.6794688551319781,0.0,0.876908,4.0,0.148936,0.028612,0.1626,0.001861,0.251165,0.651754,0.0,0.876908,0.6666666666666666,0.148936,0.029692448827951495,0.1626,0.001861,0.999837,0.0192935,Y,0.876908,4.0,0.148936,0.028612,0.1626,0.001861,0.999837,0.018506537428500003,Y,0.017109155654907227,Y,0.0,N
0,0.894429,0.5,0.12766,0.06137843862467466,0.318209,0.003828,0.401864,0.6968445941508177,0.0,0.894429,3.0,0.12766,0.059145,0.318209,0.003828,0.401864,0.668421,0.0,0.894429,0.5,0.12766,0.06137843862467466,0.318209,0.003828,0.13817,0.8177171,Y,0.894429,3.0,0.12766,0.059145,0.318209,0.003828,0.13817,0.7843632372081001,Y,0.022349119186401367,Y,0.0,N
0,0.868192,0.6666666666666666,0.170213,0.026701618493750592,0.193841,0.001674,0.252978,0.8939180222078352,0.0,0.868192,4.0,0.170213,0.02573,0.193841,0.001674,0.252978,0.857456,0.0,0.868192,0.6666666666666666,0.170213,0.026701618493750592,0.193841,0.001674,0.615341,0.8333805,Y,0.868192,4.0,0.170213,0.02573,0.193841,0.001674,0.615341,0.7993877427855001,Y,0.01990199089050293,Y,0.0,N
0,0.474271,0.8333333333333333,0.042553,0.025455266227485746,0.091044,0.001635,0.18203,0.7773201099653777,0.0,0.474271,5.0,0.042553,0.024529,0.091044,0.001635,0.18203,0.745614,0.0,0.400217,0.8333333333333333,0.042553,0.025455266227485746,0.091044,0.001635,0.728932,0.7773201099653777,Y,0.400217,5.0,0.042553,0.024529,0.091044,0.001635,0.728932,0.745614,Y,0.017194032669067383,Y,0.0,N
