,scaled_input_x1,scaled_input_x5,scaled_input_x6,scaled_input_x7,scaled_input_x8,scaled_input_x9,scaled_input_x10,scaled_input_x11,scaled_input_x12,scaled_input_x13,scaled_input_x14,scaled_input_x15,scaled_input_x16,scaled_input_x17,scaled_input_x18,scaled_input_x19,scaled_input_x20,scaled_input_x21,scaled_input_x22,scaled_input_x23,scaled_input_target,origin_input_x1,origin_input_x5,origin_input_x6,origin_input_x7,origin_input_x8,origin_input_x9,origin_input_x10,origin_input_x11,origin_input_x12,origin_input_x13,origin_input_x14,origin_input_x15,origin_input_x16,origin_input_x17,origin_input_x18,origin_input_x19,origin_input_x20,origin_input_x21,origin_input_x22,origin_input_x23,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_x1,scaled_cf_x5,scaled_cf_x6,scaled_cf_x7,scaled_cf_x8,scaled_cf_x9,scaled_cf_x10,scaled_cf_x11,scaled_cf_x12,scaled_cf_x13,scaled_cf_x14,scaled_cf_x15,scaled_cf_x16,scaled_cf_x17,scaled_cf_x18,scaled_cf_x19,scaled_cf_x20,scaled_cf_x21,scaled_cf_x22,scaled_cf_x23,scaled_cf_target,origin_cf_x1,origin_cf_x5,origin_cf_x6,origin_cf_x7,origin_cf_x8,origin_cf_x9,origin_cf_x10,origin_cf_x11,origin_cf_x12,origin_cf_x13,origin_cf_x14,origin_cf_x15,origin_cf_x16,origin_cf_x17,origin_cf_x18,origin_cf_x19,origin_cf_x20,origin_cf_x21,origin_cf_x22,origin_cf_x23,origin_cf_target
0,0.02702702702702702,0.16666666666666674,0.2,0.2222222222222222,0.2,0.2,0.2,0.1,0.05843379896995211,0.14868880601432546,0.11727128920878513,0.13992251667846628,0.12301454087833982,0.4054122198843699,0.006194777935321688,0.024984850487402836,0.002919145186164353,0.0023881702265521948,0.0684442211536161,0.00240038133717697,Y,29999.999999999996,30.000000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,29202.0,30695.0,29342.000000000004,23571.999999999996,21381.0,28608.99999999999,2001.0,10019.0,1219.0,1032.0,28608.999999999996,1269.0,Y,9.07437515258789,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02702702702702702,0.16666666666666674,0.2,0.2222222222222222,0.2,0.2,0.2,0.1,0.05843379896995211,0.14868880601432546,0.11727128920878513,0.13992251667846628,0.12301454087833982,0.4054122198843699,0.006194777935321688,0.024984850487402836,0.002919145186164353,0.0023881702265521948,0.0684442211536161,0.00240038133717697,Y,29999.999999999996,30.000000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,29202.0,30695.0,29342.000000000004,23571.999999999996,21381.0,28608.99999999999,2001.0,10019.0,1219.0,1032.0,28608.999999999996,1269.0,Y,8.899855852127075,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02702702702702702,0.16666666666666674,0.2,0.2222222222222222,0.2,0.2,0.2,0.1,0.05843379896995211,0.14868880601432546,0.11727128920878513,0.13992251667846628,0.12301454087833982,0.4054122198843699,0.006194777935321688,0.024984850487402836,0.002919145186164353,0.0023881702265521948,0.0684442211536161,0.00240038133717697,Y,29999.999999999996,30.000000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,29202.0,30695.0,29342.000000000004,23571.999999999996,21381.0,28608.99999999999,2001.0,10019.0,1219.0,1032.0,28608.999999999996,1269.0,Y,9.296242952346802,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02702702702702702,0.16666666666666674,0.2,0.2222222222222222,0.2,0.2,0.2,0.1,0.05843379896995211,0.14868880601432546,0.11727128920878513,0.13992251667846628,0.12301454087833982,0.4054122198843699,0.006194777935321688,0.024984850487402836,0.002919145186164353,0.0023881702265521948,0.0684442211536161,0.00240038133717697,Y,29999.999999999996,30.000000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,29202.0,30695.0,29342.000000000004,23571.999999999996,21381.0,28608.99999999999,2001.0,10019.0,1219.0,1032.0,28608.999999999996,1269.0,Y,8.985634088516235,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02702702702702702,0.16666666666666674,0.2,0.2222222222222222,0.2,0.2,0.2,0.1,0.05843379896995211,0.14868880601432546,0.11727128920878513,0.13992251667846628,0.12301454087833982,0.4054122198843699,0.006194777935321688,0.024984850487402836,0.002919145186164353,0.0023881702265521948,0.0684442211536161,0.00240038133717697,Y,29999.999999999996,30.000000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,29202.0,30695.0,29342.000000000004,23571.999999999996,21381.0,28608.99999999999,2001.0,10019.0,1219.0,1032.0,28608.999999999996,1269.0,Y,9.349544048309326,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.06756756756756756,0.2407407407407407,0.1,0.1111111111111111,0.1,0.1,0.1,0.1,0.011930260797304741,0.10374563428639082,0.07218332292220243,0.10326852212468918,0.0884441938188451,0.37427180671209515,0.0010092441813667518,0.0008129614990411543,0.0007806737741505982,0.0011015203758128341,0.0007799229646642264,0.0006166464270446747,Y,59999.99999999999,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0000000000004,326.0000000000015,326.0000000000023,326.000000000004,476.0000000000007,326.00000000001785,325.99999999999994,326.0,326.0,476.0,326.0,326.0,Y,9.128002166748047,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.06756756756756756,0.2407407407407407,0.1,0.1111111111111111,0.1,0.1,0.1,0.1,0.011930260797304741,0.10374563428639082,0.07218332292220243,0.10326852212468918,0.0884441938188451,0.37427180671209515,0.0010092441813667518,0.0008129614990411543,0.0007806737741505982,0.0011015203758128341,0.0007799229646642264,0.0006166464270446747,Y,59999.99999999999,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0000000000004,326.0000000000015,326.0000000000023,326.000000000004,476.0000000000007,326.00000000001785,325.99999999999994,326.0,326.0,476.0,326.0,326.0,Y,9.09362506866455,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.06756756756756756,0.2407407407407407,0.1,0.1111111111111111,0.1,0.1,0.1,0.1,0.011930260797304741,0.10374563428639082,0.07218332292220243,0.10326852212468918,0.0884441938188451,0.37427180671209515,0.0010092441813667518,0.0008129614990411543,0.0007806737741505982,0.0011015203758128341,0.0007799229646642264,0.0006166464270446747,Y,59999.99999999999,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0000000000004,326.0000000000015,326.0000000000023,326.000000000004,476.0000000000007,326.00000000001785,325.99999999999994,326.0,326.0,476.0,326.0,326.0,Y,9.021378993988037,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.06756756756756756,0.2407407407407407,0.1,0.1111111111111111,0.1,0.1,0.1,0.1,0.011930260797304741,0.10374563428639082,0.07218332292220243,0.10326852212468918,0.0884441938188451,0.37427180671209515,0.0010092441813667518,0.0008129614990411543,0.0007806737741505982,0.0011015203758128341,0.0007799229646642264,0.0006166464270446747,Y,59999.99999999999,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0000000000004,326.0000000000015,326.0000000000023,326.000000000004,476.0000000000007,326.00000000001785,325.99999999999994,326.0,326.0,476.0,326.0,326.0,Y,9.125087022781372,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.06756756756756756,0.2407407407407407,0.1,0.1111111111111111,0.1,0.1,0.1,0.1,0.011930260797304741,0.10374563428639082,0.07218332292220243,0.10326852212468918,0.0884441938188451,0.37427180671209515,0.0010092441813667518,0.0008129614990411543,0.0007806737741505982,0.0011015203758128341,0.0007799229646642264,0.0006166464270446747,Y,59999.99999999999,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0000000000004,326.0000000000015,326.0000000000023,326.000000000004,476.0000000000007,326.00000000001785,325.99999999999994,326.0,326.0,476.0,326.0,326.0,Y,9.28427791595459,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.33783783783783783,0.20370370370370372,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.2085621523427309,0.28530012431184515,0.2627380963480239,0.29781725352057153,0.28709676885907104,0.5089805459123735,0.01838929581999542,0.014962481577444557,0.010776171729072673,0.010413532964617129,0.01087585827412139,0.008530906091937063,N,259999.99999999997,32.0,0.0,0.0,0.0,0.0,0.0,0.0,122423.0,123006.0,122956.00000000001,123708.99999999999,120602.99999999999,122674.00000000004,5940.0,6000.0,4500.0,4500.0,4546.0,4510.0,N,7.330074310302734,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.33783783783783783,0.20370370370370372,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.2085621523427309,0.28530012431184515,0.2627380963480239,0.29781725352057153,0.28709676885907104,0.5089805459123735,0.01838929581999542,0.014962481577444557,0.010776171729072673,0.010413532964617129,0.01087585827412139,0.008530906091937063,N,259999.99999999997,32.0,0.0,0.0,0.0,0.0,0.0,0.0,122423.0,123006.0,122956.00000000001,123708.99999999999,120602.99999999999,122674.00000000004,5940.0,6000.0,4500.0,4500.0,4546.0,4510.0,N,7.330350875854492,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.33783783783783783,0.20370370370370372,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.2085621523427309,0.28530012431184515,0.2627380963480239,0.29781725352057153,0.28709676885907104,0.5089805459123735,0.01838929581999542,0.014962481577444557,0.010776171729072673,0.010413532964617129,0.01087585827412139,0.008530906091937063,N,259999.99999999997,32.0,0.0,0.0,0.0,0.0,0.0,0.0,122423.0,123006.0,122956.00000000001,123708.99999999999,120602.99999999999,122674.00000000004,5940.0,6000.0,4500.0,4500.0,4546.0,4510.0,N,7.245033025741577,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.33783783783783783,0.20370370370370372,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.2085621523427309,0.28530012431184515,0.2627380963480239,0.29781725352057153,0.28709676885907104,0.5089805459123735,0.01838929581999542,0.014962481577444557,0.010776171729072673,0.010413532964617129,0.01087585827412139,0.008530906091937063,N,259999.99999999997,32.0,0.0,0.0,0.0,0.0,0.0,0.0,122423.0,123006.0,122956.00000000001,123708.99999999999,120602.99999999999,122674.00000000004,5940.0,6000.0,4500.0,4500.0,4546.0,4510.0,N,7.3093109130859375,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.33783783783783783,0.20370370370370372,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.2085621523427309,0.28530012431184515,0.2627380963480239,0.29781725352057153,0.28709676885907104,0.5089805459123735,0.01838929581999542,0.014962481577444557,0.010776171729072673,0.010413532964617129,0.01087585827412139,0.008530906091937063,N,259999.99999999997,32.0,0.0,0.0,0.0,0.0,0.0,0.0,122423.0,123006.0,122956.00000000001,123708.99999999999,120602.99999999999,122674.00000000004,5940.0,6000.0,4500.0,4500.0,4546.0,4510.0,N,7.247338056564331,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.08108108108108107,0.09259259259259262,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.11731369435470623,0.15980879654294677,0.11499016381215212,0.1475967398348473,0.1316286015256925,0.4058900666232861,0.009287523141411827,0.004987493859148186,0.0022869431113920896,0.006942355309744752,0.007177205196296561,0.0014943272311818804,N,70000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,65763.0,38208.99999999999,27874.0,28439.0,26589.999999999993,29042.999999999985,3000.0,2000.0,955.0,3000.0,3000.0,790.0,N,7.191015005111694,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.08108108108108107,0.09259259259259262,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.11731369435470623,0.15980879654294677,0.11499016381215212,0.1475967398348473,0.1316286015256925,0.4058900666232861,0.009287523141411827,0.004987493859148186,0.0022869431113920896,0.006942355309744752,0.007177205196296561,0.0014943272311818804,N,70000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,65763.0,38208.99999999999,27874.0,28439.0,26589.999999999993,29042.999999999985,3000.0,2000.0,955.0,3000.0,3000.0,790.0,N,7.185107946395874,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.08108108108108107,0.09259259259259262,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.11731369435470623,0.15980879654294677,0.11499016381215212,0.1475967398348473,0.1316286015256925,0.4058900666232861,0.009287523141411827,0.004987493859148186,0.0022869431113920896,0.006942355309744752,0.007177205196296561,0.0014943272311818804,N,70000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,65763.0,38208.99999999999,27874.0,28439.0,26589.999999999993,29042.999999999985,3000.0,2000.0,955.0,3000.0,3000.0,790.0,N,7.205104112625122,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.08108108108108107,0.09259259259259262,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.11731369435470623,0.15980879654294677,0.11499016381215212,0.1475967398348473,0.1316286015256925,0.4058900666232861,0.009287523141411827,0.004987493859148186,0.0022869431113920896,0.006942355309744752,0.007177205196296561,0.0014943272311818804,N,70000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,65763.0,38208.99999999999,27874.0,28439.0,26589.999999999993,29042.999999999985,3000.0,2000.0,955.0,3000.0,3000.0,790.0,N,7.4211108684539795,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.08108108108108107,0.09259259259259262,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.11731369435470623,0.15980879654294677,0.11499016381215212,0.1475967398348473,0.1316286015256925,0.4058900666232861,0.009287523141411827,0.004987493859148186,0.0022869431113920896,0.006942355309744752,0.007177205196296561,0.0014943272311818804,N,70000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,65763.0,38208.99999999999,27874.0,28439.0,26589.999999999993,29042.999999999985,3000.0,2000.0,955.0,3000.0,3000.0,790.0,N,7.2969069480896,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
0,0.33783783783783783,0.2407407407407407,0.2,0.2222222222222222,0.2,0.2,0.0,0.0,0.42099584180164973,0.48452761498845676,0.3227015486168735,0.10275448950726977,0.087657038344063,0.3739128711432318,0.036252298661977496,0.01871058321259442,0.0,0.0,0.0,0.3699935308871764,N,259999.99999999997,34.0,0.0,0.0,0.0,0.0,-2.0,-2.0,254332.0,257628.0,161545.0,0.0,0.0,0.0,11710.0,7503.000000000001,0.0,0.0,0.0,195603.0,N,7.285146236419678,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,10000.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-7082.0,-69777.0,-46127.0,-65167.0,-53007.004,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
