,scaled_input_age,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_length_of_stay,scaled_input_class,origin_input_age,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_length_of_stay,origin_input_class,scaled_cf_age,scaled_cf_age_cat,scaled_cf_sex,scaled_cf_race,scaled_cf_priors_count,scaled_cf_days_b_screening_arrest,scaled_cf_c_charge_degree,scaled_cf_is_recid,scaled_cf_is_violent_recid,scaled_cf_two_year_recid,scaled_cf_length_of_stay,scaled_cf_class,origin_cf_age,origin_cf_age_cat,origin_cf_sex,origin_cf_race,origin_cf_priors_count,origin_cf_days_b_screening_arrest,origin_cf_c_charge_degree,origin_cf_is_recid,origin_cf_is_violent_recid,origin_cf_two_year_recid,origin_cf_length_of_stay,origin_cf_class,running_time,Found,ground_truth,prediction
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.2,0.0,M,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,7.6000000000000005,0.0,M,0,0,0,0.0,High,0.035141944885253906,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.3,0.0,M,0,0,0,0.5,High,29.000000000000004,25 - 45,Male,African-American,11.4,0.0,M,0,0,0,399.5,High,0.03641700744628906,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.8,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,639.2,High,0.035841941833496094,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,Caucasian,1.0,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,Caucasian,38.0,0.0,F,0,0,0,0.0,High,0.03526020050048828,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,1,0,0,0.5,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,1,0,0,399.5,High,0.03513002395629883,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,Other,0.5,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,Other,19.0,0.0,F,0,0,0,0.0,High,0.03515291213989258,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,799.0,High,0.03510785102844238,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,Native American,0.0,0.0,F,0,0,0,0.8,High,29.000000000000004,25 - 45,Male,Native American,0.0,0.0,F,0,0,0,639.2,High,0.03489828109741211,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.2,0.000946073793755913,M,0,0,0,0.003754693366708386,High,24.000000000000004,Less than 25,Male,African-American,7.6000000000000005,1.0,M,0,0,0,3.0,High,0.035202741622924805,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.07692307692307696,Less than 25,Male,Native American,0.05263157894736842,0.000946073793755913,F,0,0,0,0.003754693366708386,High,24.000000000000004,Less than 25,Male,Native American,2.0,1.0,F,0,0,0,3.0,High,0.03484702110290527,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.18442073,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.6,High,32.38481694,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,479.4,High,0.03517413139343262,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.4601409625,M,0,0,0,0.4,High,24.000000000000004,Less than 25,Male,African-American,2.0,486.36899736249995,M,0,0,0,319.6,High,0.03525805473327637,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,1.0,0.9386966409,M,0,0,0,0.003754693366708386,High,24.000000000000004,Less than 25,Male,African-American,38.0,992.2023494313,M,0,0,0,3.0,High,0.03516697883605957,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.0,0.1943838267,M,1,0,1,0.7,High,24.000000000000004,Less than 25,Male,African-American,0.0,205.46370482190002,M,1,0,1,559.3,High,0.03510308265686035,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Female,African-American,0.0,0.0,M,1,0,1,0.5,High,24.000000000000004,Less than 25,Female,African-American,0.0,0.0,M,1,0,1,399.5,High,0.034818172454833984,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.5,0.7520463008,M,1,0,1,0.0012515644555694619,High,24.000000000000004,Less than 25,Male,African-American,19.0,794.9129399456,M,1,0,1,1.0,High,0.03508591651916504,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.6,High,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,479.4,High,0.034979820251464844,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.5,High,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,399.5,High,0.03499889373779297,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.3,0.0,F,0,0,0,0.0012515644555694619,High,32.0,25 - 45,Male,African-American,11.4,0.0,F,0,0,0,1.0,High,0.03485107421875,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Female,African-American,0.3,0.0,F,0,0,0,0.0012515644555694619,High,32.0,25 - 45,Female,African-American,11.4,0.0,F,0,0,0,1.0,High,0.034423112869262695,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.7,0.0,F,0,0,0,0.0012515644555694619,High,32.0,25 - 45,Male,African-American,26.6,0.0,F,0,0,0,1.0,High,0.0348820686340332,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.8,0.0,F,0,0,0,0.0012515644555694619,High,32.0,25 - 45,Male,African-American,30.400000000000002,0.0,F,0,0,0,1.0,High,0.03432035446166992,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,Hispanic,0.0,0.0,F,0,0,0,0.7,High,32.0,25 - 45,Male,Hispanic,0.0,0.0,F,0,0,0,559.3,High,0.03435397148132324,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.08974358974358973,25 - 45,Male,Hispanic,0.4,0.000946073793755913,F,1,0,1,0.0,High,25.0,25 - 45,Male,Hispanic,15.200000000000001,1.0,F,1,0,1,0.0,High,0.0357668399810791,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.07506003,25 - 45,Male,Native American,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,High,23.85468234,25 - 45,Male,Native American,2.0,1.0,F,1,0,1,0.0,High,0.03550004959106445,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,M,1,0,1,0.7,High,25.0,25 - 45,Male,Hispanic,2.0,1.0,M,1,0,1,559.3,High,0.03484487533569336,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.22679113,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.6,High,35.68970814,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,479.4,High,0.035121917724609375,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,1,1,0.9,High,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,1,1,719.1,High,0.03522777557373047,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,African-American,0.8,0.000946073793755913,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,30.400000000000002,1.0,M,0,0,0,0.0,High,0.035414934158325195,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.4,High,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,319.6,High,0.035218000411987305,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.8,High,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,639.2,High,0.03483986854553223,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,African-American,0.6,0.000946073793755913,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,22.8,1.0,M,0,0,0,0.0,High,0.03451967239379883,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.65579713,25 - 45,Female,African-American,0.5,0.000946073793755913,M,0,0,0,0.0,High,69.15217614,25 - 45,Female,African-American,19.0,1.0,M,0,0,0,0.0,High,0.03493618965148926,Y,Medium-Low,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,Native American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.7,High,27.0,25 - 45,Male,Native American,4.0,1.0,F,0,0,0,559.3,High,0.03521323204040527,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.5,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,399.5,High,0.03502798080444336,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,African-American,0.8,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,30.400000000000002,1.0,F,0,0,0,33.0,High,0.03501009941101074,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.3,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,239.7,High,0.03492593765258789,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,Native American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,Native American,4.0,1.0,F,0,0,0,33.0,High,0.03507375717163086,Y,High,Medium-Low
0,0.19230769230769232,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.19230769230769232,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.5,High,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,399.5,High,0.03518795967102051,Y,Medium-Low,Medium-Low
0,0.19230769230769232,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.19230769230769232,Greater than 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,1.0,High,33.0,Greater than 45,Male,Hispanic,1.0,1.0,F,0,0,0,799.0,High,0.03493499755859375,Y,Medium-Low,Medium-Low
