,scaled_input_age,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_length_of_stay,scaled_input_class,origin_input_age,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_length_of_stay,origin_input_class,scaled_cf_age,scaled_cf_age_cat,scaled_cf_sex,scaled_cf_race,scaled_cf_priors_count,scaled_cf_days_b_screening_arrest,scaled_cf_c_charge_degree,scaled_cf_is_recid,scaled_cf_is_violent_recid,scaled_cf_two_year_recid,scaled_cf_length_of_stay,scaled_cf_class,origin_cf_age,origin_cf_age_cat,origin_cf_sex,origin_cf_race,origin_cf_priors_count,origin_cf_days_b_screening_arrest,origin_cf_c_charge_degree,origin_cf_is_recid,origin_cf_is_violent_recid,origin_cf_two_year_recid,origin_cf_length_of_stay,origin_cf_class,running_time,Found,ground_truth,prediction
0,0.33333333333333337,25 - 45,Male,African-American,0.0,0.000946073793755913,M,0,0,0,0.0025031289111389237,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.33333333333333337,25 - 45,Male,African-American,0.4,0.000946073793755913,M,0,0,0,0.0025031289111389237,High,44.0,25 - 45,Male,African-American,15.200000000000001,1.0,M,0,0,0,2.0,High,0.030259132385253906,Y,Medium-Low,Medium-Low
0,0.33333333333333337,25 - 45,Male,African-American,0.0,0.000946073793755913,M,0,0,0,0.0025031289111389237,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.33333333333333337,25 - 45,Male,Hispanic,0.9,0.000946073793755913,M,0,0,0,0.0025031289111389237,High,44.0,25 - 45,Male,Hispanic,34.2,1.0,M,0,0,0,2.0,High,0.03040003776550293,Y,Medium-Low,Medium-Low
0,0.33333333333333337,25 - 45,Male,African-American,0.0,0.000946073793755913,M,0,0,0,0.0025031289111389237,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.33333333333333337,25 - 45,Male,African-American,0.4,0.000946073793755913,M,0,0,0,0.0025031289111389237,High,44.0,25 - 45,Male,African-American,15.200000000000001,1.0,M,0,0,0,2.0,High,0.03147697448730469,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.7,0.0,M,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,26.6,0.0,M,0,0,0,0.0,High,0.031726837158203125,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.2,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,159.8,High,0.030773162841796875,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.3,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,239.7,High,0.030601024627685547,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.6,0.0,M,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,22.8,0.0,M,0,0,0,0.0,High,0.03061509132385254,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.1,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,79.9,High,0.03058314323425293,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.7,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,26.6,0.0,F,0,0,0,0.0,High,0.03058791160583496,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,1.0,0.0,F,0,1,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,38.0,0.0,F,0,1,0,0.0,High,0.030586719512939453,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.5276746815,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,0.0,557.7521383454999,F,0,0,0,0.0,High,0.030722856521606445,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Female,African-American,0.6,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Female,African-American,22.8,0.0,F,0,0,0,0.0,High,0.030803918838500977,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.8,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,639.2,High,0.030827045440673828,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.6,0.2235184866,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,22.8,236.2590403362,M,0,0,0,3.0,Medium-Low,0.030820846557617188,Y,Medium-Low,High
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.5,0.000946073793755913,M,0,0,0,0.4,Medium-Low,24.000000000000004,Less than 25,Male,African-American,19.0,1.0,M,0,0,0,319.6,Medium-Low,0.030312299728393555,Y,Medium-Low,High
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.11795981,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,27.200865179999997,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.030498981475830078,Y,Medium-Low,High
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.07692307692307696,Less than 25,Male,Hispanic,0.05263157894736842,0.000946073793755913,M,0,0,1,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,Hispanic,2.0,1.0,M,0,0,1,3.0,Medium-Low,0.030787229537963867,Y,Medium-Low,High
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.58390358,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,1.0,Medium-Low,63.544479239999994,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,799.0,Medium-Low,0.030612945556640625,Y,Medium-Low,High
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,F,1,0,1,0.0012515644555694619,High,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,F,1,0,1,1.0,High,0.03058600425720215,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0687671,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,High,23.3638338,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,High,0.03022599220275879,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.0,0.4284015526,M,1,0,1,0.0012515644555694619,High,24.000000000000004,Less than 25,Male,African-American,0.0,452.82044109820004,M,1,0,1,1.0,High,0.030591964721679688,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,1.0,0.0,M,1,0,1,0.0012515644555694619,High,24.000000000000004,Less than 25,Male,African-American,38.0,0.0,M,1,0,1,1.0,High,0.03056192398071289,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Less than 25,Male,African-American,0.8,0.0,M,1,0,1,0.0012515644555694619,High,24.000000000000004,Less than 25,Male,African-American,30.400000000000002,0.0,M,1,0,1,1.0,High,0.030580997467041016,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,Greater than 45,Male,African-American,0.5,0.0,F,0,0,0,0.0012515644555694619,High,32.0,Greater than 45,Male,African-American,19.0,0.0,F,0,0,0,1.0,High,0.03064417839050293,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.9,0.0,F,0,0,0,0.0012515644555694619,High,32.0,25 - 45,Male,African-American,34.2,0.0,F,0,0,0,1.0,High,0.030521869659423828,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.05081249,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.7,High,21.963374220000002,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,559.3,High,0.03045201301574707,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,Other,0.0,0.0,F,0,0,0,0.4,High,32.0,25 - 45,Male,Other,0.0,0.0,F,0,0,0,319.6,High,0.030270099639892578,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,1,0.0012515644555694619,High,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,1,1.0,High,0.03043079376220703,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.5624096568,F,1,0,1,0.0,High,25.0,25 - 45,Male,Hispanic,2.0,594.4670072376,F,1,0,1,0.0,High,0.030583858489990234,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.67802621,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.1,High,70.88604438,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,79.9,High,0.030740976333618164,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.7274013808,F,1,0,1,0.0,High,25.0,25 - 45,Male,Hispanic,2.0,768.8632595056,F,1,0,1,0.0,High,0.03034234046936035,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.37523524,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.2,High,47.268348720000006,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,159.8,High,0.030616044998168945,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.08974358974358973,25 - 45,Male,African-American,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,High,25.0,25 - 45,Male,African-American,2.0,1.0,F,1,0,1,0.0,High,0.030640840530395508,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,African-American,1.0,0.000946073793755913,M,0,0,0,0.2,High,37.0,25 - 45,Female,African-American,38.0,1.0,M,0,0,0,159.8,High,0.030605792999267578,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,Asian,0.5,0.000946073793755913,M,0,0,0,0.0,High,37.0,25 - 45,Female,Asian,19.0,1.0,M,0,0,0,0.0,High,0.030665159225463867,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.5,High,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,399.5,High,0.030638933181762695,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,High,37.0,25 - 45,Male,African-American,4.0,1.0,M,0,0,0,0.0,High,0.03065800666809082,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Female,African-American,1.0,0.000946073793755913,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,38.0,1.0,M,0,0,0,0.0,High,0.030670166015625,Y,Medium-Low,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.27702082,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,39.607623960000005,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.03060126304626465,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,African-American,0.9,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,34.2,1.0,F,0,0,0,33.0,High,0.030586957931518555,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.52187057,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.4,High,58.70590446,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,319.6,High,0.030501127243041992,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,1,0.3,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,1,239.7,High,0.030740976333618164,Y,High,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,African-American,0.7,0.000946073793755913,M,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,26.6,1.0,M,0,0,0,33.0,High,0.030426740646362305,Y,High,Medium-Low
0,0.19230769230769232,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.08918116,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.3,High,24.95613048,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,239.7,High,0.03062295913696289,Y,Medium-Low,Medium-Low
0,0.19230769230769232,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.19230769230769232,25 - 45,Male,Hispanic,0.5,0.000946073793755913,F,0,0,0,0.0,High,33.0,25 - 45,Male,Hispanic,19.0,1.0,F,0,0,0,0.0,High,0.030821800231933594,Y,Medium-Low,Medium-Low
